,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
133,T133,T133,Kevin Stadler,65,53.85,56,104
134,135,135,Pat Perez,74,53.72,65,121
135,136,136,Jeff Quinney,78,53.69,80,149
136,137,137,Will MacKenzie,69,53.64,59,110
137,138,138,Chris Stroud,88,53.6,67,125
138,139,139,Mark Calcavecchia,72,53.57,60,112
139,140,140,Parker McLachlin,71,53.42,78,146
140,141,141,Tag Ridings,50,53.25,41,77
141,142,142,Andres Romero,58,53.23,33,62
142,143,143,Ted Purdy,101,53.15,76,143
143,144,144,Fred Couples,54,53.13,51,96
144,145,145,Leif Olson,51,53.03,35,66
145,146,146,Kris Blanks,60,52.81,47,89
146,147,147,Jason Gore,74,52.76,67,127
147,148,148,Sean O'Hair,80,52.63,40,76
148,149,149,J.B. Holmes,74,52.59,61,116
149,150,150,Jeff Overton,92,52.55,72,137
150,151,151,Patrick Sheehan,51,52.54,31,59
151,152,152,Colt Knost,71,52.5,63,120
152,153,153,Kevin Streelman,97,52.44,86,164
153,T154,T154,Billy Mayfair,83,52.38,55,105
154,T154,T154,Nick O'Hern,90,52.38,77,147
155,156,156,Eric Axley,71,52.23,82,157
156,157,157,Lucas Glover,93,52.11,74,142
157,158,158,Rory Sabbatini,81,52.03,64,123
158,159,159,Brian Bateman,55,51.92,54,104
159,160,160,Lee Janzen,74,51.72,60,116
160,161,161,Retief Goosen,74,51.58,49,95
161,162,162,Adam Scott,53,51.56,33,64
162,163,163,Steve Elkington,70,51.35,57,111
163,164,164,D.A. Points,99,51.3,79,154
164,165,165,Harrison Frazar,93,51.27,81,158
165,166,166,Ricky Barnes,67,51.14,45,88
166,167,167,Brendon Todd,53,51.0,51,100
167,168,168,Briny Baird,89,50.91,56,110
168,169,169,John Senden,100,50.86,59,116
169,170,170,Marc Leishman,91,50.81,63,124
170,T171,T171,K.J. Choi,65,50.0,41,82
171,T171,T171,Phil Mickelson,66,50.0,40,80
172,T171,T171,Bubba Watson,73,50.0,57,114
173,174,174,Martin Laird,72,49.6,62,125
174,175,175,Stephen Ames,77,49.07,53,108
175,176,176,Bart Bryant,58,48.39,45,93
176,177,177,J.J. Henry,97,48.28,84,174
177,178,178,Vaughn Taylor,88,48.25,69,143
178,179,179,Marc Turnesa,77,48.06,62,129
179,180,180,Dean Wilson,81,47.62,70,147
180,181,181,Rick Price,54,43.94,29,66
181,182,182,Greg Kraft,51,41.43,29,70
182,183,183,David Duval,56,38.04,35,92
183,184,184,Gary Woodland,53,37.18,29,78
