,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
47,T38,T38,Danny Willett,9,22,3.0,4,8,2016050
48,T49,T49,Aaron Baddeley,28,21,2.0,3,11,2016120
49,T49,T49,Blayne Barber,27,21,,3,13,2016270
50,T49,T49,Bronson Burgoon,27,21,2.0,2,18,2016040
51,T49,T49,Stewart Cink,19,21,6.0,1,12,2016460
52,T49,T49,Marc Leishman,25,21,2.0,1,3,2016200
53,T49,T49,Rory McIlroy,18,21,4.0,3,12,2016050
54,T49,T49,Bryce Molder,26,21,1.0,2,5,2016270
55,T49,T49,Henrik Norlander,21,21,5.0,2,18,2016390
56,T49,T49,Louis Oosthuizen,17,21,2.0,1,16,2016290
57,T49,T49,Andres Romero,14,21,4.0,4,1,2016210
58,T49,T49,Justin Rose,18,21,1.0,3,4,2016010
59,T60,T60,Scott Brown,27,20,,3,1,2016480
60,T60,T60,Jim Herman,29,20,,3,10,2016030
61,T60,T60,Sung Kang,29,20,3.0,2,3,2016160
62,T60,T60,Jason Kokrak,28,20,1.0,4,11,2016420
63,T60,T60,Steve Marino,24,20,2.0,3,1,2016150
64,T60,T60,John Senden,28,20,1.0,4,15,2016470
65,T60,T60,Jhonattan Vegas,27,20,3.0,1,17,2016040
66,T60,T60,Johnson Wagner,26,20,,1,4,2016450
67,T68,T68,Thomas Aiken,23,19,4.0,2,13,2016390
68,T68,T68,Robert Garrigus,21,19,,2,3,2016110
69,T68,T68,J.B. Holmes,22,19,1.0,2,15,2016160
70,T68,T68,Mark Hubbard,30,19,,2,14,2016130
71,T68,T68,Jerry Kelly,23,19,,1,9,2016460
72,T68,T68,Michael Kim,29,19,,4,18,2016020
73,T68,T68,Patton Kizzire,27,19,,1,7,2016270
74,T68,T68,David Lingmerth,24,19,,2,18,2016120
75,T68,T68,Ryan Moore,23,19,3.0,4,12,2016430
76,T68,T68,Carlos Ortiz,29,19,1.0,1,12,2016130
77,T68,T68,Scott Pinckney,29,19,1.0,3,4,2016120
78,T68,T68,Henrik Stenson,14,19,3.0,1,7,2016230
79,T68,T68,Brian Stuard,20,19,,4,15,2016070
80,T81,T81,Robert Allenby,23,18,1.0,1,9,2016300
81,T81,T81,Jason Bohn,21,18,1.0,1,9,2016040
82,T81,T81,Rickie Fowler,23,18,1.0,4,16,2016420
83,T81,T81,Emiliano Grillo,25,18,1.0,3,15,2016100
84,T81,T81,Bill Haas,24,18,7.0,1,3,2016320
85,T81,T81,Padraig Harrington,16,18,1.0,4,9,2016030
86,T81,T81,Justin Hicks,15,18,,4,17,2016190
87,T81,T81,Spencer Levin,32,18,,1,9,2016030
88,T81,T81,Jamie Lovemark,27,18,4.0,2,9,2016070
89,T81,T81,Rob Oppenheim,21,18,,2,2,2016040
90,T81,T81,John Peterson,3,18,3.0,1,1,2016070
91,T81,T81,Scott Piercy,24,18,,1,17,2016340
92,T81,T81,Vijay Singh,22,18,3.0,1,8,2016310
93,T81,T81,Shawn Stefani,29,18,,2,9,2016040
94,T81,T81,Brett Stegmaier,29,18,8.0,4,10,2016390
95,T81,T81,Hudson Swafford,30,18,,3,2,2016120
96,T81,T81,Vaughn Taylor,24,18,,1,17,2016480
97,T81,T81,Nicholas Thompson,5,18,2.0,1,17,2016040
98,T81,T81,Cameron Tringale,25,18,,1,3,2016030
99,T81,T81,Harold Varner III,28,18,2.0,3,16,2016120
100,T101,T101,Matthew Fitzpatrick,12,17,6.0,3,16,2016050
101,T101,T101,Steve Flesch,6,17,,1,1,2016040
102,T101,T101,Sergio Garcia,15,17,1.0,2,16,2016050
103,T101,T101,Jason Gore,27,17,,1,10,2016060
104,T101,T101,Branden Grace,18,17,,4,4,2016420
105,T101,T101,Scott Hend,5,17,2.0,2,7,2016030
106,T101,T101,Whee Kim,27,17,,3,10,2016260
107,T101,T101,Brooks Koepka,21,17,1.0,1,4,2016300
108,T101,T101,Martin Laird,24,17,,1,5,2016390
109,T101,T101,Ben Martin,28,17,2.0,4,12,2016390
110,T101,T101,Francesco Molinari,18,17,,1,12,2016400
111,T101,T101,Ryan Palmer,23,17,5.0,2,15,2016470
112,T101,T101,D.A. Points,18,17,6.0,2,15,2016460
113,T101,T101,Jon Rahm,9,17,,2,12,2016450
114,T101,T101,Kyle Stanley,28,17,,3,9,2016390
115,T101,T101,Daniel Summerhays,28,17,,2,12,2016010
116,T101,T101,Michael Thompson,23,17,2.0,2,5,2016390
117,T101,T101,Tyrone Van Aswegen,31,17,,1,3,2016060
118,T101,T101,Gary Woodland,26,17,4.0,1,10,2016290
119,T120,T120,Abraham Ancer,19,16,,3,6,2016430
120,T120,T120,Josh Broadaway,2,16,,1,15,2016460
121,T120,T120,Tony Finau,28,16,,1,9,2016430
122,T120,T120,Tom Gillis,12,16,,1,8,2016450
123,T120,T120,Retief Goosen,16,16,,1,1,2016210
124,T120,T120,Adam Hadwin,27,16,2.0,3,2,2016460
125,T120,T120,David Hearn,29,16,11.0,4,16,2016480
126,T120,T120,Russell Henley,25,16,2.0,2,16,2016070
127,T120,T120,Morgan Hoffmann,25,16,,1,10,2016450
128,T120,T120,John Huh,28,16,2.0,1,17,2016460
129,T120,T120,Freddie Jacobson,26,16,1.0,1,10,2016210
130,T120,T120,Zach Johnson,24,16,,1,10,2016450
131,T120,T120,Smylie Kaufman,28,16,2.0,2,13,2016100
132,T120,T120,Richard Lee,11,16,,4,14,2016390
133,T120,T120,Justin Leonard,13,16,,2,7,2016060
134,T120,T120,Shane Lowry,17,16,3.0,1,7,2016430
135,T120,T120,Will MacKenzie,26,16,,2,13,2016130
136,T120,T120,William McGirt,28,16,6.0,4,15,2016010
137,T120,T120,Rod Pampling,18,16,,2,9,2016120
138,T120,T120,Patrick Rodgers,28,16,1.0,2,17,2016040
139,T120,T120,Rory Sabbatini,20,16,3.0,1,6,2016200
140,T120,T120,Brandt Snedeker,27,16,3.0,1,8,2016100
141,T120,T120,Scott Stallings,27,16,16.0,2,12,2016460
142,T120,T120,Kevin Streelman,26,16,,2,14,2016420
143,T120,T120,Chris Stroud,27,16,14.0,1,1,2016450
144,T120,T120,Andy Sullivan,11,16,8.0,3,7,2016050
145,T120,T120,Justin Thomas,28,16,1.0,2,10,2016030
146,T120,T120,Steve Wheatcroft,26,16,4.0,3,13,2016410
147,T120,T120,Bernd Wiesberger,11,16,1.0,3,15,2016180
148,T120,T120,Bobby Wyatt,6,16,2.0,3,11,2016270
149,T150,T150,Byeong Hun An,14,15,3.0,1,12,2016050
150,T150,T150,Ricky Barnes,29,15,,4,13,2016410
151,T150,T150,Daniel Berger,26,15,,3,5,2016430
152,T150,T150,Zac Blair,31,15,1.0,3,10,2016450
153,T150,T150,Steven Bowditch,26,15,,2,4,2016100
154,T150,T150,K.J. Choi,22,15,1.0,3,5,2016390
155,T150,T150,Chad Collins,26,15,3.0,4,12,2016210
156,T150,T150,Jamie Donaldson,13,15,4.0,1,7,2016420
157,T150,T150,Derek Fathauer,30,15,,3,3,2016410
158,T150,T150,Billy Hurley III,20,15,1.0,2,18,2016420
159,T150,T150,Matt Kuchar,26,15,,3,15,2016160
160,T150,T150,Scott Langley,22,15,,1,5,2016460
161,T150,T150,Hunter Mahan,22,15,2.0,4,1,2016430
162,T150,T150,Peter Malnati,32,15,,2,8,2016070
163,T150,T150,Troy Merritt,26,15,1.0,1,2,2016150
164,T150,T150,Geoff Ogilvy,22,15,,3,2,2016120
165,T150,T150,Tim Petrovic,7,15,,3,13,2016070
166,T150,T150,Chez Reavie,27,15,,1,12,2016230
167,T150,T150,Brendan Steele,25,15,1.0,2,14,2016030
168,T150,T150,David Toms,19,15,,3,6,2016040
169,T150,T150,Aaron Wise,2,15,,1,12,2016450
170,T171,T171,Tyler Aldridge,28,14,,1,11,2016270
171,T171,T171,Eric Axley,7,14,,1,10,2016390
172,T171,T171,Michael Bradley,8,14,4.0,1,1,2016040
173,T171,T171,Ángel Cabrera,22,14,3.0,2,4,2016430
174,T171,T171,Miguel Angel Carballo,18,14,6.0,4,12,2016430
175,T171,T171,Jon Curran,30,14,,4,8,2016420
176,T171,T171,Brendon de Jonge,30,14,,1,1,2016010
177,T171,T171,Luke Donald,23,14,2.0,2,2,2016460
178,T171,T171,Tim Herron,14,14,1.0,1,14,2016070
179,T171,T171,Charles Howell III,25,14,3.0,3,11,2016140
180,T171,T171,D.H. Lee,22,14,,2,11,2016390
181,T171,T171,HaoTong Li,3,14,,1,8,2016050
182,T171,T171,WC Liang,1,14,1.0,1,10,2016050
183,T171,T171,Luke List,27,14,2.0,4,9,2016260
184,T171,T171,Andrew Loupe,27,14,4.0,1,6,2016130
185,T171,T171,Robby Ormand,1,14,1.0,1,13,2016260
186,T171,T171,Jeff Overton,25,14,,2,7,2016040
187,T171,T171,Cameron Percy,15,14,,1,7,2016210
188,T171,T171,Carl Pettersson,22,14,1.0,2,5,2016040
189,T171,T171,Martin Piller,22,14,2.0,1,3,2016010
190,T171,T171,Xander Schauffele,2,14,1.0,3,14,2016120
191,T171,T171,Cameron Smith,24,14,5.0,1,3,2016150
192,T171,T171,Robert Streb,27,14,,4,10,2016460
193,T171,T171,D.J. Trahan,14,14,3.0,1,8,2016040
194,T171,T171,Marc Turnesa,10,14,,1,5,2016450
195,T171,T171,Dawie van der Walt,25,14,,2,6,2016060
196,T171,T171,Jimmy Walker,25,14,1.0,3,11,2016420
197,T171,T171,Tim Wilkinson,22,14,,2,13,2016270
198,T171,T171,Mark Wilson,21,14,,2,16,2016120
199,T200,T200,Joe Affrunti,4,13,,2,4,2016270
200,T200,T200,Matt Atkins,1,13,,2,13,2016070
201,T200,T200,Jonas Blixt,26,13,,2,18,2016420
202,T200,T200,Bud Cauley,14,13,,2,16,2016120
203,T200,T200,Matt Dobyns,7,13,7.0,1,1,2016210
204,T200,T200,Ernie Els,21,13,1.0,3,7,2016230
205,T200,T200,Oscar Fraustro,1,13,,1,2,2016060
206,T200,T200,Chesson Hadley,27,13,,3,16,2016270
207,T200,T200,Brandon Hagy,2,13,,3,8,2016190
208,T200,T200,Tom Hoge,26,13,1.0,1,17,2016060
209,T200,T200,Billy Horschel,20,13,2.0,1,8,2016130
210,T200,T200,Kevin Kisner,27,13,4.0,2,10,2016310
211,T200,T200,Lucas Lee,16,13,3.0,2,2,2016070
212,T200,T200,Prayad Marksaeng,1,13,1.0,3,9,2016030
213,T200,T200,Lee McCoy,7,13,1.0,2,8,2016190
214,T200,T200,Parker McLachlin,3,13,3.0,1,13,2016110
215,T200,T200,Ian Poulter,13,13,1.0,1,10,2016050
216,T200,T200,Alex Prugh,13,13,,1,13,2016390
217,T200,T200,Ted Purdy,9,13,,2,8,2016150
218,T200,T200,Michael Putnam,7,13,,3,17,2016040
219,T200,T200,John Rollins,9,13,,2,10,2016390
220,T200,T200,Ollie Schniederjans,7,13,,3,11,2016020
221,T200,T200,Nick Taylor,26,13,4.0,1,12,2016020
222,T200,T200,Brendon Todd,29,13,2.0,1,4,2016070
223,T200,T200,Boo Weekley,26,13,,2,18,2016390
224,T225,T225,Shane Bertsch,9,12,,3,16,2016060
225,T225,T225,Grégory Bourdy,3,12,5.0,4,1,2016210
226,T225,T225,Rodolfo Cazaubón,3,12,6.0,1,7,2016210
227,T225,T225,Ben Crane,27,12,,2,6,2016110
228,T225,T225,Bryson DeChambeau,12,12,2.0,2,5,2016240
229,T225,T225,Jared du Toit,1,12,1.0,1,10,2016410
230,T225,T225,Matt Every,17,12,,1,17,2016140
231,T225,T225,Marcus Fraser,5,12,3.0,4,16,2016370
232,T225,T225,Rhein Gibson,20,12,2.0,3,10,2016460
233,T225,T225,Luke Guthrie,19,12,,3,6,2016460
234,T225,T225,Mark Hensby,5,12,,3,8,2016070
235,T225,T225,Hiroshi Iwata,29,12,2.0,4,5,2016300
236,T225,T225,Miguel Angel Jiménez,2,12,1.0,1,9,2016050
237,T225,T225,Martin Kaymer,10,12,2.0,1,5,2016290
238,T225,T225,Søren Kjeldsen,12,12,,2,14,2016400
239,T225,T225,Kelly Kraft,20,12,4.0,3,2,2016060
240,T225,T225,Danny Lee,28,12,2.0,4,9,2016050
241,T225,T225,Ben Leong,1,12,12.0,4,16,2016030
242,T225,T225,Davis Love III,15,12,,2,7,2016070
243,T225,T225,George McNeill,23,12,4.0,1,9,2016390
244,T225,T225,Shaun Micheel,3,12,,1,5,2016450
245,T225,T225,Phil Mickelson,22,12,4.0,2,16,2016470
246,T225,T225,Seung-Yul Noh,28,12,,2,12,2016070
247,T225,T225,Pat Perez,11,12,1.0,2,2,2016130
248,T225,T225,Wes Roach,21,12,,1,15,2016430
249,T225,T225,Bo Van Pelt,5,12,,1,1,2016120
250,T225,T225,Chris Wood,8,12,3.0,1,11,2016420
251,T252,T252,Cameron Beckman,12,11,,4,16,2016060
252,T252,T252,Charlie Beljan,13,11,,1,5,2016230
253,T252,T252,Ryan Blaum,1,11,5.0,2,3,2016060
254,T252,T252,Greg Chalmers,12,11,,2,14,2016070
255,T252,T252,George Coetzee,7,11,3.0,4,4,2016420
256,T252,T252,Erik Compton,24,11,1.0,1,16,2016130
257,T252,T252,Austin Connelly,4,11,2.0,1,4,2016450
258,T252,T252,David Coupland,1,11,,1,1,2016400
259,T252,T252,Victor Dubuisson,5,11,,1,10,2016420
260,T252,T252,Jorge Fernández-Valdés,1,11,2.0,3,5,2016210
261,T252,T252,Trevor Fisher Jr,1,11,,1,1,2016050
262,T252,T252,Ross Fisher,4,11,3.0,1,1,2016050
263,T252,T252,Martin Flores,2,11,,3,15,2016040
264,T252,T252,Tommy Gainey,4,11,2.0,1,1,2016040
265,T252,T252,Ricardo Gouveia,1,11,3.0,2,3,2016200
266,T252,T252,Matt Jones,27,11,2.0,3,12,2016450
267,T252,T252,Andrew Landry,18,11,,3,12,2016450
268,T252,T252,Frank Lickliter II,9,11,2.0,1,16,2016450
269,T252,T252,Jarrod Lyle,10,11,1.0,4,11,2016390
270,T252,T252,Nick Mason,1,11,3.0,2,14,2016110
271,T252,T252,Billy Mayfair,7,11,1.0,4,16,2016210
272,T252,T252,Trey Mullinax,2,11,2.0,3,17,2016070
273,T252,T252,Jordan Niebrugge,6,11,,1,8,2016460
274,T252,T252,Dicky Pride,21,11,,2,16,2016450
275,T252,T252,Sam Saunders,24,11,,4,15,2016330
276,T252,T252,Chris Smith,5,11,6.0,2,5,2016040
277,T252,T252,Young-han Song,2,11,8.0,3,8,2016420
278,T252,T252,Matthew Southgate,1,11,1.0,2,8,2016400
279,T252,T252,Hunter Stewart,8,11,,2,12,2016020
280,T252,T252,Darron Stiles,17,11,,3,6,2016390
281,T252,T252,Hideto Tanihara,4,11,8.0,2,15,2016110
282,T252,T252,Curtis Thompson,1,11,,1,11,2016040
283,T252,T252,Willy Wilcox,23,11,,3,3,2016060
284,T252,T252,Y.E. Yang,1,11,11.0,2,8,2016420
285,T286,T286,Rafael Campos,2,10,1.0,2,3,2016230
286,T286,T286,Brian Davis,9,10,1.0,2,4,2016120
287,T286,T286,Andrew Dodt,2,10,1.0,3,5,2016050
288,T286,T286,Paul Dunne,4,10,2.0,4,18,2016130
289,T286,T286,Gonzalo Fernandez-Castaño,2,10,,2,1,2016060
290,T286,T286,Adam Hart,2,10,,2,14,2016460
291,T286,T286,Tyrrell Hatton,5,10,3.0,2,6,2016430
292,T286,T286,Nathan Holman,4,10,1.0,1,9,2016320
293,T286,T286,David Howell,2,10,3.0,3,18,2016050
294,T286,T286,Yuta Ikeda,3,10,3.0,2,16,2016340
295,T286,T286,Thongchai Jaidee,8,10,5.0,2,1,2016050
296,T286,T286,Kent Jones,1,10,3.0,2,17,2016450
297,T286,T286,Richard Lee,2,10,,3,16,2016030
298,T286,T286,Alex Redfield,1,10,,2,3,2016390
299,T286,T286,Curtis Reed,2,10,,2,5,2016260
300,T286,T286,Ryan Ruffels,7,10,1.0,3,4,2016270
301,T286,T286,Robby Shelton,4,10,,1,10,2016390
302,T286,T286,Conrad Shindler,1,10,,2,2,2016300
303,T286,T286,Heath Slocum,7,10,,2,8,2016040
304,T286,T286,Steve Stricker,15,10,5.0,2,2,2016270
305,T286,T286,Adam Svensson,2,10,4.0,2,11,2016070
306,T286,T286,Kevin Tway,1,10,2.0,1,14,2016340
307,T286,T286,Fabrizio Zanotti,1,10,2.0,2,15,2016210
308,T309,T309,Kiradech Aphibarnrat,11,9,,4,3,2016200
309,T309,T309,Arjun Atwal,6,9,4.0,1,13,2016450
310,T309,T309,Wil Bateman,1,9,2.0,1,2,2016210
311,T309,T309,Kristoffer Broberg,3,9,2.0,4,14,2016180
312,T309,T309,Mark Calcavecchia,1,9,,1,9,2016400
313,T309,T309,Danny Chia,2,9,1.0,2,3,2016030
314,T309,T309,Tim Clark,7,9,,1,9,2016040
315,T309,T309,Darren Clarke,4,9,,2,15,2016420
316,T309,T309,Austin Cook,1,9,,1,1,2016040
317,T309,T309,Ben Curtis,5,9,1.0,3,16,2016450
318,T309,T309,Bradley Dredge,1,9,1.0,4,8,2016420
319,T309,T309,Ken Duke,20,9,,2,18,2016210
320,T309,T309,Tommy Fleetwood,2,9,1.0,3,16,2016050
321,T309,T309,Fred Funk,4,9,,1,7,2016110
322,T309,T309,John Hahn,1,9,1.0,1,9,2016320
323,T309,T309,Jesse Hutchins,1,9,1.0,2,8,2016460
324,T309,T309,Trevor Immelman,11,9,,2,10,2016300
325,T309,T309,Arie Ahmad Irawan,1,9,2.0,3,18,2016030
326,T309,T309,Andrew Johnston,4,9,9.0,4,10,2016420
327,T309,T309,Daisuke Kataoka,1,9,,2,3,2016110
328,T309,T309,Hyung-Sung Kim,1,9,1.0,2,6,2016110
329,T309,T309,Bernhard Langer,2,9,2.0,3,2,2016240
330,T309,T309,Troy Matteson,3,9,,2,2,2016390
331,T309,T309,Jon McLean,1,9,2.0,1,1,2016210
332,T309,T309,Colin Montgomerie,1,9,3.0,1,2,2016400
333,T309,T309,James Morrison,3,9,,2,18,2016050
334,T309,T309,Alex Noren,4,9,1.0,2,1,2016420
335,T309,T309,Thorbjørn Olesen,5,9,1.0,2,9,2016320
336,T309,T309,Omar Uresti,4,9,,4,18,2016390
337,T309,T309,Mike Van Sickle,1,9,,1,10,2016340
338,T309,T309,Danie van Tonder,1,9,4.0,3,10,2016050
339,T309,T309,Tim Yelverton,1,9,,1,5,2016270
340,T341,T341,Jason Allred,1,8,,1,14,2016340
341,T341,T341,Rich Beem,1,8,5.0,3,4,2016420
342,T341,T341,Matt Bettencourt,5,8,3.0,3,15,2016150
343,T341,T341,Derek Chang,1,8,,2,10,2016340
344,T341,T341,Daniel Chopra,1,8,,1,8,2016450
345,T341,T341,Franklin Corpening,1,8,8.0,2,11,2016310
346,T341,T341,John Daly,3,8,2.0,1,16,2016420
347,T341,T341,Ryan Evans,1,8,1.0,3,18,2016400
348,T341,T341,Scott Fernandez,1,8,,1,1,2016400
349,T341,T341,Edward Figueroa,1,8,,1,7,2016210
350,T341,T341,Scott Gregory,1,8,,2,5,2016400
351,T341,T341,Jerry Haas,1,8,,2,1,2016460
352,T341,T341,Dudley Hart,1,8,,1,1,2016450
353,T341,T341,Wes Homan,3,8,1.0,2,18,2016330
354,T341,T341,Kodai Ichihara,1,8,,1,11,2016400
355,T341,T341,Ryo Ishikawa,6,8,,2,5,2016030
356,T341,T341,Michael Johnson,4,8,6.0,4,9,2016390
357,T341,T341,Austin Jordan,1,8,,1,3,2016340
358,T341,T341,Robert Karlsson,2,8,,1,11,2016040
359,T341,T341,K.T. Kim,7,8,,1,18,2016180
360,T341,T341,Satoshi Kodaira,3,8,,3,4,2016110
361,T341,T341,Joost Luiten,2,8,1.0,4,2,2016420
362,T341,T341,Ryan McClintock,1,8,4.0,1,10,2016450
363,T341,T341,Yusaku Miyazato,4,8,3.0,3,8,2016340
364,T341,T341,Jack Newman,1,8,,1,2,2016300
365,T341,T341,Brad Ott,1,8,,2,10,2016420
366,T341,T341,Jin Park,1,8,,1,1,2016020
367,T341,T341,Paul Peterson,1,8,3.0,2,12,2016030
368,T341,T341,Thomas Pieters,5,8,2.0,2,11,2016420
369,T341,T341,Soomin Lee,2,8,,1,1,2016400
370,T341,T341,Ben Taylor,2,8,1.0,2,18,2016270
371,T341,T341,Ethan Tracy,4,8,1.0,1,17,2016340
372,T341,T341,Charlie Wi,5,8,,2,10,2016450
373,T341,T341,Yoshio Yamamoto,1,8,8.0,2,2,2016060
374,T341,T341,Xinjun Zhang,1,8,,1,1,2016050
375,T376,T376,Blake Adams,4,7,,2,4,2016060
376,T376,T376,Max Alverio,1,7,1.0,1,6,2016210
377,T376,T376,Ryan Armour,1,7,4.0,1,5,2016390
378,T376,T376,Matthew Baldwin,1,7,2.0,1,18,2016340
379,T376,T376,Dean Burmester,1,7,1.0,1,17,2016210
380,T376,T376,Sam Burns,1,7,,1,10,2016340
381,T376,T376,Frankie Capan,1,7,2.0,1,9,2016210
382,T376,T376,Nicolas Colsaerts,2,7,3.0,1,16,2016420
383,T376,T376,Corey Conners,1,7,1.0,4,10,2016410
384,T376,T376,Nick Cullen,2,7,1.0,4,6,2016050
385,T376,T376,Steve Cutler,1,7,1.0,1,5,2016390
386,T376,T376,Chris DiMarco,2,7,3.0,2,12,2016070
387,T376,T376,Zecheng Dou,1,7,4.0,2,18,2016050
388,T376,T376,Nacho Elvira,1,7,6.0,1,3,2016060
389,T376,T376,Brad Fritsch,1,7,,1,12,2016410
390,T376,T376,Joey Garber,4,7,7.0,2,12,2016460
391,T376,T376,Brian Gay,13,7,,1,4,2016300
392,T376,T376,Todd Hamilton,1,7,1.0,1,4,2016400
393,T376,T376,Brandon Harkins,1,7,1.0,4,1,2016340
394,T376,T376,Lance Lopez,1,7,,2,15,2016300
395,T376,T376,Matteo Manassero,2,7,3.0,1,12,2016400
396,T376,T376,Denny McCarthy,2,7,1.0,1,12,2016340
397,T376,T376,Paul McConnell,2,7,7.0,2,12,2016260
398,T376,T376,Mark O'Meara,2,7,3.0,4,2,2016400
399,T376,T376,Chase Parker,2,7,1.0,1,5,2016390
400,T376,T376,Rod Perry,2,7,7.0,2,12,2016420
401,T376,T376,"Ted Potter, Jr.",2,7,4.0,1,11,2016430
402,T376,T376,Brett Quigley,1,7,,2,5,2016120
403,T376,T376,Jason Schmuhl,1,7,2.0,3,10,2016150
404,T376,T376,Chad Sorensen,1,7,1.0,1,2,2016120
405,T376,T376,Miguel Tabuena,2,7,,1,13,2016340
406,T376,T376,Yosuke Tsukada,2,7,1.0,3,12,2016370
407,T376,T376,Armando Villarreal,1,7,4.0,2,1,2016450
408,T376,T376,Anthony Wall,1,7,3.0,1,16,2016400
409,T376,T376,Tim Weinhart,1,7,,2,8,2016070
410,T376,T376,Zach Wright,1,7,,2,5,2016270
411,T376,T376,Jordan Zunic,1,7,,2,11,2016180
412,T413,T413,Mark Anderson,1,6,3.0,1,1,2016070
413,T413,T413,Connor Arendell,1,6,1.0,2,1,2016210
414,T413,T413,Oskar Arvidsson,1,6,3.0,1,3,2016400
415,T413,T413,Ashun Wu,1,6,4.0,3,13,2016050
416,T413,T413,Derek Bard,2,6,,1,4,2016240
417,T413,T413,Craig Barlow,3,6,,1,1,2016450
418,T413,T413,Mark Brown,1,6,6.0,2,4,2016420
419,T413,T413,Brian Bullington,1,6,1.0,1,9,2016450
420,T413,T413,Thitiphun Chuayprakong,1,6,,2,11,2016340
421,T413,T413,Keith Clearwater,1,6,1.0,1,5,2016310
422,T413,T413,Gavin Coles,2,6,,1,11,2016450
423,T413,T413,Marco Dawson,1,6,,1,4,2016400
424,T413,T413,Glen Day,3,6,2.0,1,1,2016040
425,T413,T413,Dennis Downs,1,6,,2,2,2016140
426,T413,T413,James Driscoll,1,6,1.0,1,4,2016060
427,T413,T413,David Duval,2,6,1.0,3,14,2016150
428,T413,T413,Jacob Eggers,1,6,2.0,1,10,2016210
429,T413,T413,Ben Geyer,1,6,1.0,1,8,2016010
430,T413,T413,Derek Gillespie,1,6,1.0,1,11,2016430
431,T413,T413,James Heath,1,6,3.0,2,8,2016400
432,T413,T413,Ryan Helminen,1,6,2.0,1,10,2016420
433,T413,T413,David Hronek,1,6,1.0,1,4,2016200
434,T413,T413,Steven Ihm,1,6,,1,2,2016450
435,T413,T413,Steven Jeffress,1,6,,3,16,2016050
436,T413,T413,Lasse Jensen,1,6,1.0,2,6,2016400
