,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
95,T96,T96,Tom Lehman,51,1.584,1454,918
96,T96,T96,Brett Quigley,80,1.584,2281,1440
97,T98,T98,Stuart Appleby,87,1.5859999999999999,2398,1512
98,T98,T98,Steve Marino,119,1.5859999999999999,3398,2142
99,T100,T100,Kevin Na,97,1.59,2776,1746
100,T100,T100,Bo Van Pelt,101,1.59,2891,1818
101,102,102,Mike Weir,88,1.591,2491,1566
102,103,103,Todd Demsey,80,1.594,2295,1440
103,104,104,Shane Bertsch,96,1.595,2756,1728
104,T105,T105,Ryan Moore,72,1.5959999999999999,2069,1296
105,T105,T105,Tom Pernice Jr.,104,1.5959999999999999,2987,1872
106,107,107,Phil Mickelson,80,1.597,2242,1404
107,108,108,Steve Stricker,75,1.598,2071,1296
108,T109,T109,Ken Duke,116,1.6,3340,2088
109,T109,T109,Freddie Jacobson,78,1.6,2246,1404
110,T109,T109,Carl Pettersson,110,1.6,3168,1980
111,T109,T109,Ian Poulter,51,1.6,1411,882
112,T109,T109,Y.E. Yang,89,1.6,2563,1602
113,T114,T114,Jonathan Byrd,88,1.6030000000000002,2452,1530
114,T114,T114,Ben Crane,86,1.6030000000000002,2481,1548
115,T114,T114,Bob Estes,90,1.6030000000000002,2597,1620
116,T114,T114,Charley Hoffman,94,1.6030000000000002,2713,1692
117,T114,T114,Anthony Kim,81,1.6030000000000002,2337,1458
118,T114,T114,Justin Leonard,101,1.6030000000000002,2741,1710
119,T114,T114,Geoff Ogilvy,65,1.6030000000000002,1847,1152
120,121,121,Steve Lowery,74,1.604,2136,1332
121,122,122,Retief Goosen,59,1.605,1676,1044
122,123,123,Nick O'Hern,82,1.6059999999999999,2313,1440
123,124,124,Vaughn Taylor,103,1.607,2979,1854
124,125,125,Tim Clark,90,1.609,2578,1602
125,T126,T126,Stephen Ames,83,1.61,2377,1476
126,T126,T126,Frank Lickliter II,107,1.61,3100,1926
127,T126,T126,Camilo Villegas,79,1.61,2260,1404
128,129,129,Jason Day,81,1.6119999999999999,2351,1458
129,130,130,Brian Davis,108,1.6130000000000002,3136,1944
130,131,131,Steve Flesch,95,1.614,2760,1710
131,132,132,Mark Wilson,107,1.6159999999999999,3112,1926
132,T133,T133,Robert Gamez,79,1.617,2299,1422
133,T133,T133,Brandt Snedeker,85,1.617,2445,1512
134,T133,T133,Scott Verplank,82,1.617,2358,1458
135,T136,T136,Stewart Cink,87,1.62,2362,1458
136,T136,T136,J.P. Hayes,67,1.62,1954,1206
137,T138,T138,Olin Browne,77,1.6230000000000002,2249,1386
138,T138,T138,Todd Hamilton,92,1.6230000000000002,2687,1656
139,T138,T138,Scott McCarron,63,1.6230000000000002,1841,1134
140,141,141,Charlie Wi,97,1.624,2835,1746
141,T142,T142,Paul Goydos,78,1.625,2281,1404
142,T142,T142,Kenny Perry,97,1.625,2837,1746
143,T142,T142,John Rollins,94,1.625,2749,1692
144,T145,T145,K.J. Choi,74,1.626,2049,1260
145,T145,T145,Chris DiMarco,87,1.626,2547,1566
146,T147,T147,Ernie Els,51,1.6269999999999998,1464,900
147,T147,T147,J.B. Holmes,86,1.6269999999999998,2489,1530
148,T149,T149,Steve Elkington,84,1.6280000000000001,2461,1512
149,T149,T149,Rod Pampling,83,1.6280000000000001,2345,1440
150,T151,T151,Mark Hensby,71,1.629,2082,1278
151,T151,T151,David Toms,70,1.629,1994,1224
152,153,153,Rocco Mediate,87,1.63,2552,1566
153,154,154,David Duval,51,1.631,1497,918
154,T155,T155,Zach Johnson,85,1.632,2468,1512
155,T155,T155,Pat Perez,93,1.632,2703,1656
156,157,157,Dustin Johnson,92,1.633,2705,1656
157,158,158,Kevin Sutherland,98,1.6340000000000001,2883,1764
158,T159,T159,Michael Allen,91,1.635,2678,1638
159,T159,T159,Jim Furyk,95,1.635,2766,1692
160,T159,T159,Bubba Watson,97,1.635,2855,1746
161,162,162,Jason Gore,94,1.636,2768,1692
162,T163,T163,Bart Bryant,81,1.6369999999999998,2387,1458
163,T163,T163,Lucas Glover,91,1.6369999999999998,2681,1638
164,T163,T163,Vijay Singh,82,1.6369999999999998,2299,1404
165,T166,T166,Fred Couples,60,1.6380000000000001,1769,1080
166,T166,T166,Tag Ridings,88,1.6380000000000001,2594,1584
167,T168,T168,Chad Campbell,94,1.639,2773,1692
168,T168,T168,Davis Love III,78,1.639,2301,1404
169,T170,T170,Mathew Goggin,91,1.64,2687,1638
170,T170,T170,D.J. Trahan,94,1.64,2775,1692
171,172,172,Will MacKenzie,62,1.642,1833,1116
172,T173,T173,Mark Calcavecchia,67,1.645,1954,1188
173,T173,T173,Sergio Garcia,72,1.645,2073,1260
174,T173,T173,Heath Slocum,104,1.645,3080,1872
175,T176,T176,Rich Beem,90,1.6469999999999998,2668,1620
176,T176,T176,Rory Sabbatini,77,1.6469999999999998,2253,1368
177,178,178,Jeff Maggert,86,1.6480000000000001,2551,1548
178,179,179,Trevor Immelman,70,1.649,2018,1224
179,T180,T180,Robert Garrigus,90,1.652,2677,1620
180,T180,T180,Sean O'Hair,81,1.652,2409,1458
181,T180,T180,Adam Scott,51,1.652,1457,882
182,T180,T180,Nick Watney,96,1.652,2855,1728
183,184,184,Ángel Cabrera,55,1.653,1517,918
184,185,185,Woody Austin,109,1.656,3129,1890
185,186,186,Charles Howell III,101,1.6569999999999998,2952,1782
186,T187,T187,Billy Mayfair,103,1.6580000000000001,3074,1854
187,T187,T187,George McNeill,97,1.6580000000000001,2895,1746
188,189,189,Troy Matteson,94,1.6680000000000001,2823,1692
189,190,190,Brandt Jobe,52,1.67,1563,936
190,191,191,Robert Allenby,108,1.671,3218,1926
191,T192,T192,Hunter Mahan,87,1.675,2562,1530
192,T192,T192,John Senden,93,1.675,2773,1656
193,194,194,Boo Weekley,86,1.6769999999999998,2506,1494
194,195,195,J.J. Henry,108,1.679,3264,1944
195,196,196,Charles Warren,79,1.69,2403,1422
196,197,197,Paul Casey,55,1.6909999999999998,1583,936
