,Average_Distance_of_Eagle_putts_made_RANK THIS WEEK,Average_Distance_of_Eagle_putts_made_RANK LAST WEEK,Average_Distance_of_Eagle_putts_made_PLAYER NAME,Average_Distance_of_Eagle_putts_made_ROUNDS,Average_Distance_of_Eagle_putts_made_AVG,Average_Distance_of_Eagle_putts_made_TOT DIST (FT),Average_Distance_of_Eagle_putts_made_TOT EAGLES PUTTS MADE.,Average_Distance_of_Eagle_putts_made_LONGEST MADE (FT),Average_Distance_of_Eagle_putts_made_SHORTEST MADE (FT)
60,61,61,Michael Allen,91,"18' 3""",127.583,7,54.0,4
61,T62,T62,Fred Couples,60,"18' 0""",54.0,3,22.0,16
62,T62,T62,Patrick Sheehan,124,"18' 0""",54.083,3,25.0,10
63,T62,T62,Camilo Villegas,79,"18' 0""",107.833,6,37.0,5
64,65,65,Steve Lowery,74,"17' 8""",70.583,4,49.0,"1"""
65,66,66,Mike Weir,88,"17' 5""",34.75,2,21.0,13
66,T67,T67,Marco Dawson,64,"17' 4""",17.333,1,17.0,17
67,T67,T67,Brandt Jobe,52,"17' 4""",52.0,3,29.0,3
68,T67,T67,John Riegger,73,"17' 4""",86.5,5,35.0,3
69,T70,T70,Nick Flanagan,89,"17' 0""",101.75,6,39.0,4
70,T70,T70,Brett Quigley,80,"17' 0""",17.0,1,17.0,17
71,72,72,David Toms,70,"16' 11""",33.833,2,24.0,10
72,73,73,Steve Marino,119,"16' 10""",84.167,5,39.0,4
73,T74,T74,Rich Beem,90,"16' 8""",116.583,7,32.0,8
74,T74,T74,Davis Love III,78,"16' 8""",99.75,6,36.0,2
75,T76,T76,Craig Kanada,65,"16' 7""",33.083,2,26.0,7
76,T76,T76,Kevin Na,97,"16' 7""",66.333,4,25.0,8
77,78,78,Marc Turnesa,87,"16' 6""",32.917,2,30.0,3
78,79,79,John Huston,56,"16' 2""",16.167,1,16.0,16
79,80,80,John Senden,93,"16' 0""",48.083,3,27.0,4
80,81,81,Chris Riley,51,"15' 9""",15.75,1,16.0,16
81,T82,T82,Woody Austin,109,"15' 8""",62.583,4,24.0,4
82,T82,T82,Ron Whittaker,54,"15' 8""",47.0,3,30.0,3
83,84,84,Frank Lickliter II,107,"15' 7""",124.417,8,26.0,2
84,T85,T85,Kevin Streelman,114,"15' 5""",108.167,7,49.0,3
85,T85,T85,Jay Williamson,96,"15' 5""",46.25,3,38.0,3
86,87,87,Tommy Gainey,60,"15' 4""",61.167,4,34.0,3
87,88,88,Mark Hensby,71,"15' 2""",60.583,4,34.0,5
88,89,89,Jin Park,85,"15' 1""",45.25,3,38.0,2
89,90,90,Troy Matteson,94,"15' 0""",59.833,4,36.0,6
90,91,91,Kevin Sutherland,98,"14' 10""",44.583,3,21.0,8
91,T92,T92,Kevin Stadler,90,"14' 8""",58.5,4,20.0,6
92,T92,T92,Bo Van Pelt,101,"14' 8""",87.833,6,29.0,9
93,94,94,Chad Collins,72,"14' 7""",29.166999999999998,2,22.0,7
94,95,95,Justin Bolli,87,"14' 6""",72.417,5,32.0,5
95,T96,T96,Ken Duke,116,"14' 5""",57.667,4,36.0,2
96,T96,T96,Y.E. Yang,89,"14' 5""",86.417,6,36.0,5
97,98,98,Ben Crane,86,"14' 3""",14.25,1,14.0,14
98,99,99,Steve Allan,58,"13' 11""",41.667,3,20.0,8
99,100,100,Robert Garrigus,90,"13' 10""",55.417,4,19.0,11
100,101,101,Charles Howell III,101,"13' 6""",80.75,6,34.0,6
101,T102,T102,Aaron Baddeley,76,"13' 2""",65.917,5,55.0,2
102,T102,T102,Tim Wilkinson,95,"13' 2""",52.667,4,39.0,"5"""
103,T104,T104,Carl Pettersson,110,"13' 1""",65.25,5,37.0,4
104,T104,T104,Jeff Quinney,87,"13' 1""",52.417,4,31.0,6
105,T104,T104,Steve Stricker,75,"13' 1""",13.083,1,13.0,13
106,107,107,Stuart Appleby,87,"12' 8""",12.667,1,13.0,13
107,T108,T108,Sean O'Hair,81,"12' 5""",74.25,6,28.0,3
108,T108,T108,D.J. Trahan,94,"12' 5""",49.667,4,21.0,3
109,110,110,J.B. Holmes,86,"12' 2""",60.833,5,24.0,5
110,T111,T111,Gavin Coles,54,"12' 1""",12.083,1,12.0,12
111,T111,T111,Justin Leonard,101,"12' 1""",24.166999999999998,2,19.0,5
112,T111,T111,Jon Mills,95,"12' 1""",36.333,3,21.0,7
113,T114,T114,Dudley Hart,74,"12' 0""",12.0,1,12.0,12
114,T114,T114,Charles Warren,79,"12' 0""",47.917,4,30.0,2
115,T116,T116,Chris DiMarco,87,"11' 11""",11.917,1,12.0,12
116,T116,T116,Zach Johnson,85,"11' 11""",23.75,2,13.0,10
117,T116,T116,Richard Johnson,60,"11' 11""",23.75,2,18.0,6
118,T116,T116,Joe Ogilvie,100,"11' 11""",23.833000000000002,2,18.0,6
119,120,120,Tim Herron,97,"11' 10""",35.583,3,20.0,5
120,121,121,Bubba Watson,97,"11' 5""",68.333,6,17.0,6
121,122,122,Mathew Goggin,91,"11' 4""",33.917,3,21.0,"9"""
122,T123,T123,Charley Hoffman,94,"11' 3""",67.25,6,18.0,5
123,T123,T123,Jesper Parnevik,88,"11' 3""",22.416999999999998,2,19.0,4
124,T125,T125,Mark Calcavecchia,67,"11' 2""",22.25,2,13.0,9
125,T125,T125,Jason Gore,94,"11' 2""",33.5,3,15.0,8
126,T125,T125,Jeff Overton,103,"11' 2""",33.417,3,17.0,"5"""
127,T128,T128,Shane Bertsch,96,"11' 1""",11.083,1,11.0,11
128,T128,T128,Nick Watney,96,"11' 1""",77.417,7,22.0,"1"""
129,130,130,Hunter Mahan,87,"11' 0""",55.083,5,27.0,1
130,T131,T131,Lucas Glover,91,"10' 11""",43.667,4,15.0,3
131,T131,T131,Will MacKenzie,62,"10' 11""",65.5,6,20.0,2
132,133,133,Jim McGovern,75,"10' 8""",21.333000000000002,2,11.0,10
133,134,134,Scott Sterling,89,"10' 5""",31.166999999999998,3,16.0,3
134,135,135,Kent Jones,68,"10' 3""",20.417,2,16.0,4
135,136,136,Steve Elkington,84,"10' 2""",10.167,1,10.0,10
136,137,137,David Duval,51,"10' 1""",30.25,3,21.0,4
137,138,138,Todd Demsey,80,"10' 0""",30.083000000000002,3,20.0,2
138,139,139,Geoff Ogilvy,65,"9' 10""",19.667,2,13.0,7
139,T140,T140,Eric Axley,113,"9' 9""",68.0,7,18.0,4
140,T140,T140,Robert Gamez,79,"9' 9""",19.5,2,10.0,9
141,142,142,Jason Day,81,"9' 2""",27.416999999999998,3,13.0,6
142,143,143,Jimmy Walker,73,"9' 1""",36.333,4,13.0,5
143,T144,T144,Ben Curtis,80,"9' 0""",36.083,4,19.0,4
144,T144,T144,Adam Scott,51,"9' 0""",27.083000000000002,3,16.0,4
145,146,146,Nicholas Thompson,113,"8' 11""",62.333,7,18.0,2
146,147,147,Peter Lonard,92,"8' 8""",43.25,5,12.0,3
147,148,148,Jim Furyk,95,"8' 7""",17.167,2,12.0,5
148,T149,T149,David Lutterus,59,"8' 4""",16.667,2,15.0,2
149,T149,T149,Brandt Snedeker,85,"8' 4""",33.417,4,17.0,3
150,151,151,Briny Baird,113,"8' 3""",32.917,4,15.0,3
151,152,152,Anthony Kim,81,"8' 0""",48.083,6,18.0,3
152,T153,T153,Paul Goydos,78,"7' 9""",15.5,2,8.0,7
153,T153,T153,John Rollins,94,"7' 9""",54.417,7,18.0,"7"""
154,155,155,J.J. Henry,108,"7' 6""",14.917,2,10.0,5
155,156,156,Tim Clark,90,"7' 2""",21.5,3,9.0,4
156,157,157,Freddie Jacobson,78,"7' 0""",7.0,1,7.0,7
157,158,158,Trevor Immelman,70,"6' 11""",6.917000000000001,1,7.0,7
158,159,159,James Driscoll,85,"6' 10""",13.583,2,8.0,6
159,T160,T160,Tim Petrovic,97,"6' 2""",6.167000000000001,1,6.0,6
160,T160,T160,Vijay Singh,82,"6' 2""",12.25,2,9.0,4
161,T162,T162,Ryan Moore,72,"6' 0""",6.0,1,6.0,6
162,T162,T162,Corey Pavin,69,"6' 0""",6.0,1,6.0,6
163,T162,T162,Ian Poulter,51,"6' 0""",6.0,1,6.0,6
164,165,165,Lee Janzen,89,"5' 6""",5.5,1,6.0,6
165,166,166,Ángel Cabrera,55,"5' 5""",5.417000000000001,1,5.0,5
166,167,167,Heath Slocum,104,"5' 4""",10.583,2,7.0,4
167,168,168,Tom Scherrer,56,"4' 9""",4.75,1,5.0,5
168,169,169,Brian Davis,108,"4' 6""",8.917,2,6.0,3
169,170,170,Michael Letzig,88,"4' 0""",7.917000000000001,2,5.0,3
170,171,171,Ryan Palmer,69,"3' 10""",7.667000000000001,2,6.0,1
171,172,172,J.P. Hayes,67,"2' 11""",2.917,1,3.0,3
172,173,173,Johnson Wagner,83,"2' 5""",7.332999999999999,3,4.0,1
173,174,174,Paul Casey,55,"2' 2""",2.167,1,2.0,2
174,175,175,Glen Day,64,"2""",0.16699999999999998,1,,"2"""
