,Bonus_Putting_RANK THIS WEEK,Bonus_Putting_RANK LAST WEEK,Bonus_Putting_PLAYER NAME,Bonus_Putting_ROUNDS,Bonus_Putting_VALUE,Bonus_Putting_ATTEMPTS(<= 5'),Bonus_Putting_TOT MADE (>=20'),Bonus_Putting_TOT MADE (<= 5')
79,80,80,J.J. Henry,108,99.37,1434,35,1390
80,81,81,J.P. Hayes,67,99.35,924,32,886
81,82,82,Tim Clark,90,99.33,1043,32,1004
82,83,83,J.B. Holmes,86,99.29,982,26,949
83,84,84,Johnson Wagner,83,99.28,970,34,929
84,85,85,Jerry Kelly,89,99.25,1070,28,1034
85,T86,T86,Peter Lonard,92,99.23,1162,35,1118
86,T86,T86,Brenden Pappas,66,99.23,779,24,749
87,88,88,Jay Williamson,96,99.22,1161,33,1119
88,89,89,Ian Poulter,51,99.2,501,9,488
89,90,90,Nick Watney,96,99.16,1197,33,1154
90,T91,T91,Sergio Garcia,72,99.15,823,25,791
91,T91,T91,Cliff Kresge,84,99.15,1056,28,1019
92,T93,T93,Mark Hensby,71,99.13,915,38,869
93,T93,T93,Vijay Singh,82,99.13,923,24,891
94,95,95,Steve Allan,58,99.12,685,24,655
95,96,96,Mathias Grönberg,87,99.11,1122,42,1070
96,97,97,Chris Stroud,81,99.09,989,30,950
97,T98,T98,Charles Howell III,101,99.08,1302,36,1254
98,T98,T98,George McNeill,97,99.08,1298,35,1251
99,100,100,Tom Pernice Jr.,104,99.07,1404,40,1351
100,101,101,Ernie Els,51,99.06,532,10,517
101,102,102,Greg Kraft,63,99.01,709,23,679
102,103,103,Brandt Jobe,52,99.0,699,19,673
103,104,104,Mathew Goggin,91,98.99,1189,34,1143
104,105,105,Ryan Armour,87,98.98,1081,36,1034
105,106,106,Nick Flanagan,89,98.97,1163,42,1109
106,107,107,Robert Allenby,108,98.96,1251,36,1202
107,T108,T108,Rich Beem,90,98.95,1143,30,1101
108,T108,T108,John Merrick,98,98.95,1143,31,1100
109,T110,T110,Brett Quigley,80,98.94,1040,26,1003
110,T110,T110,Vaughn Taylor,103,98.94,1319,34,1271
111,112,112,Richard Johnson,77,98.92,927,28,889
112,113,113,Anthony Kim,81,98.89,904,26,868
113,114,114,Ryan Palmer,69,98.88,806,21,776
114,115,115,Ryan Moore,72,98.87,883,25,848
115,T116,T116,Lucas Glover,91,98.84,1206,29,1163
116,T116,T116,Dustin Johnson,92,98.84,1208,35,1159
117,T116,T116,Jeff Maggert,86,98.84,1124,32,1079
118,T119,T119,Marco Dawson,64,98.83,767,21,737
119,T119,T119,Kenneth Ferrie,72,98.83,857,27,820
120,121,121,Shigeki Maruyama,50,98.82,594,13,574
121,122,122,Jim McGovern,75,98.81,924,26,887
122,T123,T123,Paul Claxton,63,98.77,734,20,705
123,T123,T123,Sean O'Hair,81,98.77,974,23,939
124,125,125,Paul Goydos,78,98.75,963,24,927
125,126,126,Billy Mayfair,103,98.72,1403,40,1345
126,T127,T127,Kevin Na,97,98.7,1308,39,1252
127,T127,T127,Scott Sterling,89,98.7,1081,26,1041
128,129,129,Camilo Villegas,79,98.69,916,31,873
129,130,130,Cameron Beckman,87,98.68,1063,29,1020
130,T131,T131,Briny Baird,113,98.66,1422,39,1364
131,T131,T131,Jimmy Walker,73,98.66,896,24,860
132,133,133,Chris DiMarco,87,98.61,1079,34,1030
133,134,134,Y.E. Yang,89,98.6,1145,25,1104
134,135,135,Heath Slocum,104,98.59,1276,29,1229
135,136,136,Carlos Franco,73,98.58,915,33,869
136,137,137,Kevin Streelman,114,98.57,1396,33,1343
137,T138,T138,Olin Browne,77,98.56,1045,29,1001
138,T138,T138,Jonathan Byrd,88,98.56,1108,37,1055
139,140,140,David Toms,70,98.54,822,23,787
140,141,141,Justin Bolli,87,98.52,1078,22,1040
141,142,142,Omar Uresti,74,98.5,934,22,898
142,143,143,John Rollins,94,98.48,1117,25,1075
143,144,144,Bo Van Pelt,101,98.43,1341,39,1281
144,T145,T145,Gavin Coles,54,98.42,633,11,612
145,T145,T145,Jon Mills,95,98.42,1137,34,1085
146,T145,T145,Tom Scherrer,56,98.42,634,16,608
147,148,148,Kyle Thompson,70,98.35,849,24,811
148,149,149,Rory Sabbatini,77,98.33,897,28,854
149,T150,T150,Davis Love III,78,98.32,954,27,911
150,T150,T150,Chez Reavie,102,98.32,1312,39,1251
151,T152,T152,Charley Hoffman,94,98.31,1240,26,1193
152,T152,T152,Rod Pampling,83,98.31,1004,23,964
153,154,154,Chris Riley,51,98.28,580,15,555
154,155,155,Ron Whittaker,54,98.27,578,16,552
155,156,156,Boo Weekley,86,98.25,915,23,876
156,157,157,Mike Weir,88,98.2,943,23,903
157,158,158,Tag Ridings,88,98.1,1157,29,1106
158,159,159,Jason Gore,94,98.09,1203,30,1150
159,160,160,Padraig Harrington,52,98.07,467,14,444
160,161,161,Steve Flesch,95,98.06,1185,35,1127
161,162,162,Brandt Snedeker,85,98.03,963,21,923
162,163,163,Todd Demsey,80,98.01,1053,27,1005
163,T164,T164,Robert Garrigus,90,97.82,1236,39,1170
164,T164,T164,Bubba Watson,97,97.82,1192,23,1143
165,166,166,Scott Verplank,82,97.81,958,16,921
166,167,167,John Riegger,73,97.77,942,23,898
167,168,168,Alex Cejka,75,97.72,878,22,836
168,169,169,Mark Calcavecchia,67,97.7,784,21,745
169,170,170,Rocco Mediate,87,97.62,1007,21,962
170,T171,T171,Fred Couples,60,97.61,752,20,714
171,T171,T171,John Senden,93,97.61,1214,27,1158
172,173,173,Ángel Cabrera,55,97.59,580,9,557
173,174,174,David Duval,51,97.57,577,12,551
174,175,175,Travis Perkins,53,97.43,584,12,557
175,176,176,Kevin Stadler,90,97.38,1070,22,1020
176,177,177,David Lutterus,59,97.29,738,15,703
177,178,178,Brad Adamonis,87,97.28,1140,23,1086
178,179,179,Cody Freeman,66,97.26,802,25,755
179,180,180,Will MacKenzie,62,97.18,850,21,805
180,181,181,Billy Andrade,71,97.14,909,29,854
181,T182,T182,Jason Allred,63,97.09,721,16,684
182,T182,T182,Ted Purdy,68,97.09,895,19,850
183,184,184,Brian Davis,108,97.08,1473,34,1396
184,185,185,Tommy Gainey,60,96.96,691,23,647
185,186,186,Nicholas Thompson,113,96.87,1375,33,1299
186,187,187,Trevor Immelman,70,96.85,826,18,782
187,188,188,Harrison Frazar,73,96.75,955,18,906
188,189,189,D.J. Trahan,94,96.7,1153,19,1096
189,190,190,Brett Rumford,72,96.68,903,11,862
190,191,191,Frank Lickliter II,107,96.64,1459,33,1377
191,192,192,Kent Jones,68,96.54,809,17,764
192,193,193,Tom Lehman,51,96.49,569,12,537
193,194,194,Charles Warren,79,96.32,1115,20,1054
194,195,195,Robert Gamez,79,95.84,1057,26,987
195,196,196,Adam Scott,51,95.42,524,13,487
196,197,197,Joe Durant,92,95.06,1214,36,1118
