,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
156,157,157,Jon Mills,95,-0.287,-22.361,78
157,158,158,Nick Flanagan,89,-0.29100000000000004,-23.271,80
158,159,159,Paul Casey,55,-0.299,-10.745999999999999,36
159,160,160,Rod Pampling,83,-0.305,-20.759,68
160,161,161,Billy Andrade,71,-0.311,-19.253,62
161,162,162,John Senden,93,-0.313,-25.66,82
162,163,163,Dustin Johnson,92,-0.319,-25.803,81
163,164,164,Kyle Thompson,70,-0.33,-18.799,57
164,T165,T165,Brad Adamonis,87,-0.332,-25.211,76
165,T165,T165,Brett Rumford,72,-0.332,-20.271,61
166,167,167,Cody Freeman,66,-0.341,-18.738,55
167,168,168,Jason Allred,63,-0.35700000000000004,-17.852999999999998,50
168,169,169,Jim McGovern,75,-0.369,-23.252,63
169,170,170,Justin Bolli,87,-0.37200000000000005,-27.159000000000002,73
170,171,171,Bubba Watson,97,-0.385,-30.813000000000002,80
171,172,172,Vijay Singh,82,-0.40700000000000003,-25.656,63
172,173,173,D.J. Trahan,94,-0.41100000000000003,-32.043,78
173,T174,T174,Chris Stroud,81,-0.413,-27.256,66
174,T174,T174,Nicholas Thompson,113,-0.413,-39.646,96
175,176,176,John Merrick,98,-0.418,-32.189,77
176,177,177,Olin Browne,77,-0.42200000000000004,-29.508000000000003,70
177,178,178,John Riegger,73,-0.423,-27.08,64
178,179,179,Adam Scott,51,-0.44,-15.398,35
179,180,180,Heath Slocum,104,-0.442,-37.986999999999995,86
180,181,181,Alex Cejka,75,-0.444,-26.621,60
181,182,182,Jay Williamson,96,-0.466,-37.294000000000004,80
182,183,183,Will MacKenzie,62,-0.49,-27.901,57
183,184,184,Boo Weekley,86,-0.498,-31.88,64
184,185,185,Ernie Els,51,-0.509,-18.305999999999997,36
185,186,186,Omar Uresti,74,-0.52,-32.763000000000005,63
186,187,187,Mark Calcavecchia,67,-0.53,-28.604,54
187,188,188,Jeff Gove,50,-0.555,-24.435,44
188,189,189,Ted Purdy,68,-0.5579999999999999,-32.925,59
189,190,190,Travis Perkins,53,-0.575,-23.009,40
190,191,191,Trevor Immelman,70,-0.675,-36.472,54
191,192,192,David Lutterus,59,-0.903,-45.148,50
192,193,193,Robert Gamez,79,-0.904,-64.205,71
193,194,194,Harrison Frazar,73,-0.912,-56.56399999999999,62
194,195,195,Tommy Gainey,60,-0.919,-42.268,46
195,196,196,Charles Warren,79,-0.9470000000000001,-70.10300000000001,74
196,197,197,Joe Durant,92,-0.978,-77.297,79
