,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
66,67,67,Phil Mickelson,80,87.31,1095,956
67,68,68,Y.E. Yang,89,87.25,1506,1314
68,69,69,Brandt Jobe,52,87.24,878,766
69,T70,T70,Sergio Garcia,72,87.22,1041,908
70,T70,T70,Geoff Ogilvy,65,87.22,900,785
71,72,72,Michael Allen,91,87.2,1453,1267
72,73,73,Ken Duke,116,87.17,1918,1672
73,74,74,Steve Marino,119,87.13,1911,1665
74,T75,T75,Chris Stroud,81,87.12,1234,1075
75,T75,T75,Jimmy Walker,73,87.12,1149,1001
76,T75,T75,Mark Wilson,107,87.12,1918,1671
77,78,78,Bart Bryant,81,87.11,1265,1102
78,79,79,Tim Clark,90,87.1,1357,1182
79,80,80,Cliff Kresge,84,87.07,1361,1185
80,T81,T81,Steve Elkington,84,87.04,1343,1169
81,T81,T81,Heath Slocum,104,87.04,1628,1417
82,T83,T83,Charles Howell III,101,87.01,1640,1427
83,T83,T83,Greg Kraft,63,87.01,916,797
84,85,85,Parker McLachlin,88,86.99,1445,1257
85,86,86,Chad Campbell,94,86.95,1556,1353
86,87,87,Carlos Franco,73,86.94,1156,1005
87,88,88,Ryan Moore,72,86.93,1171,1018
88,89,89,Martin Laird,98,86.92,1590,1382
89,90,90,Robert Allenby,108,86.9,1603,1393
90,91,91,John Huston,56,86.89,908,789
91,92,92,Marco Dawson,64,86.88,1014,881
92,93,93,Chez Reavie,102,86.86,1674,1454
93,T94,T94,Glen Day,64,86.85,1034,898
94,T94,T94,Billy Mayfair,103,86.85,1780,1546
95,96,96,Jin Park,85,86.83,1314,1141
96,97,97,John Merrick,98,86.82,1472,1278
97,98,98,Lee Janzen,89,86.8,1401,1216
98,T99,T99,Matt Kuchar,88,86.79,1310,1137
99,T99,T99,Chris Riley,51,86.79,742,644
100,T99,T99,Kevin Streelman,114,86.79,1809,1570
101,102,102,Ángel Cabrera,55,86.78,734,637
102,T103,T103,Troy Matteson,94,86.75,1675,1453
103,T103,T103,Bubba Watson,97,86.75,1525,1323
104,105,105,Jonathan Byrd,88,86.7,1421,1232
105,106,106,Charley Hoffman,94,86.65,1625,1408
106,107,107,Briny Baird,113,86.61,1822,1578
107,T108,T108,Robert Garrigus,90,86.58,1609,1393
108,T108,T108,Jeff Overton,103,86.58,1692,1465
109,110,110,Charlie Wi,97,86.57,1645,1424
110,111,111,Ryan Palmer,69,86.54,1092,945
111,T112,T112,Chris DiMarco,87,86.52,1409,1219
112,T112,T112,Bob Sowards,61,86.52,972,841
113,114,114,Tag Ridings,88,86.48,1531,1324
114,115,115,Steve Allan,58,86.47,894,773
115,116,116,Paul Goydos,78,86.41,1251,1081
116,117,117,Jon Mills,95,86.36,1474,1273
117,T118,T118,Ryan Armour,87,86.35,1421,1227
118,T118,T118,Woody Austin,109,86.35,1626,1404
119,120,120,Hunter Mahan,87,86.34,1340,1157
120,121,121,Shane Bertsch,96,86.32,1674,1445
121,122,122,David Duval,51,86.3,781,674
122,123,123,Johnson Wagner,83,86.29,1255,1083
123,124,124,Jay Williamson,96,86.25,1520,1311
124,T125,T125,Lucas Glover,91,86.24,1562,1347
125,T125,T125,Jason Gore,94,86.24,1584,1366
126,127,127,George McNeill,97,86.23,1692,1459
127,128,128,Steve Lowery,74,86.22,1255,1082
128,129,129,Kenneth Ferrie,72,86.21,1131,975
129,T130,T130,Paul Casey,55,86.18,673,580
130,T130,T130,Dustin Johnson,92,86.18,1534,1322
131,T130,T130,Ron Whittaker,54,86.18,767,661
132,133,133,Sean O'Hair,81,86.14,1299,1119
133,134,134,Frank Lickliter II,107,86.12,1880,1619
134,135,135,Fred Couples,60,86.1,971,836
135,136,136,Tom Lehman,51,86.09,719,619
136,137,137,Jeff Maggert,86,86.07,1486,1279
137,T138,T138,Kyle Thompson,70,86.06,1076,926
138,T138,T138,David Toms,70,86.06,1062,914
139,140,140,Rocco Mediate,87,86.02,1309,1126
140,141,141,Ted Purdy,68,86.0,1136,977
141,142,142,Brian Davis,108,85.96,1916,1647
142,143,143,Tom Scherrer,56,85.95,840,722
143,144,144,Todd Hamilton,92,85.93,1379,1185
144,145,145,Scott McCarron,63,85.88,1013,870
145,T146,T146,Billy Andrade,71,85.85,1159,995
146,T146,T146,Tim Petrovic,97,85.85,1491,1280
147,T148,T148,Pat Perez,93,85.84,1469,1261
148,T148,T148,Andres Romero,69,85.84,911,782
149,150,150,Rich Beem,90,85.83,1489,1278
150,151,151,Kent Jones,68,85.81,1029,883
151,152,152,Jeff Gove,50,85.8,845,725
152,T153,T153,Justin Bolli,87,85.74,1396,1197
153,T153,T153,Ernie Els,51,85.74,680,583
154,T153,T153,Jim McGovern,75,85.74,1199,1028
155,156,156,Charles Warren,79,85.7,1455,1247
156,157,157,Brad Adamonis,87,85.66,1444,1237
157,158,158,Matt Jones,95,85.63,1587,1359
158,159,159,Trevor Immelman,70,85.6,1035,886
159,160,160,Cameron Beckman,87,85.57,1407,1204
160,161,161,Kevin Na,97,85.56,1711,1464
161,162,162,Boo Weekley,86,85.55,1232,1054
162,163,163,Olin Browne,77,85.53,1341,1147
163,164,164,Nick Flanagan,89,85.52,1512,1293
164,T165,T165,Brett Rumford,72,85.49,1158,990
165,T165,T165,Kevin Stadler,90,85.49,1392,1190
166,167,167,Camilo Villegas,79,85.47,1184,1012
167,T168,T168,Rod Pampling,83,85.44,1298,1109
168,T168,T168,John Senden,93,85.44,1552,1326
169,170,170,Bo Van Pelt,101,85.42,1776,1517
170,171,171,Scott Verplank,82,85.4,1247,1065
171,172,172,Rory Sabbatini,77,85.38,1183,1010
172,173,173,Steve Flesch,95,85.37,1517,1295
173,T174,T174,J.P. Hayes,67,85.36,1202,1026
174,T174,T174,D.J. Trahan,94,85.36,1482,1265
175,176,176,Omar Uresti,74,85.35,1215,1037
176,177,177,Michael Letzig,88,85.29,1407,1200
177,178,178,John Riegger,73,85.28,1223,1043
178,T179,T179,Davis Love III,78,85.25,1234,1052
179,T179,T179,Vijay Singh,82,85.25,1220,1040
180,T179,T179,Nick Watney,96,85.25,1600,1364
181,182,182,J.B. Holmes,86,85.23,1307,1114
182,T183,T183,Mark Hensby,71,85.22,1191,1015
183,T183,T183,Travis Perkins,53,85.22,778,663
184,185,185,Will MacKenzie,62,85.17,1106,942
185,186,186,Harrison Frazar,73,85.14,1198,1020
186,187,187,Mathias Grönberg,87,85.12,1485,1264
187,188,188,Nicholas Thompson,113,85.09,1817,1546
188,189,189,Jason Allred,63,85.08,965,821
189,190,190,Mark Calcavecchia,67,84.6,1026,868
190,191,191,Cody Freeman,66,84.44,1054,890
191,192,192,David Lutterus,59,84.1,975,820
192,193,193,Joe Durant,92,83.52,1553,1297
193,194,194,Tommy Gainey,60,83.35,895,746
194,195,195,Alex Cejka,75,83.23,1175,978
195,196,196,Adam Scott,51,82.67,681,563
196,197,197,Robert Gamez,79,82.42,1405,1158
