,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
131,T132,T132,Woody Austin,109,78.72,47,37
132,T132,T132,Tim Herron,97,78.72,47,37
133,T132,T132,Tim Wilkinson,95,78.72,47,37
134,135,135,Brian Davis,108,78.69,61,48
135,T136,T136,Rory Sabbatini,77,78.13,32,25
136,T136,T136,Steve Stricker,75,78.13,32,25
137,138,138,Brandt Snedeker,85,78.05,41,32
138,139,139,John Rollins,94,78.0,50,39
139,T140,T140,Todd Hamilton,92,77.78,36,28
140,T140,T140,Cliff Kresge,84,77.78,45,35
141,T140,T140,Matt Kuchar,88,77.78,36,28
142,143,143,Camilo Villegas,79,77.55,49,38
143,T144,T144,Lee Janzen,89,77.5,40,31
144,T144,T144,Brett Rumford,72,77.5,40,31
145,T144,T144,Mike Weir,88,77.5,40,31
146,147,147,Kent Jones,68,77.42,31,24
147,T148,T148,Jason Allred,63,77.27,22,17
148,T148,T148,J.J. Henry,108,77.27,44,34
149,T148,T148,Jon Mills,95,77.27,44,34
150,T148,T148,Patrick Sheehan,124,77.27,44,34
151,152,152,Scott Verplank,82,77.08,48,37
152,153,153,Robert Gamez,79,76.92,39,30
153,154,154,Bo Van Pelt,101,76.79,56,43
154,155,155,Heath Slocum,104,76.47,51,39
155,156,156,Jim Furyk,95,76.19,42,32
156,157,157,Jeff Gove,50,76.0,25,19
157,T158,T158,Carlos Franco,73,75.86,29,22
158,T158,T158,Adam Scott,51,75.86,29,22
159,160,160,Vijay Singh,82,75.68,37,28
160,T161,T161,Chris DiMarco,87,75.61,41,31
161,T161,T161,Mathew Goggin,91,75.61,41,31
162,T161,T161,Marc Turnesa,87,75.61,41,31
163,164,164,Tim Petrovic,97,75.56,45,34
164,165,165,Ryuji Imada,80,75.0,44,33
165,T166,T166,Jonathan Byrd,88,74.51,51,38
166,T166,T166,Carl Pettersson,110,74.51,51,38
167,168,168,Jeff Quinney,87,74.36,39,29
168,169,169,Richard Johnson,77,74.29,35,26
169,170,170,Robert Allenby,108,74.14,58,43
170,T171,T171,Kenneth Ferrie,72,74.07,27,20
171,T171,T171,Kyle Thompson,70,74.07,27,20
172,173,173,Charles Warren,79,73.68,38,28
173,174,174,John Riegger,73,73.53,34,25
174,175,175,Jim McGovern,75,73.33,30,22
175,176,176,Justin Leonard,101,73.17,41,30
176,177,177,Brett Quigley,80,72.97,37,27
177,178,178,Bubba Watson,97,72.88,59,43
178,179,179,Mathias Grönberg,87,72.5,40,29
179,180,180,Frank Lickliter II,107,72.34,47,34
180,181,181,Briny Baird,113,72.22,54,39
181,182,182,Joe Durant,92,72.09,43,31
182,183,183,Chez Reavie,102,72.0,50,36
183,T184,T184,Cody Freeman,66,71.43,35,25
184,T184,T184,Rocco Mediate,87,71.43,28,20
185,T184,T184,John Senden,93,71.43,49,35
186,187,187,Andres Romero,69,70.83,24,17
187,188,188,Paul Claxton,63,70.59,34,24
188,189,189,Billy Andrade,71,70.37,27,19
189,190,190,Brad Elder,67,69.23,26,18
190,191,191,Alex Cejka,75,68.57,35,24
191,192,192,Nick Flanagan,89,67.57,37,25
192,T193,T193,Trevor Immelman,70,66.67,30,20
193,T193,T193,Ted Purdy,68,66.67,30,20
194,195,195,Will MacKenzie,62,64.29,28,18
195,196,196,Fred Couples,60,60.71,28,17
196,197,197,Tom Lehman,51,57.14,21,12
