,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
96,T89,T89,Dustin Johnson,92,16,533,3.0
97,T89,T89,Cliff Kresge,84,16,478,3.3
98,T89,T89,Michael Letzig,88,16,531,3.0
99,T89,T89,Ryan Moore,72,16,466,3.4
100,T89,T89,Brett Quigley,80,16,486,3.3
101,T89,T89,John Riegger,73,16,419,3.8
102,T89,T89,John Senden,93,16,496,3.2
103,T89,T89,Kevin Stadler,90,16,484,3.3
104,T89,T89,Jimmy Walker,73,16,430,3.7
105,T106,T106,Tommy Armour III,77,15,450,3.3
106,T106,T106,Olin Browne,77,15,428,3.5
107,T106,T106,Marco Dawson,64,15,387,3.9
108,T106,T106,Jason Day,81,15,536,2.8
109,T106,T106,Todd Demsey,80,15,494,3.0
110,T106,T106,Bob Estes,90,15,569,2.6
111,T106,T106,Robert Gamez,79,15,458,3.3
112,T106,T106,Richard Johnson,77,15,529,2.8
113,T106,T106,Anthony Kim,81,15,486,3.1
114,T106,T106,Doug LaBelle II,65,15,353,4.2
115,T106,T106,Justin Leonard,101,15,524,2.9
116,T106,T106,Davis Love III,78,15,455,3.3
117,T106,T106,Jim McGovern,75,15,399,3.8
118,T106,T106,Joe Ogilvie,100,15,651,2.3
119,T106,T106,Tag Ridings,88,15,558,2.7
120,T106,T106,Bob Sowards,61,15,347,4.3
121,T106,T106,Chris Stroud,81,15,403,3.7
122,T106,T106,Kyle Thompson,70,15,375,4.0
123,T124,T124,Brad Adamonis,87,14,486,2.9
124,T124,T124,Stuart Appleby,87,14,499,2.8
125,T124,T124,Justin Bolli,87,14,462,3.0
126,T124,T124,Mark Calcavecchia,67,14,368,3.8
127,T124,T124,Tim Clark,90,14,543,2.6
128,T124,T124,Kenneth Ferrie,72,14,399,3.5
129,T124,T124,Jim Furyk,95,14,515,2.7
130,T124,T124,Sergio Garcia,72,14,384,3.6
131,T124,T124,Brian Gay,102,14,666,2.1
132,T124,T124,Kent Jones,68,14,362,3.9
133,T124,T124,Craig Kanada,65,14,404,3.5
134,T124,T124,Frank Lickliter II,107,14,705,2.0
135,T124,T124,Phil Mickelson,80,14,446,3.1
136,T124,T124,Sean O'Hair,81,14,452,3.1
137,T124,T124,Heath Slocum,104,14,546,2.6
138,T124,T124,Omar Uresti,74,14,429,3.3
139,T124,T124,Bubba Watson,97,14,532,2.6
140,T124,T124,Boo Weekley,86,14,389,3.6
141,T142,T142,Cameron Beckman,87,13,507,2.6
142,T142,T142,Brad Elder,67,13,371,3.5
143,T142,T142,Retief Goosen,59,13,305,4.3
144,T142,T142,Zach Johnson,85,13,471,2.8
145,T142,T142,Richard Johnson,60,13,317,4.1
146,T142,T142,Rod Pampling,83,13,466,2.8
147,T142,T142,Brenden Pappas,66,13,411,3.2
148,T142,T142,Jin Park,85,13,477,2.7
149,T142,T142,Andres Romero,69,13,360,3.6
150,T142,T142,David Toms,70,13,388,3.4
151,T142,T142,Charles Warren,79,13,448,2.9
152,T153,T153,Ben Curtis,80,12,452,2.7
153,T153,T153,Cody Freeman,66,12,372,3.2
154,T153,T153,Tommy Gainey,60,12,289,4.2
155,T153,T153,Jeff Gove,50,12,271,4.4
156,T153,T153,Greg Kraft,63,12,386,3.1
157,T153,T153,Rocco Mediate,87,12,468,2.6
158,T153,T153,Ted Purdy,68,12,367,3.3
159,T153,T153,Brandt Snedeker,85,12,488,2.5
160,T161,T161,Stephen Ames,83,11,451,2.4
161,T161,T161,Aaron Baddeley,76,11,472,2.3
162,T161,T161,Alex Cejka,75,11,405,2.7
163,T161,T161,Ryan Palmer,69,11,442,2.5
164,T161,T161,Scott Verplank,82,11,457,2.4
165,T166,T166,Fred Couples,60,10,353,2.8
166,T166,T166,Harrison Frazar,73,10,390,2.6
167,T166,T166,Trevor Immelman,70,10,338,3.0
168,T166,T166,Brandt Jobe,52,10,296,3.4
169,T166,T166,David Lutterus,59,10,323,3.1
170,T166,T166,Geoff Ogilvy,65,10,344,2.9
171,T166,T166,Mike Weir,88,10,495,2.0
172,T166,T166,Ron Whittaker,54,10,255,3.9
173,T174,T174,Steve Allan,58,9,313,2.9
174,T174,T174,Jason Allred,63,9,351,2.6
175,T174,T174,Paul Casey,55,9,233,3.9
176,T174,T174,Stephen Leaney,53,9,307,2.9
177,T174,T174,Will MacKenzie,62,9,385,2.3
178,T174,T174,Adam Scott,51,9,245,3.7
179,T174,T174,Y.E. Yang,89,9,538,1.7
180,T181,T181,Paul Claxton,63,8,321,2.5
181,T181,T181,Gavin Coles,54,8,302,2.6
182,T181,T181,Chris Riley,51,8,305,2.6
183,T181,T181,John Rollins,94,8,561,1.4
184,T181,T181,D.J. Trahan,94,8,525,1.5
185,T186,T186,Alejandro Cañizares,52,7,293,2.4
186,T186,T186,Padraig Harrington,52,7,260,2.7
187,T186,T186,John Huston,56,7,331,2.1
188,T186,T186,Tom Lehman,51,7,262,2.7
189,T190,T190,Ángel Cabrera,55,6,259,2.3
190,T190,T190,Shigeki Maruyama,50,6,307,2.0
191,T190,T190,Travis Perkins,53,6,266,2.3
192,T193,T193,David Duval,51,5,287,1.7
193,T193,T193,Ernie Els,51,5,258,1.9
194,195,195,Brett Rumford,72,4,431,0.9
195,T196,T196,Ian Poulter,51,3,269,1.1
196,T196,T196,Tom Scherrer,56,3,302,1.0
