,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
121,122,122,Bubba Watson,97,54.05,333,180
122,123,123,Johnson Wagner,83,54.04,285,154
123,124,124,Ken Duke,116,53.91,447,241
124,125,125,Michael Allen,91,53.89,321,173
125,126,126,Pat Perez,93,53.85,351,189
126,127,127,Tim Petrovic,97,53.8,342,184
127,128,128,Hunter Mahan,87,53.75,320,172
128,129,129,Bob Sowards,61,53.74,227,122
129,130,130,Sergio Garcia,72,53.67,218,117
130,131,131,Brian Gay,102,53.66,328,176
131,132,132,Cody Freeman,66,53.57,252,135
132,133,133,Will MacKenzie,62,53.52,256,137
133,134,134,Briny Baird,113,53.5,400,214
134,135,135,Cameron Beckman,87,53.49,344,184
135,136,136,Jay Williamson,96,53.48,359,192
136,137,137,Paul Goydos,78,53.47,288,154
137,138,138,Mathias Grönberg,87,53.44,363,194
138,139,139,Heath Slocum,104,53.41,352,188
139,140,140,Troy Matteson,94,53.35,388,207
140,141,141,Billy Mayfair,103,53.32,377,201
141,142,142,Bill Haas,99,53.16,348,185
142,143,143,Paul Casey,55,53.09,162,86
143,144,144,Jin Park,85,53.0,317,168
144,145,145,David Toms,70,52.92,240,127
145,146,146,Mark Hensby,71,52.9,276,146
146,T147,T147,Joe Durant,92,52.8,339,179
147,T147,T147,Kevin Stadler,90,52.8,322,170
148,149,149,George McNeill,97,52.79,394,208
149,150,150,Nick Flanagan,89,52.72,349,184
150,T151,T151,Scott McCarron,63,52.7,241,127
151,T151,T151,Ted Purdy,68,52.7,241,127
152,153,153,Todd Hamilton,92,52.68,336,177
153,154,154,Kevin Na,97,52.61,403,212
154,155,155,Shane Bertsch,96,52.17,391,204
155,156,156,Geoff Ogilvy,65,52.15,209,109
156,157,157,Nick Watney,96,52.11,403,210
157,158,158,Brandt Jobe,52,51.96,179,93
158,159,159,Ángel Cabrera,55,51.95,154,80
159,160,160,Camilo Villegas,79,51.87,268,139
160,161,161,Charlie Wi,97,51.79,363,188
161,162,162,Lucas Glover,91,51.69,356,184
162,163,163,Bart Bryant,81,51.64,275,142
163,164,164,John Riegger,73,51.6,281,145
164,165,165,D.J. Trahan,94,51.37,329,169
165,166,166,Jim McGovern,75,51.27,275,141
166,167,167,Charles Howell III,101,51.18,338,173
167,168,168,Rich Beem,90,51.16,346,177
168,169,169,Chris Stroud,81,51.02,245,125
169,170,170,Glen Day,64,50.91,220,112
170,171,171,Mark Calcavecchia,67,50.83,242,123
171,172,172,J.B. Holmes,86,50.77,325,165
172,173,173,Kyle Thompson,70,50.66,227,115
173,174,174,Steve Flesch,95,50.6,332,168
174,T175,T175,J.P. Hayes,67,50.36,278,140
175,T175,T175,Davis Love III,78,50.36,280,141
176,177,177,Brett Rumford,72,50.2,255,128
177,178,178,Vijay Singh,82,50.17,297,149
178,179,179,Dustin Johnson,92,50.0,326,163
179,180,180,Scott Verplank,82,49.83,289,144
180,181,181,Trevor Immelman,70,49.76,209,104
181,182,182,John Senden,93,49.7,338,168
182,183,183,Brad Adamonis,87,49.67,304,151
183,184,184,Omar Uresti,74,49.47,281,139
184,T185,T185,Justin Bolli,87,49.37,318,157
185,T185,T185,David Lutterus,59,49.37,237,117
186,T187,T187,Olin Browne,77,49.32,296,146
187,T187,T187,Rod Pampling,83,49.32,294,145
188,189,189,Robert Gamez,79,49.14,348,171
189,190,190,Matt Jones,95,48.73,353,172
190,191,191,Tommy Gainey,60,48.53,204,99
191,192,192,Adam Scott,51,48.41,157,76
192,193,193,Michael Letzig,88,47.88,330,158
193,194,194,Alex Cejka,75,47.81,297,142
194,195,195,Jeff Gove,50,47.16,176,83
195,196,196,Harrison Frazar,73,46.91,243,114
196,197,197,Ernie Els,51,44.59,148,66
