,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
83,T80,T80,Kevin Streelman,114,29.24,3158,108,23
84,85,85,Kenny Perry,97,29.25,2837,97,22
85,T86,T86,K.J. Choi,74,29.27,2049,70,24
86,T86,T86,Omar Uresti,74,29.27,2049,70,20
87,T88,T88,Chris DiMarco,87,29.28,2547,87,24
88,T88,T88,Ernie Els,51,29.28,1464,50,24
89,T88,T88,J.B. Holmes,86,29.28,2489,85,25
90,91,91,Steve Elkington,84,29.3,2461,84,22
91,T92,T92,Stephen Leaney,53,29.31,1436,49,25
92,T92,T92,Rod Pampling,83,29.31,2345,80,22
93,T94,T94,Mark Hensby,71,29.32,2082,71,25
94,T94,T94,Nicholas Thompson,113,29.32,3137,107,24
95,T94,T94,David Toms,70,29.32,1994,68,23
96,T97,T97,Rocco Mediate,87,29.33,2552,87,21
97,T97,T97,Bob Sowards,61,29.33,1613,55,23
98,99,99,James Driscoll,85,29.34,2318,79,25
99,100,100,David Duval,51,29.35,1497,51,24
100,101,101,Bill Haas,99,29.37,2790,95,23
101,T102,T102,Zach Johnson,85,29.38,2468,84,23
102,T102,T102,Jin Park,85,29.38,2262,77,23
103,T102,T102,Pat Perez,93,29.38,2703,92,23
104,105,105,Jerry Kelly,89,29.39,2469,84,24
105,106,106,Dustin Johnson,92,29.4,2705,92,22
106,107,107,Doug LaBelle II,65,29.41,1706,58,24
107,T108,T108,Todd Demsey,80,29.42,2295,78,24
108,T108,T108,Kevin Sutherland,98,29.42,2883,98,25
109,T110,T110,Michael Allen,91,29.43,2678,91,25
110,T110,T110,Cameron Beckman,87,29.43,2325,79,24
111,T110,T110,Carlos Franco,73,29.43,1972,67,22
112,T110,T110,Jim Furyk,95,29.43,2766,94,23
113,T114,T114,Cody Freeman,66,29.45,1826,62,22
114,T114,T114,Jason Gore,94,29.45,2768,94,24
115,T116,T116,Lucas Glover,91,29.46,2681,91,23
116,T116,T116,Tom Scherrer,56,29.46,1473,50,25
117,T116,T116,Y.E. Yang,89,29.46,2563,87,23
118,T119,T119,Bart Bryant,81,29.47,2387,81,25
119,T119,T119,Mathias Grönberg,87,29.47,2446,83,24
120,T119,T119,Vijay Singh,82,29.47,2299,78,23
121,T122,T122,Fred Couples,60,29.48,1769,60,23
122,T122,T122,Martin Laird,98,29.48,2712,92,23
123,T122,T122,Tag Ridings,88,29.48,2594,88,24
124,T125,T125,Tommy Armour III,77,29.49,2153,73,24
125,T125,T125,Alex Cejka,75,29.49,2035,69,22
126,T125,T125,Charley Hoffman,94,29.49,2713,92,22
127,T128,T128,Chad Campbell,94,29.5,2773,94,22
128,T128,T128,Davis Love III,78,29.5,2301,78,24
129,130,130,Bob Estes,90,29.51,2597,88,23
130,T131,T131,John Huston,56,29.52,1535,52,26
131,T131,T131,D.J. Trahan,94,29.52,2775,94,23
132,T133,T133,Mathew Goggin,91,29.53,2687,91,22
133,T133,T133,Chez Reavie,102,29.53,2894,98,23
134,135,135,Ryan Armour,87,29.54,2452,83,23
135,136,136,Steve Marino,119,29.55,3398,115,24
136,137,137,Will MacKenzie,62,29.56,1833,62,21
137,138,138,Kevin Stadler,90,29.57,2425,82,25
138,139,139,Peter Lonard,92,29.58,2603,88,22
139,T140,T140,Brad Adamonis,87,29.59,2456,83,24
140,T140,T140,Cliff Kresge,84,29.59,2367,80,23
141,T142,T142,Mark Calcavecchia,67,29.61,1954,66,24
142,T142,T142,Sergio Garcia,72,29.61,2073,70,25
143,144,144,Heath Slocum,104,29.62,3080,104,21
144,T145,T145,Rich Beem,90,29.64,2668,90,24
145,T145,T145,Rory Sabbatini,77,29.64,2253,76,21
146,147,147,Jeff Maggert,86,29.66,2551,86,24
147,148,148,Tom Lehman,51,29.67,1454,49,26
148,T149,T149,Nick Flanagan,89,29.68,2523,85,21
149,T149,T149,Trevor Immelman,70,29.68,2018,68,23
150,151,151,Jason Allred,63,29.7,1693,57,25
151,152,152,Scott Sterling,89,29.72,2467,83,23
152,153,153,Adam Scott,51,29.73,1457,49,25
153,T154,T154,Robert Garrigus,90,29.74,2677,90,24
154,T154,T154,Sean O'Hair,81,29.74,2409,81,24
155,T154,T154,Nick Watney,96,29.74,2855,96,21
156,T157,T157,Ángel Cabrera,55,29.75,1517,51,23
157,T157,T157,Kyle Thompson,70,29.75,1904,64,23
158,T159,T159,Richard Johnson,60,29.76,1607,54,24
159,T159,T159,Kent Jones,68,29.76,1845,62,25
160,T161,T161,Paul Claxton,63,29.77,1697,57,25
161,T161,T161,Jim McGovern,75,29.77,2054,69,25
162,T163,T163,Woody Austin,109,29.8,3129,105,25
163,T163,T163,Bo Van Pelt,101,29.8,2891,97,25
164,T165,T165,Steve Allan,58,29.82,1491,50,24
165,T165,T165,Charles Howell III,101,29.82,2952,99,23
166,167,167,Billy Mayfair,103,29.84,3074,103,23
167,168,168,George McNeill,97,29.85,2895,97,25
168,169,169,Robert Gamez,79,29.86,2299,77,25
169,170,170,John Riegger,73,29.87,2001,67,24
170,171,171,Briny Baird,113,29.88,3137,105,24
171,172,172,Kenneth Ferrie,72,29.89,1913,64,25
172,173,173,Billy Andrade,71,29.93,2005,67,23
173,174,174,Jon Mills,95,29.94,2605,87,22
174,175,175,John Merrick,98,29.96,2696,90,25
175,T176,T176,Olin Browne,77,29.99,2249,75,25
176,T176,T176,Jay Williamson,96,29.99,2639,88,25
177,T178,T178,David Lutterus,59,30.0,1590,53,24
178,T178,T178,Travis Perkins,53,30.0,1410,47,26
179,180,180,Ron Whittaker,54,30.02,1441,48,24
180,181,181,Troy Matteson,94,30.03,2823,94,23
181,182,182,Bubba Watson,97,30.05,2855,95,23
182,183,183,Brandt Jobe,52,30.06,1563,52,26
183,184,184,Robert Allenby,108,30.07,3218,107,25
184,185,185,Justin Bolli,87,30.11,2409,80,24
185,T186,T186,Hunter Mahan,87,30.14,2562,85,23
186,T186,T186,John Senden,93,30.14,2773,92,25
187,188,188,Chris Stroud,81,30.16,2262,75,26
188,189,189,Boo Weekley,86,30.19,2506,83,22
189,190,190,Ted Purdy,68,30.21,1873,62,25
190,T191,T191,Jeff Gove,50,30.22,1390,46,24
191,T191,T191,J.J. Henry,108,30.22,3264,108,24
192,193,193,Tommy Gainey,60,30.33,1577,52,24
193,194,194,Harrison Frazar,73,30.35,1973,65,23
194,195,195,Charles Warren,79,30.42,2403,79,25
195,196,196,Paul Casey,55,30.44,1583,52,25
196,197,197,Joe Durant,92,30.86,2592,84,25
