,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
136,T127,T127,Sergio Garcia,19,48
137,T127,T127,Lucas Glover,26,48
138,T127,T127,Mathew Goggin,27,48
139,T127,T127,Retief Goosen,18,48
140,T127,T127,Lee Janzen,28,48
141,T127,T127,Zach Johnson,25,48
142,T127,T127,Davis Love III,23,48
143,T127,T127,Shigeki Maruyama,18,48
144,T127,T127,Billy Mayfair,29,48
145,T127,T127,Jon Mills,32,48
146,T127,T127,Rod Pampling,28,48
147,T127,T127,Jin Park,30,48
148,T127,T127,Tag Ridings,29,48
149,T127,T127,John Riegger,24,48
150,T127,T127,Chris Riley,17,48
151,T127,T127,John Rollins,28,48
152,T127,T127,John Senden,28,48
153,T127,T127,Kevin Stadler,30,48
154,T127,T127,Mike Weir,26,48
155,T156,T156,Jason Allred,23,47
156,T156,T156,Briny Baird,30,47
157,T156,T156,Paul Claxton,23,47
158,T156,T156,Fred Couples,18,47
159,T156,T156,Todd Demsey,25,47
160,T156,T156,Joe Durant,28,47
161,T156,T156,Padraig Harrington,15,47
162,T156,T156,Charley Hoffman,29,47
163,T156,T156,Brandt Jobe,19,47
164,T156,T156,Tom Lehman,17,47
165,T156,T156,Will MacKenzie,21,47
166,T156,T156,Troy Matteson,30,47
167,T156,T156,Rocco Mediate,27,47
168,T156,T156,Travis Perkins,23,47
169,T156,T156,Tom Scherrer,20,47
170,T156,T156,Chris Stroud,29,47
171,T156,T156,Jay Williamson,33,47
172,T156,T156,Y.E. Yang,29,47
173,T174,T174,Justin Bolli,28,46
174,T174,T174,Olin Browne,27,46
175,T174,T174,J.J. Henry,34,46
176,T174,T174,Charles Howell III,31,46
177,T174,T174,Dustin Johnson,30,46
178,T174,T174,David Lutterus,23,46
179,T174,T174,Jim McGovern,26,46
180,T174,T174,John Merrick,28,46
181,T174,T174,Vijay Singh,23,46
182,T174,T174,Heath Slocum,29,46
183,T174,T174,Scott Sterling,28,46
184,T174,T174,D.J. Trahan,27,46
185,T174,T174,Omar Uresti,24,46
186,T174,T174,Scott Verplank,24,46
187,T188,T188,Brad Adamonis,29,45
188,T188,T188,Ángel Cabrera,17,45
189,T188,T188,Ernie Els,16,45
190,T188,T188,Jeff Gove,18,45
191,T188,T188,Ted Purdy,25,45
192,T188,T188,Brett Rumford,26,45
193,T188,T188,Bubba Watson,29,45
194,195,195,Harrison Frazar,23,44
195,T196,T196,Trevor Immelman,22,43
196,T196,T196,Charles Warren,29,43
