,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
74,T75,T75,Ken Duke,116,5.74,401,23
75,T75,T75,Steve Flesch,95,5.74,296,17
76,T77,T77,Brian Davis,108,5.7,386,22
77,T77,T77,Jerry Kelly,89,5.7,298,17
78,79,79,Sergio Garcia,72,5.68,229,13
79,80,80,Carl Pettersson,110,5.67,388,22
80,81,81,Bart Bryant,81,5.65,301,17
81,82,82,Tim Clark,90,5.62,249,14
82,83,83,Bo Van Pelt,101,5.57,413,23
83,84,84,Kyle Thompson,70,5.56,216,12
84,85,85,Michael Allen,91,5.52,308,17
85,T86,T86,Chris DiMarco,87,5.47,274,15
86,T86,T86,Kenneth Ferrie,72,5.47,256,14
87,T88,T88,Anthony Kim,81,5.45,257,14
88,T88,T88,Johnson Wagner,83,5.45,275,15
89,90,90,Martin Laird,98,5.44,386,21
90,91,91,J.B. Holmes,86,5.43,276,15
91,T92,T92,Eric Axley,113,5.41,388,21
92,T92,T92,John Merrick,98,5.41,333,18
93,94,94,Richard Johnson,60,5.38,223,12
94,95,95,Freddie Jacobson,78,5.37,242,13
95,96,96,Brad Elder,67,5.33,225,12
96,T97,T97,Billy Andrade,71,5.3,264,14
97,T97,T97,Michael Letzig,88,5.3,283,15
98,99,99,Vaughn Taylor,103,5.25,362,19
99,100,100,Lee Janzen,89,5.23,287,15
100,101,101,Cody Freeman,66,5.21,211,11
101,102,102,John Riegger,73,5.2,269,14
102,103,103,Chez Reavie,102,5.18,367,19
103,T104,T104,Dudley Hart,74,5.17,290,15
104,T104,T104,Kent Jones,68,5.17,232,12
105,106,106,Ryan Palmer,69,5.16,213,11
106,107,107,Jason Gore,94,5.15,330,17
107,108,108,Cliff Kresge,84,5.14,311,16
108,109,109,Chad Collins,72,5.13,234,12
109,110,110,Charlie Wi,97,5.11,372,19
110,111,111,David Lutterus,59,5.1,196,10
111,112,112,Justin Leonard,101,5.07,276,14
112,113,113,Brett Quigley,80,5.06,316,16
113,114,114,Kevin Stadler,90,5.02,279,14
114,115,115,Billy Mayfair,103,4.98,402,20
115,116,116,Nathan Green,95,4.97,342,17
116,117,117,Kenny Perry,97,4.96,383,19
117,118,118,Brandt Jobe,52,4.95,202,10
118,119,119,Charley Hoffman,94,4.91,346,17
119,T120,T120,Alex Cejka,75,4.9,204,10
120,T120,T120,Richard Johnson,77,4.9,245,12
121,T120,T120,Rod Pampling,83,4.9,245,12
122,123,123,Troy Matteson,94,4.87,390,19
123,T124,T124,Chris Riley,51,4.86,144,7
124,T124,T124,Nicholas Thompson,113,4.86,370,18
125,126,126,Scott Verplank,82,4.85,227,11
126,127,127,Chris Stroud,81,4.84,289,14
127,T128,T128,Aaron Baddeley,76,4.83,207,10
128,T128,T128,Robert Gamez,79,4.83,269,13
129,130,130,Kevin Sutherland,98,4.82,394,19
130,131,131,Trevor Immelman,70,4.74,211,10
131,132,132,Kevin Streelman,114,4.71,425,20
132,133,133,Olin Browne,77,4.7,298,14
133,134,134,Tom Lehman,51,4.64,151,7
134,135,135,Joe Ogilvie,100,4.56,329,15
135,136,136,Tim Herron,97,4.55,352,16
136,137,137,Jonathan Byrd,88,4.53,309,14
137,138,138,Gavin Coles,54,4.52,177,8
138,139,139,Dean Wilson,109,4.51,377,17
139,T140,T140,Lucas Glover,91,4.48,335,15
140,T140,T140,Scott Sterling,89,4.48,335,15
141,142,142,Briny Baird,113,4.46,426,19
142,T143,T143,Dustin Johnson,92,4.44,293,13
143,T143,T143,Tom Pernice Jr.,104,4.44,383,17
144,145,145,Jin Park,85,4.43,271,12
145,146,146,Rocco Mediate,87,4.42,249,11
146,147,147,Tag Ridings,88,4.41,340,15
147,148,148,Charles Howell III,101,4.4,364,16
148,149,149,Fred Couples,60,4.39,205,9
149,150,150,Jon Mills,95,4.38,320,14
150,151,151,Cameron Beckman,87,4.36,275,12
151,152,152,Stuart Appleby,87,4.32,278,12
152,153,153,George McNeill,97,4.29,373,16
153,T154,T154,Tommy Armour III,77,4.26,282,12
154,T154,T154,Ted Purdy,68,4.26,258,11
155,T154,T154,Heath Slocum,104,4.26,305,13
156,157,157,Omar Uresti,74,4.22,237,10
157,158,158,Brian Gay,102,4.19,310,13
158,159,159,Brandt Snedeker,85,4.17,240,10
159,160,160,Todd Demsey,80,4.14,314,13
160,161,161,Boo Weekley,86,4.11,292,12
161,162,162,Jason Day,81,4.06,320,13
162,T163,T163,Ernie Els,51,4.03,124,5
163,T163,T163,Charles Warren,79,4.03,273,11
164,165,165,Stephen Leaney,53,4.0,200,8
165,166,166,Ben Curtis,80,3.94,254,10
166,167,167,John Senden,93,3.93,382,15
167,168,168,Bubba Watson,97,3.92,306,12
168,T169,T169,Bob Estes,90,3.91,358,14
169,T169,T169,Mike Weir,88,3.91,230,9
170,171,171,Nick Watney,96,3.9,359,14
171,172,172,Stephen Ames,83,3.88,258,10
172,173,173,Sean O'Hair,81,3.87,284,11
173,174,174,Mathew Goggin,91,3.86,363,14
174,175,175,Justin Bolli,87,3.82,314,12
175,176,176,Paul Claxton,63,3.79,211,8
176,177,177,Steve Allan,58,3.76,213,8
177,178,178,Jason Allred,63,3.72,215,8
178,179,179,Brad Adamonis,87,3.69,325,12
179,180,180,Ángel Cabrera,55,3.68,163,6
180,181,181,John Huston,56,3.61,194,7
181,182,182,J.J. Henry,108,3.59,473,17
182,183,183,Frank Lickliter II,107,3.55,394,14
183,184,184,Harrison Frazar,73,3.52,256,9
184,185,185,Jim Furyk,95,3.49,315,11
185,186,186,Alejandro Cañizares,52,3.36,149,5
186,187,187,Will MacKenzie,62,3.29,213,7
187,188,188,Shigeki Maruyama,50,3.21,156,5
188,189,189,Zach Johnson,85,3.2,281,9
189,190,190,Travis Perkins,53,2.65,151,4
190,191,191,Y.E. Yang,89,2.21,317,7
191,192,192,D.J. Trahan,94,2.17,277,6
192,193,193,David Duval,51,2.08,144,3
193,194,194,John Rollins,94,2.01,298,6
194,195,195,Brett Rumford,72,1.88,213,4
195,196,196,Tom Scherrer,56,1.8,167,3
196,197,197,Ian Poulter,51,1.49,134,2
