,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
38,39,39,Michael Letzig,88,96.75,1077,1042
39,T40,T40,Shane Bertsch,96,96.73,1283,1241
40,T40,T40,Steve Stricker,75,96.73,825,798
41,42,42,Patrick Sheehan,124,96.71,1488,1439
42,43,43,Gavin Coles,54,96.68,633,612
43,44,44,Paul Casey,55,96.67,511,494
44,45,45,Doug LaBelle II,65,96.66,719,695
45,46,46,Craig Kanada,65,96.65,777,751
46,T47,T47,Michael Allen,91,96.64,1132,1094
47,T47,T47,Todd Hamilton,92,96.64,1043,1008
48,T47,T47,J.B. Holmes,86,96.64,982,949
49,T47,T47,Jerry Kelly,89,96.64,1070,1034
50,T51,T51,Freddie Jacobson,78,96.63,889,859
51,T51,T51,Shigeki Maruyama,50,96.63,594,574
52,53,53,Tim Wilkinson,95,96.58,1139,1100
53,T54,T54,Hunter Mahan,87,96.57,1020,985
54,T54,T54,Joe Ogilvie,100,96.57,1223,1181
55,T56,T56,Stuart Appleby,87,96.56,931,899
56,T56,T56,Glen Day,64,96.56,814,786
57,T58,T58,K.J. Choi,74,96.53,808,780
58,T58,T58,Vijay Singh,82,96.53,923,891
59,60,60,Zach Johnson,85,96.52,1007,972
60,T61,T61,Richard Johnson,60,96.51,687,663
61,T61,T61,Bob Sowards,61,96.51,745,719
62,63,63,Cliff Kresge,84,96.5,1056,1019
63,64,64,Brad Elder,67,96.49,770,743
64,65,65,Mark Wilson,107,96.48,1449,1398
65,T66,T66,Justin Bolli,87,96.47,1078,1040
66,T66,T66,Dudley Hart,74,96.47,936,903
67,68,68,Jesper Parnevik,88,96.46,1046,1009
68,T69,T69,Steve Marino,119,96.44,1489,1436
69,T69,T69,Brett Quigley,80,96.44,1040,1003
70,T71,T71,Lucas Glover,91,96.43,1206,1163
71,T71,T71,John Mallinger,95,96.43,1175,1133
72,T73,T73,Jim Furyk,95,96.42,1089,1050
73,T73,T73,Y.E. Yang,89,96.42,1145,1104
74,T75,T75,Sean O'Hair,81,96.41,974,939
75,T75,T75,Nick Watney,96,96.41,1197,1154
76,T75,T75,Charlie Wi,97,96.41,1282,1236
77,T78,T78,Retief Goosen,59,96.38,608,586
78,T78,T78,George McNeill,97,96.38,1298,1251
79,T78,T78,Jay Williamson,96,96.38,1161,1119
80,T81,T81,Steve Elkington,84,96.36,1017,980
81,T81,T81,Vaughn Taylor,103,96.36,1319,1271
82,83,83,Stewart Cink,87,96.35,904,871
83,T84,T84,Rich Beem,90,96.33,1143,1101
84,T84,T84,Kevin Sutherland,98,96.33,1254,1208
85,86,86,Heath Slocum,104,96.32,1276,1229
86,T87,T87,Bill Haas,99,96.31,1328,1279
87,T87,T87,Charles Howell III,101,96.31,1302,1254
88,T87,T87,Andres Romero,69,96.31,678,653
89,90,90,Scott Sterling,89,96.3,1081,1041
90,91,91,Nathan Green,95,96.29,1266,1219
91,T92,T92,Brandt Jobe,52,96.28,699,673
92,T92,T92,Ryan Palmer,69,96.28,806,776
93,T94,T94,Tim Clark,90,96.26,1043,1004
94,T94,T94,Paul Goydos,78,96.26,963,927
95,T96,T96,Scott McCarron,63,96.24,772,743
96,T96,T96,John Merrick,98,96.24,1143,1100
97,T96,T96,John Rollins,94,96.24,1117,1075
98,99,99,Tom Pernice Jr.,104,96.23,1404,1351
99,T100,T100,Charley Hoffman,94,96.21,1240,1193
100,T100,T100,Peter Lonard,92,96.21,1162,1118
101,102,102,Kevin Streelman,114,96.2,1396,1343
102,103,103,Matt Jones,95,96.19,1234,1187
103,104,104,Chad Campbell,94,96.17,1202,1156
104,T105,T105,Brenden Pappas,66,96.15,779,749
105,T105,T105,Omar Uresti,74,96.15,934,898
106,107,107,Scott Verplank,82,96.14,958,921
107,T108,T108,Mathew Goggin,91,96.13,1189,1143
108,T108,T108,Matt Kuchar,88,96.13,1008,969
109,110,110,Woody Austin,109,96.12,1238,1190
110,T111,T111,Sergio Garcia,72,96.11,823,791
111,T111,T111,Steve Lowery,74,96.11,951,914
112,113,113,Tim Herron,97,96.1,1230,1182
113,114,114,Marco Dawson,64,96.09,767,737
114,115,115,Robert Allenby,108,96.08,1251,1202
115,116,116,Chris Stroud,81,96.06,989,950
116,117,117,Paul Claxton,63,96.05,734,705
117,118,118,Ryan Moore,72,96.04,883,848
118,119,119,Ángel Cabrera,55,96.03,580,557
119,T120,T120,Anthony Kim,81,96.02,904,868
120,T120,T120,Rod Pampling,83,96.02,1004,964
121,T122,T122,Jeff Maggert,86,96.0,1124,1079
122,T122,T122,Jim McGovern,75,96.0,924,887
123,124,124,Jimmy Walker,73,95.98,896,860
124,125,125,Jeff Gove,50,95.96,669,642
125,126,126,Cameron Beckman,87,95.95,1063,1020
126,127,127,Dustin Johnson,92,95.94,1208,1159
127,128,128,Briny Baird,113,95.92,1422,1364
128,T129,T129,Richard Johnson,77,95.9,927,889
129,T129,T129,Tom Scherrer,56,95.9,634,608
130,T131,T131,J.P. Hayes,67,95.89,924,886
131,T131,T131,Pat Perez,93,95.89,1118,1072
132,T131,T131,Bubba Watson,97,95.89,1192,1143
133,134,134,Billy Mayfair,103,95.87,1403,1345
134,135,135,Brandt Snedeker,85,95.85,963,923
135,136,136,Olin Browne,77,95.79,1045,1001
136,T137,T137,Greg Kraft,63,95.77,709,679
137,T137,T137,Johnson Wagner,83,95.77,970,929
138,139,139,Mike Weir,88,95.76,943,903
139,T140,T140,David Toms,70,95.74,822,787
140,T140,T140,Boo Weekley,86,95.74,915,876
141,142,142,Kevin Na,97,95.72,1308,1252
142,143,143,Chris Riley,51,95.69,580,555
143,144,144,Kenneth Ferrie,72,95.68,857,820
144,145,145,Ryan Armour,87,95.65,1081,1034
145,146,146,Steve Allan,58,95.62,685,655
146,T147,T147,Jason Gore,94,95.59,1203,1150
147,T147,T147,Tag Ridings,88,95.59,1157,1106
148,T149,T149,Rocco Mediate,87,95.53,1007,962
149,T149,T149,Bo Van Pelt,101,95.53,1341,1281
150,151,151,Kyle Thompson,70,95.52,849,811
151,152,152,Ron Whittaker,54,95.5,578,552
152,T153,T153,David Duval,51,95.49,577,551
153,T153,T153,Davis Love III,78,95.49,954,911
154,T155,T155,Chris DiMarco,87,95.46,1079,1030
155,T155,T155,Brett Rumford,72,95.46,903,862
156,157,157,Todd Demsey,80,95.44,1053,1005
157,158,158,Jon Mills,95,95.43,1137,1085
158,T159,T159,Tim Petrovic,97,95.39,1149,1096
159,T159,T159,John Senden,93,95.39,1214,1158
160,161,161,Travis Perkins,53,95.38,584,557
161,162,162,Mathias Grönberg,87,95.37,1122,1070
162,163,163,Nick Flanagan,89,95.36,1163,1109
163,164,164,Chez Reavie,102,95.35,1312,1251
164,T165,T165,John Riegger,73,95.33,942,898
165,T165,T165,Kevin Stadler,90,95.33,1070,1020
166,167,167,Camilo Villegas,79,95.31,916,873
167,T168,T168,Brad Adamonis,87,95.26,1140,1086
168,T168,T168,David Lutterus,59,95.26,738,703
169,T170,T170,Jonathan Byrd,88,95.22,1108,1055
170,T170,T170,Alex Cejka,75,95.22,878,836
171,172,172,Rory Sabbatini,77,95.21,897,854
172,173,173,Steve Flesch,95,95.11,1185,1127
173,174,174,Padraig Harrington,52,95.07,467,444
174,175,175,D.J. Trahan,94,95.06,1153,1096
175,176,176,Mark Calcavecchia,67,95.03,784,745
176,T177,T177,Carlos Franco,73,94.97,915,869
177,T177,T177,Mark Hensby,71,94.97,915,869
178,T177,T177,Ted Purdy,68,94.97,895,850
179,180,180,Fred Couples,60,94.95,752,714
180,T181,T181,Jason Allred,63,94.87,721,684
181,T181,T181,Harrison Frazar,73,94.87,955,906
182,183,183,Brian Davis,108,94.77,1473,1396
183,184,184,Will MacKenzie,62,94.71,850,805
184,185,185,Trevor Immelman,70,94.67,826,782
185,186,186,Robert Garrigus,90,94.66,1236,1170
186,187,187,Charles Warren,79,94.53,1115,1054
187,188,188,Nicholas Thompson,113,94.47,1375,1299
188,189,189,Kent Jones,68,94.44,809,764
189,T190,T190,Tom Lehman,51,94.38,569,537
190,T190,T190,Frank Lickliter II,107,94.38,1459,1377
191,192,192,Cody Freeman,66,94.14,802,755
192,193,193,Billy Andrade,71,93.95,909,854
193,194,194,Tommy Gainey,60,93.63,691,647
194,195,195,Robert Gamez,79,93.38,1057,987
195,196,196,Adam Scott,51,92.94,524,487
196,197,197,Joe Durant,92,92.09,1214,1118
