,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
59,60,60,Brett Rumford,72,2.85,37,1296
60,61,61,Mark Wilson,107,2.86,55,1926
61,62,62,Scott Sterling,89,2.87,46,1602
62,63,63,Tom Scherrer,56,2.88,29,1008
63,T64,T64,Bob Estes,90,2.9,47,1620
64,T64,T64,J.P. Hayes,67,2.9,35,1206
65,T64,T64,Ryan Palmer,69,2.9,36,1242
66,67,67,Carl Pettersson,110,2.93,58,1980
67,68,68,Joe Ogilvie,100,2.94,53,1800
68,69,69,Dean Wilson,109,2.96,58,1962
69,T70,T70,Charles Howell III,101,2.97,53,1782
70,T70,T70,Vaughn Taylor,103,2.97,55,1854
71,T72,T72,Tim Herron,97,2.98,52,1746
72,T72,T72,Cliff Kresge,84,2.98,45,1512
73,T74,T74,Lucas Glover,91,2.99,49,1638
74,T74,T74,Freddie Jacobson,78,2.99,42,1404
75,T74,T74,Camilo Villegas,79,2.99,42,1404
76,77,77,Dudley Hart,74,3.0,40,1332
77,T78,T78,Sean O'Hair,81,3.02,44,1458
78,T78,T78,David Toms,70,3.02,37,1224
79,T80,T80,Richard Johnson,77,3.03,42,1386
80,T80,T80,Brenden Pappas,66,3.03,36,1188
81,T82,T82,Alex Cejka,75,3.04,41,1350
82,T82,T82,Carlos Franco,73,3.04,40,1314
83,T82,T82,Jim McGovern,75,3.04,41,1350
84,T82,T82,Tom Pernice Jr.,104,3.04,57,1872
85,T86,T86,Michael Allen,91,3.05,50,1638
86,T86,T86,Mathew Goggin,91,3.05,50,1638
87,T88,T88,Kevin Stadler,90,3.09,50,1620
88,T88,T88,Scott Verplank,82,3.09,45,1458
89,90,90,Kyle Thompson,70,3.1,39,1260
90,91,91,Lee Janzen,89,3.12,50,1602
91,T92,T92,Brad Adamonis,87,3.13,49,1566
92,T92,T92,Ryan Armour,87,3.13,49,1566
93,T92,T92,Rocco Mediate,87,3.13,49,1566
94,95,95,Heath Slocum,104,3.15,59,1872
95,T96,T96,Retief Goosen,59,3.16,33,1044
96,T96,T96,Michael Letzig,88,3.16,50,1584
97,98,98,Brandt Snedeker,85,3.17,48,1512
98,99,99,Y.E. Yang,89,3.18,51,1602
99,T100,T100,Kevin Na,97,3.21,56,1746
100,T100,T100,Vijay Singh,82,3.21,45,1404
101,102,102,Bart Bryant,81,3.22,47,1458
102,103,103,Kevin Sutherland,98,3.23,57,1764
103,T104,T104,Ryan Moore,72,3.24,42,1296
104,T104,T104,Jeff Overton,103,3.24,60,1854
105,106,106,Olin Browne,77,3.25,45,1386
106,107,107,Rod Pampling,83,3.26,47,1440
107,T108,T108,Anthony Kim,81,3.29,48,1458
108,T108,T108,John Merrick,98,3.29,58,1764
109,110,110,Brandt Jobe,52,3.31,31,936
110,T111,T111,Frank Lickliter II,107,3.32,64,1926
111,T111,T111,Andres Romero,69,3.32,40,1206
112,T111,T111,Charlie Wi,97,3.32,58,1746
113,T114,T114,Nathan Green,95,3.33,57,1710
114,T114,T114,Matt Jones,95,3.33,57,1710
115,T116,T116,Paul Goydos,78,3.35,47,1404
116,T116,T116,Trevor Immelman,70,3.35,41,1224
117,118,118,Jay Williamson,96,3.36,58,1728
118,T119,T119,Tim Clark,90,3.37,54,1602
119,T119,T119,Cody Freeman,66,3.37,40,1188
120,T121,T121,Cameron Beckman,87,3.38,53,1566
121,T121,T121,Chris DiMarco,87,3.38,53,1566
122,T121,T121,Kenny Perry,97,3.38,59,1746
123,124,124,Briny Baird,113,3.39,69,2034
124,125,125,Kevin Streelman,114,3.41,70,2052
125,126,126,John Riegger,73,3.42,45,1314
126,127,127,Ted Purdy,68,3.43,42,1224
127,128,128,Tim Petrovic,97,3.44,60,1746
128,T129,T129,Steve Flesch,95,3.45,59,1710
129,T129,T129,Omar Uresti,74,3.45,46,1332
130,131,131,Hunter Mahan,87,3.46,53,1530
131,T132,T132,Chad Campbell,94,3.49,59,1692
132,T132,T132,Sergio Garcia,72,3.49,44,1260
133,T134,T134,Peter Lonard,92,3.5,58,1656
134,T134,T134,Steve Marino,119,3.5,75,2142
135,T136,T136,Kent Jones,68,3.51,43,1224
136,T136,T136,Martin Laird,98,3.51,62,1764
137,T138,T138,Jonathan Byrd,88,3.53,54,1530
138,T138,T138,Steve Lowery,74,3.53,47,1332
139,T138,T138,Nick Watney,96,3.53,61,1728
140,T141,T141,Jason Gore,94,3.55,60,1692
141,T141,T141,Charley Hoffman,94,3.55,60,1692
142,T141,T141,Johnson Wagner,83,3.55,53,1494
143,144,144,Jon Mills,95,3.57,61,1710
144,T145,T145,Rich Beem,90,3.58,58,1620
145,T145,T145,Will MacKenzie,62,3.58,40,1116
146,T145,T145,Bo Van Pelt,101,3.58,65,1818
147,148,148,Chez Reavie,102,3.59,66,1836
148,149,149,Jesper Parnevik,88,3.6,57,1584
149,150,150,Steve Allan,58,3.64,38,1044
150,151,151,D.J. Trahan,94,3.66,62,1692
151,152,152,Jeff Gove,50,3.67,33,900
152,153,153,Tommy Armour III,77,3.68,51,1386
153,T154,T154,Woody Austin,109,3.7,70,1890
154,T154,T154,Justin Bolli,87,3.7,58,1566
155,T154,T154,Ángel Cabrera,55,3.7,34,918
156,T154,T154,Brian Davis,108,3.7,72,1944
157,T154,T154,David Duval,51,3.7,34,918
158,T154,T154,Kenneth Ferrie,72,3.7,48,1296
159,T154,T154,Chris Stroud,81,3.7,54,1458
160,T154,T154,Ron Whittaker,54,3.7,36,972
161,T162,T162,Billy Mayfair,103,3.72,69,1854
162,T162,T162,George McNeill,97,3.72,65,1746
163,T164,T164,Robert Allenby,108,3.74,72,1926
164,T164,T164,Pat Perez,93,3.74,62,1656
165,166,166,Todd Demsey,80,3.75,54,1440
166,167,167,Billy Andrade,71,3.76,48,1278
167,168,168,Fred Couples,60,3.8,41,1080
168,169,169,John Senden,93,3.86,64,1656
169,170,170,Jeff Maggert,86,3.88,60,1548
170,171,171,Ernie Els,51,3.89,35,900
171,172,172,Mark Hensby,71,3.91,50,1278
172,173,173,Nick Flanagan,89,3.93,63,1602
173,174,174,Travis Perkins,53,3.98,38,954
174,175,175,J.B. Holmes,86,4.05,62,1530
175,176,176,Scott McCarron,63,4.06,46,1134
176,177,177,Bubba Watson,97,4.12,72,1746
177,178,178,Davis Love III,78,4.13,58,1404
178,T179,T179,Robert Garrigus,90,4.14,67,1620
179,T179,T179,John Rollins,94,4.14,70,1692
180,181,181,Tom Lehman,51,4.25,39,918
181,182,182,Troy Matteson,94,4.26,72,1692
182,183,183,Tag Ridings,88,4.29,68,1584
183,184,184,Rory Sabbatini,77,4.46,61,1368
184,185,185,Charles Warren,79,4.5,64,1422
185,186,186,Adam Scott,51,4.54,40,882
186,187,187,Harrison Frazar,73,4.57,60,1314
187,188,188,Mathias Grönberg,87,4.6,72,1566
188,189,189,Nicholas Thompson,113,4.62,94,2034
189,190,190,Robert Gamez,79,4.64,66,1422
190,191,191,Boo Weekley,86,4.69,70,1494
191,192,192,Tommy Gainey,60,4.81,52,1080
192,193,193,Joe Durant,92,4.83,80,1656
193,194,194,David Lutterus,59,4.9,52,1062
194,195,195,Jason Allred,63,4.94,56,1134
195,196,196,Mark Calcavecchia,67,4.97,59,1188
196,197,197,Paul Casey,55,5.45,51,936
