,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
64,65,65,Ben Curtis,80,1.7790000000000001,1544,868,26.21,T137
65,T66,T66,Mark Hensby,71,1.78,1458,819,30.07,121
66,T66,T66,Pat Perez,93,1.78,1972,1108,29.83,43
67,T66,T66,Brandt Snedeker,85,1.78,1705,958,27.72,T140
68,T66,T66,Jimmy Walker,73,1.78,1314,738,28.03,147
69,T70,T70,K.J. Choi,74,1.781,1469,825,27.76,T81
70,T70,T70,Jeff Overton,103,1.781,2036,1143,29.56,118
71,T70,T70,Tim Petrovic,97,1.781,1802,1012,29.18,144
72,T70,T70,Kevin Sutherland,98,1.781,2143,1203,28.0,17
73,T74,T74,Richard Johnson,77,1.7819999999999998,1406,789,28.37,195
74,T74,T74,Steve Marino,119,1.7819999999999998,2521,1415,29.09,15
75,T74,T74,Tim Wilkinson,95,1.7819999999999998,1825,1024,26.76,85
76,T77,T77,Ryan Armour,87,1.7830000000000001,1747,980,28.12,78
77,T77,T77,John Huston,56,1.7830000000000001,1173,658,29.98,4
78,T77,T77,Dustin Johnson,92,1.7830000000000001,1881,1055,29.59,T129
79,T77,T77,George McNeill,97,1.7830000000000001,2131,1195,28.97,T13
80,T77,T77,Kevin Streelman,114,1.7830000000000001,2338,1311,28.81,31
81,T82,T82,Glen Day,64,1.784,1199,672,26.19,117
82,T82,T82,Rod Pampling,83,1.784,1634,916,28.15,T131
83,84,84,Steve Stricker,75,1.785,1476,827,26.89,127
84,T85,T85,Brad Adamonis,87,1.786,1757,984,27.83,68
85,T85,T85,Michael Allen,91,1.786,1950,1092,28.35,53
86,T85,T85,Johnson Wagner,83,1.786,1584,887,29.2,174
87,T88,T88,Mathew Goggin,91,1.787,1978,1107,27.55,29
88,T88,T88,Todd Hamilton,92,1.787,1864,1043,26.39,150
89,T88,T88,Kent Jones,68,1.787,1390,778,27.74,6
90,T88,T88,Kevin Stadler,90,1.787,1717,961,29.42,93
91,T88,T88,Charlie Wi,97,1.787,2073,1160,27.81,T59
92,T93,T93,Carlos Franco,73,1.788,1441,806,28.73,47
93,T93,T93,Jim Furyk,95,1.788,2020,1130,26.93,T48
94,T93,T93,Brett Quigley,80,1.788,1620,906,26.3,112
95,T96,T96,Tommy Armour III,77,1.7890000000000001,1564,874,28.1,56
96,T96,T96,Steve Flesch,95,1.7890000000000001,1977,1105,28.44,T109
97,T96,T96,Matt Kuchar,88,1.7890000000000001,1687,943,25.45,126
98,T96,T96,Ian Poulter,51,1.7890000000000001,943,527,26.1,190
99,T100,T100,Zach Johnson,85,1.79,1829,1022,26.37,28
100,T100,T100,Scott McCarron,63,1.79,1316,735,28.34,103
101,T100,T100,Tag Ridings,88,1.79,1813,1013,30.5,125
102,T100,T100,D.J. Trahan,94,1.79,2007,1121,28.44,62
103,T104,T104,Rich Beem,90,1.791,1929,1077,27.79,57
104,T104,T104,Gavin Coles,54,1.791,996,556,25.59,35
105,T104,T104,Geoff Ogilvy,65,1.791,1277,713,25.98,T169
106,T107,T107,Sergio Garcia,72,1.7919999999999998,1514,845,28.11,37
107,T107,T107,Lucas Glover,91,1.7919999999999998,1919,1071,28.25,86
108,T107,T107,Matt Jones,95,1.7919999999999998,1824,1018,28.9,164
109,T107,T107,Rory Sabbatini,77,1.7919999999999998,1620,904,30.04,65
110,T107,T107,Vijay Singh,82,1.7919999999999998,1722,961,28.84,12
111,T112,T112,Chris DiMarco,87,1.7930000000000001,1779,992,26.9,142
112,T112,T112,Tommy Gainey,60,1.7930000000000001,1126,628,30.46,36
113,T112,T112,Steve Lowery,74,1.7930000000000001,1418,791,28.26,193
114,T112,T112,Chez Reavie,102,1.7930000000000001,2107,1175,26.05,T54
115,T116,T116,Robert Allenby,108,1.794,2432,1356,27.76,2
116,T116,T116,Todd Demsey,80,1.794,1645,917,27.38,87
117,T116,T116,Bob Estes,90,1.794,1952,1088,25.6,11
118,T116,T116,Paul Goydos,78,1.794,1586,884,26.13,151
119,T116,T116,J.B. Holmes,86,1.794,1728,963,31.57,152
120,T116,T116,Adam Scott,51,1.794,1008,562,30.3,128
121,122,122,Brad Elder,67,1.795,1280,713,25.67,99
122,T123,T123,Steve Allan,58,1.796,1074,598,28.4,T59
123,T123,T123,Robert Garrigus,90,1.796,1979,1102,30.82,21
124,T123,T123,Peter Lonard,92,1.796,1846,1028,27.56,100
125,T123,T123,Jeff Maggert,86,1.796,1845,1027,27.88,61
126,T127,T127,Ernie Els,51,1.797,992,552,27.82,178
127,T127,T127,Rocco Mediate,87,1.797,1761,980,26.07,157
128,T127,T127,Tom Scherrer,56,1.797,1064,592,27.7,T71
129,T127,T127,Nick Watney,96,1.797,2119,1179,28.94,16
130,T127,T127,Y.E. Yang,89,1.797,1856,1033,27.64,67
131,132,132,Bob Sowards,61,1.798,1129,628,25.36,139
132,133,133,Paul Claxton,63,1.7990000000000002,1200,667,25.08,97
133,T134,T134,Charley Hoffman,94,1.8,1975,1097,28.62,63
134,T134,T134,Lee Janzen,89,1.8,1732,962,27.75,T114
135,T134,T134,Hunter Mahan,87,1.8,1917,1065,27.26,7
136,T134,T134,Omar Uresti,74,1.8,1478,821,26.19,91
137,T138,T138,Fred Couples,60,1.801,1273,707,29.26,T83
138,T138,T138,Will MacKenzie,62,1.801,1300,722,26.15,107
139,T138,T138,Jim McGovern,75,1.801,1464,813,25.89,T83
140,T138,T138,Nicholas Thompson,113,1.801,2190,1216,29.46,145
141,T142,T142,Woody Austin,109,1.8019999999999998,2321,1288,27.27,18
142,T142,T142,Bart Bryant,81,1.8019999999999998,1705,946,24.55,101
143,T142,T142,Kenneth Ferrie,72,1.8019999999999998,1346,747,27.61,102
144,T145,T145,Retief Goosen,59,1.8030000000000002,1118,620,27.3,192
145,T145,T145,Mathias Grönberg,87,1.8030000000000002,1691,938,29.26,154
146,T145,T145,J.P. Hayes,67,1.8030000000000002,1327,736,25.68,181
147,T145,T145,Charles Howell III,101,1.8030000000000002,2145,1190,27.27,T48
148,T145,T145,Cliff Kresge,84,1.8030000000000002,1688,936,25.51,98
149,T145,T145,Doug LaBelle II,65,1.8030000000000002,1217,675,25.93,108
150,T145,T145,Jin Park,85,1.8030000000000002,1570,871,25.32,153
151,T145,T145,John Riegger,73,1.8030000000000002,1511,838,26.67,8
152,153,153,John Rollins,94,1.804,1937,1074,26.8,136
153,T154,T154,Davis Love III,78,1.805,1641,909,28.45,106
154,T154,T154,John Merrick,98,1.805,1980,1097,26.87,25
155,T156,T156,Alex Cejka,75,1.806,1416,784,26.53,146
156,T156,T156,Cody Freeman,66,1.806,1235,684,26.79,179
157,T156,T156,Jerry Kelly,89,1.806,1730,958,25.18,T140
158,T156,T156,Bo Van Pelt,101,1.806,2122,1175,27.51,34
159,160,160,Robert Gamez,79,1.808,1654,915,27.13,66
160,161,161,Heath Slocum,104,1.8090000000000002,2261,1250,24.44,50
161,162,162,Mark Calcavecchia,67,1.81,1385,765,27.14,T114
162,T163,T163,Jason Allred,63,1.8119999999999998,1165,643,29.64,155
163,T163,T163,Ángel Cabrera,55,1.8119999999999998,1042,575,28.05,156
164,T163,T163,Trevor Immelman,70,1.8119999999999998,1399,772,24.77,148
165,T163,T163,Troy Matteson,94,1.8119999999999998,2066,1140,27.66,32
166,T163,T163,Bubba Watson,97,1.8119999999999998,2095,1156,28.83,27
167,T168,T168,Justin Bolli,87,1.8130000000000002,1746,963,25.6,T44
168,T168,T168,Nick Flanagan,89,1.8130000000000002,1775,979,27.53,123
169,T170,T170,Jon Mills,95,1.814,1867,1029,25.34,T74
170,T170,T170,Sean O'Hair,81,1.814,1705,940,25.51,113
171,T170,T170,Chris Stroud,81,1.814,1656,913,25.38,26
172,T173,T173,Briny Baird,113,1.815,2401,1323,25.25,5
173,T173,T173,Shigeki Maruyama,50,1.815,882,486,23.97,187
174,T173,T173,John Senden,93,1.815,2076,1144,25.35,10
175,176,176,Billy Mayfair,103,1.817,2295,1263,24.68,19
176,177,177,Charles Warren,79,1.818,1729,951,26.82,T44
177,T178,T178,David Duval,51,1.819,966,531,25.85,197
178,T178,T178,J.J. Henry,108,1.819,2446,1345,23.68,9
179,T178,T178,Scott Sterling,89,1.819,1844,1014,25.12,T22
180,T178,T178,Jay Williamson,96,1.819,1923,1057,23.93,52
181,182,182,Richard Johnson,60,1.82,1152,633,23.3,92
182,T183,T183,Stephen Leaney,53,1.821,996,547,22.53,T166
183,T183,T183,Kyle Thompson,70,1.821,1309,719,25.07,160
184,185,185,Ron Whittaker,54,1.8219999999999998,1031,566,25.31,79
185,T186,T186,Harrison Frazar,73,1.8230000000000002,1500,823,26.31,3
186,T186,T186,Brandt Jobe,52,1.8230000000000002,1134,622,26.21,58
187,188,188,Boo Weekley,86,1.83,1856,1014,27.51,T22
188,T189,T189,Billy Andrade,71,1.834,1405,766,23.56,135
189,T189,T189,Tom Lehman,51,1.834,1005,548,25.36,165
190,T191,T191,Olin Browne,77,1.8359999999999999,1627,886,21.81,76
191,T191,T191,Ted Purdy,68,1.8359999999999999,1370,746,23.28,46
192,T193,T193,Paul Casey,55,1.837,1130,615,27.52,T74
193,T193,T193,David Lutterus,59,1.837,1093,595,25.38,T161
194,195,195,Jeff Gove,50,1.84,1034,562,23.49,T22
195,196,196,Joe Durant,92,1.8419999999999999,1980,1075,26.0,1
196,197,197,Travis Perkins,53,1.844,957,519,25.05,177
