,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
37,38,38,Brandt Jobe,91,77.79,599,770
38,39,39,Tim Herron,96,77.54,642,828
39,T40,T40,Scott Hoch,108,77.53,804,1037
40,T40,T40,Peter Jacobsen,65,77.53,490,632
41,42,42,David Sutherland,109,77.52,783,1010
42,43,43,Jim Furyk,98,77.5,744,960
43,44,44,John Cook,90,77.44,697,900
44,45,45,Bill Glasson,93,77.42,696,899
45,T46,T46,Doug Barron,85,77.39,592,765
46,T46,T46,David Duval,73,77.39,493,637
47,T48,T48,Franklin Langham,95,77.26,676,875
48,T48,T48,Jean Van de Velde,70,77.26,435,563
49,50,50,Paul Stankowski,77,77.09,508,659
50,51,51,J.P. Hayes,91,77.06,645,837
51,52,52,Carl Paulson,105,77.05,772,1002
52,53,53,Joel Edwards,99,77.04,765,993
53,54,54,Greg Chalmers,96,76.99,686,891
54,55,55,Neal Lancaster,99,76.97,665,864
55,56,56,Fred Funk,110,76.96,915,1189
56,57,57,Justin Leonard,98,76.91,683,888
57,58,58,John Rollins,72,76.89,479,623
58,59,59,Sean Murphy,102,76.88,745,969
59,60,60,Brent Geiberger,79,76.84,574,747
60,61,61,Steve Lowery,107,76.77,803,1046
61,62,62,Jerry Kelly,111,76.74,815,1062
62,63,63,Brian Watts,89,76.7,632,824
63,64,64,Barry Cheesman,96,76.68,592,772
64,T65,T65,Stephen Ames,99,76.66,703,917
65,T65,T65,Paul Azinger,73,76.66,473,617
66,T65,T65,Steve Gotsche,91,76.66,634,827
67,68,68,Dudley Hart,74,76.6,537,701
68,69,69,Casey Martin,90,76.55,604,789
69,T70,T70,Mark Calcavecchia,99,76.52,668,873
70,T70,T70,Ernie Els,74,76.52,492,643
71,72,72,Kevin Sutherland,98,76.44,675,883
72,73,73,Mike Sposa,73,76.41,489,640
73,74,74,John Daly,71,76.4,424,555
74,75,75,Stuart Appleby,86,76.39,521,682
75,76,76,Jesper Parnevik,71,76.3,483,633
76,77,77,Billy Mayfair,93,76.29,695,911
77,78,78,Nick Price,63,76.28,463,607
78,79,79,John Huston,81,76.18,566,743
79,80,80,Tommy Armour III,91,76.08,636,836
80,T81,T81,Lee Janzen,92,76.03,666,876
81,T81,T81,Gary Nicklaus,84,76.03,552,726
82,83,83,Blaine McCallister,104,76.02,818,1076
83,84,84,Cameron Beckman,81,76.01,545,717
84,85,85,Robert Allenby,98,75.99,674,887
85,86,86,Craig Perks,82,75.96,556,732
86,87,87,Craig Stadler,70,75.88,431,568
87,88,88,Robin Freeman,98,75.85,672,886
88,89,89,Dennis Paulson,82,75.84,496,654
89,90,90,Russ Cochran,71,75.79,479,632
90,91,91,Tom Purtzer,58,75.72,396,523
91,92,92,Jim McGovern,55,75.66,370,489
92,93,93,Craig Barlow,98,75.57,662,876
93,94,94,Mike Hulbert,82,75.49,459,608
94,95,95,Olin Browne,103,75.47,806,1068
95,T96,T96,Ronnie Black,82,75.45,547,725
96,T96,T96,Scott Dunlap,106,75.45,802,1063
97,98,98,Scott Verplank,106,75.39,864,1146
98,T99,T99,Notah Begay III,82,75.38,548,727
99,T99,T99,Glen Day,93,75.38,701,930
100,101,101,Bob Heintz,87,75.26,508,675
101,T102,T102,Skip Kendall,114,75.25,839,1115
102,T102,T102,Joe Ozaki,55,75.25,374,497
103,104,104,Chris Riley,98,75.19,676,899
104,T105,T105,Frank Nobilo,98,75.18,718,955
105,T105,T105,Joe Ogilvie,95,75.18,636,846
106,107,107,Jason Buha,82,75.16,584,777
107,108,108,Jason Caron,77,75.11,492,655
108,109,109,Rich Beem,84,75.03,577,769
109,110,110,K.J. Choi,92,75.0,645,860
110,111,111,Rocco Mediate,79,74.93,562,750
111,T112,T112,Woody Austin,104,74.92,735,981
112,T112,T112,Rick Fehr,73,74.92,442,590
113,114,114,Brian Henninger,93,74.91,651,869
114,T115,T115,Jeff Maggert,86,74.85,613,819
115,T115,T115,Scott McCarron,100,74.85,622,831
116,117,117,Trevor Dodds,86,74.82,514,687
117,118,118,Doug Dunakey,83,74.69,540,723
118,119,119,Bradley Hughes,93,74.66,654,876
119,120,120,Billy Andrade,89,74.63,556,745
120,121,121,Jay Williamson,105,74.61,761,1020
121,122,122,Emlyn Aubrey,68,74.6,423,567
122,123,123,Bob Burns,91,74.55,618,829
123,124,124,Matt Gogel,86,74.51,573,769
124,125,125,Craig Parry,73,74.45,510,685
125,126,126,David Morland IV,88,74.4,593,797
126,127,127,Shigeki Maruyama,88,74.34,539,725
127,128,128,Robert Damron,93,74.33,640,861
128,129,129,Michael Bradley,73,74.28,436,587
129,130,130,Jeff Gove,86,74.2,581,783
130,T131,T131,Frank Lickliter II,107,74.12,802,1082
131,T131,T131,Loren Roberts,87,74.12,670,904
132,133,133,Mike Reid,76,74.07,560,756
133,134,134,Jay Delsing,97,74.04,616,832
134,135,135,Bobby Cochran,78,73.98,492,665
135,136,136,Scott Gump,108,73.89,835,1130
136,137,137,Jimmy Green,85,73.87,605,819
137,138,138,Dan Forsman,88,73.85,610,826
138,T139,T139,Mike Brisky,89,73.8,631,855
139,T139,T139,Brad Elder,110,73.8,783,1061
140,141,141,Nolan Henke,79,73.77,540,732
141,142,142,Ben Bates,107,73.71,712,966
142,143,143,Brett Quigley,63,73.62,399,542
143,144,144,Edward Fryatt,101,73.59,694,943
144,145,145,Mark Wiebe,95,73.55,670,911
145,146,146,Jerry Smith,104,73.54,770,1047
146,147,147,Tom Byrum,91,73.52,697,948
147,148,148,Brian Gay,101,73.45,758,1032
148,149,149,Dicky Pride,98,73.43,655,892
149,150,150,Jay Don Blake,95,73.32,676,922
150,151,151,"Dave Stockton, Jr.",89,73.31,596,813
151,152,152,Jonathan Kaye,115,73.28,820,1119
152,153,153,Steve Pate,97,73.17,630,861
153,154,154,Gabriel Hjertstedt,86,73.14,580,793
154,T155,T155,Steve Jones,75,73.08,456,624
155,T155,T155,Kevin Wentworth,83,73.08,448,613
156,157,157,Aaron Bengoechea,75,72.98,451,618
157,158,158,Charles Raulerson,98,72.95,642,880
158,159,159,Rory Sabbatini,85,72.88,516,708
159,T160,T160,Brad Faxon,98,72.68,681,937
160,T160,T160,Len Mattiace,107,72.68,761,1047
161,162,162,Esteban Toledo,113,72.63,828,1140
162,163,163,Harrison Frazar,72,72.54,502,692
163,164,164,John Maginnes,99,72.45,752,1038
164,165,165,Tom Pernice Jr.,98,72.41,651,899
165,166,166,P.H. Horgan III,65,72.33,481,665
166,167,167,Tommy Tolles,60,72.27,318,440
167,168,168,Mark Brooks,91,72.23,619,857
168,169,169,Mike Springer,83,72.22,494,684
169,170,170,Jay Haas,80,72.18,537,744
170,171,171,Bob Friend,96,72.16,674,934
171,172,172,Pete Jordan,102,72.1,783,1086
172,173,173,Michael Clark II,84,71.84,551,767
173,174,174,Ryan Howison,83,71.74,528,736
174,T175,T175,Eric Booker,87,71.7,522,728
175,T175,T175,Craig Spence,89,71.7,522,728
176,177,177,Paul Goydos,99,71.63,707,987
177,178,178,Omar Uresti,94,71.51,655,916
178,179,179,Brad Fabel,88,71.12,596,838
179,180,180,Chip Beck,51,71.03,304,428
180,181,181,Bob Estes,68,70.93,410,578
181,182,182,Ted Tryba,112,70.82,711,1004
182,183,183,David Frost,65,70.76,380,537
183,184,184,Nick Faldo,51,70.71,338,478
184,185,185,Jim Carter,96,70.68,610,863
185,186,186,Larry Mize,71,70.67,530,750
186,187,187,Bart Bryant,73,70.17,534,761
187,188,188,Fulton Allem,77,70.05,538,768
188,189,189,Craig Bowden,54,69.36,378,545
189,190,190,Sergio Garcia,59,68.42,338,494
190,191,191,Keith Nolan,57,68.21,384,563
191,192,192,Mark O'Meara,61,68.15,291,427
192,193,193,Paul Curry,64,67.04,421,628
193,194,194,Steve Hart,72,65.74,451,686
194,195,195,Corey Pavin,74,62.26,452,726
