,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
101,T102,T102,Jason Buha,82,65.79,971,1476,-0.23
102,T102,T102,Jerry Smith,104,65.79,1196,1818,-0.22
103,104,104,Notah Begay III,82,65.69,875,1332,-0.24
104,105,105,Craig Stadler,70,65.57,779,1188,-0.27
105,106,106,Stuart Appleby,86,65.51,908,1386,-0.28
106,107,107,Doug Dunakey,83,65.49,943,1440,-0.26
107,108,108,Jay Williamson,105,65.47,1202,1836,-0.28
108,109,109,Steve Pate,97,65.4,1036,1584,-0.25
109,T110,T110,Paul Azinger,73,65.36,800,1224,-0.32
110,T110,T110,Joe Ozaki,55,65.36,600,918,-0.22
111,112,112,Ben Bates,107,65.33,1223,1872,-0.22
112,113,113,Neal Lancaster,99,65.32,1117,1710,-0.24
113,114,114,Steve Gotsche,91,65.29,1046,1602,-0.25
114,115,115,J.P. Hayes,91,65.17,1044,1602,-0.28
115,116,116,Edward Fryatt,101,65.12,1137,1746,-0.26
116,117,117,Len Mattiace,107,65.11,1254,1926,-0.24
117,118,118,Fulton Allem,77,65.04,878,1350,-0.21
118,T119,T119,Bart Bryant,73,64.99,854,1314,-0.19
119,T119,T119,Barry Cheesman,96,64.99,1088,1674,-0.26
120,T119,T119,Jim McGovern,55,64.99,620,954,-0.28
121,T122,T122,Bob Burns,91,64.98,1041,1602,-0.27
122,T122,T122,Mark Wiebe,95,64.98,1076,1656,-0.24
123,124,124,Gary Nicklaus,84,64.97,959,1476,-0.23
124,125,125,Mike Sposa,73,64.92,853,1314,-0.23
125,126,126,Carlos Franco,85,64.91,958,1476,-0.29
126,127,127,Robin Freeman,98,64.85,1144,1764,-0.24
127,128,128,David Morland IV,88,64.79,1003,1548,-0.25
128,129,129,Brian Gay,101,64.76,1154,1782,-0.27
129,T130,T130,Brett Quigley,63,64.73,734,1134,-0.25
130,T130,T130,Jean Van de Velde,70,64.73,734,1134,-0.25
131,T132,T132,Michael Clark II,84,64.72,932,1440,-0.27
132,T132,T132,Sean Murphy,102,64.72,1165,1800,-0.25
133,T132,T132,Chris Riley,98,64.72,1095,1692,-0.26
134,135,135,Joe Ogilvie,95,64.71,1060,1638,-0.27
135,136,136,Jimmy Green,85,64.59,965,1494,-0.24
136,137,137,Matt Gogel,86,64.55,976,1512,-0.25
137,T138,T138,Brad Faxon,98,64.41,1113,1728,-0.31
138,T138,T138,Larry Mize,71,64.41,800,1242,-0.26
139,140,140,Jay Don Blake,95,64.34,1077,1674,-0.27
140,141,141,Shigeki Maruyama,88,64.33,938,1458,-0.25
141,142,142,"Dave Stockton, Jr.",89,64.18,1005,1566,-0.24
142,143,143,John Rollins,72,64.12,831,1296,-0.21
143,144,144,Craig Perks,82,64.09,946,1476,-0.22
144,145,145,Mike Brisky,89,64.08,992,1548,-0.23
145,146,146,Omar Uresti,94,63.95,1082,1692,-0.22
146,147,147,Michael Bradley,73,63.93,840,1314,-0.24
147,148,148,Gabriel Hjertstedt,86,63.92,955,1494,-0.26
148,149,149,Trevor Dodds,86,63.82,965,1512,-0.25
149,150,150,Mark Brooks,91,63.7,986,1548,-0.26
150,151,151,Paul Goydos,99,63.69,1112,1746,-0.26
151,152,152,P.H. Horgan III,65,63.68,745,1170,-0.21
152,153,153,Tom Pernice Jr.,98,63.66,1100,1728,-0.27
153,154,154,John Maginnes,99,63.64,1134,1782,-0.22
154,155,155,Robert Damron,93,63.61,1042,1638,-0.28
155,156,156,Nolan Henke,79,63.43,902,1422,-0.17
156,157,157,Nick Faldo,51,63.33,513,810,-0.21
157,158,158,Scott McCarron,100,63.32,1117,1764,-0.32
158,T159,T159,Rick Fehr,73,63.3,809,1278,-0.25
159,T159,T159,Dicky Pride,98,63.3,1071,1692,-0.23
160,161,161,Jay Delsing,97,63.14,1057,1674,-0.23
161,162,162,Jay Haas,80,63.13,875,1386,-0.23
162,163,163,Rory Sabbatini,85,63.12,943,1494,-0.31
163,164,164,Bob Friend,96,62.98,1043,1656,-0.23
164,165,165,Emlyn Aubrey,68,62.85,724,1152,-0.22
165,166,166,Mike Springer,83,62.83,916,1458,-0.28
166,167,167,Jim Carter,96,62.74,1039,1656,-0.26
167,168,168,Billy Andrade,89,62.53,968,1548,-0.28
168,169,169,Bob Estes,68,62.43,663,1062,-0.25
169,170,170,Eric Booker,87,62.35,954,1530,-0.21
170,171,171,Dennis Paulson,82,62.34,864,1386,-0.27
171,172,172,Aaron Bengoechea,75,62.33,819,1314,-0.21
172,173,173,Jason Caron,77,62.22,840,1350,-0.2
173,174,174,Charles Raulerson,98,62.19,1097,1764,-0.26
174,175,175,John Daly,71,62.08,771,1242,-0.25
175,176,176,Sergio Garcia,59,61.92,535,864,-0.32
176,T177,T177,Steve Jones,75,61.86,746,1206,-0.27
177,T177,T177,Steve Stricker,63,61.86,657,1062,-0.26
178,179,179,Bobby Cochran,78,61.77,845,1368,-0.23
179,180,180,Craig Spence,89,61.57,942,1530,-0.22
180,181,181,Tommy Tolles,60,61.48,664,1080,-0.28
181,182,182,Brad Fabel,88,61.17,969,1584,-0.25
182,183,183,Craig Bowden,54,61.01,593,972,-0.19
183,184,184,Ryan Howison,83,60.91,888,1458,-0.22
184,185,185,Bob Heintz,87,60.85,931,1530,-0.25
185,186,186,Keith Nolan,57,60.43,620,1026,-0.2
186,T187,T187,Mike Hulbert,82,60.42,870,1440,-0.23
187,T187,T187,Kevin Wentworth,83,60.42,870,1440,-0.24
188,189,189,David Frost,65,60.36,641,1062,-0.23
189,190,190,Ted Tryba,112,59.53,1168,1962,-0.25
190,191,191,Chip Beck,51,59.07,521,882,-0.25
191,192,192,Paul Curry,64,58.77,677,1152,-0.24
192,193,193,Mark O'Meara,61,58.39,536,918,-0.26
193,194,194,Corey Pavin,74,58.18,754,1296,-0.23
194,195,195,Steve Hart,72,57.62,726,1260,-0.19
