,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
51,52,51.0,Daisuke Maruyama,57,1.05,60.05,-35.41,48.09
52,53,48.0,Tomohiro Kondo,54,1.05,56.53,-38.65,54.02
53,54,53.0,Rafael Echenique,40,1.02,40.78,-5.16,45.3
54,55,54.0,Azuma Yano,54,1.01,54.37,-20.16,44.04
55,56,55.0,Katsumasa Miyamoto,56,0.97,54.58,-34.25,43.67
56,57,52.0,Ryuji Imada,58,0.96,55.96,-38.59,56.46
57,58,58.0,Jarrod Lyle,53,0.96,50.71,-24.95,55.31
58,59,60.0,Hiroyuki Fujita,55,0.95,52.47,-36.08,41.3
59,60,61.0,Craig Parry,47,0.95,44.78,-73.44,25.83
60,61,59.0,Kaname Yokoo,59,0.94,55.64,-40.29,42.08
61,62,57.0,Shiv Kapur,49,0.9,44.31,-22.99,34.45
62,63,63.0,Tommy Nakajima,40,0.9,35.89,-9.43,33.92
63,64,81.0,Charlie Wi,54,0.88,47.68,-26.11,58.81
64,65,74.0,Prom Meesawat,50,0.87,43.42,-16.71,45.17
65,66,70.0,Richard Sterne,51,0.86,43.9,-56.81,28.97
66,67,68.0,Gavin Coles,55,0.85,46.77,-16.74,47.57
67,68,64.0,T.C. Wang,40,0.85,33.8,-19.08,36.47
68,69,66.0,Stephen Leaney,60,0.84,50.56,-48.12,45.09
69,70,65.0,Mamo Osanai,53,0.84,44.32,-18.47,42.67
70,71,67.0,Kiyoshi Maita,54,0.82,44.4,-24.02,36.92
71,72,71.0,Toshinori Muto,49,0.82,40.03,-7.53,44.17
72,73,105.0,Frankie Minoza,43,0.81,34.9,-10.44,33.13
73,74,72.0,Gaurav Ghei,41,0.79,32.57,-8.72,31.8
74,75,69.0,Nobuhiro Masuda,57,0.79,44.77,-18.77,46.45
75,76,76.0,Carlos Franco,55,0.78,42.97,-73.34,26.95
76,77,77.0,Takuya Taniguchi,54,0.78,41.97,-28.09,29.54
77,78,73.0,Scott Strange,45,0.78,34.93,-15.87,36.99
78,79,75.0,Tadahiro Takayama,53,0.77,40.99,-37.31,13.76
79,80,78.0,Tatsuhiko Ichihara,40,0.77,30.89,-2.91,31.08
80,81,79.0,Wen-Tang Lin,40,0.77,30.88,-6.85,28.32
81,82,80.0,Juvic Pagunsan,40,0.75,30.12,-2.78,31.56
82,83,82.0,Wade Ormsby,60,0.73,43.56,-24.86,37.36
83,84,83.0,Chinnarat Phadungsil,40,0.72,28.63,-7.28,29.91
84,85,87.0,Marcus Fraser,56,0.68,38.23,-29.36,37.93
85,86,88.0,Nozomi Kawahara,50,0.68,33.93,-26.0,28.88
86,87,86.0,Wei-tze Yeh,55,0.68,37.28,-23.43,35.53
87,88,84.0,Yusaku Miyazato,54,0.67,36.32,-15.52,32.36
88,89,89.0,Keng-Chi Lin,67,0.67,44.78,-29.1,27.25
89,90,85.0,Yasuharu Imano,56,0.65,36.27,-47.48,3.45
90,91,93.0,Paul Gow,60,0.65,38.84,-20.1,37.11
91,92,91.0,Arjun Atwal,57,0.65,36.85,-44.71,29.86
92,93,92.0,Ryoken Kawagishi,56,0.64,35.94,-50.69,19.3
93,94,90.0,Warren Abery,40,0.64,25.52,-17.65,30.43
94,95,94.0,Brendan Jones,54,0.64,34.37,-37.2,34.15
95,96,95.0,Ryuichi Oda,53,0.62,32.98,-24.24,22.34
96,97,96.0,Tatsuhiko Takahashi,51,0.61,31.28,-16.71,21.82
97,98,101.0,Chawalit Plaphol,62,0.61,37.84,-30.23,30.04
98,99,108.0,Bradford Vaughan,40,0.61,24.25,-10.12,15.53
99,100,98.0,Felipe Aguilar,40,0.6,24.09,-2.88,26.96
100,101,99.0,Michael Sim,40,0.6,24.0,-4.53,28.53
101,102,100.0,Toru Suzuki,52,0.58,30.16,-31.92,22.0
102,103,102.0,I J Jang,46,0.57,26.32,-19.74,15.3
103,104,103.0,Anton Haig,40,0.57,22.72,-5.67,25.57
104,105,97.0,César Monasterio,48,0.57,27.25,-12.54,31.75
105,106,104.0,Toshi Izawa,51,0.55,28.28,-40.95,8.95
106,107,106.0,Terry Pilkadaris,52,0.54,28.24,-32.11,23.95
107,108,110.0,Yoshikazu Haku,48,0.54,26.04,-6.69,23.18
108,109,107.0,Rahil Gangjee,41,0.54,22.13,-4.52,23.8
109,110,109.0,Brenden Pappas,46,0.53,24.57,-21.49,27.86
110,111,112.0,Nick Price,40,0.53,21.2,-38.91,11.39
111,112,114.0,José Coceres,40,0.53,21.03,-23.87,21.48
112,113,115.0,Steven Conran,47,0.53,24.69,-45.48,9.51
113,114,111.0,Jarrod Moseley,40,0.52,20.73,-10.76,16.81
114,115,117.0,Wayne Perske,40,0.51,20.36,-7.18,25.43
115,116,120.0,Dinesh Chand,54,0.5,27.08,-40.89,4.34
116,117,118.0,Jim Rutledge,53,0.5,26.5,-11.54,37.07
117,118,126.0,Brad Kennedy,52,0.5,25.85,-16.42,28.57
118,119,113.0,Wen-Teh Lu,40,0.5,19.88,-14.11,14.29
119,120,139.0,Louis Oosthuizen,49,0.49,24.19,-24.41,17.06
120,121,121.0,Masaya Tomida,46,0.49,22.52,-5.84,23.11
121,122,119.0,Greg Chalmers,64,0.49,31.15,-25.68,25.55
122,123,116.0,Chapchai Nirat,41,0.49,19.95,-8.55,19.54
123,124,124.0,Mardan Mamat,48,0.48,23.0,-15.14,29.56
124,125,125.0,Nick Flanagan,40,0.48,19.15,-8.85,21.32
125,126,123.0,James Kingston,56,0.47,26.54,-39.31,13.83
126,127,127.0,Andrew McLardy,53,0.47,24.67,-24.79,19.76
127,128,122.0,Peter Senior,40,0.46,18.56,-20.72,17.1
128,129,128.0,Craig Lile,49,0.45,22.09,-6.74,26.13
129,130,132.0,Ian Leggatt,41,0.43,17.63,-3.61,18.2
130,131,131.0,Jong-Duck Kim,43,0.43,18.3,-23.94,9.87
131,132,130.0,Matthew Millar,40,0.43,17.0,-3.63,20.47
132,133,129.0,David McKenzie,64,0.42,26.61,-23.37,21.51
133,134,135.0,Satoru Hirota,55,0.41,22.6,-16.55,12.58
134,135,141.0,Rick Gibson,41,0.41,16.68,-10.42,15.11
135,136,134.0,Makoto Inoue,56,0.41,22.75,-15.25,19.25
136,137,133.0,Alexandre Rocha,40,0.4,16.16,-3.06,19.21
137,138,137.0,Hennie Otto,40,0.4,15.81,-10.12,15.65
138,139,136.0,Hisayuki Sasaki,56,0.39,22.01,-14.15,18.85
139,140,138.0,Hendrick Buhrmann,46,0.39,18.02,-13.47,17.29
140,141,140.0,Kiyoshi Murota,48,0.39,18.79,-12.71,18.85
141,142,164.0,SSP Chawrasia,40,0.39,15.42,-1.35,16.77
142,143,151.0,Thammanoon Sriroj,70,0.38,26.69,-25.92,20.43
143,144,146.0,Chris Baryla,40,0.38,15.09,-2.86,15.7
144,145,145.0,Katsuyoshi Tomori,41,0.37,15.33,-10.81,13.96
145,146,142.0,Lian-Wei Zhang,40,0.37,14.95,-19.59,6.89
146,147,149.0,D.H. Lee,40,0.37,14.72,-1.13,15.85
147,148,150.0,Tjaart van der Walt,58,0.37,21.34,-24.14,9.5
148,149,144.0,Ariel Cañete,44,0.37,16.19,-11.54,12.2
149,150,143.0,Shinichi Yokota,57,0.37,20.94,-26.85,6.3
150,151,147.0,Aron Price,40,0.37,14.67,-3.3,15.24
151,152,148.0,Titch Moore,48,0.37,17.53,-21.17,6.78
152,153,175.0,David Bransdon,50,0.36,18.09,-11.5,16.76
153,154,152.0,Fabrizio Zanotti,40,0.36,14.34,0.0,14.34
154,155,153.0,Tetsuya Haraguchi,40,0.35,13.99,-1.44,15.42
155,156,155.0,Jun-won Park,40,0.35,13.95,-2.55,16.51
156,157,156.0,Scott Laycock,51,0.34,17.53,-13.75,10.73
157,158,170.0,Keith Horne,47,0.34,15.75,-16.02,9.29
158,159,159.0,Hideki Kase,57,0.33,18.94,-27.89,13.46
159,160,160.0,Mitsuhiro Tateyama,55,0.33,18.17,-12.34,10.89
160,161,161.0,Suk Joug-yul,40,0.33,13.15,-4.23,16.29
161,162,157.0,Gary Simpson,40,0.33,13.15,-9.31,12.01
162,163,154.0,Jean Hugo,40,0.33,13.13,-3.76,14.36
163,164,162.0,Steve Allan,58,0.33,18.9,-25.78,15.12
164,165,163.0,Kiyoshi Miyazato,52,0.32,16.83,-20.34,5.01
165,166,167.0,Joe Ozaki,40,0.32,12.64,-25.75,2.48
166,167,165.0,Michael Wright,40,0.32,12.62,-3.04,12.34
167,168,168.0,David Hearn,56,0.31,17.52,-14.7,16.36
168,169,158.0,Marcus Both,53,0.31,16.44,-18.92,8.93
169,170,166.0,Bradley Hughes,50,0.31,15.41,-10.92,17.18
170,171,171.0,Unho Park,61,0.31,18.76,-7.45,21.27
171,172,181.0,Lee Sung-doo,40,0.31,12.3,-5.02,15.81
172,173,169.0,Katsumune Imai,55,0.31,16.78,-21.44,11.4
173,174,174.0,Hiroshi Iwata,40,0.3,12.16,-0.48,12.63
174,175,172.0,Jun Kikuchi,48,0.3,14.51,-12.9,9.46
175,176,202.0,Jaco Van Zyl,40,0.3,11.88,-7.23,11.1
176,177,179.0,Hiroo Kawai,40,0.29,11.62,-1.61,12.03
177,178,173.0,Steven Bowditch,57,0.29,16.55,-26.17,6.67
178,179,176.0,Thomas Aiken,40,0.29,11.59,-9.47,14.64
179,180,177.0,John Wade,40,0.29,11.58,-3.34,12.0
180,181,180.0,Mark Murless,40,0.28,11.16,-7.2,9.6
181,182,182.0,Kim Felton,55,0.28,15.24,-10.59,12.77
182,183,184.0,Scott Gardiner,47,0.28,13.0,-8.53,13.78
183,184,183.0,Matt Jones,40,0.28,11.04,-3.48,12.25
184,185,185.0,Yui Ueda,40,0.27,10.82,-4.43,12.54
185,186,186.0,Rodolfo Gonzalez,40,0.27,10.65,-2.88,11.02
186,187,187.0,Amandeep Johl,48,0.26,12.66,-8.58,17.53
187,188,178.0,Martin Maritz,55,0.26,14.47,-17.46,16.7
188,189,190.0,Wes Heffernan,40,0.26,10.52,-3.84,10.02
189,190,191.0,Kazuhiko Hosokawa,52,0.26,13.63,-23.92,1.4
190,191,192.0,Lu Wei-chih,40,0.26,10.39,-5.25,9.49
191,192,193.0,Scott Barr,45,0.26,11.64,-9.74,11.57
192,193,189.0,Shinichi Akiba,51,0.26,13.19,-8.46,11.04
193,194,188.0,Marc Cayeux,61,0.26,15.69,-24.43,7.04
194,195,194.0,Miguel Angel Carballo,51,0.25,12.87,-8.21,15.97
195,196,196.0,Eiji Mizoguchi,41,0.25,10.14,-4.62,10.93
196,197,195.0,Hernán Rey,51,0.24,12.34,-5.2,10.26
197,198,198.0,Jiman Kang,40,0.24,9.6,0.0,9.6
198,199,197.0,Hidemichi Tanaka,67,0.24,15.96,-32.96,
199,200,199.0,Peter Fowler,61,0.24,14.36,-20.82,13.02
200,201,200.0,Soushi Tajima,55,0.23,12.63,-8.18,8.98
201,202,201.0,Sebastián Fernández,51,0.23,11.68,-9.89,13.53
202,203,203.0,Aaron Pike,40,0.23,9.0,0.0,9.0
203,204,204.0,David Gleeson,40,0.22,8.94,-1.49,10.22
204,205,205.0,Kurt Barnes,40,0.22,8.92,-4.79,7.4
205,206,206.0,Kenichi Kuboya,56,0.22,12.41,-6.95,8.05
206,207,207.0,Craig Jones,49,0.22,10.69,-14.7,5.16
207,208,209.0,Pat Giles,40,0.22,8.69,-2.43,7.73
208,209,208.0,Kohki Idoki,49,0.21,10.36,-6.16,9.58
209,210,211.0,Adam Blyth,45,0.21,9.32,-4.09,8.1
210,211,213.0,Grant Waite,51,0.2,10.34,-4.57,11.92
211,212,214.0,Daniel DeLeon,40,0.2,8.1,-1.2,7.2
212,213,249.0,James Kamte,40,0.2,8.08,-3.45,11.53
213,214,212.0,Hidezumi Shirakata,40,0.2,8.05,-1.1,9.15
214,215,215.0,Rafael Gómez,44,0.2,8.83,-9.81,5.91
215,216,210.0,Daniel Alfredo Vancsik,54,0.2,10.53,-10.24,8.31
216,217,217.0,Lu Wei-Ian,40,0.19,7.67,-2.92,7.3
217,218,218.0,Scott Hend,56,0.18,10.2,-19.36,7.85
218,219,221.0,Kyung-Nam Kang,40,0.18,7.15,-1.3,7.39
219,220,219.0,Yoshinobu Tsukada,54,0.18,9.62,-5.66,5.94
220,221,220.0,Katsuya Nakagawa,54,0.18,9.49,-8.38,8.07
221,222,225.0,Vijay Kumar,40,0.18,7.0,0.0,7.0
222,223,216.0,Bradley Iles,40,0.17,6.98,-4.43,4.25
223,224,226.0,Deane Pappas,50,0.17,8.73,-7.03,10.82
224,225,228.0,Shoichi Ideguchi,40,0.17,6.93,-1.33,8.27
225,226,224.0,Shigeru Nonaka,54,0.17,9.34,-8.34,6.53
226,227,231.0,Stuart Anderson,40,0.17,6.75,-4.7,6.0
227,228,232.0,Tim Wilkinson,52,0.17,8.76,-2.24,7.6
228,229,233.0,Marco Ruiz,47,0.17,7.82,-7.74,6.38
229,230,230.0,Darren Griff,40,0.17,6.64,-1.98,7.5
230,231,229.0,Jason Day,40,0.16,6.53,-2.95,5.91
231,232,222.0,Bobby Lincoln,40,0.16,6.53,-6.15,1.74
232,233,254.0,Des Terblanche,40,0.16,6.53,-4.02,5.77
233,234,235.0,Tyrone Van Aswegen,40,0.16,6.53,-3.92,10.44
234,235,223.0,Julio Zapata,40,0.16,6.51,-1.89,5.52
235,236,227.0,Ulrich Van den Berg,40,0.16,6.4,-7.43,4.2
236,237,236.0,Michael Long,63,0.16,10.09,-8.36,10.61
237,238,234.0,Gustavo Rojas,40,0.16,6.3,-4.58,8.4
238,239,237.0,Adam Bland,40,0.16,6.26,-0.89,5.37
239,240,265.0,Angelo Que,47,0.16,7.33,-5.73,7.59
240,241,238.0,Won Joon Lee,40,0.16,6.2,-2.19,4.84
241,242,239.0,Yoichi Shimizu,42,0.15,6.48,-3.2,4.08
242,243,241.0,Takao Nogami,47,0.15,7.17,-9.04,1.55
243,244,242.0,Tsuyoshi Yoneyama,40,0.15,6.06,-10.34,3.28
244,245,244.0,Sushi Ishigaki,49,0.15,7.27,-2.92,7.08
245,246,246.0,Jorge Benedetti,40,0.15,5.91,-1.14,7.05
246,247,243.0,Glen Hnatiuk,41,0.15,6.03,-7.56,4.28
247,248,240.0,Nobuhito Sato,55,0.15,8.09,-12.98,4.08
248,249,247.0,James Nitties,40,0.14,5.77,-9.37,4.93
249,250,248.0,Akinori Tani,40,0.14,5.77,-3.82,4.8
250,251,250.0,Tony Carolan,40,0.14,5.67,-1.03,6.55
251,252,251.0,Stephen Collins,42,0.14,5.9,-2.99,5.58
252,253,253.0,Jon Mills,55,0.14,7.67,-11.3,1.36
253,254,245.0,Wook-Soon Kang,40,0.14,5.55,-7.97,
254,255,252.0,Martin Doyle,40,0.14,5.4,-9.4,
255,256,255.0,Matt McQuillan,40,0.14,5.4,-5.16,3.6
256,257,256.0,Seung-Yul Noh,40,0.13,5.37,-1.1,6.47
257,258,261.0,Richard Moir,49,0.13,6.54,-4.29,5.84
258,259,259.0,Eddie Lee,40,0.13,5.26,-5.76,2.86
259,260,260.0,Lee Seong-ho,40,0.13,5.25,-1.75,7.0
260,261,262.0,Michiel Bothma,40,0.13,5.21,-3.41,6.69
261,262,264.0,Chen Yuan-chi,40,0.13,5.21,-4.77,4.63
262,263,257.0,Simon Nash,40,0.13,5.13,-6.8,5.05
263,264,266.0,Koumei Oda,40,0.12,4.92,-3.34,5.36
264,265,258.0,Takashi Kanemoto,54,0.12,6.62,-11.57,1.35
265,266,267.0,Esteban Toledo,55,0.12,6.67,-7.2,2.56
266,267,268.0,Chang-Ting Yeh,40,0.12,4.84,-1.81,6.16
267,268,269.0,Kazuhiro Shimizu,40,0.12,4.8,-1.87,6.4
268,269,263.0,Michael Kirk,59,0.12,6.95,-10.74,1.44
269,270,270.0,Cameron Percy,40,0.12,4.7,-1.92,3.85
270,271,293.0,David Frost,40,0.12,4.64,-15.6,1.29
271,272,271.0,Stephen Scahill,55,0.11,6.22,-14.01,2.64
272,273,272.0,Peter Wilson,40,0.11,4.52,0.0,4.52
273,274,273.0,Garth Mulroy,40,0.11,4.52,-1.46,5.74
274,275,274.0,Peter Karmis,40,0.11,4.52,-1.73,4.9
275,276,275.0,Ashok Kumar,40,0.11,4.5,-4.19,5.11
276,277,276.0,David Diaz,40,0.11,4.48,-3.11,6.16
277,278,277.0,Eduardo Romero,40,0.11,4.44,-17.16,3.02
278,279,278.0,Adilson da Silva,40,0.11,4.37,-0.95,5.04
279,280,280.0,Dion Fourie,40,0.11,4.31,-2.12,3.5
280,281,333.0,Nic Henning,40,0.11,4.23,-9.18,1.52
281,282,281.0,Yoshiaki Mano,50,0.11,5.27,-5.58,5.05
282,283,282.0,Arjun Singh,40,0.11,4.21,-3.3,3.81
283,284,283.0,Gustavo Acosta,40,0.11,4.2,-1.8,6.0
284,285,284.0,Brad Fritsch,40,0.1,4.16,-4.15,3.3
285,286,279.0,Ryan Haller,40,0.1,4.14,-1.42,2.72
286,287,285.0,Adam Groom,52,0.1,5.14,-7.11,3.22
287,288,287.0,Steven Jeffress,40,0.1,3.86,-2.65,3.7
288,289,288.0,Gavin Flint,40,0.1,3.85,-2.31,6.16
289,290,289.0,Terry Price,40,0.1,3.85,-22.11,
290,291,290.0,Andrew Dodt,40,0.1,3.84,0.0,3.84
291,292,291.0,Mukesh Kumar,40,0.1,3.84,-0.93,3.08
292,293,292.0,Steven Alker,53,0.1,5.05,-4.49,4.39
293,294,294.0,Carlos Cardeza,40,0.09,3.76,0.0,3.76
294,295,295.0,Muhammad Munir,40,0.09,3.7,-1.3,4.99
295,296,296.0,Masamichi Uehira,40,0.09,3.69,-0.15,3.84
296,297,298.0,Gerald Rosales,40,0.09,3.65,-2.72,3.67
297,298,286.0,Yutaka Horinouchi,50,0.09,4.52,-4.16,2.98
298,299,299.0,Kim Kyung-min,40,0.09,3.61,-2.68,1.33
299,300,297.0,Tatsuya Mitsuhashi,54,0.09,4.71,-12.03,3.07
300,301,301.0,Naoya Takemoto,40,0.09,3.46,-1.54,2.57
301,302,300.0,Chao Li,40,0.09,3.41,-1.76,2.89
302,303,302.0,Paul Marantz,40,0.08,3.37,-4.08,4.01
303,304,303.0,Norihiko Nakata,40,0.08,3.32,-1.32,3.25
304,305,307.0,Kao Bo-Song,40,0.08,3.25,-0.46,3.71
305,306,308.0,Lin Chie-hsiang,40,0.08,3.24,-1.52,3.36
306,307,309.0,Divan van den Heever,40,0.08,3.24,0.0,3.24
307,308,311.0,Katsunori Kuwabara,54,0.08,4.32,-11.15,1.2
308,309,316.0,Anthony Painter,46,0.08,3.64,-2.94,4.53
309,310,312.0,Satoshi Higashi,42,0.08,3.32,-2.44,2.5
310,311,313.0,Adam Crawford,40,0.08,3.15,-3.47,2.64
311,312,314.0,Ben Bunny,40,0.08,3.15,-1.17,2.32
312,313,315.0,Chan Song,40,0.08,3.14,-0.45,3.59
313,314,306.0,Alistair Presnell,47,0.08,3.68,-5.63,2.38
314,316,319.0,Daniel Barbetti,40,0.08,3.06,-0.72,2.34
315,317,320.0,Adam Le Vesconte,40,0.08,3.06,-3.92,1.27
316,318,304.0,Euan Walters,43,0.08,3.27,-5.84,2.08
317,319,310.0,,40,0.08,3.02,-6.92,1.27
318,320,322.0,Yasuhiko Takashima,48,0.08,3.6,-5.15,
319,321,321.0,Antonio Maldonado,40,0.08,3.0,-3.0,
320,322,323.0,Henk Alberts,40,0.07,2.95,-2.29,2.94
321,323,317.0,Sung Mao-chang,40,0.07,2.94,-0.97,2.84
322,324,325.0,Phil Tataurangi,40,0.07,2.93,-0.98,3.91
323,325,326.0,Grant Muller,40,0.07,2.93,-5.04,3.24
324,326,327.0,Ryan Tipping,40,0.07,2.91,-0.45,3.36
325,327,305.0,Alan Michell,40,0.07,2.91,-2.74,1.34
326,328,328.0,Digvijay Singh,40,0.07,2.9,-1.79,2.81
327,329,329.0,Nam Young-woo,40,0.07,2.88,-0.45,2.88
328,330,330.0,Christopher Williams,40,0.07,2.84,-4.32,1.44
329,331,331.0,Shin Yong-jin,40,0.07,2.77,-0.94,3.26
330,332,332.0,Lucas Parsons,40,0.07,2.76,-2.61,1.21
331,333,337.0,Jason Dawes,45,0.07,3.04,-6.01,2.03
332,334,334.0,Mitsuo Harada,45,0.07,3.04,-2.08,3.04
333,335,324.0,Roberto Coceres,40,0.07,2.69,-1.78,2.43
334,336,338.0,Takashi Kamiyama,40,0.07,2.64,-21.15,
335,337,339.0,Toshiya Sakakura,40,0.07,2.63,-0.46,3.09
336,338,342.0,Trevor Dodds,40,0.07,2.63,-0.38,3.0
337,339,341.0,Jesús Amaya,40,0.07,2.63,-1.58,4.2
338,340,340.0,Park Boo-won,40,0.07,2.63,-2.28,2.38
339,341,344.0,Kim Dae-sub,40,0.06,2.59,-1.68,2.8
340,342,343.0,Ashley Hall,40,0.06,2.59,-0.83,1.76
341,343,345.0,Craig Taylor,40,0.06,2.58,-4.56,
342,344,349.0,Richard Lee,40,0.06,2.57,-4.79,1.82
343,345,346.0,Ian Hutchings,40,0.06,2.55,-1.53,1.2
344,346,347.0,Akio Sadakata,40,0.06,2.53,-0.36,2.89
345,347,335.0,Takenori Hiraishi,40,0.06,2.5,-5.41,1.49
346,348,350.0,Andrew Johnson,55,0.06,3.42,-3.38,1.33
347,349,351.0,Dean Lambert,40,0.06,2.47,-1.73,2.96
348,350,336.0,Adam Fraser,40,0.06,2.45,-3.55,
349,351,353.0,Taichiro Kiyota,44,0.06,2.69,-1.43,2.52
350,352,354.0,Masashi Jumbo Ozaki,40,0.06,2.4,-6.23,1.44
351,353,356.0,Alan Wagner,40,0.06,2.34,0.0,2.34
352,354,357.0,Craig Perks,46,0.06,2.69,-12.18,
353,355,358.0,Brett Bingham,40,0.06,2.32,0.0,2.32
354,356,359.0,S.S. Hong,40,0.06,2.31,-0.77,3.08
355,357,352.0,Chung Joon,40,0.06,2.25,-2.81,2.56
356,358,360.0,Tadahisa Inoue,40,0.06,2.23,-2.72,1.76
357,359,361.0,Juan Abbate,40,0.05,2.18,-2.39,2.76
358,360,362.0,Greg Norman,40,0.05,2.16,-1.66,1.6
359,361,348.0,Yuki Usami,40,0.05,2.16,-0.72,2.88
360,362,363.0,Wayne de Haas,40,0.05,2.16,0.0,2.16
361,363,364.0,Pablo Del Grosso,40,0.05,2.15,-0.64,1.99
362,364,366.0,Kwon Myung-ho,40,0.05,2.08,0.0,2.08
363,365,365.0,Steven Jones,40,0.05,2.08,0.0,2.08
364,366,355.0,Brad McIntosh,40,0.05,2.01,-2.01,
365,367,369.0,Matthew Ballard,40,0.05,2.0,-2.0,
366,368,370.0,Agustin Jauretche,40,0.05,1.99,0.0,1.99
367,369,371.0,Derek Gillespie,40,0.05,1.99,-3.7,
368,370,372.0,Steve Van Vuuren,40,0.05,1.97,-0.45,1.21
369,371,373.0,Dustin Risdon,40,0.05,1.95,-0.45,2.4
370,372,374.0,Andrew Tschudin,40,0.05,1.95,-0.77,1.8
371,373,375.0,Ryota Ito,40,0.05,1.93,-2.08,
372,374,376.0,Matthew Keegan,40,0.05,1.93,-0.95,1.31
373,375,377.0,Chiragh Kumar,40,0.05,1.89,0.0,1.89
374,376,368.0,Fabián Gómez,40,0.05,1.89,-1.38,2.07
375,377,367.0,Ross Wellington,40,0.05,1.88,-0.68,1.2
376,378,378.0,Naoya Sugiyama,40,0.05,1.87,-1.74,1.21
377,379,379.0,Toyokazu Fujishima,40,0.05,1.87,-1.68,1.27
378,380,381.0,Andrew Martin,40,0.04,1.76,0.0,1.76
