,Presidents_Cup_United_States_RANK THIS WEEK,Presidents_Cup_United_States_RANK LAST WEEK,Presidents_Cup_United_States_PLAYER NAME,Presidents_Cup_United_States_POINTS
71,72,72,Charley Hoffman,1115193
72,73,73,Fred Couples,1113044
73,74,74,Briny Baird,1091386
74,75,75,Will MacKenzie,1081242
75,76,76,Tag Ridings,1072916
76,77,77,John Daly,1059668
77,78,78,Jeff Brehaut,1020234
78,79,79,Bubba Watson,1019264
79,80,80,Dudley Hart,945172
80,81,81,Jonathan Kaye,927190
81,82,82,Mark Wilson,917713
82,83,83,Paul Goydos,910986
83,84,84,Rich Beem,904689
84,85,85,Bill Haas,887024
85,86,86,Kevin Sutherland,877776
86,87,87,John Huston,858839
87,88,88,Pat Perez,855365
88,89,89,Marco Dawson,851846
89,90,90,J.P. Hayes,843757
90,91,91,Jeff Gove,793477
91,92,92,Kirk Triplett,784781
92,93,93,Tim Petrovic,776802
93,94,94,Paul Azinger,761820
94,95,95,Duffy Waldorf,755813
95,96,96,John Cook,749649
96,97,97,Brian Bateman,740847
97,98,98,David Branshaw,706346
98,99,99,Shane Bertsch,697059
99,100,100,Scott Gutschewski,693966
100,101,101,Todd Fischer,682248
101,102,102,Brent Geiberger,671677
102,103,103,J.L. Lewis,666978
103,104,104,Omar Uresti,654822
104,105,105,Bubba Dickerson,650314
105,106,106,Lee Janzen,587676
106,107,107,Cameron Beckman,583847
107,108,108,Jeff Overton,577132
108,109,109,Jerry Smith,568213
109,110,110,Michael Allen,566646
110,111,111,Tommy Armour III,555551
111,112,112,Chris Riley,550948
112,113,113,Bob May,548712
113,114,114,Robert Damron,541679
114,115,115,Robert Garrigus,537595
115,116,116,D.A. Points,532306
116,117,117,Patrick Sheehan,528752
117,118,118,Kris Cox,517836
118,119,119,Darron Stiles,493806
119,120,120,Doug Barron,490878
120,121,121,Bob Tway,452391
121,122,122,Skip Kendall,448690
122,123,123,Rocco Mediate,423877
123,124,124,Loren Roberts,416572
124,125,125,Danny Ellis,407521
125,126,126,Jay Delsing,405067
126,127,127,Chris Smith,356773
127,128,128,David Duval,325906
128,129,129,Paul Stankowski,319597
129,130,130,Steve Jones,308360
130,131,131,Glen Day,304271
131,132,132,Ron Whittaker,300033
132,133,133,Greg Kraft,273734
133,134,134,Nicholas Thompson,264717
134,135,135,Kevin Na,262906
135,136,136,Joey Snyder III,261400
136,137,137,B.J. Staten,253088
137,138,138,Larry Mize,250671
138,139,139,James Driscoll,244073
139,140,140,Jay Haas,240399
140,141,141,Mark O'Meara,237598
141,142,142,John Riegger,230765
142,143,143,Dan Forsman,227887
143,144,144,Mark Brooks,224417
144,145,145,Scott McCarron,207256
145,146,146,Vance Veazey,207077
146,147,147,Tom Byrum,187449
147,148,148,Matt Hansen,187252
148,149,149,Bill Glasson,184157
149,150,150,Matt Kuchar,183293
150,151,151,Todd Hamilton,182091
151,152,152,Dicky Pride,174674
152,153,153,Jimmy Walker,153950
153,154,154,Neal Lancaster,148148
154,155,155,Jason Schultz,147424
155,156,156,Notah Begay III,144279
156,157,157,Matt Gogel,138334
157,158,158,Mike Sposa,132131
158,159,159,Spike McRoy,121724
159,160,160,Roger Tambellini,116685
160,161,161,Brian Henninger,103689
161,162,162,Michael Connell,97771
162,163,163,Len Mattiace,96690
163,164,164,Alex Aragon,94504
164,165,165,Ryan Hietala,87772
165,166,166,Jay Williamson,86150
166,167,167,David Peoples,80638
167,168,168,Donnie Hammond,72843
168,169,169,"John Engler, Jr.",72694
169,170,170,Hank Kuehne,72403
170,171,171,Andrew Magee,72399
171,172,172,Scott Gump,72248
172,173,173,Garrett Willis,67486
173,174,174,Bob Burns,64806
174,175,175,Jim Carter,48850
175,176,176,Peter Jacobsen,46256
176,177,177,Gary Hallberg,42853
177,178,178,Michael Bradley,41790
178,179,179,Blaine McCallister,38460
179,180,180,Ben Crenshaw,32060
180,181,181,Craig Stadler,28979
181,182,182,Dennis Paulson,28688
182,183,183,Willie Wood,27774
183,184,184,Jim McGovern,26070
184,185,185,Tom Watson,21578
185,186,186,Guy Boros,21235
186,187,187,Boyd Summerhays,20794
187,188,188,David Edwards,16364
188,189,189,Joel Edwards,11760
189,190,190,Mike Standly,8904
190,191,191,David Gossett,7480
191,192,192,Hal Sutton,6720
192,193,193,Mike Hulbert,6540
193,T194,T194,Michael Clark II,6390
194,T194,T194,"Jim Gallagher, Jr.",6390
195,T194,T194,Wayne Levi,6390
196,197,197,Chip Beck,6180
197,198,198,"David Berganio, Jr.",6060
