,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
79,80,80,Webb Simpson,"$15,002,789"
80,81,81,John Huston,"$14,967,146"
81,82,82,Tom Pernice Jr.,"$14,950,594"
82,83,83,Henrik Stenson,"$14,512,285"
83,84,84,Greg Norman,"$14,484,458"
84,85,85,Paul Azinger,"$14,467,496"
85,86,86,Jay Haas,"$14,440,317"
86,87,87,Ian Poulter,"$14,344,097"
87,88,88,Freddie Jacobson,"$14,313,825"
88,89,89,Ryan Palmer,"$14,256,514"
89,90,90,Mark O'Meara,"$14,189,882"
90,91,91,Pat Perez,"$14,167,574"
91,92,92,Kirk Triplett,"$14,096,656"
92,93,93,Mark Wilson,"$13,895,879"
93,94,94,Jason Day,"$13,828,356"
94,95,95,Joe Durant,"$13,812,426"
95,96,96,Shigeki Maruyama,"$13,809,170"
96,97,97,Rod Pampling,"$13,710,763"
97,98,98,J.J. Henry,"$13,553,776"
98,99,99,Kevin Na,"$13,264,601"
99,100,100,Ben Curtis,"$13,082,685"
100,101,101,Paul Goydos,"$12,738,659"
101,102,102,John Cook,"$12,685,199"
102,103,103,Briny Baird,"$12,634,862"
103,104,104,Scott McCarron,"$12,617,853"
104,105,105,Dudley Hart,"$12,566,495"
105,106,106,Charley Hoffman,"$12,548,461"
106,107,107,Billy Andrade,"$12,494,805"
107,108,108,José María Olazábal,"$12,286,710"
108,109,109,Anthony Kim,"$12,206,409"
109,110,110,Trevor Immelman,"$12,045,203"
110,111,111,Duffy Waldorf,"$11,902,599"
111,112,112,Tim Petrovic,"$11,834,453"
112,113,113,Ángel Cabrera,"$11,825,170"
113,114,114,Frank Lickliter II,"$11,812,529"
114,115,115,Brian Davis,"$11,768,258"
115,116,116,Vaughn Taylor,"$11,542,193"
116,117,117,Chris Riley,"$11,510,983"
117,118,118,Harrison Frazar,"$11,371,593"
118,119,119,Keegan Bradley,"$11,306,071"
119,120,120,Joey Sindelar,"$11,196,462"
120,121,121,Brett Quigley,"$11,048,433"
121,122,122,Tom Kite,"$11,041,042"
122,123,123,Tom Watson,"$11,015,790"
123,124,124,Boo Weekley,"$11,001,884"
124,125,125,Martin Laird,"$10,944,819"
125,126,126,J.B. Holmes,"$10,727,005"
126,127,127,Jeff Overton,"$10,703,307"
127,128,128,Robert Garrigus,"$10,637,624"
128,129,129,Jonathan Kaye,"$10,584,934"
129,130,130,Jason Bohn,"$10,538,909"
130,131,131,Rickie Fowler,"$10,395,914"
131,132,132,Bernhard Langer,"$10,167,961"
132,133,133,Joe Ogilvie,"$10,097,888"
133,134,134,John Daly,"$10,076,681"
134,135,135,Craig Stadler,"$10,021,897"
135,136,136,Paul Casey,"$9,823,548"
136,137,137,Bart Bryant,"$9,713,852"
137,138,138,Cameron Beckman,"$9,693,205"
138,139,139,Rich Beem,"$9,602,992"
139,140,140,Charlie Wi,"$9,545,602"
140,141,141,D.J. Trahan,"$9,521,674"
141,142,142,Peter Lonard,"$9,493,678"
142,143,143,Tommy Armour III,"$9,458,248"
143,144,144,Mark Brooks,"$9,455,441"
144,145,145,D.A. Points,"$9,455,299"
145,146,146,Carlos Franco,"$9,431,368"
146,147,147,Graeme McDowell,"$9,355,729"
147,148,148,David Frost,"$9,195,639"
148,149,149,Glen Day,"$9,156,385"
149,150,150,Steve Marino,"$9,137,743"
150,151,151,Kevin Streelman,"$9,136,219"
151,152,152,Ryuji Imada,"$9,115,238"
152,153,153,Shaun Micheel,"$9,091,949"
153,154,154,Brandt Jobe,"$8,987,448"
154,155,155,Dean Wilson,"$8,924,744"
155,156,156,Troy Matteson,"$8,884,335"
156,157,157,Robert Gamez,"$8,712,304"
157,158,158,Dan Forsman,"$8,687,983"
158,159,159,Olin Browne,"$8,516,287"
159,160,160,Andrew Magee,"$8,512,753"
160,161,161,Craig Parry,"$8,481,456"
161,162,162,Ken Duke,"$8,475,402"
162,163,163,Greg Chalmers,"$8,405,164"
163,164,164,J.P. Hayes,"$8,391,404"
164,165,165,Y.E. Yang,"$8,357,562"
165,166,166,Brendon de Jonge,"$8,203,668"
166,167,167,Skip Kendall,"$8,087,631"
167,168,168,George McNeill,"$8,048,675"
168,169,169,Steve Pate,"$8,039,988"
169,170,170,Alex Cejka,"$7,914,240"
170,171,171,Daniel Chopra,"$7,906,221"
171,172,172,Johnson Wagner,"$7,883,916"
172,173,173,Larry Mize,"$7,871,792"
173,174,174,John Merrick,"$7,818,045"
174,175,175,Peter Jacobsen,"$7,799,810"
175,176,176,Scott Piercy,"$7,676,207"
176,177,177,Arron Oberholser,"$7,665,222"
177,178,178,Andres Romero,"$7,609,284"
178,179,179,Curtis Strange,"$7,599,951"
179,180,180,Bryce Molder,"$7,578,073"
180,181,181,Marc Leishman,"$7,572,529"
181,182,182,Nick O'Hern,"$7,493,768"
182,183,183,J.L. Lewis,"$7,480,274"
183,184,184,Ted Purdy,"$7,376,176"
184,185,185,Brent Geiberger,"$7,374,382"
185,186,186,Kevin Stadler,"$7,355,730"
186,187,187,Paul Stankowski,"$7,350,539"
187,188,188,Jimmy Walker,"$7,298,429"
188,189,189,Ben Crenshaw,"$7,139,756"
189,190,190,Brett Wetterich,"$7,008,473"
190,191,191,Charl Schwartzel,"$6,956,046"
191,192,192,Bill Glasson,"$6,912,619"
192,193,193,Chris Perry,"$6,866,671"
193,194,194,Nathan Green,"$6,843,023"
194,195,195,Len Mattiace,"$6,836,059"
195,196,196,John Mallinger,"$6,778,578"
196,197,197,Scott Simpson,"$6,778,273"
197,198,198,Tom Byrum,"$6,554,699"
198,199,199,Steve Jones,"$6,519,451"
199,200,200,Bruce Lietzke,"$6,474,794"
200,201,201,Chris Stroud,"$6,445,153"
201,202,202,Robert Damron,"$6,363,926"
202,203,203,Lanny Wadkins,"$6,355,681"
203,204,204,Michael Allen,"$6,316,156"
204,205,205,Neal Lancaster,"$6,312,668"
205,206,206,Chip Beck,"$6,205,730"
206,207,207,Richard Johnson,"$6,204,475"
207,208,208,Mark Hensby,"$6,194,683"
208,209,209,Gary Woodland,"$6,174,048"
209,210,210,Louis Oosthuizen,"$6,008,322"
210,211,211,"Jim Gallagher, Jr.","$6,002,202"
211,212,212,Hale Irwin,"$5,966,031"
212,213,213,Jay Williamson,"$5,944,298"
213,214,214,Fuzzy Zoeller,"$5,819,293"
214,215,215,Greg Kraft,"$5,786,218"
215,216,216,Greg Owen,"$5,777,810"
216,217,217,David Peoples,"$5,736,812"
217,218,218,Jack Nicklaus,"$5,734,031"
218,219,219,Russ Cochran,"$5,579,837"
219,220,220,Michael Bradley,"$5,572,570"
220,221,221,Jay Don Blake,"$5,555,470"
221,222,222,Kyle Stanley,"$5,513,586"
222,223,223,Todd Hamilton,"$5,510,872"
223,224,224,Chez Reavie,"$5,499,311"
224,225,225,Spencer Levin,"$5,439,686"
225,226,226,James Driscoll,"$5,377,498"
226,227,227,Kent Jones,"$5,353,578"
227,228,228,Raymond Floyd,"$5,323,075"
228,229,229,Mark McCumber,"$5,309,688"
229,230,230,José Coceres,"$5,280,335"
230,231,231,Gil Morgan,"$5,259,164"
231,232,232,Blaine McCallister,"$5,227,278"
232,233,233,Matt Jones,"$5,212,309"
233,234,234,Notah Begay III,"$5,207,339"
234,235,235,Dicky Pride,"$5,194,733"
235,236,236,Craig Barlow,"$5,183,390"
236,237,237,Robert Karlsson,"$5,084,824"
237,238,238,Dennis Paulson,"$4,983,871"
238,239,239,Ricky Barnes,"$4,935,937"
239,240,240,Tommy Gainey,"$4,925,971"
240,241,241,Chris Kirk,"$4,907,660"
241,242,242,Scott Stallings,"$4,873,528"
242,243,243,Graham DeLaet,"$4,865,207"
243,244,244,Arjun Atwal,"$4,783,825"
244,245,245,David Edwards,"$4,773,198"
245,246,246,D.A. Weibring,"$4,770,705"
246,247,247,Jim Carter,"$4,766,778"
247,248,248,Chris Smith,"$4,763,528"
248,249,249,Wayne Levi,"$4,730,158"
249,250,250,Mike Reid,"$4,686,774"
250,251,251,Gene Sauers,"$4,660,569"
251,252,252,Will MacKenzie,"$4,638,539"
252,253,253,Matt Gogel,"$4,596,216"
253,254,254,Grant Waite,"$4,583,879"
254,255,255,Billy Horschel,"$4,520,904"
255,256,256,Tom Gillis,"$4,501,413"
256,257,257,Jason Gore,"$4,447,441"
257,258,258,Nicholas Thompson,"$4,340,045"
258,259,259,Marco Dawson,"$4,314,634"
259,260,260,Mark Wiebe,"$4,314,460"
260,261,261,Joel Edwards,"$4,286,415"
261,262,262,Jonas Blixt,"$4,283,212"
262,263,263,Chris Couch,"$4,233,973"
263,264,264,John Huh,"$4,221,595"
264,265,265,Tom Purtzer,"$4,192,268"
265,266,266,Mike Hulbert,"$4,183,778"
266,267,267,Tag Ridings,"$4,168,458"
267,268,268,Josh Teater,"$4,118,729"
268,269,269,Michael Thompson,"$4,083,902"
269,270,270,Brandel Chamblee,"$4,018,410"
270,271,271,Rick Fehr,"$4,018,239"
271,272,272,Donnie Hammond,"$4,008,060"
272,273,273,Garrett Willis,"$3,942,190"
273,274,274,Jordan Spieth,"$3,879,820"
274,275,275,John Mahaffey,"$3,876,852"
275,276,276,Brian Bateman,"$3,869,324"
276,277,277,Ted Tryba,"$3,853,236"
277,278,278,Larry Nelson,"$3,827,401"
278,279,279,Cameron Tringale,"$3,827,371"
279,280,280,Brendan Steele,"$3,821,436"
280,281,281,Kevin Chappell,"$3,818,476"
281,282,282,Omar Uresti,"$3,803,293"
282,283,283,Martin Kaymer,"$3,765,590"
283,284,284,Ken Green,"$3,745,345"
284,285,285,Matt Every,"$3,743,927"
285,286,286,Jay Delsing,"$3,608,666"
286,287,287,Nolan Henke,"$3,606,563"
287,288,288,Brad Bryant,"$3,558,804"
288,289,289,Andy Bean,"$3,531,780"
289,290,290,Lee Trevino,"$3,478,328"
290,291,291,Tim Simpson,"$3,406,017"
291,292,292,Harris English,"$3,387,170"
292,293,293,Craig Perks,"$3,362,251"
293,294,294,Bill Lunde,"$3,353,515"
294,295,295,David Hearn,"$3,323,002"
295,296,296,Brian Henninger,"$3,316,460"
296,297,297,Bob Burns,"$3,313,226"
297,298,298,Blake Adams,"$3,298,495"
298,299,299,Don Pooley,"$3,296,615"
299,300,300,Phil Blackmar,"$3,245,909"
300,301,301,Phil Tataurangi,"$3,174,391"
301,302,302,Kris Blanks,"$3,156,378"
302,303,303,Fulton Allem,"$3,155,787"
303,304,304,Ronnie Black,"$3,155,053"
304,305,305,Dan Pohl,"$3,112,263"
305,306,306,Bob Gilder,"$3,032,108"
306,307,307,Bud Cauley,"$2,953,327"
307,308,308,Sangmoon Bae,"$2,917,943"
308,309,309,Roberto Castro,"$2,909,993"
309,310,310,Frank Nobilo,"$2,875,836"
310,311,311,Jim McGovern,"$2,858,703"
311,312,312,Tom Scherrer,"$2,850,394"
312,313,313,David Ogrin,"$2,848,159"
313,314,314,Michael Letzig,"$2,842,783"
314,315,315,Sandy Lyle,"$2,827,467"
315,316,316,Bobby Wadkins,"$2,822,418"
316,317,317,Jodie Mudd,"$2,806,955"
317,318,318,Hank Kuehne,"$2,761,274"
318,319,319,Willie Wood,"$2,760,886"
319,320,320,Johnny Miller,"$2,747,484"
320,321,321,Eric Axley,"$2,740,296"
321,322,322,Matt Bettencourt,"$2,725,246"
322,323,323,Doug Tewell,"$2,723,711"
323,324,324,Scott Gump,"$2,715,190"
324,325,325,Howard Twitty,"$2,713,551"
325,326,326,Jhonattan Vegas,"$2,702,529"
326,327,327,Daniel Summerhays,"$2,691,307"
327,328,328,Carl Paulson,"$2,680,044"
328,329,329,Brad Fabel,"$2,636,911"
329,330,330,William McGirt,"$2,629,264"
330,331,331,Mike Springer,"$2,596,451"
331,332,332,Hubert Green,"$2,591,959"
332,333,333,David Lynn,"$2,514,467"
333,334,334,Gary Hallberg,"$2,476,014"
334,335,335,Peter Hanson,"$2,428,548"
335,336,336,Bob Lohr,"$2,417,060"
336,337,337,Spike McRoy,"$2,412,577"
337,338,338,Ian Leggatt,"$2,410,796"
338,339,339,Dave Barr,"$2,404,793"
339,340,340,Keith Clearwater,"$2,365,698"
340,341,341,Gabriel Hjertstedt,"$2,339,756"
341,342,342,Billy Ray Brown,"$2,330,389"
342,343,343,Parker McLachlin,"$2,302,419"
343,344,344,Calvin Peete,"$2,302,363"
344,345,345,Mike Sullivan,"$2,301,255"
345,346,346,Charlie Beljan,"$2,289,757"
346,347,347,Patrick Reed,"$2,284,554"
347,348,348,Lennie Clements,"$2,280,766"
348,349,349,Ed Fiori,"$2,270,198"
349,350,350,Tom Weiskopf,"$2,241,687"
350,351,351,David Gossett,"$2,234,484"
351,352,352,Seung-Yul Noh,"$2,222,006"
352,353,353,"Ted Potter, Jr.","$2,212,940"
353,354,354,Roger Maltbie,"$2,212,879"
354,355,355,J.C. Snead,"$2,197,545"
355,356,356,Jeff Gove,"$2,181,492"
356,357,357,Robin Freeman,"$2,174,379"
357,358,358,Martin Flores,"$2,159,839"
358,359,359,Clarence Rose,"$2,155,380"
359,360,360,David Mathis,"$2,091,605"
360,361,361,Ian Baker-Finch,"$2,078,743"
361,362,362,Brian Harman,"$2,056,207"
362,363,363,John Adams,"$2,019,582"
363,364,364,Jason Kokrak,"$2,017,745"
364,365,365,Russell Henley,"$2,008,026"
365,366,366,Larry Rinker,"$2,007,824"
366,367,367,Mike Donald,"$1,970,260"
367,368,368,Marc Turnesa,"$1,962,502"
368,369,369,Trevor Dodds,"$1,940,834"
369,370,370,Jim Thorpe,"$1,935,566"
370,371,371,Dave Rummells,"$1,909,430"
371,372,372,David Graham,"$1,888,731"
372,373,373,Arnold Palmer,"$1,861,857"
373,374,374,Mike Heinen,"$1,848,216"
374,375,375,Richard Zokol,"$1,840,397"
375,376,376,Mike Standly,"$1,834,597"
376,377,377,Gary Player,"$1,834,482"
377,378,378,Leonard Thompson,"$1,819,028"
378,379,379,Bill Britton,"$1,814,615"
379,380,380,Mark Lye,"$1,800,654"
380,381,381,Jarrod Lyle,"$1,793,387"
381,382,382,George Burns,"$1,781,090"
382,383,383,"David Berganio, Jr.","$1,766,499"
383,384,384,Kelly Gibson,"$1,751,957"
384,385,385,David Lingmerth,"$1,748,109"
385,386,386,Morris Hatalsky,"$1,707,280"
386,387,387,Bruce Fleisher,"$1,695,111"
387,388,388,Billy Casper,"$1,691,583"
388,389,389,Michael Clark II,"$1,670,485"
389,390,390,Guy Boros,"$1,666,569"
390,391,391,"Wes Short, Jr.","$1,652,656"
391,392,392,Ted Schulz,"$1,645,215"
392,393,393,Bob Murphy,"$1,642,330"
393,394,394,Jerry Pate,"$1,634,246"
394,395,395,Gary Koch,"$1,629,482"
395,396,396,Darron Stiles,"$1,623,663"
396,397,397,Lon Hinkle,"$1,607,691"
397,398,398,Kenny Knox,"$1,607,180"
398,399,399,Gene Littler,"$1,584,210"
399,400,400,Jack Renner,"$1,579,090"
400,401,401,Curt Byrum,"$1,576,535"
401,402,402,Brian Stuard,"$1,568,525"
402,403,403,Bobby Gates,"$1,562,174"
403,404,404,Mark Hayes,"$1,555,739"
404,405,405,Jim Colbert,"$1,553,136"
405,406,406,Bob Eastwood,"$1,546,106"
406,407,407,Colt Knost,"$1,546,090"
407,408,408,Keith Fergus,"$1,546,009"
408,409,409,Steven Bowditch,"$1,545,380"
409,410,410,Derek Lamely,"$1,528,267"
410,411,411,Buddy Gardner,"$1,491,943"
411,412,412,Scott Brown,"$1,490,905"
412,413,413,Ryo Ishikawa,"$1,470,624"
413,414,414,Richard Lee,"$1,468,568"
414,415,415,Bobby Clampett,"$1,423,000"
415,416,416,Billy Kratzert,"$1,396,819"
416,417,417,Bill Rogers,"$1,384,710"
417,418,418,Bruce Crampton,"$1,376,193"
418,419,419,Andy North,"$1,365,530"
419,420,420,Derek Ernst,"$1,350,856"
420,421,421,Ed Dougherty,"$1,323,769"
421,422,422,John Morse,"$1,311,273"
422,423,423,Tom Sieckmann,"$1,310,647"
423,424,424,Casey Wittenberg,"$1,307,870"
424,425,425,Dave Stockton,"$1,303,281"
425,426,426,Doug LaBelle II,"$1,294,226"
426,427,427,Denis Watson,"$1,288,621"
427,428,428,Justin Bolli,"$1,284,599"
428,429,429,Luke Guthrie,"$1,276,574"
429,430,430,Erik Compton,"$1,271,192"
430,431,431,Joey Snyder III,"$1,267,815"
431,432,432,Al Geiberger,"$1,265,188"
432,433,433,Nicolas Colsaerts,"$1,238,675"
433,434,434,Danny Edwards,"$1,212,304"
434,435,435,Dan Halldorson,"$1,193,929"
435,436,436,Cameron Percy,"$1,187,917"
436,437,437,Charles Coody,"$1,187,762"
437,438,438,Dave Eichelberger,"$1,186,505"
438,439,439,Tony Sills,"$1,173,361"
439,440,440,Ross Fisher,"$1,164,688"
440,441,441,Brendon Todd,"$1,151,356"
441,442,442,Don January,"$1,140,925"
442,443,443,Dick Mast,"$1,123,038"
443,444,444,John Inman,"$1,087,947"
444,445,445,Gibby Gilbert,"$1,056,506"
445,446,446,Justin Hicks,"$1,055,218"
446,447,447,Mac O'Grady,"$1,050,779"
447,448,448,Rex Caldwell,"$1,043,403"
448,449,449,Chi Chi Rodriguez,"$1,037,106"
449,450,450,Mike Smith,"$1,024,313"
450,451,451,Lee Elder,"$1,020,514"
451,452,452,Will Claxton,"$998,966"
452,453,453,Morgan Hoffmann,"$993,303"
453,454,454,Bobby Nichols,"$993,025"
454,455,455,Barry Jaeckel,"$982,408"
455,456,456,Fabián Gómez,"$968,673"
456,457,457,Isao Aoki,"$960,571"
457,458,458,Andre Stolz,"$942,647"
458,459,459,Pat McGowan,"$915,577"
459,460,460,Bruce Devlin,"$907,069"
460,461,461,Mark Carnevale,"$906,925"
461,462,462,D.H. Lee,"$882,793"
462,463,463,Alexandre Rocha,"$872,978"
463,464,464,Jerry McGee,"$871,753"
464,465,465,Ed Sneed,"$860,268"
465,466,466,Troy Kelly,"$858,552"
466,467,467,James Hahn,"$853,507"
467,468,468,Bill Sander,"$823,428"
468,469,469,Russell Knox,"$818,557"
469,470,470,Ron Streck,"$817,211"
470,471,471,Jim Herman,"$815,986"
471,472,472,Grier Jones,"$803,189"
472,473,473,Lance Ten Broeck,"$790,347"
473,474,474,Jerry Heard,"$780,746"
474,475,475,Doug Sanders,"$772,993"
475,476,476,Greg Twiggs,"$767,294"
476,477,477,Frank Conner,"$750,733"
477,478,478,Peter Oosterhuis,"$736,692"
478,479,479,Joe Inman,"$729,249"
479,480,480,Gary Christian,"$691,789"
480,481,481,Mike McCullough,"$682,511"
481,482,482,Rod Curl,"$677,009"
482,483,483,Stan Utley,"$674,546"
483,484,484,Scott Langley,"$673,314"
484,485,485,Homero Blancas,"$671,251"
485,486,486,Gary McCord,"$662,359"
486,487,487,Bob Goalby,"$645,013"
487,488,488,Victor Regalado,"$628,557"
488,489,489,T.C. Chen,"$616,303"
489,490,490,Aaron Watkins,"$600,433"
490,491,491,Dale Douglass,"$577,950"
491,492,492,Sam Randolph,"$574,876"
492,493,493,Mark Pfeil,"$573,387"
493,494,494,Jim Dent,"$564,809"
494,495,495,John Schroeder,"$546,569"
495,496,496,Tim Norris,"$545,531"
496,497,497,Mac McLendon,"$541,908"
497,498,498,Shawn Stefani,"$539,049"
498,499,499,Rik Massengale,"$536,254"
499,500,500,Bobby Cole,"$535,130"
500,501,501,Forrest Fezler,"$527,325"
501,502,502,Mike Morley,"$526,403"
502,503,503,Ken Brown,"$507,919"
503,504,504,Jim Nelford,"$485,111"
504,505,505,Andres Gonzales,"$471,499"
505,506,506,Tom Jenkins,"$470,019"
506,507,507,Brad Fritsch,"$462,532"
507,508,508,Bob Lunn,"$459,182"
508,509,509,Robert Streb,"$454,871"
509,510,510,Mike Nicolette,"$448,037"
510,511,511,Tom Shaw,"$434,756"
511,512,512,Ben Kohles,"$429,712"
512,513,513,Allen Miller,"$426,883"
513,514,514,Phillip Hancock,"$425,154"
514,515,515,Bobby Mitchell,"$421,938"
515,516,516,Doug Ford,"$419,292"
516,517,517,Larry Hinson,"$413,284"
517,518,518,Wally Armstrong,"$406,269"
518,519,519,Fred Marti,"$404,674"
519,520,520,Terry Diehl,"$404,611"
520,521,521,Dow Finsterwald,"$402,102"
521,522,522,Henrik Norlander,"$401,958"
522,523,523,Jim Benepe,"$395,214"
523,524,524,John Fought,"$387,036"
524,525,525,Greg Powers,"$386,086"
525,526,526,Bob Smith,"$385,283"
526,527,527,Bob Shearer,"$378,336"
527,528,528,Billy Maxwell,"$375,648"
528,529,529,Johnny Pott,"$371,396"
529,530,530,Jin Park,"$370,009"
530,531,531,Deane Beman,"$370,003"
531,532,532,Steve LeBrun,"$369,136"
532,533,533,R.H. Sikes,"$344,387"
533,534,534,Tony Jacklin,"$336,530"
534,535,535,Jim Wiechers,"$329,169"
535,536,536,Lyn Lott,"$325,966"
536,537,537,Jeff Mitchell,"$322,320"
537,538,538,Pat Lindsey,"$318,777"
538,539,539,Woody Blackburn,"$310,231"
539,540,540,Jim Jamieson,"$306,618"
540,541,541,Bob Dickson,"$296,640"
541,542,542,Labron Harris,"$295,917"
542,543,543,Howie Johnson,"$280,816"
543,544,544,Luke List,"$277,001"
544,545,545,Ernie Gonzalez,"$275,820"
545,546,546,DeWitt Weaver,"$273,435"
546,547,547,Terry Dill,"$255,050"
547,548,548,Fred Wadsworth,"$235,449"
548,549,549,Tommy Jacobs,"$232,720"
549,550,550,Ron Cerrudo,"$228,199"
550,551,551,Scott Gardiner,"$219,645"
551,552,552,Alistair Presnell,"$216,302"
552,553,553,Pete Brown,"$214,884"
553,554,554,Fred Hawkins,"$205,228"
554,555,555,Babe Hiskey,"$202,754"
555,556,556,Dwight Nevil,"$199,935"
556,557,557,Don Iverson,"$198,477"
557,558,558,Jack Newton,"$191,898"
558,559,559,Lee Williams,"$174,367"
559,560,560,Dave Ragan,"$172,256"
560,561,561,Roy Pace,"$165,699"
561,562,562,Marty Fleckman,"$162,141"
562,563,563,Bob Byman,"$161,884"
563,564,564,Bert Weaver,"$161,210"
564,565,565,Pat Fitzsimons,"$153,542"
565,566,566,Bunky Henry,"$153,499"
566,567,567,Gary Groh,"$148,753"
567,568,568,Rocky Thompson,"$146,391"
568,569,569,Steve Spray,"$142,045"
569,570,570,Jack Fleck,"$129,737"
570,571,571,Randy Glover,"$123,531"
571,572,572,Al Besselink,"$119,183"
572,573,573,Steve Reid,"$110,441"
573,574,574,Jim Ferree,"$106,895"
574,575,575,Bob Toski,"$105,484"
575,576,576,Andrew Svoboda,"$102,964"
576,577,577,Bob McCallister,"$101,079"
577,578,578,Tom Nieporte,"$94,555"
578,579,579,Sam Adams,"$82,787"
579,580,580,Ernie Vossler,"$74,229"
580,581,581,Paul Haley II,"$73,006"
581,582,582,Joe Affrunti,"$68,452"
582,583,583,Richie Karl,"$61,566"
583,584,584,Eric Meierdierks,"$58,029"
584,585,585,Bill Johnston,"$50,707"
585,586,586,Patrick Moore,"$34,859"
586,587,587,Dick Hart,"$34,739"
587,588,588,Laurie Hammer,"$25,992"
588,589,589,Al Johnston,"$24,099"
