,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
34,35,35,Ian Poulter,16,7.91,"$1,723,463","$21,793,826"
35,36,36,D.A. Points,28,7.8,"$2,658,886","$34,069,826"
36,37,37,Nick Watney,26,7.49,"$2,477,639","$33,079,826"
37,38,38,Jimmy Walker,24,7.34,"$2,117,570","$28,843,826"
38,39,39,Woody Austin,8,7.28,"$568,800","$7,817,000"
39,40,40,Harris English,26,7.07,"$2,201,166","$31,135,826"
40,41,41,Jonas Blixt,24,6.97,"$2,027,517","$29,089,826"
41,42,42,John Merrick,23,6.87,"$1,969,478","$28,655,000"
42,43,43,Patrick Reed,26,6.8,"$1,961,519","$28,854,000"
43,T44,T44,Ángel Cabrera,21,6.79,"$1,791,182","$26,383,826"
44,T44,T44,Peter Lonard,1,6.79,"$36,666","$540,000"
45,T44,T44,Paul Stankowski,1,6.79,"$36,666","$540,000"
46,47,47,Martin Laird,21,6.67,"$1,755,393","$26,329,826"
47,48,48,Eduardo De La Riva,1,6.59,"$95,043","$1,442,826"
48,49,49,Russell Henley,24,6.56,"$2,008,025","$30,625,826"
49,50,50,Gary Woodland,26,6.47,"$1,915,731","$29,597,000"
50,51,51,Roberto Castro,29,6.46,"$2,154,897","$33,359,000"
51,52,52,David Lingmerth,23,6.44,"$1,748,109","$27,149,000"
52,53,53,Bubba Watson,21,6.37,"$1,759,275","$27,607,826"
53,54,54,Rickie Fowler,22,6.31,"$1,816,741","$28,777,826"
54,T55,T55,Matt Jones,24,6.27,"$1,724,706","$27,509,000"
55,T55,T55,Chris Kirk,24,6.27,"$1,728,616","$27,581,000"
56,57,57,Charles Howell III,26,6.13,"$1,877,389","$30,617,000"
57,58,58,Michael Thompson,22,6.1,"$1,707,637","$27,991,826"
58,59,59,Mathew Goggin,1,6.01,"$86,579","$1,440,000"
59,60,60,Scott Piercy,24,5.95,"$1,830,084","$30,757,826"
60,T61,T61,David Lynn,22,5.81,"$1,633,253","$28,087,826"
61,T61,T61,Ryan Palmer,22,5.81,"$1,521,592","$26,195,000"
62,63,63,Charley Hoffman,23,5.76,"$1,582,423","$27,473,000"
63,64,64,Kevin Chappell,24,5.63,"$1,589,838","$28,247,000"
64,65,65,Sangmoon Bae,26,5.6,"$1,714,640","$30,629,000"
65,66,66,Derek Ernst,21,5.47,"$1,330,856","$24,311,000"
66,67,67,Chris Stroud,26,5.43,"$1,602,121","$29,489,000"
67,68,68,Tim Clark,20,5.37,"$1,355,952","$25,237,826"
68,69,69,Steve Wheatcroft,1,5.33,"$59,520","$1,116,000"
69,70,70,Brendon de Jonge,30,5.28,"$1,795,244","$34,007,000"
70,71,71,Ryan Moore,22,5.27,"$1,490,265","$28,255,826"
71,72,72,Marc Leishman,23,5.24,"$1,491,358","$28,435,826"
72,73,73,Gonzalo Fernandez-Castaño,12,5.23,"$858,653","$16,423,826"
73,74,74,Brendon Todd,10,5.15,"$473,219","$9,180,000"
74,75,75,Ken Duke,28,5.14,"$1,722,582","$33,493,826"
75,76,76,Kyle Stanley,24,5.13,"$1,462,943","$28,489,826"
76,77,77,Scott Stallings,27,5.07,"$1,622,627","$32,017,826"
77,78,78,Freddie Jacobson,19,5.01,"$1,236,721","$24,679,826"
78,79,79,Brian Gay,24,4.91,"$1,426,017","$29,033,000"
79,80,80,Richard Sterne,7,4.9,"$483,757","$9,871,826"
80,81,81,Josh Teater,24,4.81,"$1,332,652","$27,691,826"
81,82,82,Ernie Els,19,4.7,"$1,173,761","$24,991,826"
82,83,83,Thorbjørn Olesen,11,4.63,"$713,300","$15,397,826"
83,84,84,Marc Warren,2,4.6,"$132,785","$2,887,826"
84,85,85,Kevin Stadler,25,4.59,"$1,281,176","$27,941,000"
85,86,86,John Huh,28,4.5,"$1,529,482","$34,003,826"
86,87,87,Chris Wood,5,4.47,"$330,585","$7,387,826"
87,88,88,Rory Sabbatini,27,4.46,"$1,327,822","$29,754,000"
88,89,89,Mark Wilson,19,4.44,"$913,729","$20,580,000"
89,90,90,John Rollins,24,4.43,"$1,164,049","$26,280,000"
90,91,91,Daniel Summerhays,26,4.35,"$1,277,886","$29,358,000"
91,92,92,Jeff Maggert,21,4.33,"$1,022,330","$23,616,000"
92,93,93,Jason Kokrak,25,4.32,"$1,267,524","$29,363,000"
93,T94,T94,Ken Looper,2,4.26,"$73,530","$1,728,000"
94,T94,T94,Danny Willett,2,4.26,"$123,043","$2,887,826"
95,96,96,Fred Couples,4,4.21,"$218,398","$5,186,826"
96,97,97,Billy Andrade,3,4.19,"$114,000","$2,718,000"
97,T98,T98,Morten Orum Madsen,1,4.18,"$60,183","$1,440,000"
98,T98,T98,John Parry,1,4.18,"$60,183","$1,440,000"
99,100,100,Scott Brown,21,4.13,"$1,012,142","$24,487,826"
100,101,101,Robert Garrigus,22,4.11,"$1,132,355","$27,541,826"
101,102,102,Morgan Hoffmann,20,3.97,"$871,003","$21,924,000"
102,103,103,Stewart Cink,22,3.96,"$1,052,711","$26,611,826"
103,104,104,Steven Tiley,1,3.94,"$56,873","$1,442,826"
104,105,105,Martin Kaymer,17,3.93,"$882,936","$22,453,826"
105,T106,T106,David Hearn,26,3.89,"$1,171,514","$30,137,000"
106,T106,T106,Bernhard Langer,1,3.89,"$56,040","$1,440,000"
107,108,108,Pat Perez,22,3.87,"$974,800","$25,218,000"
108,109,109,Geoff Ogilvy,19,3.86,"$892,920","$23,143,826"
109,110,110,Cameron Beckman,8,3.83,"$276,805","$7,218,000"
110,111,111,Brian Davis,28,3.81,"$1,221,523","$32,024,826"
111,112,112,D.H. Lee,22,3.8,"$882,792","$23,256,000"
112,113,113,Bob Estes,18,3.78,"$769,717","$20,340,000"
113,114,114,Matt Every,28,3.75,"$1,188,867","$31,721,000"
114,115,115,Rafa Cabrera Bello,5,3.73,"$262,967","$7,057,826"
115,T116,T116,Glen Day,6,3.68,"$186,609","$5,076,000"
116,T116,T116,Brian Stuard,25,3.68,"$1,032,027","$28,062,000"
117,118,118,David Toms,16,3.53,"$646,161","$18,281,000"
118,T119,T119,Kyle Reifers,4,3.51,"$128,400","$3,654,000"
119,T119,T119,Cameron Tringale,24,3.51,"$971,208","$27,648,000"
120,121,121,John Peterson,6,3.44,"$259,679","$7,542,000"
121,122,122,Ben Crane,21,3.43,"$796,947","$23,202,000"
122,123,123,Richard Lee,24,3.41,"$920,835","$27,018,000"
123,124,124,K.J. Choi,24,3.4,"$973,751","$28,651,826"
124,125,125,Marcel Siem,9,3.39,"$402,106","$11,845,826"
125,T126,T126,Brendan Steele,26,3.38,"$1,004,160","$29,718,000"
126,T126,T126,Bo Van Pelt,22,3.38,"$956,629","$28,285,826"
127,T128,T128,Padraig Harrington,17,3.37,"$711,244","$21,097,826"
128,T128,T128,Peter Uihlein,4,3.37,"$121,625","$3,605,000"
129,130,130,Nicolas Colsaerts,17,3.34,"$720,163","$21,571,826"
130,131,131,Jerry Kelly,22,3.33,"$832,407","$24,984,000"
131,132,132,Charlie Beljan,24,3.3,"$916,228","$27,785,000"
132,133,133,"Ted Potter, Jr.",22,3.29,"$829,770","$25,188,000"
133,134,134,Stephen Gallacher,5,3.28,"$242,017","$7,387,826"
134,135,135,Mike Hendry,1,3.25,"$48,750","$1,500,000"
135,T136,T136,James Driscoll,23,3.24,"$821,101","$25,326,000"
136,T136,T136,William McGirt,24,3.24,"$867,384","$26,766,000"
137,T136,T136,Francesco Molinari,9,3.24,"$423,963","$13,093,826"
138,139,139,Louis Oosthuizen,12,3.23,"$497,407","$15,386,826"
139,140,140,Todd Baek,1,3.22,"$35,960","$1,116,000"
140,141,141,Luke Guthrie,27,3.17,"$991,901","$31,309,826"
141,T142,T142,Peter Hanson,15,3.13,"$610,177","$19,519,826"
142,T142,T142,Shane Lowry,9,3.13,"$345,550","$11,053,826"
143,T142,T142,Andres Romero,21,3.13,"$718,506","$22,986,000"
144,145,145,Nick O'Hern,10,3.1,"$282,464","$9,108,000"
145,146,146,Steven Bowditch,22,3.09,"$697,774","$22,572,000"
146,147,147,Bryce Molder,24,3.06,"$816,922","$26,730,000"
147,148,148,James Hahn,26,3.03,"$853,507","$28,152,000"
148,149,149,Scott Jamieson,3,3.0,"$131,500","$4,387,826"
149,T150,T150,Retief Goosen,9,2.96,"$315,701","$10,674,000"
150,T150,T150,Paul Lawrie,7,2.96,"$304,369","$10,267,826"
151,152,152,Nicholas Thompson,29,2.95,"$959,434","$32,472,000"
152,153,153,Johnson Wagner,24,2.94,"$801,955","$27,260,826"
153,154,154,Martin Flores,25,2.93,"$805,596","$27,450,000"
154,155,155,Jason Bohn,23,2.92,"$739,030","$25,344,000"
155,156,156,Brian Harman,29,2.91,"$909,759","$31,284,000"
156,157,157,Russell Knox,11,2.89,"$305,973","$10,602,000"
157,158,158,Camilo Villegas,23,2.84,"$709,676","$24,950,826"
158,159,159,Jeff Overton,24,2.78,"$721,722","$25,938,000"
159,160,160,Daniel Popovic,1,2.75,"$41,250","$1,500,000"
160,T161,T161,Kiradech Aphibarnrat,3,2.74,"$120,250","$4,387,826"
161,T161,T161,Justin Hicks,25,2.74,"$732,741","$26,748,000"
162,163,163,Lucas Glover,23,2.73,"$747,812","$27,367,826"
163,164,164,Oliver Fisher,1,2.72,"$39,250","$1,442,826"
164,165,165,Patrick Cantlay,7,2.7,"$195,411","$7,236,000"
165,166,166,Aaron Baddeley,24,2.69,"$721,023","$26,766,000"
166,167,167,Alex Noren,5,2.64,"$184,000","$6,967,826"
167,168,168,J.J. Henry,26,2.6,"$761,861","$29,279,000"
168,169,169,Charlie Wi,23,2.59,"$656,671","$25,398,000"
169,170,170,Chez Reavie,22,2.55,"$590,925","$23,202,000"
170,T171,T171,Jim Herman,19,2.54,"$490,756","$19,296,000"
171,T171,T171,Justin Leonard,24,2.54,"$694,138","$27,380,826"
172,173,173,Jonathan Byrd,16,2.53,"$428,965","$16,938,000"
173,174,174,Carl Pettersson,24,2.51,"$738,143","$29,425,826"
174,T175,T175,Fabián Gómez,23,2.46,"$586,942","$23,886,000"
175,T175,T175,Vaughn Taylor,16,2.46,"$399,285","$16,200,000"
176,177,177,Erik Compton,24,2.42,"$651,659","$26,910,000"
177,178,178,Justin Bolli,23,2.34,"$545,187","$23,346,000"
178,179,179,Marcus Fraser,6,2.33,"$183,330","$7,867,826"
179,T180,T180,Greg Chalmers,25,2.31,"$632,282","$27,396,000"
180,T180,T180,Robert Karlsson,18,2.31,"$444,238","$19,262,826"
181,T180,T180,Shawn Stefani,21,2.31,"$511,398","$22,140,000"
182,183,183,Bill Lunde,10,2.23,"$206,710","$9,288,000"
183,184,184,John Senden,25,2.19,"$667,026","$30,403,826"
184,185,185,George McNeill,21,2.14,"$500,798","$23,352,000"
185,186,186,Jamie Donaldson,10,2.11,"$284,946","$13,507,826"
186,187,187,Dicky Pride,23,2.06,"$495,390","$24,030,000"
187,188,188,Peter Tomasulo,10,2.05,"$218,240","$10,638,000"
188,189,189,Scott Langley,27,2.04,"$590,684","$29,016,000"
189,190,190,Richie Ramsay,4,2.02,"$119,077","$5,887,826"
190,191,191,Bio Kim,1,2.01,"$28,961","$1,440,000"
191,T192,T192,Stuart Appleby,25,2.0,"$538,332","$26,856,000"
192,T192,T192,Darren Clarke,3,2.0,"$86,717","$4,327,826"
193,T192,T192,Jeremiah Wooding,1,2.0,"$23,760","$1,188,000"
194,195,195,Ricky Barnes,26,1.99,"$553,878","$27,810,000"
195,196,196,Ross Fisher,15,1.97,"$311,168","$15,786,000"
196,197,197,Chad Campbell,25,1.95,"$510,660","$26,172,000"
197,198,198,Matteo Manassero,9,1.93,"$242,684","$12,553,826"
198,199,199,Davis Love III,15,1.92,"$303,469","$15,845,000"
199,200,200,Branden Grace,12,1.91,"$313,759","$16,405,826"
200,T201,T201,Russ Cochran,1,1.89,"$19,068","$1,008,000"
201,T201,T201,George Coetzee,11,1.89,"$267,760","$14,131,826"
202,T203,T203,Brad Fritsch,24,1.85,"$452,184","$24,390,000"
203,T203,T203,Edward Loar,2,1.85,"$47,246","$2,556,000"
204,205,205,D.J. Trahan,16,1.82,"$284,249","$15,588,000"
205,T206,T206,Paul Casey,7,1.81,"$147,612","$8,165,000"
206,T206,T206,Henrik Norlander,22,1.81,"$401,957","$22,230,000"
207,208,208,Thongchai Jaidee,4,1.79,"$104,125","$5,827,826"
208,209,209,Robert Streb,25,1.78,"$454,871","$25,614,000"
209,T210,T210,Tim Herron,15,1.76,"$302,570","$17,154,000"
210,T210,T210,Ryo Ishikawa,23,1.76,"$424,540","$24,125,000"
211,T210,T210,Tag Ridings,24,1.76,"$428,922","$24,426,000"
212,213,213,Tim Petrovic,12,1.74,"$196,564","$11,286,000"
213,T214,T214,Jeff Klauk,8,1.73,"$149,829","$8,640,000"
214,T214,T214,Kelly Kraft,2,1.73,"$39,538","$2,286,000"
215,216,216,Blayne Barber,3,1.72,"$52,110","$3,024,000"
216,T217,T217,Mark Brown,1,1.71,"$24,641","$1,442,826"
217,T217,T217,Shingo Katayama,1,1.71,"$24,641","$1,442,826"
218,T219,T219,Bud Cauley,24,1.69,"$443,698","$26,264,826"
219,T219,T219,Greg Owen,24,1.69,"$442,198","$26,154,000"
220,221,221,Kevin Sutherland,13,1.65,"$223,098","$13,536,000"
221,T222,T222,Chris DiMarco,11,1.64,"$175,555","$10,710,000"
222,T222,T222,Ben Kohles,25,1.64,"$419,416","$25,542,000"
223,224,224,Tommy Gainey,28,1.63,"$520,479","$31,931,000"
224,225,225,Ben Curtis,20,1.6,"$372,543","$23,323,826"
225,226,226,Bobby Gates,20,1.59,"$320,248","$20,196,000"
226,227,227,Steve LeBrun,21,1.58,"$337,156","$21,330,000"
227,228,228,Brandt Jobe,19,1.57,"$309,105","$19,638,000"
228,229,229,Scott Harrington,1,1.54,"$18,295","$1,188,000"
229,230,230,Kenny Perry,3,1.52,"$52,616","$3,456,000"
230,231,231,Thomas Bjørn,4,1.5,"$87,170","$5,827,826"
231,232,232,Casey Wittenberg,27,1.48,"$425,394","$28,764,000"
232,233,233,John Kimbell,1,1.47,"$12,162","$828,000"
233,T234,T234,David Frost,1,1.46,"$16,864","$1,152,000"
234,T234,T234,Seung-Yul Noh,25,1.46,"$391,762","$26,802,000"
235,T234,T234,Andre Stolz,1,1.46,"$7,905","$540,000"
236,237,237,Satoshi Kodaira,2,1.45,"$42,800","$2,942,826"
237,238,238,Tom Gillis,22,1.44,"$345,325","$23,922,000"
238,T239,T239,Trevor Immelman,24,1.42,"$360,548","$25,362,000"
239,T239,T239,Toru Taniguchi,2,1.42,"$41,750","$2,942,826"
240,241,241,Doug LaBelle II,23,1.4,"$338,920","$24,210,000"
241,242,242,Vijay Singh,19,1.38,"$309,351","$22,489,826"
242,243,243,Mikko Ilonen,3,1.37,"$60,052","$4,387,826"
243,244,244,Steve Flesch,6,1.36,"$76,654","$5,634,000"
244,T245,T245,Matt Weibring,1,1.35,"$19,406","$1,440,000"
245,T245,T245,Dean Wilson,2,1.35,"$20,836","$1,548,000"
246,T247,T247,Grégory Bourdy,1,1.32,"$19,085","$1,442,826"
247,T247,T247,Cameron Percy,21,1.32,"$277,335","$20,988,000"
248,T249,T249,Peter Hedblom,1,1.31,"$18,926","$1,440,000"
249,T249,T249,David Howell,1,1.31,"$18,926","$1,440,000"
250,T249,T249,Nate Smith,1,1.31,"$15,828","$1,206,000"
251,252,252,Sam Saunders,1,1.3,"$15,184","$1,170,000"
252,T253,T253,Kevin Na,8,1.28,"$110,864","$8,640,000"
253,T253,T253,Gareth Wright,1,1.28,"$18,397","$1,442,826"
254,T255,T255,Mark Anderson,1,1.27,"$12,824","$1,008,000"
255,T255,T255,Roger Sloan,1,1.27,"$12,805","$1,008,000"
256,T255,T255,Hideto Tanihara,1,1.27,"$12,824","$1,008,000"
257,258,258,Skip Kendall,2,1.26,"$13,590","$1,080,000"
258,T259,T259,Shiv Kapur,1,1.24,"$17,863","$1,442,826"
259,T259,T259,K.T. Kim,1,1.24,"$17,863","$1,442,826"
260,T261,T261,Marco Dawson,1,1.23,"$6,630","$540,000"
261,T261,T261,Kent Jones,1,1.23,"$6,630","$540,000"
262,T263,T263,Chris Riley,3,1.22,"$27,520","$2,250,000"
263,T263,T263,Sebastián Vázquez,1,1.22,"$7,700","$630,000"
264,T265,T265,Nathan Green,9,1.21,"$97,753","$8,064,000"
265,T265,T265,Sandy Lyle,2,1.21,"$34,962","$2,882,826"
266,T267,T267,Matt Bettencourt,9,1.2,"$101,687","$8,496,000"
267,T267,T267,Peter Senior,1,1.2,"$17,252","$1,442,826"
268,269,269,Marc Turnesa,2,1.19,"$12,900","$1,080,000"
269,T270,T270,Steven Alker,2,1.18,"$28,961","$2,448,000"
270,T270,T270,Y.E. Yang,19,1.18,"$259,117","$22,003,826"
271,272,272,Simon Khan,1,1.17,"$16,844","$1,440,000"
272,273,273,Thaworn Wiratchant,3,1.15,"$50,600","$4,382,826"
273,T274,T274,Kevin Kisner,1,1.14,"$6,180","$540,000"
274,T274,T274,Aaron Watkins,19,1.14,"$217,495","$19,080,000"
275,276,276,David Branshaw,1,1.13,"$12,444","$1,098,000"
276,277,277,Steve Marino,12,1.12,"$148,873","$13,338,000"
277,T278,T278,Sean O'Hair,22,1.11,"$268,614","$24,138,000"
278,T278,T278,Heath Slocum,9,1.11,"$90,796","$8,154,000"
279,280,280,David Mathis,24,1.1,"$274,476","$25,002,000"
280,281,281,John Mallinger,12,1.09,"$137,298","$12,564,000"
281,T282,T282,Andrew Johnson,1,1.08,"$5,850","$540,000"
282,T282,T282,Luke List,24,1.08,"$264,400","$24,426,000"
283,284,284,Andres Gonzales,17,1.07,"$179,387","$16,758,000"
284,285,285,Rafael Campos,1,1.06,"$6,650","$630,000"
285,286,286,Michael Block,1,1.04,"$12,342","$1,188,000"
286,T287,T287,Joe Affrunti,5,1.01,"$49,614","$4,914,000"
287,T287,T287,Brett Rumford,3,1.01,"$44,250","$4,387,826"
288,T289,T289,Jon Curran,3,0.97,"$28,350","$2,916,000"
289,T289,T289,Troy Matteson,24,0.97,"$245,090","$25,146,000"
290,T289,T289,Duffy Waldorf,3,0.97,"$28,657","$2,952,000"
291,T292,T292,Stephen Ames,19,0.95,"$188,987","$19,980,000"
292,T292,T292,Bart Bryant,2,0.95,"$19,068","$2,016,000"
293,T292,T292,Jaco Van Zyl,3,0.95,"$41,500","$4,385,000"
294,295,295,Scott Gardiner,23,0.94,"$219,644","$23,256,000"
295,T296,T296,Ryan Blaum,3,0.92,"$20,416","$2,214,000"
296,T296,T296,Billy Mayfair,14,0.92,"$123,859","$13,536,000"
297,T296,T296,Darron Stiles,20,0.92,"$184,866","$20,034,000"
298,299,299,Hank Kuehne,5,0.86,"$48,046","$5,616,000"
299,T300,T300,Will Claxton,24,0.83,"$206,722","$25,002,000"
300,T300,T300,Mike Weir,22,0.83,"$194,510","$23,472,000"
301,302,302,Robert Gamez,3,0.81,"$17,880","$2,196,000"
302,303,303,Robert Allenby,24,0.8,"$204,272","$25,524,000"
303,304,304,Tom Lehman,2,0.77,"$20,077","$2,594,826"
304,T305,T305,Gary Christian,10,0.76,"$75,332","$9,936,000"
305,T305,T305,Hunter Haas,5,0.76,"$42,929","$5,670,000"
306,T305,T305,Chris Williams,5,0.76,"$39,304","$5,202,000"
307,308,308,Alexandre Rocha,3,0.71,"$21,254","$3,006,000"
308,309,309,Rod Pampling,16,0.7,"$110,451","$15,858,000"
309,T310,T310,Jin Park,20,0.69,"$136,457","$19,908,000"
310,T310,T310,Alistair Presnell,23,0.69,"$163,134","$23,544,000"
311,T312,T312,Colt Knost,25,0.68,"$176,710","$26,154,000"
312,T312,T312,José María Olazábal,2,0.68,"$19,480","$2,880,000"
313,314,314,Bernd Wiesberger,2,0.66,"$19,085","$2,887,826"
314,315,315,Joey Snyder III,15,0.64,"$98,886","$15,426,000"
315,316,316,Hiroyuki Fujita,5,0.63,"$46,000","$7,267,826"
316,317,317,Lee Williams,22,0.6,"$133,755","$22,140,000"
317,318,318,Ted Purdy,3,0.56,"$12,797","$2,286,000"
318,T319,T319,Neal Lancaster,6,0.55,"$36,978","$6,678,000"
319,T319,T319,"Wes Short, Jr.",15,0.55,"$82,855","$15,174,000"
320,321,321,Tom Watson,4,0.53,"$28,980","$5,461,826"
321,T322,T322,Joe Durant,7,0.52,"$32,290","$6,228,000"
322,T322,T322,Brooks Koepka,2,0.52,"$14,950","$2,887,826"
323,324,324,Brad Adamonis,2,0.51,"$11,340","$2,232,000"
324,T325,T325,Ryuji Imada,7,0.5,"$30,820","$6,120,000"
325,T325,T325,Mark O'Meara,3,0.5,"$20,077","$3,998,826"
326,327,327,Todd Hamilton,4,0.45,"$17,863","$3,980,826"
327,328,328,Scott Verplank,14,0.43,"$62,905","$14,490,000"
328,329,329,Andrew Svoboda,18,0.42,"$77,219","$18,198,000"
329,330,330,Paul Haley II,18,0.41,"$73,005","$17,874,000"
330,331,331,Michael Bradley,21,0.38,"$79,107","$21,060,000"
331,T332,T332,Thomas Aiken,2,0.36,"$7,104","$1,982,826"
332,T332,T332,Jesper Parnevik,13,0.36,"$49,241","$13,536,000"
333,334,334,Joe Ogilvie,15,0.35,"$54,173","$15,678,000"
334,335,335,John Daly,12,0.34,"$43,543","$12,672,000"
335,336,336,Rod Perry,3,0.33,"$11,656","$3,551,000"
336,337,337,Jeff Gove,17,0.32,"$53,400","$16,758,000"
337,T338,T338,Arjun Atwal,8,0.31,"$22,122","$7,146,000"
338,T338,T338,Troy Kelly,10,0.31,"$32,350","$10,512,000"
339,T338,T338,Eric Meierdierks,19,0.31,"$58,028","$18,864,000"
340,T341,T341,Zack Fischer,4,0.27,"$13,601","$4,950,000"
341,T341,T341,J.B. Holmes,5,0.27,"$15,184","$5,652,000"
342,T341,T341,Michael Letzig,17,0.27,"$45,626","$16,758,000"
343,344,344,Frank Lickliter II,3,0.26,"$5,730","$2,178,000"
344,345,345,Lee Janzen,11,0.24,"$25,482","$10,674,000"
345,T346,T346,David Duval,8,0.08,"$6,210","$7,832,826"
346,T346,T346,Scott McCarron,8,0.08,"$6,060","$7,902,000"
