,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
237,238,238,José María Olazábal,2,"$19,480",
238,T239,T239,Bart Bryant,2,"$19,068",
239,T239,T239,Russ Cochran,1,"$19,068",
240,241,241,Robert Gamez,3,"$17,880",
241,242,242,Todd Hamilton,4,"$17,864",
242,243,243,David Frost,1,"$16,864",
243,244,244,J.B. Holmes,5,"$15,184",
244,245,245,Skip Kendall,2,"$13,590",
245,246,246,Marc Turnesa,2,"$12,900",
246,247,247,Ted Purdy,3,"$12,797",
247,248,248,Andre Stolz,1,"$7,905",
248,T249,T249,Marco Dawson,1,"$6,630",
249,T249,T249,Kent Jones,1,"$6,630",
250,251,251,David Duval,8,"$6,210",
251,252,252,Scott McCarron,8,"$6,060",
252,253,253,Frank Lickliter II,3,"$5,730",
