,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
82,T82,T82,Spike McRoy,69,66.33,800,1206,-0.23
83,84,84,Steve Allan,93,66.24,1085,1638,-0.3
84,85,85,Davis Love III,92,66.2,989,1494,-0.3
85,86,86,Kirk Triplett,84,66.1,940,1422,-0.29
86,87,87,Tom Byrum,77,66.09,916,1386,-0.22
87,88,88,Mark Calcavecchia,84,66.07,892,1350,-0.29
88,89,89,Craig Stadler,72,66.01,808,1224,-0.28
89,90,90,Boo Weekley,57,65.98,677,1026,-0.24
90,91,91,Bob Burns,99,65.91,1139,1728,-0.26
91,92,92,Per-Ulrik Johansson,87,65.9,1032,1566,-0.27
92,93,93,Brian Bateman,94,65.75,1077,1638,-0.25
93,94,94,Len Mattiace,106,65.74,1207,1836,-0.25
94,95,95,Hal Sutton,74,65.73,840,1278,-0.19
95,96,96,Robin Freeman,79,65.7,887,1350,-0.25
96,T97,T97,Stuart Appleby,97,65.68,1064,1620,-0.32
97,T97,T97,Grant Waite,98,65.68,1135,1728,-0.24
98,99,99,Michael Clark II,97,65.67,1123,1710,-0.24
99,100,100,David Duval,78,65.65,839,1278,-0.33
100,101,101,Jay Williamson,91,65.63,1075,1638,-0.26
101,102,102,Brian Henninger,66,65.57,779,1188,-0.26
102,T103,T103,Brandel Chamblee,85,65.54,991,1512,-0.25
103,T103,T103,Mathew Goggin,64,65.54,755,1152,-0.27
104,105,105,Duffy Waldorf,90,65.53,979,1494,-0.3
105,T106,T106,K.J. Choi,93,65.52,1026,1566,-0.29
106,T106,T106,Tripp Isenhour,68,65.52,802,1224,-0.27
107,108,108,Russ Cochran,68,65.42,789,1206,-0.23
108,109,109,Tim Herron,102,65.38,1165,1782,-0.28
109,110,110,Scott Dunlap,74,65.28,846,1296,-0.2
110,111,111,Jonathan Kaye,83,65.26,928,1422,-0.26
111,112,112,Paul Gow,99,65.22,1127,1728,-0.24
112,113,113,Olin Browne,107,65.12,1219,1872,-0.27
113,114,114,Chris Riley,104,65.1,1125,1728,-0.31
114,T115,T115,Scott Hoch,71,65.07,773,1188,-0.27
115,T115,T115,Frank Nobilo,94,65.07,1101,1692,-0.26
116,117,117,Heath Slocum,96,65.04,1077,1656,-0.24
117,118,118,Dennis Paulson,89,65.01,1018,1566,-0.27
118,119,119,Jason Hill,59,64.88,689,1062,-0.22
119,120,120,Tom Scherrer,98,64.85,1109,1710,-0.25
120,T121,T121,Kent Jones,105,64.78,1201,1854,-0.27
121,T121,T121,Rod Pampling,98,64.78,1096,1692,-0.3
122,T123,T123,Carl Paulson,84,64.7,955,1476,-0.27
123,T123,T123,Tom Pernice Jr.,101,64.7,1153,1782,-0.27
124,125,125,Esteban Toledo,106,64.68,1141,1764,-0.25
125,126,126,Jesper Parnevik,85,64.65,931,1440,-0.26
126,127,127,Fred Couples,64,64.63,698,1080,-0.31
127,128,128,Bo Van Pelt,78,64.6,907,1404,-0.27
128,129,129,Brian Gay,117,64.59,1337,2070,-0.28
129,130,130,Sergio Garcia,79,64.54,790,1224,-0.3
130,131,131,Mike Sposa,111,64.53,1266,1962,-0.23
131,132,132,Harrison Frazar,88,64.52,1022,1584,-0.28
132,133,133,Tommy Armour III,82,64.47,940,1458,-0.24
133,134,134,Nick Price,69,64.43,719,1116,-0.29
134,135,135,Ernie Els,68,64.37,672,1044,-0.29
135,136,136,Jonathan Byrd,96,64.34,1077,1674,-0.33
136,137,137,Neal Lancaster,101,64.32,1123,1746,-0.25
137,138,138,Matt Kuchar,82,64.31,926,1440,-0.25
138,139,139,Brett Wetterich,89,64.3,1007,1566,-0.26
139,140,140,Jay Don Blake,107,64.29,1215,1890,-0.27
140,141,141,Jeff Maggert,83,64.28,914,1422,-0.23
141,142,142,Mark O'Meara,68,64.16,716,1116,-0.25
142,143,143,Paul Claxton,83,64.12,958,1494,-0.24
143,144,144,J.P. Hayes,78,64.04,876,1368,-0.29
144,145,145,Brad Lardon,59,64.03,680,1062,-0.2
145,146,146,Bernhard Langer,55,64.0,576,900,-0.24
146,147,147,Geoff Ogilvy,90,63.95,990,1548,-0.31
147,148,148,Shigeki Maruyama,87,63.92,955,1494,-0.29
148,T149,T149,Billy Andrade,100,63.89,1081,1692,-0.31
149,T149,T149,Jess Daley,76,63.89,874,1368,-0.24
150,T149,T149,Steve Jones,71,63.89,736,1152,-0.24
151,152,152,Paul Goydos,66,63.8,758,1188,-0.26
152,153,153,Brad Elder,76,63.74,849,1332,-0.27
153,154,154,Brad Faxon,93,63.72,952,1494,-0.29
154,155,155,Stephen Gangluff,75,63.7,860,1350,-0.27
155,156,156,Jay Haas,83,63.64,905,1422,-0.28
156,157,157,Bryce Molder,65,63.58,721,1134,-0.3
157,T158,T158,Jim Carter,98,63.53,1075,1692,-0.25
158,T158,T158,Brenden Pappas,62,63.53,709,1116,-0.23
159,160,160,Andrew Magee,91,63.45,1005,1584,-0.27
160,161,161,Skip Kendall,103,63.42,1153,1818,-0.28
161,162,162,Matt Gogel,79,63.3,866,1368,-0.26
162,163,163,Greg Chalmers,94,63.25,1036,1638,-0.31
163,164,164,Tommy Tolles,64,63.19,728,1152,-0.28
164,T165,T165,Edward Fryatt,94,63.04,1044,1656,-0.25
165,T165,T165,Paul Stankowski,100,63.04,1112,1764,-0.29
166,167,167,David Morland IV,58,63.03,658,1044,-0.26
167,168,168,Brett Quigley,93,62.98,1043,1656,-0.27
168,169,169,Greg Kraft,86,62.9,951,1512,-0.26
169,170,170,Mark Brooks,97,62.78,1051,1674,-0.24
170,171,171,Ben Crane,91,62.73,1005,1602,-0.33
171,172,172,Garrett Willis,80,62.68,880,1404,-0.26
172,173,173,Steve Elkington,82,62.67,846,1350,-0.26
173,174,174,David Frost,90,62.65,1015,1620,-0.26
174,T175,T175,Gary Nicklaus,66,62.63,744,1188,-0.19
175,T175,T175,Lee Porter,91,62.63,992,1584,-0.23
176,177,177,Franklin Langham,72,62.56,777,1242,-0.23
177,178,178,Miguel Angel Jiménez,60,62.5,630,1008,-0.25
178,179,179,Robert Damron,85,62.4,921,1476,-0.27
179,180,180,Woody Austin,102,62.29,1110,1782,-0.24
180,181,181,Fulton Allem,64,62.17,705,1134,-0.18
181,182,182,Pete Jordan,78,62.11,872,1404,-0.21
182,183,183,Steve Stricker,68,62.05,659,1062,-0.3
183,184,184,Michael Muehr,73,61.97,792,1278,-0.23
184,185,185,Paul Azinger,69,61.9,702,1134,-0.27
185,186,186,Craig Perks,91,61.85,924,1494,-0.25
186,187,187,Pat Perez,89,61.81,968,1566,-0.3
187,188,188,Deane Pappas,90,61.3,960,1566,-0.28
188,189,189,Brian Watts,58,61.21,595,972,-0.23
189,190,190,Jerry Smith,91,61.11,957,1566,-0.23
190,191,191,José María Olazábal,71,60.93,680,1116,-0.28
191,192,192,Michael Allen,76,60.81,810,1332,-0.24
192,193,193,Mike Hulbert,55,60.69,579,954,-0.24
193,194,194,Richard Zokol,53,60.46,555,918,-0.2
194,195,195,John Daly,62,60.36,641,1062,-0.32
195,196,196,Corey Pavin,78,60.19,780,1296,-0.27
196,197,197,Scott Simpson,61,59.93,658,1098,-0.21
197,198,198,José Coceres,51,59.86,528,882,-0.25
198,199,199,Kaname Yokoo,74,59.8,775,1296,-0.27
199,200,200,Joe Ogilvie,50,59.56,536,900,-0.24
200,201,201,Eduardo Herrera,59,59.42,631,1062,-0.23
201,202,202,Bob Heintz,68,57.03,698,1224,-0.36
