,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
114,T115,T115,Bob Burns,99,+.184
115,T115,T115,José María Olazábal,71,+.184
116,T115,T115,Dicky Pride,51,+.184
117,118,118,David Peoples,105,+.186
118,T119,T119,Robin Freeman,79,+.188
119,T119,T119,Kirk Triplett,84,+.188
120,121,121,Jay Williamson,91,+.190
121,T122,T122,Steve Flesch,110,+.191
122,T122,T122,Chris Riley,104,+.191
123,T122,T122,Joey Sindelar,104,+.191
124,125,125,Steve Elkington,82,+.192
125,T126,T126,David Frost,90,+.194
126,T126,T126,Neal Lancaster,101,+.194
127,128,128,Davis Love III,92,+.196
128,T129,T129,Luke Donald,106,+.200
129,T129,T129,J.P. Hayes,78,+.200
130,T129,T129,Skip Kendall,103,+.200
131,132,132,Geoff Ogilvy,90,+.204
132,133,133,Fred Funk,106,+.207
133,134,134,Tripp Isenhour,68,+.211
134,135,135,Fulton Allem,64,+.214
135,136,136,Paul Gow,99,+.215
136,137,137,Ben Crane,91,+.216
137,138,138,Briny Baird,110,+.220
138,T139,T139,Frank Nobilo,94,+.222
139,T139,T139,Esteban Toledo,106,+.222
140,T139,T139,Bob Tway,103,+.222
141,142,142,Glen Hnatiuk,95,+.225
142,143,143,Bradley Hughes,60,+.226
143,144,144,Jeff Gove,89,+.229
144,145,145,Rocco Mediate,79,+.233
145,146,146,Jess Daley,76,+.234
146,147,147,Paul Stankowski,100,+.235
147,T148,T148,Mathew Goggin,64,+.238
148,T148,T148,Bob Heintz,68,+.238
149,T148,T148,Tom Pernice Jr.,101,+.238
150,151,151,Ernie Els,68,+.241
151,152,152,Bob May,91,+.245
152,T153,T153,Jay Don Blake,107,+.250
153,T153,T153,Joe Durant,87,+.250
154,T153,T153,Dudley Hart,88,+.250
155,T153,T153,Craig Parry,69,+.250
156,T153,T153,Tommy Tolles,64,+.250
157,158,158,Jim Furyk,88,+.261
158,159,159,Miguel Angel Jiménez,60,+.263
159,160,160,Michael Allen,76,+.265
160,161,161,David Gossett,95,+.267
161,162,162,Brandel Chamblee,85,+.268
162,163,163,Brent Geiberger,95,+.269
163,164,164,Greg Chalmers,94,+.273
164,165,165,Paul Azinger,69,+.276
165,166,166,Fred Couples,64,+.280
166,167,167,Blaine McCallister,75,+.286
167,T168,T168,Glen Day,107,+.289
168,T168,T168,Eduardo Herrera,59,+.289
169,170,170,Scott Dunlap,74,+.292
170,171,171,Paul Goydos,66,+.294
171,172,172,Brian Bateman,94,+.295
172,T173,T173,Mike Hulbert,55,+.296
173,T173,T173,Brad Lardon,59,+.296
174,175,175,Stephen Gangluff,75,+.298
175,T176,T176,Kenneth Staton,104,+.306
176,T176,T176,Kevin Sutherland,96,+.306
177,T178,T178,Mark Brooks,97,+.308
178,T178,T178,Matt Gogel,79,+.308
179,T178,T178,Craig Perks,91,+.308
180,181,181,Boo Weekley,57,+.313
181,182,182,John Daly,62,+.316
182,183,183,Steve Lowery,98,+.324
183,184,184,Brett Wetterich,89,+.327
184,T185,T185,Jason Hill,59,+.333
185,T185,T185,Loren Roberts,93,+.333
186,187,187,Nick Price,69,+.346
187,188,188,Tim Clark,76,+.348
188,189,189,Jerry Smith,91,+.362
189,190,190,Bo Van Pelt,78,+.370
190,191,191,Peter Jacobsen,67,+.381
191,192,192,Corey Pavin,78,+.389
192,193,193,Russ Cochran,68,+.390
193,194,194,J.L. Lewis,98,+.391
194,T195,T195,Lee Janzen,101,+.400
195,T195,T195,Michael Muehr,73,+.400
196,197,197,Spike McRoy,69,+.421
197,198,198,José Coceres,51,+.433
198,199,199,Lee Porter,91,+.452
199,200,200,Joe Ogilvie,50,+.619
200,201,201,Jay Haas,83,+.630
201,202,202,Steve Pate,64,+.667
