,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
46,47,47,Jeff Maggert,27,207.7,291652.0,39
47,T48,T48,Jonathan Byrd,32,208.5,623115.0,83
48,T48,T48,Matt Gogel,25,208.5,270217.0,36
49,T50,T50,Charles Howell III,32,208.6,818419.0,109
50,T50,T50,Tom Lehman,22,208.6,270285.0,36
51,52,52,Joey Sindelar,32,209.0,669624.0,89
52,53,53,Paul Gow,35,209.3,693311.0,92
53,54,54,Miguel Angel Jiménez,19,209.6,301884.0,40
54,55,55,Hidemichi Tanaka,31,209.9,551611.0,73
55,56,56,Rich Beem,30,210.0,597305.0,79
56,57,57,Kenneth Staton,36,210.1,771643.0,102
57,58,58,Paul Stankowski,31,210.3,605620.0,80
58,59,59,Kenny Perry,27,210.4,719601.0,95
59,60,60,Scott McCarron,28,210.6,553326.0,73
60,61,61,Davis Love III,26,210.8,584299.0,77
61,62,62,Kent Jones,33,210.9,630145.0,83
62,63,63,Edward Fryatt,34,211.0,592403.0,78
63,64,64,Jeff Sluman,32,211.1,539574.0,71
64,65,65,David Toms,27,211.2,585387.0,77
65,66,66,Vijay Singh,28,211.6,708487.0,93
66,T67,T67,J.L. Lewis,31,211.8,625172.0,82
67,T67,T67,Brenden Pappas,25,211.8,396399.0,52
68,T69,T69,Tommy Armour III,30,212.1,366495.0,48
69,T69,T69,Harrison Frazar,28,212.1,557435.0,73
70,71,71,Steve Jones,24,212.7,283316.0,37
71,72,72,"David Berganio, Jr.",30,213.1,506228.0,66
72,73,73,Paul Azinger,20,213.3,314786.0,41
73,74,74,David Frost,29,213.4,307317.0,40
74,75,75,Michael Long,27,213.8,446492.0,58
75,T76,T76,K.J. Choi,27,214.0,554604.0,72
76,T76,T76,Jerry Smith,33,214.0,431357.0,56
77,78,78,Fred Funk,29,214.2,424077.0,55
78,79,79,Cameron Beckman,26,214.4,401330.0,52
79,80,80,Pat Perez,30,214.5,463406.0,60
80,81,81,Steve Flesch,32,214.7,541076.0,70
81,82,82,Mike Hulbert,20,215.2,232439.0,30
82,83,83,Brent Geiberger,29,215.6,512151.0,66
83,84,84,Rod Pampling,29,215.9,544032.0,70
84,85,85,Kirk Triplett,25,216.2,334712.0,43
85,86,86,Brandel Chamblee,30,217.0,367109.0,47
86,87,87,Geoff Ogilvy,27,217.5,509023.0,65
87,T88,T88,José María Olazábal,20,217.7,211564.0,27
88,T88,T88,David Peoples,30,217.7,462478.0,59
89,90,90,Robin Freeman,27,218.1,471045.0,60
90,91,91,Billy Mayfair,31,218.2,439792.0,56
91,T92,T92,Mark Brooks,32,218.3,345859.0,44
92,T92,T92,Mike Sposa,34,218.3,471458.0,60
93,94,94,Billy Andrade,31,218.4,644820.0,82
94,T95,T95,Brian Bateman,31,218.5,582068.0,74
95,T95,T95,Ben Crane,30,218.5,558531.0,71
96,97,97,Mathew Goggin,20,218.7,496122.0,63
97,T98,T98,Joel Edwards,28,219.0,457339.0,58
98,T98,T98,Kaname Yokoo,28,219.0,449334.0,57
99,100,100,Skip Kendall,31,219.2,394519.0,50
100,101,101,Brad Faxon,25,219.3,363232.0,46
101,T102,T102,Luke Donald,30,219.4,497707.0,63
102,T102,T102,Per-Ulrik Johansson,27,219.4,442357.0,56
103,T104,T104,Robert Damron,28,219.5,521458.0,66
104,T104,T104,Sergio Garcia,21,219.5,450449.0,57
105,106,106,Neal Lancaster,31,219.8,482669.0,61
106,107,107,Greg Kraft,31,220.1,316880.0,40
107,108,108,Tom Scherrer,34,220.2,396427.0,50
108,T109,T109,Russ Cochran,24,220.3,301378.0,38
109,T109,T109,John Huston,26,220.3,570992.0,72
110,111,111,J.P. Hayes,24,220.4,245947.0,31
111,T112,T112,Ian Leggatt,29,220.7,524318.0,66
112,T112,T112,Craig Parry,21,220.7,452803.0,57
113,114,114,Esteban Toledo,32,220.8,357617.0,45
114,T115,T115,Bob Burns,30,221.2,318591.0,40
115,T115,T115,Paul Claxton,29,221.2,414172.0,52
116,T117,T117,Brad Lardon,23,221.4,318791.0,40
117,T117,T117,Carl Paulson,28,221.4,653698.0,82
118,119,119,Jay Williamson,30,221.5,438645.0,55
119,120,120,Peter Lonard,24,221.6,574494.0,72
120,121,121,Notah Begay III,26,221.8,590866.0,74
121,122,122,David Duval,24,222.0,439524.0,55
122,T123,T123,Steve Lowery,28,222.1,543810.0,68
123,T123,T123,Craig Perks,28,222.1,327786.0,41
124,125,125,Mark Calcavecchia,25,222.4,480331.0,60
125,126,126,Matt Kuchar,27,222.5,448503.0,56
126,127,127,Donnie Hammond,17,222.6,264484.0,33
127,128,128,Michael Clark II,33,222.7,577335.0,72
128,129,129,Jeff Brehaut,29,223.1,489995.0,61
129,T130,T130,Brad Elder,26,223.6,370310.0,46
130,T130,T130,Jonathan Kaye,27,223.6,619804.0,77
131,T132,T132,Jim Furyk,25,223.9,346617.0,43
132,T132,T132,David Gossett,29,223.9,572304.0,71
133,T132,T132,Peter Jacobsen,21,223.9,314399.0,39
134,135,135,Gary Nicklaus,26,224.2,282430.0,35
135,T136,T136,John Riegger,29,224.4,452439.0,56
136,T136,T136,Scott Verplank,26,224.4,403908.0,50
137,138,138,Stephen Gangluff,27,224.5,379770.0,47
138,139,139,Jay Haas,24,224.9,283429.0,35
139,140,140,Frank Nobilo,30,225.0,607493.0,75
140,141,141,Shigeki Maruyama,24,225.4,365221.0,45
141,142,142,Tim Herron,30,226.5,481022.0,59
142,143,143,Fulton Allem,26,226.6,318083.0,39
143,144,144,Pat Bates,29,226.8,408242.0,50
144,145,145,Briny Baird,33,227.2,564378.0,69
145,146,146,Craig Barlow,22,227.7,336064.0,41
146,147,147,Stewart Cink,27,227.9,459435.0,56
147,148,148,John Cook,25,228.4,304263.0,37
148,149,149,Glen Day,31,228.7,576215.0,70
149,150,150,Dudley Hart,26,228.8,428407.0,52
150,151,151,Steve Elkington,23,228.9,387290.0,47
151,T152,T152,Joe Durant,28,229.1,338168.0,41
152,T152,T152,John Rollins,34,229.1,767125.0,93
153,154,154,Justin Leonard,26,229.2,437236.0,53
154,155,155,Duffy Waldorf,27,229.3,454039.0,55
155,156,156,Jay Don Blake,34,229.5,520519.0,63
156,157,157,José Coceres,16,229.7,190199.0,23
157,158,158,John Daly,21,230.0,397368.0,48
158,159,159,Ernie Els,18,230.4,439549.0,53
159,160,160,Dicky Pride,16,230.9,282655.0,34
160,T161,T161,Brian Henninger,20,231.0,365904.0,44
161,T161,T161,Steve Stricker,22,231.0,274389.0,33
162,163,163,Bob Estes,26,231.3,299761.0,36
163,164,164,Richard Zokol,20,231.6,208446.0,25
164,165,165,Garrett Willis,29,232.1,501350.0,60
165,166,166,Mark O'Meara,24,232.3,209102.0,25
166,167,167,Dan Forsman,25,232.7,460707.0,55
167,168,168,Chris DiMarco,29,232.9,561663.0,67
168,169,169,Rocco Mediate,23,233.0,411065.0,49
169,170,170,Chad Campbell,34,233.5,546385.0,65
170,171,171,Matt Peterson,27,234.0,379051.0,45
171,T172,T172,Bernhard Langer,16,234.7,228131.0,27
172,T172,T172,Len Mattiace,28,234.7,599951.0,71
173,174,174,Tim Clark,23,235.2,389461.0,46
174,175,175,Glen Hnatiuk,28,235.5,567923.0,67
175,176,176,David Morland IV,21,235.9,356638.0,42
176,T177,T177,Bryce Molder,22,236.3,331807.0,39
177,T177,T177,Tim Petrovic,31,236.3,518816.0,61
178,179,179,Chris Riley,28,236.5,434259.0,51
179,180,180,Tom Pernice Jr.,31,236.6,553562.0,65
180,181,181,Jerry Kelly,29,236.8,528561.0,62
181,182,182,Heath Slocum,32,237.2,230530.0,27
182,183,183,Bob May,30,237.4,495762.0,58
183,184,184,Pete Jordan,30,237.5,265031.0,31
184,185,185,Scott Simpson,25,238.0,197041.0,23
185,186,186,Kevin Sutherland,28,238.7,378096.0,44
186,187,187,Michael Muehr,27,240.4,181720.0,21
187,188,188,Brian Gay,34,241.0,416446.0,48
188,T189,T189,Jim Carter,29,242.9,367279.0,42
189,T189,T189,Scott Dunlap,30,242.9,419718.0,48
190,191,191,Blaine McCallister,27,243.3,297785.0,34
191,192,192,Olin Browne,33,243.4,420559.0,48
192,193,193,Brian Watts,21,243.5,271709.0,31
193,194,194,Nick Price,18,244.6,264122.0,30
194,195,195,Woody Austin,36,247.3,676613.0,76
195,196,196,Loren Roberts,25,247.5,293998.0,33
196,197,197,Tom Byrum,23,247.6,276273.0,31
197,198,198,Steve Pate,21,247.8,267574.0,30
198,199,199,Scott Hoch,21,248.3,339624.0,38
199,200,200,Lee Porter,32,251.7,353423.0,39
200,201,201,Paul Goydos,20,263.1,293567.0,31
201,202,202,Corey Pavin,24,266.7,240073.0,25
