,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
88,T88,T88,Brad Lardon,59,152.3,942751.0,172
89,T88,T88,Chris Smith,103,152.3,1408629.0,257
90,T91,T91,Ben Crane,91,152.4,1289266.0,235
91,T91,T91,Brad Faxon,93,152.4,1212815.0,221
92,T91,T91,Vijay Singh,102,152.4,1486986.0,271
93,T94,T94,Bob Estes,93,152.5,1405431.0,256
94,T94,T94,Shaun Micheel,100,152.5,1597120.0,291
95,T96,T96,Jeff Gove,89,152.7,1599900.0,291
96,T96,T96,Scott McCarron,106,152.7,1412391.0,257
97,T98,T98,Peter Jacobsen,67,152.8,1155198.0,210
98,T98,T98,J.L. Lewis,98,152.8,1418900.0,258
99,T100,T100,Olin Browne,107,152.9,1755985.0,319
100,T100,T100,John Cook,85,152.9,946581.0,172
101,T102,T102,Jay Don Blake,107,153.0,1575768.0,286
102,T102,T102,David Frost,90,153.0,1503710.0,273
103,T104,T104,Paul Goydos,66,153.1,1135654.0,206
104,T104,T104,Steve Lowery,98,153.1,1333601.0,242
105,T104,T104,Kenny Perry,98,153.1,1405090.0,255
106,T104,T104,Kirk Triplett,84,153.1,1063701.0,193
107,T104,T104,Brett Wetterich,89,153.1,1323051.0,240
108,T109,T109,Mathew Goggin,64,153.2,1070257.0,194
109,T109,T109,Retief Goosen,56,153.2,832555.0,151
110,T109,T109,José María Olazábal,71,153.2,810674.0,147
111,T112,T112,Stephen Ames,89,153.3,1082026.0,196
112,T112,T112,Matt Peterson,80,153.3,1456656.0,264
113,T112,T112,Kenneth Staton,104,153.3,1677311.0,304
114,T112,T112,Garrett Willis,80,153.3,1131268.0,205
115,T116,T116,Notah Begay III,76,153.4,1396997.0,253
116,T116,T116,Robin Freeman,79,153.4,1225596.0,222
117,T116,T116,Sergio Garcia,79,153.4,889222.0,161
118,T116,T116,Michael Long,71,153.4,1331292.0,241
119,T116,T116,Tiger Woods,69,153.4,811751.0,147
120,T121,T121,Steve Flesch,110,153.5,1398131.0,253
121,T121,T121,Tom Lehman,78,153.5,873381.0,158
122,T121,T121,Lee Porter,91,153.5,1431587.0,259
123,T124,T124,Brian Bateman,94,153.6,1526597.0,276
124,T124,T124,Phil Mickelson,97,153.6,1365836.0,247
125,T126,T126,Brent Geiberger,95,153.7,1322555.0,239
126,T126,T126,Tripp Isenhour,68,153.7,1106764.0,200
127,T128,T128,John Huston,99,153.8,1245778.0,225
128,T128,T128,Richard Zokol,53,153.8,764286.0,138
129,130,130,Robert Allenby,96,153.9,1529351.0,276
130,T131,T131,Edward Fryatt,94,154.0,1325403.0,239
131,T131,T131,Jeff Maggert,83,154.0,1136249.0,205
132,133,133,Mark Calcavecchia,84,154.1,798694.0,144
133,T134,T134,Eduardo Herrera,59,154.2,1132699.0,204
134,T134,T134,Bradley Hughes,60,154.2,949106.0,171
135,T134,T134,Shigeki Maruyama,87,154.2,1082517.0,195
136,T134,T134,Bob Tway,103,154.2,1565786.0,282
137,T138,T138,Michael Muehr,73,154.3,961131.0,173
138,T138,T138,John Rollins,124,154.3,1877676.0,338
139,140,140,Justin Leonard,97,154.4,1450357.0,261
140,T141,T141,Woody Austin,102,154.5,1723826.0,310
141,T141,T141,Paul Claxton,83,154.5,1490969.0,268
142,143,143,Duffy Waldorf,90,154.6,1224045.0,220
143,T144,T144,"David Berganio, Jr.",80,154.7,1375961.0,247
144,T144,T144,Steve Elkington,82,154.7,1097203.0,197
145,T144,T144,Hidemichi Tanaka,104,154.7,1526042.0,274
146,T147,T147,Brad Elder,76,154.8,1148231.0,206
147,T147,T147,Pat Perez,89,154.8,1114630.0,200
148,T149,T149,Michael Clark II,97,154.9,1595128.0,286
149,T149,T149,Scott Dunlap,74,154.9,1210246.0,217
150,T149,T149,Charles Howell III,118,154.9,1544421.0,277
151,T149,T149,Paul Stankowski,100,154.9,1338649.0,240
152,T149,T149,Hal Sutton,74,154.9,942336.0,169
153,154,154,Greg Kraft,86,155.1,1378736.0,247
154,155,155,Carl Paulson,84,155.4,1431925.0,256
155,T156,T156,Chris DiMarco,111,155.5,1450193.0,259
156,T156,T156,Paul Gow,99,155.5,1551020.0,277
157,T156,T156,Dudley Hart,88,155.5,1119382.0,200
158,T156,T156,Spike McRoy,69,155.5,1046591.0,187
159,160,160,Per-Ulrik Johansson,87,155.6,1277544.0,228
160,T161,T161,Kent Jones,105,155.7,1659202.0,296
161,T161,T161,Pete Jordan,78,155.7,1267032.0,226
162,T161,T161,Matt Kuchar,82,155.7,1154581.0,206
163,164,164,Jerry Kelly,99,155.8,1570957.0,280
164,165,165,Cameron Beckman,87,155.9,1139547.0,203
165,166,166,Billy Mayfair,99,156.0,1308240.0,233
166,167,167,Stewart Cink,92,156.1,1174669.0,209
167,T168,T168,Dicky Pride,51,156.2,1046125.0,186
168,T168,T168,Kaname Yokoo,74,156.2,1045838.0,186
169,170,170,Mike Hulbert,55,156.3,787508.0,140
170,T171,T171,Billy Andrade,100,156.4,1463664.0,260
171,T171,T171,Jonathan Byrd,96,156.4,1407815.0,250
172,T171,T171,Loren Roberts,93,156.4,1576210.0,280
173,174,174,Bob May,91,156.7,1556553.0,276
174,175,175,Tom Pernice Jr.,101,156.8,1507440.0,267
175,T176,T176,J.J. Henry,112,157.0,1825767.0,323
176,T176,T176,Frank Nobilo,94,157.0,1458457.0,258
177,T176,T176,Rory Sabbatini,69,157.0,853651.0,151
178,T179,T179,Peter Lonard,93,157.1,1306583.0,231
179,T179,T179,Chris Riley,104,157.1,1640583.0,290
180,T181,T181,Fulton Allem,64,157.2,984454.0,174
181,T181,T181,Robert Gamez,69,157.2,1290384.0,228
182,183,183,Miguel Angel Jiménez,60,157.3,741604.0,131
183,184,184,Rocco Mediate,79,157.7,1061351.0,187
184,T185,T185,Steve Jones,71,158.0,984331.0,173
185,T185,T185,Bernhard Langer,55,158.0,557447.0,98
186,187,187,Corey Pavin,78,158.1,1081385.0,190
187,188,188,Glen Hnatiuk,95,158.3,1755175.0,308
188,189,189,Brandt Jobe,94,158.6,1655717.0,290
189,190,190,Jonathan Kaye,83,158.7,1456801.0,255
190,T191,T191,David Morland IV,58,158.9,1035500.0,181
191,T191,T191,John Senden,96,158.9,1316043.0,230
192,T191,T191,Kevin Sutherland,96,158.9,1246791.0,218
193,194,194,Len Mattiace,106,159.0,1842757.0,322
194,195,195,Esteban Toledo,106,159.2,1530246.0,267
195,196,196,Jay Haas,83,159.4,1153605.0,201
196,197,197,Joey Sindelar,104,159.5,1779956.0,310
197,198,198,Ernie Els,68,159.7,983104.0,171
198,199,199,Jesper Parnevik,85,160.5,774202.0,134
199,T200,T200,Brandel Chamblee,85,160.8,1488034.0,257
200,T200,T200,Nick Price,69,160.8,1122924.0,194
201,202,202,Steve Pate,64,164.2,922167.0,156
