,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
152,153,153,Pete Jordan,78,+.281
153,154,154,Kent Jones,105,+.282
154,155,155,Craig Perks,91,+.283
155,T156,T156,Mark Brooks,97,+.286
156,T156,T156,José María Olazábal,71,+.286
157,T158,T158,Woody Austin,102,+.294
158,T158,T158,Jeff Gove,89,+.294
159,T160,T160,Steve Allan,93,+.296
160,T160,T160,Brad Faxon,93,+.296
161,T160,T160,Brent Geiberger,95,+.296
162,163,163,Jay Don Blake,107,+.297
163,164,164,José Coceres,51,+.300
164,165,165,Nick Price,69,+.304
165,166,166,Paul Claxton,83,+.306
166,T167,T167,Bob Burns,99,+.318
167,T167,T167,John Cook,85,+.318
168,T167,T167,Heath Slocum,96,+.318
169,170,170,Sergio Garcia,79,+.320
170,171,171,Ian Leggatt,97,+.326
171,172,172,Rory Sabbatini,69,+.333
172,173,173,Cameron Beckman,87,+.343
173,174,174,Matt Gogel,79,+.345
174,175,175,Brad Lardon,59,+.348
175,T176,T176,Rich Beem,99,+.350
176,T176,T176,Miguel Angel Jiménez,60,+.350
177,T176,T176,Jeff Maggert,83,+.350
178,T176,T176,David Toms,106,+.350
179,180,180,Robert Damron,85,+.353
180,T181,T181,Mathew Goggin,64,+.364
181,T181,T181,Bob Heintz,68,+.364
182,183,183,Brett Wetterich,89,+.370
183,184,184,Rocco Mediate,79,+.375
184,185,185,Paul Gow,99,+.378
185,186,186,Dudley Hart,88,+.385
186,187,187,Matt Peterson,80,+.389
187,T188,T188,Mark O'Meara,68,+.400
188,T188,T188,Brenden Pappas,62,+.400
189,190,190,Bo Van Pelt,78,+.405
190,191,191,John Daly,62,+.423
191,192,192,Garrett Willis,80,+.444
192,193,193,Greg Kraft,86,+.447
193,194,194,Dicky Pride,51,+.459
194,195,195,Eduardo Herrera,59,+.471
195,196,196,Bart Bryant,69,+.481
196,197,197,Stephen Gangluff,75,+.500
197,198,198,Fulton Allem,64,+.536
198,199,199,Craig Stadler,72,+.538
199,T200,T200,Mark Calcavecchia,84,+.556
200,T200,T200,Boo Weekley,57,+.556
201,202,202,Jesper Parnevik,85,+.611
