,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
90,T89,T89,Jess Daley,76,-.127
91,T89,T89,Carl Paulson,84,-.127
92,T89,T89,Kevin Sutherland,96,-.127
93,94,94,David Frost,90,-.126
94,T95,T95,Jim Carter,98,-.124
95,T95,T95,Robin Freeman,79,-.124
96,97,97,Kent Jones,105,-.123
97,98,98,Michael Long,71,-.122
98,T99,T99,Cameron Beckman,87,-.121
99,T99,T99,J.P. Hayes,78,-.121
100,T99,T99,Steve Stricker,68,-.121
101,T102,T102,Carlos Franco,107,-.120
102,T102,T102,Bryce Molder,65,-.120
103,T102,T102,Mike Weir,94,-.120
104,T105,T105,"David Berganio, Jr.",80,-.119
105,T105,T105,Bob May,91,-.119
106,T105,T105,Boo Weekley,57,-.119
107,108,108,Woody Austin,102,-.118
108,T109,T109,Briny Baird,110,-.117
109,T109,T109,Tom Pernice Jr.,101,-.117
110,T111,T111,Jeff Brehaut,87,-.116
111,T111,T111,J.J. Henry,112,-.116
112,T111,T111,Blaine McCallister,75,-.116
113,T114,T114,Justin Leonard,97,-.115
114,T114,T114,Geoff Ogilvy,90,-.115
115,T116,T116,Len Mattiace,106,-.113
116,T116,T116,Mike Sposa,111,-.113
117,T118,T118,Mark Brooks,97,-.112
118,T118,T118,Peter Jacobsen,67,-.112
119,120,120,Steve Lowery,98,-.111
120,121,121,Dicky Pride,51,-.110
121,T122,T122,Notah Begay III,76,-.108
122,T122,T122,Tom Byrum,77,-.108
123,124,124,Skip Kendall,103,-.107
124,T125,T125,Brian Bateman,94,-.106
125,T125,T125,Brett Wetterich,89,-.106
126,127,127,Craig Barlow,62,-.105
127,T128,T128,Paul Azinger,69,-.104
128,T128,T128,Steve Flesch,110,-.104
129,T128,T128,Mathew Goggin,64,-.104
130,T128,T128,Neal Lancaster,101,-.104
131,132,132,Greg Chalmers,94,-.103
132,133,133,Scott Dunlap,74,-.102
133,134,134,Grant Waite,98,-.100
134,135,135,Bob Tway,103,-.098
135,T136,T136,Olin Browne,107,-.096
136,T136,T136,David Morland IV,58,-.096
137,T136,T136,Craig Stadler,72,-.096
138,T139,T139,Matt Gogel,79,-.094
139,T139,T139,Jonathan Kaye,83,-.094
140,141,141,David Gossett,95,-.093
141,T142,T142,Bob Burns,99,-.091
142,T142,T142,Michael Clark II,97,-.091
143,T142,T142,Brenden Pappas,62,-.091
144,T145,T145,Andrew Magee,91,-.090
145,T145,T145,Loren Roberts,93,-.090
146,147,147,Michael Muehr,73,-.089
147,T148,T148,Stephen Gangluff,75,-.088
148,T148,T148,Billy Mayfair,99,-.088
149,T150,T150,Hidemichi Tanaka,104,-.086
150,T150,T150,Garrett Willis,80,-.086
151,152,152,Bernhard Langer,55,-.085
152,153,153,Glen Day,107,-.083
153,154,154,Fulton Allem,64,-.081
154,T155,T155,Paul Goydos,66,-.079
155,T155,T155,Tripp Isenhour,68,-.079
156,T155,T155,Per-Ulrik Johansson,87,-.079
157,T158,T158,Steve Elkington,82,-.076
158,T158,T158,Brent Geiberger,95,-.076
159,T158,T158,Frank Lickliter II,94,-.076
160,161,161,Kirk Triplett,84,-.072
161,T162,T162,Brad Elder,76,-.071
162,T162,T162,Spike McRoy,69,-.071
163,T164,T164,Harrison Frazar,88,-.069
164,T164,T164,Heath Slocum,96,-.069
165,T166,T166,Greg Kraft,86,-.066
166,T166,T166,Matt Peterson,80,-.066
167,168,168,Lee Porter,91,-.065
168,T169,T169,Jesper Parnevik,85,-.064
169,T169,T169,Brett Quigley,93,-.064
170,171,171,Corey Pavin,78,-.063
171,172,172,Jeff Maggert,83,-.062
172,173,173,Edward Fryatt,94,-.060
173,T174,T174,Bob Heintz,68,-.059
174,T174,T174,Franklin Langham,72,-.059
175,T174,T174,Hal Sutton,74,-.059
176,177,177,Paul Claxton,83,-.055
177,178,178,Dudley Hart,88,-.053
178,179,179,Steve Jones,71,-.052
179,T180,T180,Russ Cochran,68,-.051
180,T180,T180,Kenneth Staton,104,-.051
181,182,182,Bradley Hughes,60,-.047
182,T183,T183,Brandel Chamblee,85,-.046
183,T183,T183,Joe Ogilvie,50,-.046
184,185,185,Sergio Garcia,79,-.041
185,186,186,Esteban Toledo,106,-.038
186,187,187,Tommy Armour III,82,-.031
187,T188,T188,Eduardo Herrera,59,-.029
188,T188,T188,Jerry Smith,91,-.029
189,190,190,Brian Henninger,66,-.028
190,191,191,Frank Nobilo,94,-.026
191,192,192,Brad Lardon,59,-.019
192,T193,T193,Jason Hill,59,-.016
193,T193,T193,Kaname Yokoo,74,-.016
194,195,195,Gary Nicklaus,66,-.009
195,196,196,Mike Hulbert,55,E
196,197,197,Deane Pappas,90,+.008
197,198,198,Richard Zokol,53,+.011
198,199,199,Pete Jordan,78,+.013
199,200,200,Scott Simpson,61,+.018
200,201,201,Brian Watts,58,+.022
201,202,202,Miguel Angel Jiménez,60,+.048
