,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
29,30,30,Notah Begay III,76,"38' 8""",27,1044.0,-4.00
30,31,31,Edward Fryatt,94,"38' 11""",35,1361.0829999999999,+4.00
31,32,32,David Duval,78,"39' 2""",31,1214.333,+7.00
32,33,33,Dan Forsman,83,"39' 3""",25,980.3330000000001,+6.00
33,34,34,Retief Goosen,56,"39' 4""",18,707.9169999999999,E
34,35,35,Richard Zokol,53,"39' 6""",17,671.75,+3.00
35,36,36,Steve Elkington,82,"39' 7""",22,871.25,+3.00
36,T37,T37,Ian Leggatt,97,"39' 9""",43,1709.3329999999999,+14.00
37,T37,T37,Rocco Mediate,79,"39' 9""",24,954.5,+9.00
38,T39,T39,John Daly,62,"39' 11""",26,1038.75,+11.00
39,T39,T39,Davis Love III,92,"39' 11""",33,1316.5,+5.00
40,41,41,Tim Petrovic,92,"40' 2""",37,1487.0,E
41,42,42,Grant Waite,98,"40' 3""",38,1530.1670000000001,+7.00
42,T43,T43,"David Berganio, Jr.",80,"40' 4""",32,1291.0,+1.00
43,T43,T43,Rory Sabbatini,69,"40' 4""",30,1210.333,+10.00
44,45,45,Rich Beem,99,"40' 6""",40,1619.0,+14.00
45,T46,T46,Jim Carter,98,"40' 8""",32,1301.083,+5.00
46,T46,T46,Bob Tway,103,"40' 8""",43,1750.3329999999999,+4.00
47,48,48,Bob Burns,99,"40' 9""",44,1791.5829999999999,+14.00
48,49,49,J.J. Henry,112,"40' 10""",49,2000.8329999999999,+2.00
49,50,50,Scott Simpson,61,"40' 11""",21,859.0830000000001,+4.00
50,T51,T51,John Rollins,124,"41' 1""",42,1726.75,+7.00
51,T51,T51,Scott Verplank,93,"41' 1""",17,699.0,+3.00
52,T53,T53,Brandt Jobe,94,"41' 2""",44,1809.6670000000001,+9.00
53,T53,T53,Kenneth Staton,104,"41' 2""",43,1768.5829999999999,-1.00
54,T55,T55,Jeff Maggert,83,"41' 3""",20,825.1669999999999,+7.00
55,T55,T55,David Toms,106,"41' 3""",40,1648.75,+14.00
56,T57,T57,Chad Campbell,111,"41' 4""",42,1735.3329999999999,+1.00
57,T57,T57,Chris DiMarco,111,"41' 4""",39,1613.3329999999999,+3.00
58,59,59,John Huston,99,"41' 5""",19,787.6669999999999,-1.00
59,60,60,Tom Pernice Jr.,101,"41' 6""",35,1453.5,+5.00
60,T61,T61,Matt Gogel,79,"41' 7""",29,1206.0,+10.00
61,T61,T61,Neal Lancaster,101,"41' 7""",50,2079.167,+10.00
62,T61,T61,Justin Leonard,97,"41' 7""",31,1288.333,+7.00
63,T64,T64,Harrison Frazar,88,"41' 8""",39,1625.6670000000001,E
64,T64,T64,Blaine McCallister,75,"41' 8""",26,1083.25,+4.00
65,66,66,Brenden Pappas,62,"41' 9""",45,1879.3329999999999,+18.00
66,67,67,Fred Funk,106,"41' 10""",29,1212.25,+7.00
67,68,68,Billy Mayfair,99,"42' 0""",27,1134.833,+5.00
68,T69,T69,Craig Parry,69,"42' 1""",19,799.9169999999999,+4.00
69,T69,T69,Jerry Smith,91,"42' 1""",28,1178.167,+7.00
70,T71,T71,Olin Browne,107,"42' 2""",46,1940.3329999999999,+10.00
71,T71,T71,Per-Ulrik Johansson,87,"42' 2""",32,1350.4170000000001,+7.00
72,T73,T73,Briny Baird,110,"42' 3""",39,1646.8329999999999,+6.00
73,T73,T73,Steve Pate,64,"42' 3""",17,718.0830000000001,+2.00
74,T73,T73,Boo Weekley,57,"42' 3""",27,1141.25,+15.00
75,76,76,Phil Tataurangi,88,"42' 5""",41,1739.5829999999999,+10.00
76,T77,T77,Ben Crane,91,"42' 6""",44,1871.0829999999999,-4.00
77,T77,T77,Tripp Isenhour,68,"42' 6""",43,1828.0,+6.00
78,79,79,Andrew Magee,91,"42' 8""",31,1323.0829999999999,+3.00
79,T80,T80,Woody Austin,102,"42' 10""",51,2182.583,+15.00
80,T80,T80,K.J. Choi,93,"42' 10""",36,1543.4170000000001,+6.00
81,T80,T80,Brad Lardon,59,"42' 10""",23,985.75,+8.00
82,T80,T80,Duffy Waldorf,90,"42' 10""",40,1712.5,+5.00
83,T84,T84,Miguel Angel Jiménez,60,"42' 11""",20,858.75,+7.00
84,T84,T84,J.L. Lewis,98,"42' 11""",43,1844.5,+1.00
85,86,86,J.P. Hayes,78,"43' 0""",35,1503.8329999999999,+9.00
86,T87,T87,Tommy Armour III,82,"43' 1""",29,1249.333,+7.00
87,T87,T87,Craig Barlow,62,"43' 1""",35,1508.9170000000001,+1.00
88,T87,T87,Brian Bateman,94,"43' 1""",35,1507.3329999999999,+9.00
89,T87,T87,Shaun Micheel,100,"43' 1""",39,1679.1670000000001,+6.00
90,T91,T91,Fulton Allem,64,"43' 4""",28,1213.083,+15.00
91,T91,T91,Glen Hnatiuk,95,"43' 4""",28,1212.583,+6.00
92,93,93,Kaname Yokoo,74,"43' 5""",24,1042.417,+1.00
93,94,94,David Peoples,105,"43' 6""",40,1738.4170000000001,+1.00
94,95,95,Skip Kendall,103,"43' 7""",35,1525.5,+8.00
95,T96,T96,Stuart Appleby,97,"43' 8""",42,1834.4170000000001,+11.00
96,T96,T96,Tom Lehman,78,"43' 8""",18,785.6669999999999,+4.00
97,T98,T98,Jess Daley,76,"43' 9""",35,1530.5829999999999,+4.00
98,T98,T98,Brent Geiberger,95,"43' 9""",27,1180.417,+8.00
99,T98,T98,Hidemichi Tanaka,104,"43' 9""",36,1576.1670000000001,+3.00
100,T101,T101,Shigeki Maruyama,87,"44' 0""",30,1320.5,+5.00
101,T101,T101,Mark O'Meara,68,"44' 0""",20,879.3330000000001,+8.00
102,103,103,Mike Hulbert,55,"44' 1""",27,1190.583,+5.00
103,T104,T104,Brandel Chamblee,85,"44' 2""",41,1809.4170000000001,+7.00
104,T104,T104,Carlos Franco,107,"44' 2""",57,2516.5,+5.00
105,106,106,Deane Pappas,90,"44' 5""",48,2133.5,+6.00
106,107,107,Tom Byrum,77,"44' 6""",30,1335.1670000000001,+7.00
107,T108,T108,Mark Brooks,97,"44' 7""",42,1871.0829999999999,+12.00
108,T108,T108,Craig Perks,91,"44' 7""",46,2050.083,+13.00
109,T110,T110,Kenny Perry,98,"44' 8""",45,2009.0829999999999,E
110,T110,T110,Tom Scherrer,98,"44' 8""",55,2455.333,+5.00
111,112,112,Vijay Singh,102,"44' 10""",43,1927.8329999999999,+3.00
112,113,113,Jeff Brehaut,87,"44' 11""",37,1661.3329999999999,+6.00
113,T114,T114,Nick Price,69,"45' 1""",23,1036.5,+7.00
114,T114,T114,Hal Sutton,74,"45' 1""",19,856.25,+4.00
115,116,116,Lee Janzen,101,"45' 2""",40,1806.9170000000001,+3.00
116,T117,T117,Charles Howell III,118,"45' 4""",38,1721.5,+4.00
117,T117,T117,David Morland IV,58,"45' 4""",27,1224.333,+4.00
118,T117,T117,John Senden,96,"45' 4""",34,1541.4170000000001,+9.00
119,120,120,Peter Lonard,93,"45' 5""",25,1135.75,+1.00
120,121,121,Matt Kuchar,82,"45' 7""",28,1275.167,+4.00
121,122,122,Steve Lowery,98,"45' 8""",42,1917.5,+2.00
122,123,123,Steve Flesch,110,"45' 9""",30,1371.3329999999999,+6.00
123,124,124,Michael Allen,76,"45' 10""",27,1237.5,+5.00
124,125,125,Tim Herron,102,"46' 0""",42,1930.3329999999999,+3.00
125,126,126,Steve Allan,93,"46' 1""",54,2488.167,+16.00
126,T127,T127,Mark Calcavecchia,84,"46' 2""",18,831.4169999999999,+10.00
127,T127,T127,Bob Heintz,68,"46' 2""",33,1524.25,+12.00
128,129,129,Michael Clark II,97,"46' 3""",29,1340.0829999999999,+7.00
129,T130,T130,Scott McCarron,106,"46' 4""",50,2314.917,+1.00
130,T130,T130,Dennis Paulson,89,"46' 4""",47,2179.0,+6.00
131,T130,T130,Esteban Toledo,106,"46' 4""",37,1715.3329999999999,+9.00
132,133,133,Brian Henninger,66,"46' 5""",27,1252.667,+1.00
133,T134,T134,Stephen Ames,89,"46' 7""",24,1118.5,+4.00
134,T134,T134,Tim Clark,76,"46' 7""",24,1118.333,+6.00
135,T134,T134,Sergio Garcia,79,"46' 7""",25,1163.667,+8.00
136,T134,T134,Pete Jordan,78,"46' 7""",32,1491.6670000000001,+9.00
137,138,138,Brett Quigley,93,"46' 8""",60,2799.833,+6.00
138,T139,T139,Joel Edwards,101,"47' 0""",37,1740.0,+7.00
139,T139,T139,Jerry Kelly,99,"47' 0""",37,1738.8329999999999,+10.00
140,141,141,Mike Sposa,111,"47' 1""",46,2164.667,+11.00
141,142,142,Paul Azinger,69,"47' 2""",19,896.1669999999999,+3.00
142,143,143,Steve Jones,71,"47' 7""",26,1237.25,+7.00
143,T144,T144,Bradley Hughes,60,"47' 8""",32,1524.8329999999999,+7.00
144,T144,T144,Matt Peterson,80,"47' 8""",36,1715.3329999999999,+14.00
145,146,146,Michael Muehr,73,"47' 11""",27,1292.75,+6.00
146,147,147,Jeff Sluman,118,"48' 0""",42,2015.25,+7.00
147,148,148,Paul Stankowski,100,"48' 1""",50,2403.917,+12.00
148,T149,T149,Jonathan Byrd,96,"48' 2""",46,2215.5,+11.00
149,T149,T149,Paul Gow,99,"48' 2""",37,1781.3329999999999,+14.00
150,T149,T149,Michael Long,71,"48' 2""",49,2360.75,+4.00
151,T149,T149,Joe Ogilvie,50,"48' 2""",27,1299.417,+5.00
152,T153,T153,Bob May,91,"48' 5""",52,2516.417,+11.00
153,T153,T153,Dicky Pride,51,"48' 5""",37,1792.75,+17.00
154,T155,T155,Jay Don Blake,107,"48' 6""",37,1794.6670000000001,+11.00
155,T155,T155,Jonathan Kaye,83,"48' 6""",35,1698.8329999999999,+2.00
156,157,157,Ernie Els,68,"48' 8""",25,1217.167,+3.00
157,T158,T158,Cameron Beckman,87,"49' 0""",35,1715.0829999999999,+12.00
158,T158,T158,Spike McRoy,69,"49' 0""",33,1617.6670000000001,+5.00
159,160,160,Greg Kraft,86,"49' 2""",38,1868.0829999999999,+17.00
160,161,161,Len Mattiace,106,"49' 4""",46,2270.083,+3.00
161,162,162,Stephen Gangluff,75,"49' 6""",34,1683.0,+17.00
162,163,163,Bob Estes,93,"49' 8""",16,794.1669999999999,+2.00
163,T164,T164,Geoff Ogilvy,90,"49' 9""",54,2684.5,+14.00
164,T164,T164,José María Olazábal,71,"49' 9""",42,2090.583,+12.00
165,T164,T164,Tiger Woods,69,"49' 9""",32,1592.8329999999999,-8.00
166,167,167,Franklin Langham,72,"50' 1""",43,2153.083,+10.00
167,168,168,Luke Donald,106,"50' 4""",54,2719.083,+10.00
168,169,169,Jay Haas,83,"50' 5""",30,1512.4170000000001,+8.00
169,170,170,Phil Mickelson,97,"50' 10""",41,2084.167,+2.00
170,171,171,Frank Nobilo,94,"50' 11""",42,2137.25,+11.00
171,172,172,Robert Allenby,96,"51' 0""",30,1530.75,E
172,173,173,Robert Gamez,69,"51' 1""",30,1532.3329999999999,+4.00
173,174,174,Jay Williamson,91,"51' 2""",35,1789.6670000000001,+6.00
174,T175,T175,Carl Paulson,84,"51' 7""",30,1547.1670000000001,+6.00
175,T175,T175,Kirk Triplett,84,"51' 7""",17,877.3330000000001,+4.00
176,T177,T177,Paul Goydos,66,"51' 8""",20,1032.917,+1.00
177,T177,T177,Mike Weir,94,"51' 8""",31,1601.5829999999999,+3.00
178,179,179,Rod Pampling,98,"51' 9""",41,2122.167,+6.00
179,180,180,Glen Day,107,"51' 11""",43,2234.167,+2.00
180,181,181,Brad Elder,76,"52' 2""",43,2241.667,+11.00
181,T182,T182,David Frost,90,"52' 3""",41,2143.167,+6.00
182,T182,T182,Corey Pavin,78,"52' 3""",20,1044.833,+3.00
183,184,184,Brett Wetterich,89,"52' 5""",46,2410.583,+17.00
184,185,185,Bryce Molder,65,"53' 1""",33,1752.8329999999999,+8.00
185,186,186,Tommy Tolles,64,"53' 5""",38,2030.0829999999999,+8.00
186,187,187,Kent Jones,105,"53' 7""",39,2089.667,+11.00
187,188,188,Eduardo Herrera,59,"53' 9""",34,1826.6670000000001,+16.00
188,189,189,Paul Claxton,83,"53' 11""",36,1941.5829999999999,+11.00
189,T190,T190,Billy Andrade,100,"54' 3""",36,1951.5,+4.00
190,T190,T190,Bo Van Pelt,78,"54' 3""",42,2278.5,+17.00
191,192,192,Lee Porter,91,"54' 10""",37,2028.9170000000001,+9.00
192,193,193,Donnie Hammond,60,"54' 11""",19,1042.75,+3.00
193,194,194,Heath Slocum,96,"55' 8""",22,1225.0,+7.00
194,195,195,Stewart Cink,92,"56' 8""",29,1642.6670000000001,+8.00
195,196,196,Robert Damron,85,"57' 2""",34,1942.6670000000001,+12.00
196,197,197,Brad Faxon,93,"57' 10""",27,1562.0,+8.00
197,198,198,Robin Freeman,79,"58' 8""",38,2229.167,+10.00
198,199,199,Bart Bryant,69,"59' 4""",27,1601.4170000000001,+13.00
199,200,200,Mathew Goggin,64,"60' 4""",44,2654.417,+16.00
200,201,201,Jesper Parnevik,85,"66' 6""",18,1196.417,+11.00
201,202,202,Steve Stricker,68,"73' 4""",23,1685.9170000000001,+1.00
