,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
75,76,76,Joey Sindelar,104,24.72,22,89,-25,25 Under
76,77,77,Craig Parry,69,24.56,14,57,-15,15 Under
77,78,78,Chris Smith,103,24.18,22,91,-21,21 Under
78,T79,T79,Pat Bates,94,24.0,12,50,-11,11 Under
79,T79,T79,Richard Zokol,53,24.0,6,25,-5,5 Under
80,81,81,Paul Gow,99,23.91,22,92,-23,23 Under
81,82,82,Dennis Paulson,89,23.88,16,67,-14,14 Under
82,83,83,Grant Waite,98,23.81,20,84,-23,23 Under
83,84,84,Eduardo Herrera,59,23.53,12,51,-7,7 Under
84,85,85,Garrett Willis,80,23.33,14,60,-14,14 Under
85,86,86,Kirk Triplett,84,23.26,10,43,-9,9 Under
86,T87,T87,Paul Claxton,83,23.08,12,52,-13,13 Under
87,T87,T87,Dudley Hart,88,23.08,12,52,-12,12 Under
88,T87,T87,Craig Stadler,72,23.08,9,39,-12,12 Under
89,90,90,Steve Flesch,110,22.86,16,70,-18,18 Under
90,91,91,Tripp Isenhour,68,22.64,12,53,-10,10 Under
91,92,92,Ben Crane,91,22.54,16,71,-18,18 Under
92,T93,T93,Steve Allan,93,22.5,18,80,-19,19 Under
93,T93,T93,Bob Burns,99,22.5,9,40,-8,8 Under
94,95,95,John Senden,96,22.35,19,85,-24,24 Under
95,T96,T96,Luke Donald,106,22.22,14,63,-10,10 Under
96,T96,T96,Matt Gogel,79,22.22,8,36,-9,9 Under
97,T96,T96,José María Olazábal,71,22.22,6,27,-6,6 Under
98,T96,T96,Heath Slocum,96,22.22,6,27,-5,5 Under
99,100,100,David Peoples,105,22.03,13,59,-17,17 Under
100,101,101,Craig Perks,91,21.95,9,41,-11,11 Under
101,T102,T102,Brad Elder,76,21.74,10,46,-11,11 Under
102,T102,T102,Brad Faxon,93,21.74,10,46,-9,9 Under
103,104,104,Robin Freeman,79,21.67,13,60,-12,12 Under
104,T105,T105,John Cook,85,21.62,8,37,-9,9 Under
105,T105,T105,Steve Jones,71,21.62,8,37,-5,5 Under
106,T107,T107,Jason Hill,59,21.43,9,42,-10,10 Under
107,T107,T107,Frank Lickliter II,94,21.43,15,70,-15,15 Under
108,T107,T107,Billy Mayfair,99,21.43,12,56,-14,14 Under
109,T110,T110,"David Berganio, Jr.",80,21.21,14,66,-16,16 Under
110,T110,T110,Loren Roberts,93,21.21,7,33,-6,6 Under
111,T112,T112,David Gossett,95,21.13,15,71,-14,14 Under
112,T112,T112,Len Mattiace,106,21.13,15,71,-15,15 Under
113,114,114,Chris DiMarco,111,20.9,14,67,-11,11 Under
114,115,115,Tommy Armour III,82,20.83,10,48,-9,9 Under
115,116,116,Justin Leonard,97,20.75,11,53,-11,11 Under
116,117,117,Joel Edwards,101,20.69,12,58,-13,13 Under
117,118,118,Blaine McCallister,75,20.59,7,34,-7,7 Under
118,119,119,Bo Van Pelt,78,20.21,19,94,-20,20 Under
119,T120,T120,Stephen Ames,89,20.0,10,50,-10,10 Under
120,T120,T120,Duffy Waldorf,90,20.0,11,55,-11,11 Under
121,T120,T120,Jay Williamson,91,20.0,11,55,-12,12 Under
122,123,123,J.J. Henry,112,19.78,18,91,-23,23 Under
123,124,124,Woody Austin,102,19.74,15,76,-13,13 Under
124,125,125,Robert Damron,85,19.7,13,66,-15,15 Under
125,126,126,Neal Lancaster,101,19.67,12,61,-13,13 Under
126,127,127,Jerry Smith,91,19.64,11,56,-9,9 Under
127,128,128,Kenneth Staton,104,19.61,20,102,-19,19 Under
128,129,129,Paul Azinger,69,19.51,8,41,-9,9 Under
129,130,130,David Toms,106,19.48,15,77,-21,21 Under
130,T131,T131,Pete Jordan,78,19.35,6,31,-7,7 Under
131,T131,T131,Jerry Kelly,99,19.35,12,62,-13,13 Under
132,133,133,Kent Jones,105,19.28,16,83,-14,14 Under
133,134,134,Steve Lowery,98,19.12,13,68,-15,15 Under
134,135,135,Olin Browne,107,18.75,9,48,-11,11 Under
135,136,136,Hal Sutton,74,18.6,8,43,-4,4 Under
136,137,137,Brett Quigley,93,18.57,13,70,-14,14 Under
137,138,138,Spike McRoy,69,18.18,6,33,-5,5 Under
138,139,139,Brett Wetterich,89,18.09,17,94,-16,16 Under
139,140,140,K.J. Choi,93,18.06,13,72,-16,16 Under
140,141,141,Matt Kuchar,82,17.86,10,56,-7,7 Under
141,142,142,Harrison Frazar,88,17.81,13,73,-12,12 Under
142,143,143,Andrew Magee,91,17.54,10,57,-10,10 Under
143,144,144,Greg Kraft,86,17.5,7,40,-8,8 Under
144,T145,T145,Jay Don Blake,107,17.46,11,63,-11,11 Under
145,T145,T145,Mathew Goggin,64,17.46,11,63,-11,11 Under
146,147,147,Tim Herron,102,16.95,10,59,-11,11 Under
147,T148,T148,Mark Calcavecchia,84,16.67,10,60,-12,12 Under
148,T148,T148,David Morland IV,58,16.67,7,42,-8,8 Under
149,T148,T148,Nick Price,69,16.67,5,30,-6,6 Under
150,T148,T148,Mike Sposa,111,16.67,10,60,-8,8 Under
151,152,152,Hidemichi Tanaka,104,16.44,12,73,-10,10 Under
152,153,153,Dan Forsman,83,16.36,9,55,-9,9 Under
153,T154,T154,Paul Goydos,66,16.13,5,31,-5,5 Under
154,T154,T154,J.P. Hayes,78,16.13,5,31,-4,4 Under
155,T156,T156,Frank Nobilo,94,16.0,12,75,-10,10 Under
156,T156,T156,Mark O'Meara,68,16.0,4,25,-5,5 Under
157,158,158,Tommy Tolles,64,15.91,7,44,-8,8 Under
158,T159,T159,Scott Hoch,71,15.79,6,38,-7,7 Under
159,T159,T159,Kaname Yokoo,74,15.79,9,57,-9,9 Under
160,T161,T161,Cameron Beckman,87,15.38,8,52,-7,7 Under
161,T161,T161,Edward Fryatt,94,15.38,12,78,-10,10 Under
162,T161,T161,Bob Heintz,68,15.38,6,39,-4,4 Under
163,T161,T161,Peter Jacobsen,67,15.38,6,39,-5,5 Under
164,165,165,Michael Clark II,97,15.28,11,72,-9,9 Under
165,166,166,Steve Stricker,68,15.15,5,33,-4,4 Under
166,167,167,Miguel Angel Jiménez,60,15.0,6,40,-6,6 Under
167,168,168,Steve Elkington,82,14.89,7,47,-8,8 Under
168,169,169,Bernhard Langer,55,14.81,4,27,-3,3 Under
169,170,170,Robert Gamez,69,14.75,9,61,-9,9 Under
170,171,171,Dicky Pride,51,14.71,5,34,-5,5 Under
171,172,172,Scott Dunlap,74,14.58,7,48,-6,6 Under
172,173,173,Jay Haas,83,14.29,5,35,-4,4 Under
173,174,174,Joe Ogilvie,50,13.89,5,36,-7,7 Under
174,175,175,Glen Hnatiuk,95,13.43,9,67,-6,6 Under
175,176,176,Mike Hulbert,55,13.33,4,30,-6,6 Under
176,177,177,José Coceres,51,13.04,3,23,-2,2 Under
177,T178,T178,Jonathan Kaye,83,12.99,10,77,-11,11 Under
178,T178,T178,Shaun Micheel,100,12.99,10,77,-9,9 Under
179,180,180,Jeff Maggert,83,12.82,5,39,-3,3 Under
180,181,181,Peter Lonard,93,12.5,9,72,-12,12 Under
181,182,182,Scott Verplank,93,12.0,6,50,-7,7 Under
182,183,183,Chris Riley,104,11.76,6,51,-6,6 Under
183,184,184,Glen Day,107,11.43,8,70,-9,9 Under
184,T185,T185,Mark Brooks,97,11.36,5,44,-5,5 Under
185,T185,T185,Brian Henninger,66,11.36,5,44,-4,4 Under
186,187,187,Matt Peterson,80,11.11,5,45,-5,5 Under
187,188,188,Franklin Langham,72,10.53,4,38,-5,5 Under
188,189,189,Fulton Allem,64,10.26,4,39,-4,4 Under
189,T190,T190,David Frost,90,10.0,4,40,-3,3 Under
190,T190,T190,Skip Kendall,103,10.0,5,50,-4,4 Under
191,192,192,Jeff Sluman,118,9.86,7,71,-6,6 Under
192,193,193,Jeff Gove,89,9.84,6,61,-5,5 Under
193,194,194,Michael Muehr,73,9.52,2,21,-2,2 Under
194,195,195,Scott Simpson,61,8.7,2,23,-2,2 Under
195,196,196,Brandel Chamblee,85,8.51,4,47,-4,4 Under
196,197,197,Corey Pavin,78,8.0,2,25,-1,1 Under
197,198,198,Esteban Toledo,106,6.67,3,45,-2,2 Under
198,T199,T199,Tom Byrum,77,6.45,2,31,-2,2 Under
199,T199,T199,Brian Watts,58,6.45,2,31,-2,2 Under
200,201,201,Russ Cochran,68,2.63,1,38,-1,1 Under
201,202,202,Lee Porter,91,2.56,1,39,-1,1 Under
