,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
28,T29,T29,John Cook,85,"19' 10""",139.0,7,+4
29,T29,T29,Steve Stricker,68,"19' 10""",138.667,7,-2
30,31,31,J.J. Henry,112,"19' 11""",238.75,12,+2
31,T32,T32,Scott Hoch,71,"20' 0""",120.167,6,-2
32,T32,T32,Scott Simpson,61,"20' 0""",160.167,8,+1
33,34,34,Joe Durant,87,"20' 4""",203.417,10,E
34,T35,T35,Donnie Hammond,60,"20' 5""",183.833,9,E
35,T35,T35,Jeff Sluman,118,"20' 5""",244.833,12,-1
36,T37,T37,Nick Price,69,"20' 6""",143.417,7,+4
37,T37,T37,David Toms,106,"20' 6""",205.083,10,E
38,T39,T39,Fred Couples,64,"20' 11""",250.5,12,+5
39,T39,T39,Mark O'Meara,68,"20' 11""",167.417,8,+4
40,T39,T39,Grant Waite,98,"20' 11""",292.66700000000003,14,+5
41,42,42,Davis Love III,92,"21' 0""",209.75,10,+3
42,43,43,Mike Sposa,111,"21' 1""",274.33299999999997,13,+2
43,44,44,Miguel Angel Jiménez,60,"21' 4""",170.667,8,+2
44,T45,T45,John Daly,62,"21' 8""",195.25,9,+7
45,T45,T45,Deane Pappas,90,"21' 8""",303.75,14,+4
46,T47,T47,Skip Kendall,103,"21' 9""",347.833,16,+7
47,T47,T47,Greg Kraft,86,"21' 9""",261.33299999999997,12,+1
48,49,49,Ben Crane,91,"22' 0""",285.5,13,-1
49,T50,T50,Joey Sindelar,104,"22' 1""",242.667,11,+1
50,T50,T50,Craig Stadler,72,"22' 1""",198.75,9,+1
51,T52,T52,Scott Dunlap,74,"22' 2""",332.25,15,+3
52,T52,T52,Steve Flesch,110,"22' 2""",177.083,8,+1
53,54,54,Brian Henninger,66,"22' 4""",290.41700000000003,13,+2
54,T55,T55,Rich Beem,99,"22' 6""",270.08299999999997,12,+1
55,T55,T55,Tim Clark,76,"22' 6""",247.917,11,+3
56,T55,T55,Retief Goosen,56,"22' 6""",157.5,7,-1
57,58,58,Paul Claxton,83,"22' 7""",271.08299999999997,12,+5
58,59,59,Paul Goydos,66,"22' 8""",181.25,8,-1
59,60,60,Jay Williamson,91,"22' 10""",274.25,12,E
60,61,61,Craig Perks,91,"22' 11""",389.833,17,+6
61,62,62,Rocco Mediate,79,"23' 0""",207.167,9,+5
62,T63,T63,Spike McRoy,69,"23' 1""",115.583,5,+1
63,T63,T63,Tim Petrovic,92,"23' 1""",323.41700000000003,14,+1
64,65,65,Tom Pernice Jr.,101,"23' 3""",394.667,17,+3
65,66,66,Tom Lehman,78,"23' 5""",93.667,4,+3
66,T67,T67,Glen Day,107,"23' 6""",422.25,18,+3
67,T67,T67,John Riegger,88,"23' 6""",281.5,12,-1
68,T69,T69,"David Berganio, Jr.",80,"23' 8""",236.333,10,E
69,T69,T69,Corey Pavin,78,"23' 8""",71.083,3,E
70,71,71,Kevin Sutherland,96,"23' 9""",308.25,13,+6
71,T72,T72,Luke Donald,106,"24' 0""",216.333,9,+2
72,T72,T72,Bernhard Langer,55,"24' 0""",95.917,4,E
73,74,74,Jonathan Byrd,96,"24' 2""",362.417,15,+4
74,75,75,Shaun Micheel,100,"24' 3""",266.75,11,+3
75,76,76,David Gossett,95,"24' 4""",219.083,9,+1
76,77,77,Michael Allen,76,"24' 5""",292.66700000000003,12,+1
77,T78,T78,Tom Scherrer,98,"24' 7""",393.583,16,E
78,T78,T78,John Senden,96,"24' 7""",196.917,8,+1
79,T80,T80,Mike Hulbert,55,"24' 8""",222.0,9,+4
80,T80,T80,Chris Riley,104,"24' 8""",370.083,15,E
81,82,82,Stephen Gangluff,75,"24' 9""",296.75,12,+12
82,83,83,Fred Funk,106,"24' 11""",298.58299999999997,12,+3
83,84,84,Dudley Hart,88,"25' 1""",150.583,6,E
84,T85,T85,Matt Gogel,79,"25' 2""",276.66700000000003,11,+10
85,T85,T85,John Huston,99,"25' 2""",151.0,6,E
86,T85,T85,Brandt Jobe,94,"25' 2""",176.25,7,+1
87,88,88,Eduardo Herrera,59,"25' 3""",302.75,12,+6
88,89,89,Peter Jacobsen,67,"25' 9""",282.83299999999997,11,+3
89,90,90,Dan Forsman,83,"26' 0""",259.75,10,-1
90,T91,T91,Jim Furyk,88,"26' 1""",286.83299999999997,11,+2
91,T91,T91,Scott McCarron,106,"26' 1""",286.66700000000003,11,+2
92,T93,T93,Neal Lancaster,101,"26' 3""",420.25,16,+5
93,T93,T93,Andrew Magee,91,"26' 3""",315.33299999999997,12,+2
94,95,95,Kenny Perry,98,"26' 5""",395.667,15,-1
95,T96,T96,Chad Campbell,111,"26' 6""",265.08299999999997,10,+4
96,T96,T96,John Rollins,124,"26' 6""",450.833,17,+4
97,98,98,Jerry Kelly,99,"26' 8""",400.333,15,+1
98,T99,T99,Craig Barlow,62,"26' 9""",374.417,14,E
99,T99,T99,Billy Mayfair,99,"26' 9""",267.83299999999997,10,+6
100,101,101,Bob Estes,93,"26' 11""",134.5,5,E
101,102,102,Mark Calcavecchia,84,"27' 0""",243.167,9,+5
102,T103,T103,Steve Jones,71,"27' 1""",270.83299999999997,10,+3
103,T103,T103,Michael Muehr,73,"27' 1""",406.583,15,+6
104,105,105,Billy Andrade,100,"27' 2""",190.417,7,E
105,T106,T106,Robert Gamez,69,"27' 4""",136.5,5,+3
106,T106,T106,Dennis Paulson,89,"27' 4""",382.417,14,+1
107,T108,T108,Steve Allan,93,"27' 5""",410.833,15,+6
108,T108,T108,Robert Damron,85,"27' 5""",356.167,13,+3
109,T108,T108,J.P. Hayes,78,"27' 5""",438.0,16,+7
110,T108,T108,Dicky Pride,51,"27' 5""",329.083,12,+4
111,T112,T112,David Morland IV,58,"27' 6""",302.91700000000003,11,+1
112,T112,T112,Lee Porter,91,"27' 6""",274.58299999999997,10,+3
113,T112,T112,Kenneth Staton,104,"27' 6""",385.083,14,+2
114,115,115,Lee Janzen,101,"27' 9""",138.917,5,+3
115,116,116,Jerry Smith,91,"27' 11""",111.75,4,+3
116,117,117,Harrison Frazar,88,"28' 0""",335.75,12,+1
117,T118,T118,Briny Baird,110,"28' 1""",336.667,12,+6
118,T118,T118,Franklin Langham,72,"28' 1""",477.583,17,+3
119,T120,T120,Joel Edwards,101,"28' 4""",368.167,13,-1
120,T120,T120,Heath Slocum,96,"28' 4""",312.0,11,+5
121,122,122,Edward Fryatt,94,"28' 5""",539.3330000000001,19,+3
122,T123,T123,Bryce Molder,65,"28' 6""",456.25,16,+11
123,T123,T123,Tommy Tolles,64,"28' 6""",370.0,13,+1
124,T125,T125,Geoff Ogilvy,90,"28' 7""",486.167,17,+5
125,T125,T125,Vijay Singh,102,"28' 7""",285.41700000000003,10,+2
126,T127,T127,Ian Leggatt,97,"28' 9""",460.5,16,+4
127,T127,T127,Esteban Toledo,106,"28' 9""",316.5,11,+5
128,129,129,Bob Heintz,68,"28' 10""",230.667,8,+1
129,130,130,Matt Peterson,80,"29' 2""",116.75,4,E
130,131,131,Pete Jordan,78,"29' 3""",409.167,14,+2
131,132,132,Carlos Franco,107,"29' 5""",559.3330000000001,19,+1
132,133,133,José María Olazábal,71,"29' 6""",265.16700000000003,9,+4
133,T134,T134,Fulton Allem,64,"29' 8""",445.5,15,+6
134,T134,T134,Bob May,91,"29' 8""",296.33299999999997,10,+4
135,136,136,Frank Nobilo,94,"29' 9""",208.25,7,E
136,137,137,David Frost,90,"30' 0""",450.583,15,+5
137,138,138,Charles Howell III,118,"30' 2""",422.75,14,+3
138,139,139,Chris Smith,103,"30' 3""",302.08299999999997,10,+4
139,140,140,Len Mattiace,106,"30' 6""",274.83299999999997,9,+3
140,141,141,Steve Pate,64,"30' 7""",152.833,5,+1
141,T142,T142,Robert Allenby,96,"30' 8""",459.75,15,+3
142,T142,T142,Michael Clark II,97,"30' 8""",214.667,7,+4
143,144,144,Olin Browne,107,"30' 10""",586.25,19,-1
144,145,145,Frank Lickliter II,94,"30' 11""",433.333,14,+2
145,146,146,Stephen Ames,89,"31' 0""",247.667,8,+3
146,147,147,Mark Brooks,97,"31' 1""",528.25,17,+8
147,T148,T148,Tommy Armour III,82,"31' 2""",405.0,13,+4
148,T148,T148,Richard Zokol,53,"31' 2""",342.667,11,-1
149,T150,T150,Jeff Brehaut,87,"31' 7""",441.667,14,+8
150,T150,T150,Mathew Goggin,64,"31' 7""",252.5,8,+4
151,152,152,Ernie Els,68,"31' 8""",158.5,5,+5
152,T153,T153,Jay Haas,83,"31' 10""",286.58299999999997,9,+5
153,T153,T153,Brett Quigley,93,"31' 10""",477.5,15,+6
154,155,155,Steve Elkington,82,"32' 0""",543.9169999999999,17,+6
155,156,156,Stewart Cink,92,"32' 1""",353.0,11,+7
156,T157,T157,Tom Byrum,77,"32' 2""",128.583,4,-1
157,T157,T157,Blaine McCallister,75,"32' 2""",515.1669999999999,16,+5
158,159,159,Greg Chalmers,94,"32' 3""",387.167,12,+2
159,160,160,Bo Van Pelt,78,"32' 5""",583.8330000000001,18,+13
160,161,161,Brett Wetterich,89,"32' 8""",392.417,12,+5
161,T162,T162,Jeff Gove,89,"32' 11""",692.0,21,+9
162,T162,T162,Steve Lowery,98,"32' 11""",395.0,12,+4
163,164,164,Chris DiMarco,111,"33' 0""",495.5,15,+6
164,165,165,Jess Daley,76,"33' 3""",398.833,12,+3
165,166,166,Russ Cochran,68,"33' 6""",334.917,10,+4
166,167,167,Kent Jones,105,"34' 3""",445.167,13,+3
167,168,168,Garrett Willis,80,"34' 4""",549.75,16,+6
168,169,169,Pat Bates,94,"34' 5""",309.5,9,+3
169,170,170,Gary Nicklaus,66,"34' 6""",517.3330000000001,15,+3
170,171,171,Bradley Hughes,60,"35' 3""",387.5,11,+6
171,172,172,Boo Weekley,57,"35' 5""",319.08299999999997,9,+6
172,173,173,Paul Stankowski,100,"36' 7""",366.083,10,+3
173,174,174,Carl Paulson,84,"36' 8""",293.16700000000003,8,+5
174,175,175,Rod Pampling,98,"36' 9""",551.5,15,+3
175,176,176,Brad Lardon,59,"36' 10""",331.25,9,+4
176,177,177,Glen Hnatiuk,95,"36' 11""",406.417,11,+5
177,178,178,Tiger Woods,69,"37' 1""",222.25,6,+2
178,179,179,Joe Ogilvie,50,"37' 2""",185.917,5,+4
179,180,180,Brandel Chamblee,85,"37' 4""",410.833,11,+3
180,181,181,José Coceres,51,"37' 9""",528.9169999999999,14,+7
181,182,182,Brian Bateman,94,"38' 1""",304.58299999999997,8,+3
182,183,183,Michael Long,71,"38' 3""",458.5,12,E
183,184,184,Loren Roberts,93,"38' 6""",423.917,11,+2
184,185,185,Craig Parry,69,"38' 7""",386.167,10,+4
185,186,186,Brad Faxon,93,"39' 1""",391.167,10,+6
186,T187,T187,Robin Freeman,79,"39' 3""",746.0,19,+10
187,T187,T187,Phil Mickelson,97,"39' 3""",314.08299999999997,8,+2
188,189,189,Jonathan Kaye,83,"40' 6""",729.0830000000001,18,+3
189,190,190,Cameron Beckman,87,"40' 10""",653.5830000000001,16,+6
190,191,191,Jeff Maggert,83,"40' 11""",327.0,8,+3
191,192,192,Tim Herron,102,"41' 2""",370.667,9,E
192,T193,T193,David Duval,78,"41' 3""",329.667,8,+8
193,T193,T193,Hal Sutton,74,"41' 3""",247.667,6,+1
194,195,195,Justin Leonard,97,"42' 3""",295.75,7,+4
195,196,196,Jay Don Blake,107,"42' 7""",724.5830000000001,17,+8
196,197,197,Mike Weir,94,"44' 4""",354.917,8,+3
197,198,198,K.J. Choi,93,"45' 8""",228.417,5,+2
198,199,199,Bart Bryant,69,"45' 10""",366.333,8,+6
199,200,200,Jesper Parnevik,85,"47' 3""",283.25,6,+4
200,201,201,Brent Geiberger,95,"47' 11""",766.5830000000001,16,+8
201,202,202,Paul Azinger,69,"50' 2""",200.667,4,+2
