,Greens_or_Fringe_in_Regulation_RANK THIS WEEK,Greens_or_Fringe_in_Regulation_RANK LAST WEEK,Greens_or_Fringe_in_Regulation_PLAYER NAME,Greens_or_Fringe_in_Regulation_ROUNDS,Greens_or_Fringe_in_Regulation_%,Greens_or_Fringe_in_Regulation_TOTAL HIT,Greens_or_Fringe_in_Regulation_TOTAL ATTEMPTS,Greens_or_Fringe_in_Regulation_RTP SCORE
107,T108,T108,Brandel Chamblee,85,93.47,372,398,-80.0
108,T108,T108,Paul Gow,99,93.47,458,490,-106.0
109,110,110,Brian Gay,117,93.39,480,514,-133.0
110,111,111,Fred Couples,64,93.37,183,196,-50.0
111,112,112,Brad Lardon,59,93.33,252,270,-31.0
112,113,113,Justin Leonard,97,93.28,375,402,-88.0
113,114,114,Matt Kuchar,82,93.24,317,340,-89.0
114,115,115,Shigeki Maruyama,87,93.22,316,339,-90.0
115,116,116,Carl Paulson,84,93.16,395,424,-97.0
116,117,117,Spike McRoy,69,93.08,269,289,-58.0
117,118,118,Mark Calcavecchia,84,92.99,252,271,-81.0
118,119,119,Bob May,91,92.91,406,437,-95.0
119,T120,T120,Craig Barlow,62,92.79,309,333,-75.0
120,T120,T120,Ian Leggatt,97,92.79,399,430,-101.0
121,122,122,Jeff Maggert,83,92.75,307,331,-63.0
122,123,123,Dudley Hart,88,92.71,305,329,-49.0
123,124,124,Bradley Hughes,60,92.49,271,293,-45.0
124,125,125,Dicky Pride,51,92.39,267,289,-50.0
125,126,126,Rod Pampling,98,92.35,362,392,-110.0
126,127,127,Bob Burns,99,92.33,385,417,-82.0
127,128,128,David Frost,90,92.25,393,426,-98.0
128,T129,T129,Steve Allan,93,92.16,423,459,-121.0
129,T129,T129,Andrew Magee,91,92.16,329,357,-74.0
130,131,131,Phil Mickelson,97,92.04,393,427,-127.0
131,132,132,Brent Geiberger,95,91.99,379,412,-91.0
132,133,133,Mike Weir,94,91.92,330,359,-76.0
133,134,134,Brian Bateman,94,91.87,418,455,-88.0
134,135,135,Briny Baird,110,91.72,454,495,-109.0
135,136,136,Jerry Smith,91,91.5,377,412,-69.0
136,T137,T137,Neal Lancaster,101,91.49,387,423,-88.0
137,T137,T137,Tom Pernice Jr.,101,91.49,398,435,-92.0
138,139,139,Robert Damron,85,91.48,376,411,-106.0
139,140,140,Tripp Isenhour,68,91.27,324,355,-69.0
140,141,141,Davis Love III,92,91.26,355,389,-119.0
141,142,142,Per-Ulrik Johansson,87,91.2,342,375,-76.0
142,143,143,Steve Lowery,98,91.18,393,431,-98.0
143,144,144,Bo Van Pelt,78,91.13,370,406,-86.0
144,145,145,Paul Claxton,83,91.08,388,426,-80.0
145,146,146,Kirk Triplett,84,91.05,285,313,-70.0
146,147,147,Paul Stankowski,100,90.71,381,420,-93.0
147,148,148,Stephen Gangluff,75,90.56,355,392,-74.0
148,149,149,Brad Faxon,93,90.54,316,349,-94.0
149,150,150,Edward Fryatt,94,90.32,364,403,-77.0
150,151,151,Mathew Goggin,64,90.31,289,320,-63.0
151,152,152,J.P. Hayes,78,90.22,286,317,-79.0
152,153,153,Cameron Beckman,87,90.11,319,354,-81.0
153,154,154,Ben Crane,91,90.1,355,394,-102.0
154,155,155,Jonathan Byrd,96,90.07,399,443,-129.0
155,156,156,Scott McCarron,106,90.0,387,430,-107.0
156,157,157,Richard Zokol,53,89.91,205,228,-47.0
157,158,158,Frank Nobilo,94,89.89,400,445,-80.0
158,159,159,Skip Kendall,103,89.85,416,463,-101.0
159,160,160,Steve Stricker,68,89.73,201,224,-47.0
160,161,161,Jason Hill,59,89.68,252,281,-42.0
161,162,162,Chris Riley,104,89.64,424,473,-116.0
162,163,163,Jess Daley,76,89.63,337,376,-78.0
163,164,164,Geoff Ogilvy,90,89.61,345,385,-106.0
164,165,165,John Daly,62,89.6,155,173,-49.0
165,T166,T166,Greg Chalmers,94,89.49,349,390,-96.0
166,T166,T166,Steve Pate,64,89.49,230,257,-53.0
167,168,168,Sergio Garcia,79,89.45,246,275,-65.0
168,169,169,Brett Quigley,93,89.28,408,457,-103.0
169,170,170,Michael Allen,76,89.21,281,315,-54.0
170,171,171,Franklin Langham,72,89.04,325,365,-60.0
171,172,172,Tommy Tolles,64,88.92,289,325,-82.0
172,173,173,Rory Sabbatini,69,88.84,223,251,-53.0
173,174,174,Brad Elder,76,88.79,293,330,-67.0
174,175,175,Jesper Parnevik,85,88.74,205,231,-49.0
175,176,176,Jonathan Kaye,83,88.71,377,425,-88.0
176,177,177,Brian Watts,58,88.61,210,237,-39.0
177,178,178,Miguel Angel Jiménez,60,88.55,201,227,-36.0
178,179,179,Lee Porter,91,88.33,371,420,-72.0
179,180,180,Corey Pavin,78,88.27,286,324,-64.0
180,181,181,David Morland IV,58,88.03,272,309,-64.0
181,182,182,Greg Kraft,86,88.02,360,409,-82.0
182,183,183,Harrison Frazar,88,87.87,326,371,-84.0
183,184,184,Steve Elkington,82,87.77,280,319,-65.0
184,185,185,José Coceres,51,87.74,186,212,-36.0
185,186,186,Paul Azinger,69,87.56,190,217,-53.0
186,187,187,Pete Jordan,78,87.47,321,367,-55.0
187,188,188,Eduardo Herrera,59,87.38,270,309,-30.0
188,189,189,Kaname Yokoo,74,87.18,272,312,-61.0
189,190,190,Craig Perks,91,87.16,285,327,-68.0
190,191,191,Brenden Pappas,62,86.64,266,307,-66.0
191,192,192,Mike Hulbert,55,86.57,187,216,-31.0
192,193,193,Garrett Willis,80,86.17,324,376,-80.0
193,194,194,Scott Simpson,61,85.82,242,282,-46.0
194,195,195,Esteban Toledo,106,85.41,357,418,-70.0
195,196,196,José María Olazábal,71,85.06,222,261,-62.0
196,197,197,Brian Henninger,66,84.76,278,328,-64.0
197,198,198,Joe Ogilvie,50,84.35,221,262,-52.0
198,199,199,Bob Heintz,68,83.72,252,301,-65.0
199,200,200,Bryce Molder,65,82.93,306,369,-84.0
200,201,201,Gary Nicklaus,66,82.43,244,296,-42.0
201,202,202,Deane Pappas,90,81.73,322,394,-78.0
