,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
87,T88,T88,J.B. Holmes,77,"12' 7""",604.4169999999999,48,122
88,T88,T88,Ryan Palmer,69,"12' 7""",566.9169999999999,45,159
89,T88,T88,Andrew Putnam,97,"12' 7""",867.5,69,32
90,T91,T91,Charles Howell III,104,"12' 8""",758.25,60,44
91,T91,T91,John Huh,94,"12' 8""",989.9169999999999,78,100
92,T91,T91,Harold Varner III,91,"12' 8""",734.5,58,96
93,T94,T94,Hideki Matsuyama,75,"12' 9""",649.5,51,47
94,T94,T94,Keith Mitchell,99,"12' 9""",843.5,66,137
95,T94,T94,Scott Stallings,96,"12' 9""",907.4169999999999,71,45
96,T97,T97,Roberto Díaz,72,"12' 10""",577.5,45,87
97,T97,T97,Adam Hadwin,92,"12' 10""",809.25,63,85
98,T97,T97,Sung Kang,89,"12' 10""",822.3330000000001,64,189
99,T97,T97,Tom Lovelady,87,"12' 10""",743.6669999999999,58,190
100,T101,T101,Lucas Glover,65,"12' 11""",528.4169999999999,41,64
101,T101,T101,Scott Piercy,84,"12' 11""",773.1669999999999,60,145
102,T101,T101,Michael Thompson,62,"12' 11""",556.5830000000001,43,148
103,T101,T101,Johnson Wagner,75,"12' 11""",554.5830000000001,43,2
104,T105,T105,Tyler Duncan,97,"13' 0""",754.75,58,186
105,T105,T105,Retief Goosen,60,"13' 0""",389.167,30,124
106,T105,T105,Daniel Summerhays,51,"13' 0""",494.5,38,167
107,T105,T105,Aaron Wise,90,"13' 0""",948.25,73,141
108,T109,T109,Bronson Burgoon,69,"13' 1""",563.0,43,156
109,T109,T109,Kevin Chappell,77,"13' 1""",629.8330000000001,48,141
110,T109,T109,Marc Leishman,93,"13' 1""",930.8330000000001,71,75
111,T109,T109,Denny McCarthy,71,"13' 1""",628.3330000000001,48,64
112,T113,T113,Martin Flores,92,"13' 2""",831.9169999999999,63,165
113,T113,T113,Brian Harman,94,"13' 2""",896.5830000000001,68,126
114,T113,T113,Rod Pampling,62,"13' 2""",460.5,35,134
115,T113,T113,Jonathan Randolph,71,"13' 2""",751.3330000000001,57,64
116,T113,T113,Charl Schwartzel,65,"13' 2""",527.5830000000001,40,101
117,T113,T113,Brendan Steele,74,"13' 2""",709.8330000000001,54,187
118,T113,T113,Nick Taylor,94,"13' 2""",1001.4169999999999,76,29
119,120,120,Beau Hossler,104,"13' 3""",1387.6670000000001,105,58
120,T121,T121,Blayne Barber,69,"13' 4""",478.667,36,114
121,T121,T121,Ryan Blaum,81,"13' 4""",828.9169999999999,62,158
122,T121,T121,Jason Dufner,71,"13' 4""",575.0830000000001,43,94
123,T121,T121,Billy Hurley III,70,"13' 4""",695.0,52,164
124,T121,T121,Jhonattan Vegas,92,"13' 4""",868.1669999999999,65,84
125,T126,T126,Ricky Barnes,65,"13' 5""",535.75,40,115
126,T126,T126,Corey Conners,97,"13' 5""",776.25,58,112
127,T126,T126,Brandon Harkins,101,"13' 5""",1114.917,83,146
128,T126,T126,David Hearn,66,"13' 5""",322.16700000000003,24,154
129,T126,T126,Rory Sabbatini,91,"13' 5""",695.6669999999999,52,35
130,T131,T131,Abraham Ancer,98,"13' 6""",877.25,65,20
131,T131,T131,Francesco Molinari,73,"13' 6""",863.4169999999999,64,82
132,T131,T131,Sean O'Hair,67,"13' 6""",633.9169999999999,47,110
133,T131,T131,Patrick Rodgers,97,"13' 6""",969.25,72,119
134,T131,T131,Justin Rose,70,"13' 6""",446.833,33,15
135,T136,T136,Brice Garnett,99,"13' 7""",785.4169999999999,58,83
136,T136,T136,Robert Streb,78,"13' 7""",829.5,61,184
137,T138,T138,Patrick Cantlay,87,"13' 8""",711.0830000000001,52,109
138,T138,T138,Bryson DeChambeau,93,"13' 8""",722.1669999999999,53,63
139,T140,T140,Stewart Cink,87,"13' 9""",756.0830000000001,55,152
140,T140,T140,Billy Horschel,86,"13' 9""",922.5830000000001,67,98
141,T140,T140,Shawn Stefani,76,"13' 9""",548.4169999999999,40,89
142,T140,T140,Kevin Tway,110,"13' 9""",1139.25,83,132
143,144,144,Fabián Gómez,88,"13' 10""",762.25,55,79
144,T145,T145,Scott Brown,102,"13' 11""",1152.917,83,170
145,T145,T145,Lanto Griffin,80,"13' 11""",681.9169999999999,49,150
146,T145,T145,Richy Werenski,98,"13' 11""",779.0830000000001,56,138
147,T148,T148,Alex Cejka,77,"14' 0""",589.4169999999999,42,6
148,T148,T148,Trey Mullinax,75,"14' 0""",911.6669999999999,65,174
149,T148,T148,Alex Noren,67,"14' 0""",869.6669999999999,62,30
150,T151,T151,Paul Casey,74,"14' 1""",535.0,38,50
151,T151,T151,Tommy Fleetwood,73,"14' 1""",717.5,51,148
152,T151,T151,Nicholas Lindheim,77,"14' 1""",916.0,65,180
153,T151,T151,Brandt Snedeker,84,"14' 1""",915.6669999999999,65,57
154,T151,T151,Bubba Watson,90,"14' 1""",1011.6669999999999,72,135
155,156,156,Talor Gooch,78,"14' 2""",707.8330000000001,50,69
156,T157,T157,Keegan Bradley,98,"14' 3""",711.8330000000001,50,131
157,T157,T157,Kyle Stanley,93,"14' 3""",785.0,55,169
158,T159,T159,Martin Laird,73,"14' 4""",515.8330000000001,36,73
159,T159,T159,Chez Reavie,93,"14' 4""",529.0,37,27
160,T159,T159,Gary Woodland,96,"14' 4""",788.1669999999999,55,173
161,T162,T162,Aaron Baddeley,84,"14' 6""",841.75,58,39
162,T162,T162,Brian Gay,103,"14' 6""",1014.5,70,13
163,T162,T162,Kyle Thompson,50,"14' 6""",450.583,31,178
164,T165,T165,Russell Knox,94,"14' 7""",757.1669999999999,52,70
165,T165,T165,Seamus Power,86,"14' 7""",742.0830000000001,51,7
166,T165,T165,Conrad Shindler,60,"14' 7""",422.333,29,58
167,T168,T168,J.J. Henry,81,"14' 8""",660.0830000000001,45,171
168,T168,T168,C.T. Pan,104,"14' 8""",808.9169999999999,55,128
169,170,170,Dominic Bozzelli,65,"14' 9""",823.9169999999999,56,78
170,T171,T171,Charley Hoffman,87,"14' 10""",829.5830000000001,56,143
171,T171,T171,Troy Merritt,89,"14' 10""",859.8330000000001,58,107
172,173,173,Chris Stroud,81,"14' 11""",837.4169999999999,56,60
173,174,174,Shane Lowry,64,"15' 0""",629.9169999999999,42,181
174,175,175,Matt Atkins,56,"15' 1""",603.4169999999999,40,107
175,176,176,Nate Lashley,51,"15' 2""",348.667,23,49
176,177,177,Whee Kim,93,"15' 3""",883.0,58,87
177,178,178,Ethan Tracy,72,"15' 4""",629.4169999999999,41,166
178,T179,T179,Russell Henley,77,"15' 5""",691.9169999999999,45,175
179,T179,T179,David Lingmerth,82,"15' 5""",754.5830000000001,49,86
180,T179,T179,Ben Martin,64,"15' 5""",846.25,55,81
181,182,182,Bill Haas,76,"15' 6""",976.25,63,51
182,183,183,Mackenzie Hughes,80,"15' 7""",1042.5,67,177
183,184,184,J.J. Spaun,85,"16' 1""",866.6669999999999,54,150
184,185,185,Rafa Cabrera Bello,75,"16' 3""",536.0,33,99
185,186,186,Hunter Mahan,67,"16' 4""",834.4169999999999,51,80
186,187,187,Chad Campbell,87,"16' 5""",707.6669999999999,43,71
187,T188,T188,Graeme McDowell,67,"16' 7""",730.9169999999999,44,61
188,T188,T188,Adam Schenk,86,"16' 7""",1212.25,73,172
189,190,190,Nick Watney,94,"16' 8""",951.0830000000001,57,153
190,191,191,Andrew Landry,82,"16' 9""",887.5830000000001,53,125
191,192,192,Satoshi Kodaira,51,"17' 8""",530.25,30,192
192,193,193,Ian Poulter,73,"18' 1""",651.0,36,123
