,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
116,117,117,Sean O'Hair,67,+.030,33,+1.00
117,118,118,Billy Hurley III,70,+.031,32,+1.00
118,T119,T119,Kevin Streelman,94,+.034,29,+1.00
119,T119,T119,Tiger Woods,68,+.034,29,+1.00
120,T121,T121,Bud Cauley,55,+.038,26,+1.00
121,T121,T121,Alex Noren,67,+.038,26,+1.00
122,T121,T121,Rob Oppenheim,74,+.038,26,+1.00
123,T124,T124,Ricky Barnes,65,+.040,25,+1.00
124,T124,T124,Rickie Fowler,74,+.040,25,+1.00
125,126,126,Brian Stuard,103,+.042,48,+2.00
126,127,127,Charles Howell III,104,+.043,47,+2.00
127,T128,T128,Brooks Koepka,64,+.045,22,+1.00
128,T128,T128,Steve Wheatcroft,60,+.045,22,+1.00
129,130,130,James Hahn,85,+.047,43,+2.00
130,131,131,Dustin Johnson,77,+.050,20,+1.00
131,132,132,Michael Kim,74,+.053,19,+1.00
132,133,133,Abraham Ancer,98,+.055,55,+3.00
133,T134,T134,Joel Dahmen,93,+.056,36,+2.00
134,T134,T134,Peter Malnati,87,+.056,36,+2.00
135,136,136,Stephan Jaeger,81,+.057,35,+2.00
136,137,137,Ollie Schniederjans,91,+.059,34,+2.00
137,138,138,Jhonattan Vegas,92,+.061,33,+2.00
138,139,139,Adam Schenk,86,+.063,32,+2.00
139,140,140,Gary Woodland,96,+.065,31,+2.00
140,141,141,J.J. Henry,81,+.067,30,+2.00
141,142,142,Jason Dufner,71,+.068,44,+3.00
142,143,143,Webb Simpson,95,+.070,43,+3.00
143,T144,T144,Lucas Glover,65,+.071,28,+2.00
144,T144,T144,Ethan Tracy,72,+.071,28,+2.00
145,146,146,Andrew Landry,82,+.073,41,+3.00
146,T147,T147,Matt Atkins,56,+.074,27,+2.00
147,T147,T147,Cody Gribble,71,+.074,27,+2.00
148,T147,T147,Tom Lovelady,87,+.074,27,+2.00
149,T150,T150,Brian Gay,103,+.077,39,+3.00
150,T150,T150,David Hearn,66,+.077,26,+2.00
151,152,152,Cameron Percy,56,+.080,25,+2.00
152,153,153,Martin Flores,92,+.081,37,+3.00
153,154,154,Shane Lowry,64,+.083,24,+2.00
154,155,155,Brandon Harkins,101,+.085,47,+4.00
155,T156,T156,Paul Casey,74,+.091,22,+2.00
156,T156,T156,Peter Uihlein,83,+.091,22,+2.00
157,158,158,Nick Watney,94,+.093,43,+4.00
158,T159,T159,Brice Garnett,99,+.095,42,+4.00
159,T159,T159,Anirban Lahiri,82,+.095,21,+2.00
160,161,161,Matt Kuchar,88,+.097,31,+3.00
161,162,162,J.B. Holmes,77,+.100,30,+3.00
162,163,163,Si Woo Kim,108,+.102,49,+5.00
163,164,164,Ryan Moore,78,+.103,29,+3.00
164,165,165,Fabián Gómez,88,+.105,38,+4.00
165,166,166,Retief Goosen,60,+.107,28,+3.00
166,T167,T167,Ryan Palmer,69,+.111,36,+4.00
167,T167,T167,Patrick Rodgers,97,+.111,36,+4.00
168,T169,T169,Charl Schwartzel,65,+.114,35,+4.00
169,T169,T169,Jimmy Walker,81,+.114,35,+4.00
170,171,171,Nick Taylor,94,+.125,40,+5.00
171,172,172,Adam Scott,78,+.129,31,+4.00
172,T173,T173,Kiradech Aphibarnrat,51,+.130,23,+3.00
173,T173,T173,Jim Furyk,50,+.130,23,+3.00
174,175,175,Chad Campbell,87,+.132,38,+5.00
175,176,176,Richy Werenski,98,+.133,30,+4.00
176,177,177,Talor Gooch,78,+.135,37,+5.00
177,178,178,Jamie Lovemark,92,+.140,43,+6.00
178,T179,T179,Lanto Griffin,80,+.143,28,+4.00
179,T179,T179,Denny McCarthy,71,+.143,21,+3.00
180,181,181,Hideki Matsuyama,75,+.148,27,+4.00
181,T182,T182,Russell Knox,94,+.154,26,+4.00
182,T182,T182,Kyle Thompson,50,+.154,26,+4.00
183,184,184,Andrew Yun,51,+.158,19,+3.00
184,185,185,Pat Perez,82,+.160,25,+4.00
185,186,186,Martin Piller,79,+.174,23,+4.00
186,187,187,Nicholas Lindheim,77,+.179,28,+5.00
187,188,188,Tyrrell Hatton,58,+.182,22,+4.00
188,189,189,Tommy Fleetwood,73,+.190,21,+4.00
189,190,190,Jon Rahm,71,+.192,26,+5.00
190,191,191,Tyler Duncan,97,+.205,39,+8.00
191,192,192,Brendan Steele,74,+.219,32,+7.00
192,193,193,Trey Mullinax,75,+.222,27,+6.00
