,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
65,T58,T58,Grayson Murray,72,"7' 4""",3512.75,478,176
66,T58,T58,Ollie Schniederjans,91,"7' 4""",4188.25,571,126
67,T58,T58,Charl Schwartzel,65,"7' 4""",2528.0,346,101
68,T58,T58,Kevin Streelman,94,"7' 4""",3825.333,520,43
69,T70,T70,Abraham Ancer,98,"7' 5""",4501.25,610,20
70,T70,T70,Billy Hurley III,70,"7' 5""",3031.083,409,164
71,T70,T70,Hideki Matsuyama,75,"7' 5""",2728.5,369,47
72,T70,T70,William McGirt,84,"7' 5""",3691.917,499,19
73,T70,T70,Phil Mickelson,90,"7' 5""",3724.333,500,91
74,T70,T70,Ryan Palmer,69,"7' 5""",3246.667,436,159
75,T70,T70,Seamus Power,86,"7' 5""",3582.333,482,7
76,T70,T70,Jon Rahm,71,"7' 5""",2448.25,331,121
77,T70,T70,Xander Schauffele,96,"7' 5""",3957.083,534,104
78,T70,T70,Henrik Stenson,60,"7' 5""",1912.6670000000001,258,48
79,T70,T70,Vaughn Taylor,83,"7' 5""",3302.333,447,62
80,T70,T70,Kevin Tway,110,"7' 5""",4779.583,641,132
81,T70,T70,Harold Varner III,91,"7' 5""",3933.667,528,96
82,T70,T70,Richy Werenski,98,"7' 5""",3695.25,496,138
83,T84,T84,Ben Crane,65,"7' 6""",2397.667,321,16
84,T84,T84,Robert Garrigus,80,"7' 6""",3787.583,503,129
85,T84,T84,Branden Grace,67,"7' 6""",2403.167,320,105
86,T84,T84,Kelly Kraft,94,"7' 6""",4009.667,534,77
87,T84,T84,Francesco Molinari,73,"7' 6""",2833.667,377,82
88,T84,T84,C.T. Pan,104,"7' 6""",3845.333,514,128
89,T84,T84,Shawn Stefani,76,"7' 6""",2966.917,394,89
90,T84,T84,Brian Stuard,103,"7' 6""",4035.25,541,72
91,T84,T84,Nick Taylor,94,"7' 6""",3867.75,515,29
92,T84,T84,Tyrone Van Aswegen,101,"7' 6""",4358.083,582,97
93,T94,T94,Ryan Blaum,81,"7' 7""",3816.167,501,158
94,T94,T94,Dominic Bozzelli,65,"7' 7""",3631.333,478,78
95,T94,T94,Rafa Cabrera Bello,75,"7' 7""",2341.583,308,99
96,T94,T94,Lucas Glover,65,"7' 7""",2594.25,342,64
97,T94,T94,Fabián Gómez,88,"7' 7""",3607.0,475,79
98,T94,T94,Brian Harman,94,"7' 7""",3786.917,499,126
99,T94,T94,Sung Kang,89,"7' 7""",3731.333,494,189
100,T94,T94,Russell Knox,94,"7' 7""",3401.417,450,70
101,T94,T94,Anirban Lahiri,82,"7' 7""",3725.417,492,92
102,T94,T94,Andrew Putnam,97,"7' 7""",3762.75,497,32
103,T94,T94,Jonathan Randolph,71,"7' 7""",3628.25,477,64
104,T94,T94,Sam Ryder,82,"7' 7""",3264.083,431,139
105,T94,T94,Chris Stroud,81,"7' 7""",3354.5,443,60
106,T94,T94,Peter Uihlein,83,"7' 7""",3338.583,441,102
107,T108,T108,Talor Gooch,78,"7' 8""",3683.583,481,69
108,T108,T108,Bill Haas,76,"7' 8""",3558.75,464,51
109,T108,T108,John Huh,94,"7' 8""",4435.167,578,100
110,T108,T108,Jason Kokrak,99,"7' 8""",4379.0,573,162
111,T108,T108,David Lingmerth,82,"7' 8""",3777.75,491,86
112,T108,T108,Ben Martin,64,"7' 8""",3424.833,445,81
113,T108,T108,Keith Mitchell,99,"7' 8""",4339.167,564,137
114,T108,T108,Sean O'Hair,67,"7' 8""",3302.417,432,110
115,T108,T108,Pat Perez,82,"7' 8""",2697.417,352,155
116,T108,T108,Ian Poulter,73,"7' 8""",2564.75,335,123
117,T108,T108,Chez Reavie,93,"7' 8""",2984.583,391,27
118,T108,T108,Brandt Snedeker,84,"7' 8""",3713.917,484,57
119,T108,T108,Scott Stallings,96,"7' 8""",4357.167,568,45
120,T121,T121,Keegan Bradley,98,"7' 9""",4073.417,526,131
121,T121,T121,Chad Campbell,87,"7' 9""",3494.667,452,71
122,T121,T121,Patrick Cantlay,87,"7' 9""",3449.167,446,109
123,T121,T121,Harris English,84,"7' 9""",4006.333,515,103
124,T121,T121,Emiliano Grillo,94,"7' 9""",3760.167,487,41
125,T121,T121,Michael Kim,74,"7' 9""",3150.417,405,144
126,T121,T121,Troy Merritt,89,"7' 9""",4247.5,548,107
127,T121,T121,Rod Pampling,62,"7' 9""",2737.0,354,134
128,T121,T121,Sam Saunders,80,"7' 9""",3866.167,500,147
129,T121,T121,Adam Scott,78,"7' 9""",2928.417,376,168
130,T121,T121,Hudson Swafford,73,"7' 9""",2573.833,332,179
131,T121,T121,Cameron Tringale,67,"7' 9""",2513.417,326,160
132,T121,T121,Xinjun Zhang,81,"7' 9""",3063.333,394,95
133,T134,T134,Corey Conners,97,"7' 10""",3915.0,502,112
134,T134,T134,Brice Garnett,99,"7' 10""",4243.167,543,83
135,T134,T134,Chesson Hadley,103,"7' 10""",4444.667,568,136
136,T134,T134,James Hahn,85,"7' 10""",3700.75,474,67
137,T134,T134,J.J. Henry,81,"7' 10""",2946.833,376,171
138,T134,T134,Nicholas Lindheim,77,"7' 10""",2867.167,367,180
139,T134,T134,Denny McCarthy,71,"7' 10""",2577.167,330,64
140,T134,T134,Martin Piller,79,"7' 10""",4123.0,527,106
141,T134,T134,Daniel Summerhays,51,"7' 10""",2599.083,333,167
142,T134,T134,Jhonattan Vegas,92,"7' 10""",3883.667,498,84
143,T144,T144,Bronson Burgoon,69,"7' 11""",2991.333,378,156
144,T144,T144,Tyler Duncan,97,"7' 11""",4105.583,518,186
145,T144,T144,Whee Kim,93,"7' 11""",4034.333,509,87
146,T144,T144,Graeme McDowell,67,"7' 11""",2634.417,334,61
147,T144,T144,Scott Piercy,84,"7' 11""",3485.25,439,145
148,T144,T144,J.T. Poston,73,"7' 11""",3152.25,399,111
149,T144,T144,Andrew Yun,51,"7' 11""",2039.8329999999999,257,193
150,T151,T151,Daniel Berger,81,"8' 0""",3401.25,423,76
151,T151,T151,Greg Chalmers,56,"8' 0""",2783.083,348,185
152,T151,T151,Bryson DeChambeau,93,"8' 0""",4102.667,513,63
153,T151,T151,Tommy Fleetwood,73,"8' 0""",2993.417,376,148
154,T151,T151,Cody Gribble,71,"8' 0""",3504.417,437,183
155,T151,T151,Brandon Harkins,101,"8' 0""",4808.583,603,146
156,T151,T151,Kevin Kisner,89,"8' 0""",3428.333,429,52
157,T151,T151,Nate Lashley,51,"8' 0""",1734.1670000000001,217,49
158,T151,T151,Shane Lowry,64,"8' 0""",2746.833,344,181
159,T151,T151,Kyle Stanley,93,"8' 0""",3433.667,427,169
160,T151,T151,Robert Streb,78,"8' 0""",3239.75,406,184
161,T162,T162,Matt Atkins,56,"8' 1""",2567.0,319,107
162,T162,T162,Martin Flores,92,"8' 1""",4027.333,497,165
163,T162,T162,Billy Horschel,86,"8' 1""",3824.417,473,98
164,T162,T162,Beau Hossler,104,"8' 1""",5038.417,624,58
165,T162,T162,Mackenzie Hughes,80,"8' 1""",3753.417,465,177
166,T162,T162,Andrew Landry,82,"8' 1""",4053.083,503,125
167,T162,T162,Patrick Rodgers,97,"8' 1""",4185.25,517,119
168,T162,T162,Ben Silverman,90,"8' 1""",4389.5,541,116
169,T162,T162,Brett Stegmaier,67,"8' 1""",2223.583,276,140
170,T162,T162,Steve Wheatcroft,60,"8' 1""",2419.917,300,42
171,T162,T162,Aaron Wise,90,"8' 1""",4348.917,536,141
172,T173,T173,Kevin Chappell,77,"8' 2""",3535.083,433,141
173,T173,T173,Zecheng Dou,53,"8' 2""",2121.5,260,191
174,T173,T173,Matt Every,79,"8' 2""",3872.5,475,188
175,T173,T173,Tom Lovelady,87,"8' 2""",4004.917,491,190
176,T173,T173,Brendan Steele,74,"8' 2""",3064.833,374,187
177,T173,T173,Kyle Thompson,50,"8' 2""",2117.417,260,178
178,T173,T173,Michael Thompson,62,"8' 2""",2745.917,337,148
179,T173,T173,Ethan Tracy,72,"8' 2""",3114.5,381,166
180,T173,T173,Gary Woodland,96,"8' 2""",3872.333,472,173
181,T182,T182,Lanto Griffin,80,"8' 3""",3398.333,413,150
182,T182,T182,Patton Kizzire,92,"8' 3""",3961.0,480,160
183,T182,T182,Alex Noren,67,"8' 3""",2948.917,358,30
184,T182,T182,Nick Watney,94,"8' 3""",4342.583,529,153
185,186,186,Scott Brown,102,"8' 4""",4875.583,586,170
186,T187,T187,Hunter Mahan,67,"8' 5""",2850.833,338,80
187,T187,T187,J.J. Spaun,85,"8' 5""",3786.833,451,150
188,189,189,Adam Schenk,86,"8' 6""",3995.083,469,172
189,T190,T190,Russell Henley,77,"8' 8""",3153.417,365,175
190,T190,T190,Bubba Watson,90,"8' 8""",4289.417,494,135
191,192,192,Satoshi Kodaira,51,"9' 0""",2676.667,297,192
192,193,193,Trey Mullinax,75,"9' 3""",4027.5,434,174
