,Scrambling_from_the_Fringe_RANK THIS WEEK,Scrambling_from_the_Fringe_RANK LAST WEEK,Scrambling_from_the_Fringe_PLAYER NAME,Scrambling_from_the_Fringe_ROUNDS,Scrambling_from_the_Fringe_%,Scrambling_from_the_Fringe_SUCCESSES,Scrambling_from_the_Fringe_ATTEMPTS
55,T55,T55,Kevin Na,91,94.12,32,34
56,T55,T55,Robert Streb,78,94.12,32,34
57,58,58,Danny Lee,88,93.94,31,33
58,59,59,John Huh,94,93.75,45,48
59,T60,T60,Alex Cejka,77,93.55,29,31
60,T60,T60,Mackenzie Hughes,80,93.55,29,31
61,T60,T60,Xander Schauffele,96,93.55,29,31
62,63,63,Kyle Stanley,93,93.33,28,30
63,64,64,Tony Finau,105,93.18,41,44
64,T65,T65,Robert Garrigus,80,92.86,39,42
65,T65,T65,Bill Haas,76,92.86,26,28
66,T65,T65,Tyrone Van Aswegen,101,92.86,39,42
67,68,68,Marc Leishman,93,92.68,38,41
68,69,69,Michael Thompson,62,92.59,25,27
69,T70,T70,Brian Harman,94,92.5,37,40
70,T70,T70,Harold Varner III,91,92.5,37,40
71,72,72,Aaron Baddeley,84,92.45,49,53
72,T73,T73,Wesley Bryan,69,92.31,24,26
73,T73,T73,Bryson DeChambeau,93,92.31,24,26
74,T73,T73,Zecheng Dou,53,92.31,12,13
75,T73,T73,Zach Johnson,94,92.31,36,39
76,T77,T77,Rafa Cabrera Bello,75,92.0,23,25
77,T77,T77,Rickie Fowler,74,92.0,23,25
78,T77,T77,Louis Oosthuizen,62,92.0,23,25
79,80,80,Shawn Stefani,76,91.89,34,37
80,T81,T81,Tom Hoge,101,91.67,44,48
81,T81,T81,Kelly Kraft,94,91.67,33,36
82,83,83,Kevin Tway,110,91.49,43,47
83,84,84,Stephan Jaeger,81,91.43,32,35
84,T85,T85,Daniel Berger,81,91.3,21,23
85,T85,T85,Chris Kirk,108,91.3,42,46
86,T87,T87,Byeong Hun An,86,91.18,31,34
87,T87,T87,Chez Reavie,93,91.18,31,34
88,T89,T89,"Ted Potter, Jr.",87,90.91,30,33
89,T89,T89,Peter Uihlein,83,90.91,20,22
90,T89,T89,Jhonattan Vegas,92,90.91,30,33
91,T89,T89,Steve Wheatcroft,60,90.91,20,22
92,T93,T93,Seamus Power,86,90.7,39,43
93,T93,T93,Nick Watney,94,90.7,39,43
94,T95,T95,Greg Chalmers,56,90.48,19,21
95,T95,T95,Brice Garnett,99,90.48,38,42
96,T95,T95,Jason Kokrak,99,90.48,38,42
97,T98,T98,Matt Kuchar,88,90.32,28,31
98,T98,T98,J.J. Spaun,85,90.32,28,31
99,100,100,Ben Silverman,90,90.2,46,51
100,T101,T101,J.J. Henry,81,90.0,27,30
101,T101,T101,Dustin Johnson,77,90.0,18,20
102,103,103,Brian Gay,103,89.74,35,39
103,T104,T104,Zac Blair,64,89.66,26,29
104,T104,T104,Ryan Moore,78,89.66,26,29
105,T104,T104,Kevin Streelman,94,89.66,26,29
106,T104,T104,Cameron Tringale,67,89.66,26,29
107,T104,T104,Tiger Woods,68,89.66,26,29
108,109,109,Michael Kim,74,89.47,17,19
109,T110,T110,Jonas Blixt,67,89.29,25,28
110,T110,T110,Conrad Shindler,60,89.29,25,28
111,112,112,C.T. Pan,104,89.19,33,37
112,T113,T113,Harris English,84,88.89,32,36
113,T113,T113,Cody Gribble,71,88.89,24,27
114,T113,T113,Russell Henley,77,88.89,24,27
115,T113,T113,Luke List,98,88.89,40,45
116,T113,T113,Troy Merritt,89,88.89,32,36
117,T113,T113,Justin Rose,70,88.89,24,27
118,119,119,Ryan Armour,109,88.68,47,53
119,120,120,Bud Cauley,55,88.46,23,26
120,T121,T121,Scott Brown,102,88.37,38,43
121,T121,T121,James Hahn,85,88.37,38,43
122,T121,T121,Webb Simpson,95,88.37,38,43
123,T124,T124,Chesson Hadley,103,88.24,45,51
124,T124,T124,Martin Laird,73,88.24,30,34
125,T124,T124,Patrick Reed,94,88.24,30,34
126,127,127,Derek Fathauer,84,88.1,37,42
127,128,128,Cameron Percy,56,88.0,22,25
128,129,129,Sean O'Hair,67,87.88,29,33
129,T130,T130,Billy Hurley III,70,87.5,28,32
130,T130,T130,Shane Lowry,64,87.5,21,24
131,T130,T130,Sam Ryder,82,87.5,35,40
132,T130,T130,Brian Stuard,103,87.5,42,48
133,134,134,Abraham Ancer,98,87.27,48,55
134,135,135,Charles Howell III,104,87.23,41,47
135,136,136,Corey Conners,97,86.96,40,46
136,137,137,Fabián Gómez,88,86.84,33,38
137,T138,T138,Ryan Blaum,81,86.49,32,37
138,T138,T138,Kevin Chappell,77,86.49,32,37
139,T138,T138,Martin Flores,92,86.49,32,37
140,T138,T138,Emiliano Grillo,94,86.49,32,37
141,T142,T142,Jason Dufner,71,86.36,38,44
142,T142,T142,Brooks Koepka,64,86.36,19,22
143,T144,T144,Joel Dahmen,93,86.11,31,36
144,T144,T144,Peter Malnati,87,86.11,31,36
145,T144,T144,Patrick Rodgers,97,86.11,31,36
146,147,147,Jamie Lovemark,92,86.05,37,43
147,T148,T148,Lucas Glover,65,85.71,24,28
148,T148,T148,Retief Goosen,60,85.71,24,28
149,T148,T148,Nate Lashley,51,85.71,12,14
150,T148,T148,Nicholas Lindheim,77,85.71,24,28
151,T148,T148,Denny McCarthy,71,85.71,18,21
152,T148,T148,Jordan Spieth,81,85.71,24,28
153,T148,T148,Brett Stegmaier,67,85.71,30,35
154,T148,T148,Ethan Tracy,72,85.71,24,28
155,156,156,Andrew Landry,82,85.37,35,41
156,157,157,Matt Atkins,56,85.19,23,27
157,T158,T158,David Hearn,66,84.62,22,26
158,T158,T158,Grayson Murray,72,84.62,33,39
159,160,160,Adam Schenk,86,84.38,27,32
160,161,161,Adam Scott,78,83.87,26,31
161,162,162,Si Woo Kim,108,83.67,41,49
162,163,163,Ryan Palmer,69,83.33,30,36
163,164,164,Brandon Harkins,101,82.98,39,47
164,T165,T165,Charl Schwartzel,65,82.86,29,35
165,T165,T165,Jimmy Walker,81,82.86,29,35
166,167,167,Kiradech Aphibarnrat,51,82.61,19,23
167,168,168,Nick Taylor,94,82.5,33,40
168,169,169,Ollie Schniederjans,91,82.35,28,34
169,170,170,Lanto Griffin,80,82.14,23,28
170,171,171,Paul Casey,74,81.82,18,22
171,172,172,Chad Campbell,87,81.58,31,38
172,T173,T173,Tom Lovelady,87,81.48,22,27
173,T173,T173,Hideki Matsuyama,75,81.48,22,27
174,T173,T173,Trey Mullinax,75,81.48,22,27
175,176,176,Anirban Lahiri,82,80.95,17,21
176,177,177,Russell Knox,94,80.77,21,26
177,178,178,Gary Woodland,96,80.65,25,31
178,T179,T179,Ricky Barnes,65,80.0,20,25
179,T179,T179,J.B. Holmes,77,80.0,24,30
180,T179,T179,Pat Perez,82,80.0,20,25
181,T179,T179,Richy Werenski,98,80.0,24,30
182,183,183,Scott Piercy,84,79.41,27,34
183,184,184,Talor Gooch,78,78.38,29,37
184,T185,T185,Jim Furyk,50,78.26,18,23
185,T185,T185,Martin Piller,79,78.26,18,23
186,187,187,Brendan Steele,74,78.13,25,32
187,188,188,Tyrrell Hatton,58,77.27,17,22
188,T189,T189,Tyler Duncan,97,76.92,30,39
189,T189,T189,Jon Rahm,71,76.92,20,26
190,T189,T189,Kyle Thompson,50,76.92,20,26
191,192,192,Andrew Yun,51,73.68,14,19
192,193,193,Tommy Fleetwood,73,71.43,15,21
