,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
48,49,49,Conrad Shindler,60,0.42200000000000004,116,49.0
49,50,50,Tom Hoge,101,0.424,229,97.0
50,51,51,Joel Dahmen,93,0.426,195,83.0
51,52,52,Alex Noren,67,0.42700000000000005,96,41.0
52,T53,T53,Bill Haas,76,0.428,159,68.0
53,T53,T53,Shawn Stefani,76,0.428,152,65.0
54,T55,T55,Keegan Bradley,98,0.429,133,57.0
55,T55,T55,Kevin Chappell,77,0.429,133,57.0
56,T55,T55,Nick Taylor,94,0.429,156,67.0
57,T58,T58,Patrick Cantlay,87,0.43,128,55.0
58,T58,T58,Justin Rose,70,0.43,107,46.0
59,T60,T60,Jason Day,75,0.431,102,44.0
60,T60,T60,Rod Pampling,62,0.431,102,44.0
61,T60,T60,Pat Perez,82,0.431,123,53.0
62,63,63,"Ted Potter, Jr.",87,0.43200000000000005,192,83.0
63,T64,T64,Emiliano Grillo,94,0.433,157,68.0
64,T64,T64,Tiger Woods,68,0.433,120,52.0
65,66,66,Chris Stroud,81,0.434,173,75.0
66,T67,T67,David Hearn,66,0.435,115,50.0
67,T67,T67,Trey Mullinax,75,0.435,161,70.0
68,69,69,Cameron Smith,85,0.43700000000000006,142,62.0
69,70,70,Brice Garnett,99,0.43799999999999994,194,85.0
70,71,71,Rory Sabbatini,91,0.439,171,75.0
71,T72,T72,Zac Blair,64,0.44,134,59.0
72,T72,T72,Anirban Lahiri,82,0.44,168,74.0
73,T72,T72,Francesco Molinari,73,0.44,91,40.0
74,T75,T75,Fabián Gómez,88,0.441,177,78.0
75,T75,T75,Andrew Landry,82,0.441,188,83.0
76,T75,T75,Seamus Power,86,0.441,170,75.0
77,T78,T78,Ollie Schniederjans,91,0.442,190,84.0
78,T78,T78,Vaughn Taylor,83,0.442,163,72.0
79,80,80,Whee Kim,93,0.44299999999999995,210,93.0
80,T81,T81,David Lingmerth,82,0.444,187,83.0
81,T81,T81,Peter Malnati,87,0.444,205,91.0
82,T83,T83,Dominic Bozzelli,65,0.44799999999999995,172,77.0
83,T83,T83,Rob Oppenheim,74,0.44799999999999995,172,77.0
84,T85,T85,Ryan Armour,109,0.449,187,84.0
85,T85,T85,Paul Casey,74,0.449,107,48.0
86,87,87,Byeong Hun An,86,0.451,162,73.0
87,88,88,Bubba Watson,90,0.452,146,66.0
88,T89,T89,Bud Cauley,55,0.45299999999999996,106,48.0
89,T89,T89,Derek Fathauer,84,0.45299999999999996,203,92.0
90,T89,T89,Chesson Hadley,103,0.45299999999999996,181,82.0
91,T92,T92,Sam Ryder,82,0.455,154,70.0
92,T92,T92,Aaron Wise,90,0.455,187,85.0
93,T94,T94,Sean O'Hair,67,0.456,147,67.0
94,T94,T94,Scott Stallings,96,0.456,180,82.0
95,96,96,Danny Lee,88,0.457,175,80.0
96,97,97,Wesley Bryan,69,0.45799999999999996,131,60.0
97,T98,T98,J.B. Holmes,77,0.45899999999999996,172,79.0
98,T98,T98,Marc Leishman,93,0.45899999999999996,135,62.0
99,T98,T98,Hunter Mahan,67,0.45899999999999996,122,56.0
100,T101,T101,Corey Conners,97,0.46,189,87.0
101,T101,T101,Henrik Stenson,60,0.46,50,23.0
102,103,103,Rickie Fowler,74,0.461,128,59.0
103,T104,T104,Blayne Barber,69,0.462,130,60.0
104,T104,T104,Rafa Cabrera Bello,75,0.462,91,42.0
105,T104,T104,Ben Crane,65,0.462,119,55.0
106,T104,T104,Kelly Kraft,94,0.462,182,84.0
107,108,108,Beau Hossler,104,0.46299999999999997,201,93.0
108,109,109,Stephan Jaeger,81,0.46399999999999997,168,78.0
109,T110,T110,J.J. Henry,81,0.466,148,69.0
110,T110,T110,J.T. Poston,73,0.466,176,82.0
111,T110,T110,Patrick Reed,94,0.466,189,88.0
112,T113,T113,Ryan Blaum,81,0.467,165,77.0
113,T113,T113,James Hahn,85,0.467,152,71.0
114,T113,T113,Russell Knox,94,0.467,137,64.0
115,T113,T113,Luke List,98,0.467,184,86.0
116,117,117,Nicholas Lindheim,77,0.46799999999999997,158,74.0
117,118,118,Matt Atkins,56,0.469,113,53.0
118,T119,T119,Patton Kizzire,92,0.47,200,94.0
119,T119,T119,Xander Schauffele,96,0.47,166,78.0
120,T121,T121,Bronson Burgoon,69,0.47200000000000003,144,68.0
121,T121,T121,Brooks Koepka,64,0.47200000000000003,123,58.0
122,T121,T121,Troy Merritt,89,0.47200000000000003,197,93.0
123,124,124,Ben Martin,64,0.473,146,69.0
124,T125,T125,Jason Dufner,71,0.475,101,48.0
125,T125,T125,Billy Horschel,86,0.475,141,67.0
126,127,127,Aaron Baddeley,84,0.47600000000000003,170,81.0
127,128,128,Martin Laird,73,0.47700000000000004,130,62.0
128,T129,T129,Tyler Duncan,97,0.48,175,84.0
129,T129,T129,Grayson Murray,72,0.48,150,72.0
130,T131,T131,Jonas Blixt,67,0.48100000000000004,131,63.0
131,T131,T131,Bryson DeChambeau,93,0.48100000000000004,189,91.0
132,T131,T131,Lanto Griffin,80,0.48100000000000004,158,76.0
133,T134,T134,Brendan Steele,74,0.483,118,57.0
134,T134,T134,Brett Stegmaier,67,0.483,116,56.0
135,136,136,Jason Kokrak,99,0.485,163,79.0
136,137,137,Charles Howell III,104,0.48700000000000004,156,76.0
137,138,138,Michael Kim,74,0.488,160,78.0
138,139,139,C.T. Pan,104,0.489,184,90.0
139,140,140,Ryan Palmer,69,0.49200000000000005,126,62.0
140,T141,T141,Ricky Barnes,65,0.493,140,69.0
141,T141,T141,Chad Campbell,87,0.493,144,71.0
142,T141,T141,Cody Gribble,71,0.493,150,74.0
143,T141,T141,J.J. Spaun,85,0.493,142,70.0
144,T145,T145,Charley Hoffman,87,0.494,156,77.0
145,T145,T145,Ben Silverman,90,0.494,170,84.0
146,T145,T145,Ethan Tracy,72,0.494,172,85.0
147,148,148,Robert Streb,78,0.496,139,69.0
148,149,149,Tony Finau,105,0.49700000000000005,151,75.0
149,T150,T150,Roberto Díaz,72,0.5,156,78.0
150,T150,T150,Graeme McDowell,67,0.5,102,51.0
151,T150,T150,William McGirt,84,0.5,144,72.0
152,T150,T150,Cameron Percy,56,0.5,98,49.0
153,T150,T150,Patrick Rodgers,97,0.5,178,89.0
154,T150,T150,Nick Watney,94,0.5,204,102.0
155,156,156,Phil Mickelson,90,0.503,185,93.0
156,157,157,Jonathan Byrd,70,0.504,137,69.0
157,158,158,Mackenzie Hughes,80,0.506,172,87.0
158,159,159,John Huh,94,0.508,183,93.0
159,160,160,Harris English,84,0.509,165,84.0
160,T161,T161,Brandon Harkins,101,0.51,202,103.0
161,T161,T161,Brian Harman,94,0.51,151,77.0
162,T163,T163,Sam Saunders,80,0.513,152,78.0
163,T163,T163,Gary Woodland,96,0.513,156,80.0
164,165,165,Robert Garrigus,80,0.514,183,94.0
165,T166,T166,Hideki Matsuyama,75,0.515,103,53.0
166,T166,T166,Kevin Tway,110,0.515,202,104.0
167,168,168,Martin Flores,92,0.517,172,89.0
168,169,169,Harold Varner III,91,0.522,184,96.0
169,170,170,Xinjun Zhang,81,0.523,151,79.0
170,T171,T171,Scott Brown,102,0.524,208,109.0
171,T171,T171,Scott Piercy,84,0.524,126,66.0
172,T173,T173,Jonathan Randolph,71,0.527,182,96.0
173,T173,T173,Charl Schwartzel,65,0.527,93,49.0
174,T175,T175,Greg Chalmers,56,0.529,153,81.0
175,T175,T175,Keith Mitchell,99,0.529,187,99.0
176,177,177,Tom Lovelady,87,0.53,183,97.0
177,T178,T178,Billy Hurley III,70,0.534,163,87.0
178,T178,T178,Hudson Swafford,73,0.534,103,55.0
179,T180,T180,Matt Every,79,0.5379999999999999,182,98.0
180,T180,T180,Russell Henley,77,0.5379999999999999,106,57.0
181,182,182,Zecheng Dou,53,0.539,115,62.0
182,T183,T183,Shane Lowry,64,0.542,118,64.0
183,T183,T183,D.A. Points,63,0.542,155,84.0
184,T185,T185,Adam Schenk,86,0.5429999999999999,164,89.0
185,T185,T185,Adam Scott,78,0.5429999999999999,92,50.0
186,187,187,Michael Thompson,62,0.5489999999999999,113,62.0
187,188,188,Andrew Yun,51,0.5539999999999999,121,67.0
188,189,189,Sung Kang,89,0.557,192,107.0
189,190,190,Kyle Thompson,50,0.578,116,67.0
190,191,191,Matt Jones,70,0.583,139,81.0
191,192,192,Satoshi Kodaira,51,0.598,92,55.0
192,193,193,Cameron Tringale,67,0.66,141,93.0
