,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
106,T107,T107,Matt Atkins,56,57.6,197,342
107,T107,T107,Troy Merritt,89,57.6,307,533
108,109,109,Patrick Cantlay,87,57.58,243,422
109,110,110,Sean O'Hair,67,57.56,236,410
110,111,111,J.T. Poston,73,57.53,233,405
111,112,112,Corey Conners,97,57.52,287,499
112,113,113,"Ted Potter, Jr.",87,57.51,333,579
113,114,114,Blayne Barber,69,57.46,208,362
114,115,115,Ricky Barnes,65,57.4,221,385
115,116,116,Ben Silverman,90,57.36,304,530
116,117,117,Cameron Percy,56,57.3,157,274
117,118,118,Si Woo Kim,108,57.23,388,678
118,T119,T119,Tony Finau,105,57.22,301,526
119,T119,T119,Patrick Rodgers,97,57.22,329,575
120,121,121,Jon Rahm,71,57.18,203,355
121,122,122,J.B. Holmes,77,57.14,268,469
122,123,123,Ian Poulter,73,57.11,217,380
123,124,124,Retief Goosen,60,56.98,204,358
124,125,125,Andrew Landry,82,56.97,282,495
125,T126,T126,Brian Harman,94,56.95,299,525
126,T126,T126,Ollie Schniederjans,91,56.95,332,583
127,128,128,C.T. Pan,104,56.89,289,508
128,129,129,Robert Garrigus,80,56.84,270,475
129,130,130,Jonas Blixt,67,56.83,237,417
130,131,131,Keegan Bradley,98,56.78,293,516
131,132,132,Kevin Tway,110,56.77,352,620
132,133,133,Stephan Jaeger,81,56.76,252,444
133,134,134,Rod Pampling,62,56.67,221,390
134,135,135,Bubba Watson,90,56.64,256,452
135,136,136,Chesson Hadley,103,56.6,326,576
136,137,137,Keith Mitchell,99,56.55,302,534
137,138,138,Richy Werenski,98,56.49,309,547
138,139,139,Sam Ryder,82,56.47,227,402
139,140,140,Brett Stegmaier,67,56.44,184,326
140,T141,T141,Kevin Chappell,77,56.28,251,446
141,T141,T141,Aaron Wise,90,56.28,278,494
142,143,143,Charley Hoffman,87,56.22,271,482
143,144,144,Michael Kim,74,56.05,278,496
144,145,145,Scott Piercy,84,55.96,244,436
145,146,146,Brandon Harkins,101,55.88,328,587
146,147,147,Sam Saunders,80,55.79,260,466
147,T148,T148,Tommy Fleetwood,73,55.77,203,364
148,T148,T148,Michael Thompson,62,55.77,174,312
149,T150,T150,Lanto Griffin,80,55.76,242,434
150,T150,T150,J.J. Spaun,85,55.76,242,434
151,152,152,Stewart Cink,87,55.69,274,492
152,153,153,Nick Watney,94,55.68,289,519
153,154,154,David Hearn,66,55.65,187,336
154,155,155,Pat Perez,82,55.63,242,435
155,156,156,Bronson Burgoon,69,55.61,218,392
156,157,157,Kiradech Aphibarnrat,51,55.59,174,313
157,158,158,Ryan Blaum,81,55.46,264,476
158,159,159,Ryan Palmer,69,55.38,216,390
159,T160,T160,Patton Kizzire,92,55.24,274,496
160,T160,T160,Cameron Tringale,67,55.24,216,391
161,162,162,Jason Kokrak,99,55.11,291,528
162,163,163,Derek Fathauer,84,54.99,314,571
163,164,164,Billy Hurley III,70,54.93,234,426
164,165,165,Martin Flores,92,54.89,286,521
165,166,166,Ethan Tracy,72,54.88,236,430
166,167,167,Daniel Summerhays,51,54.86,192,350
167,168,168,Adam Scott,78,54.85,226,412
168,169,169,Kyle Stanley,93,54.8,251,458
169,170,170,Scott Brown,102,54.79,332,606
170,171,171,J.J. Henry,81,54.77,218,398
171,172,172,Adam Schenk,86,54.55,252,462
172,173,173,Gary Woodland,96,54.45,263,483
173,174,174,Trey Mullinax,75,54.42,234,430
174,175,175,Russell Henley,77,54.33,226,416
175,176,176,Grayson Murray,72,54.32,264,486
176,177,177,Mackenzie Hughes,80,54.19,252,465
177,178,178,Kyle Thompson,50,54.02,168,311
178,179,179,Hudson Swafford,73,54.01,202,374
179,180,180,Nicholas Lindheim,77,53.9,214,397
180,181,181,Shane Lowry,64,53.48,169,316
181,182,182,D.A. Points,63,53.32,233,437
182,183,183,Cody Gribble,71,53.3,234,439
183,184,184,Robert Streb,78,52.89,247,467
184,185,185,Greg Chalmers,56,52.85,213,403
185,186,186,Tyler Duncan,97,52.76,268,508
186,187,187,Brendan Steele,74,52.56,195,371
187,188,188,Matt Every,79,52.51,251,478
188,189,189,Sung Kang,89,52.4,295,563
189,190,190,Tom Lovelady,87,52.08,250,480
190,191,191,Zecheng Dou,53,51.56,165,320
191,192,192,Satoshi Kodaira,51,51.02,175,343
192,193,193,Andrew Yun,51,44.01,136,309
