,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
84,T73,T73,J.J. Spaun,85,"2' 9""",105.75,39,150
85,T73,T73,Richy Werenski,98,"2' 9""",109.167,40,138
86,T73,T73,Tiger Woods,68,"2' 9""",110.167,40,4
87,T88,T88,Scott Brown,102,"2' 10""",157.167,55,170
88,T88,T88,Rafa Cabrera Bello,75,"2' 10""",87.833,31,99
89,T88,T88,Roberto Díaz,72,"2' 10""",100.583,36,87
90,T88,T88,Joel Dahmen,93,"2' 10""",117.583,41,11
91,T88,T88,Jason Day,75,"2' 10""",78.917,28,25
92,T88,T88,Rickie Fowler,74,"2' 10""",98.583,35,14
93,T88,T88,Emiliano Grillo,94,"2' 10""",124.25,44,41
94,T88,T88,Beau Hossler,104,"2' 10""",156.583,56,58
95,T88,T88,Sung Kang,89,"2' 10""",116.417,41,189
96,T88,T88,Chris Kirk,108,"2' 10""",177.667,62,10
97,T88,T88,Jason Kokrak,99,"2' 10""",150.417,53,162
98,T88,T88,Scott Piercy,84,"2' 10""",126.083,45,145
99,T88,T88,"Ted Potter, Jr.",87,"2' 10""",122.667,43,113
100,T88,T88,Jhonattan Vegas,92,"2' 10""",129.25,45,84
101,T88,T88,Aaron Wise,90,"2' 10""",137.167,48,141
102,T103,T103,Ryan Armour,109,"2' 11""",196.25,67,55
103,T103,T103,Aaron Baddeley,84,"2' 11""",192.0,65,39
104,T103,T103,Ricky Barnes,65,"2' 11""",81.917,28,115
105,T103,T103,Ryan Blaum,81,"2' 11""",121.917,42,158
106,T103,T103,Wesley Bryan,69,"2' 11""",97.167,33,53
107,T103,T103,Jonathan Byrd,70,"2' 11""",136.167,47,93
108,T103,T103,Paul Casey,74,"2' 11""",78.083,27,50
109,T103,T103,Kevin Chappell,77,"2' 11""",124.5,43,141
110,T103,T103,Cody Gribble,71,"2' 11""",97.917,34,183
111,T103,T103,J.B. Holmes,77,"2' 11""",113.0,39,122
112,T103,T103,Patton Kizzire,92,"2' 11""",123.167,42,160
113,T103,T103,Jamie Lovemark,92,"2' 11""",156.5,53,40
114,T103,T103,Peter Malnati,87,"2' 11""",134.75,46,36
115,T103,T103,Francesco Molinari,73,"2' 11""",89.75,31,82
116,T103,T103,Jon Rahm,71,"2' 11""",96.833,33,121
117,T103,T103,Xander Schauffele,96,"2' 11""",121.25,42,104
118,T103,T103,Scott Stallings,96,"2' 11""",130.75,45,45
119,T103,T103,Nick Taylor,94,"2' 11""",138.0,48,29
120,T103,T103,Jimmy Walker,81,"2' 11""",118.833,41,74
121,T103,T103,Nick Watney,94,"2' 11""",166.333,57,153
122,T103,T103,Gary Woodland,96,"2' 11""",110.333,38,173
123,T124,T124,Daniel Berger,81,"3' 0""",87.25,29,76
124,T124,T124,Corey Conners,97,"3' 0""",190.5,63,112
125,T124,T124,Matt Every,79,"3' 0""",160.25,54,188
126,T124,T124,Retief Goosen,60,"3' 0""",104.5,35,124
127,T124,T124,Matt Kuchar,88,"3' 0""",106.167,35,9
128,T124,T124,Andrew Landry,82,"3' 0""",164.083,55,125
129,T124,T124,Trey Mullinax,75,"3' 0""",111.167,37,174
130,T124,T124,Grayson Murray,72,"3' 0""",145.75,48,176
131,T124,T124,C.T. Pan,104,"3' 0""",137.417,46,128
132,T124,T124,Sam Ryder,82,"3' 0""",165.333,55,139
133,T124,T124,Kyle Stanley,93,"3' 0""",119.417,40,169
134,T124,T124,Shawn Stefani,76,"3' 0""",142.333,47,89
135,T124,T124,Brian Stuard,103,"3' 0""",159.417,53,72
136,T124,T124,Vaughn Taylor,83,"3' 0""",130.667,44,62
137,T124,T124,Cameron Tringale,67,"3' 0""",106.5,36,160
138,T124,T124,Tyrone Van Aswegen,101,"3' 0""",177.5,59,97
139,T140,T140,Tyler Duncan,97,"3' 1""",137.417,44,186
140,T140,T140,Tony Finau,105,"3' 1""",157.0,51,119
141,T140,T140,Patrick Rodgers,97,"3' 1""",143.0,46,119
142,T140,T140,Ben Silverman,90,"3' 1""",186.333,60,116
143,T144,T144,Greg Chalmers,56,"3' 2""",95.0,30,185
144,T144,T144,Derek Fathauer,84,"3' 2""",174.583,55,163
145,T144,T144,Lucas Glover,65,"3' 2""",104.917,33,64
146,T144,T144,Bill Haas,76,"3' 2""",126.833,40,51
147,T144,T144,Chesson Hadley,103,"3' 2""",203.583,64,136
148,T144,T144,John Huh,94,"3' 2""",169.083,54,100
149,T144,T144,Russell Knox,94,"3' 2""",100.417,32,70
150,T144,T144,Tom Lovelady,87,"3' 2""",120.333,38,190
151,T144,T144,Jonathan Randolph,71,"3' 2""",135.25,43,64
152,T144,T144,Henrik Stenson,60,"3' 2""",114.667,36,48
153,T154,T154,Jason Dufner,71,"3' 3""",148.083,46,94
154,T154,T154,James Hahn,85,"3' 3""",170.75,52,67
155,T154,T154,Nicholas Lindheim,77,"3' 3""",122.75,38,180
156,T154,T154,Harold Varner III,91,"3' 3""",164.417,50,96
157,T158,T158,Matt Atkins,56,"3' 4""",106.167,32,107
158,T158,T158,Brandon Harkins,101,"3' 4""",181.833,55,146
159,T158,T158,David Hearn,66,"3' 4""",105.917,32,154
160,T158,T158,Charles Howell III,104,"3' 4""",197.167,59,44
161,T158,T158,Stephan Jaeger,81,"3' 4""",151.167,45,133
162,T158,T158,Kevin Kisner,89,"3' 4""",117.083,35,52
163,T158,T158,Martin Piller,79,"3' 4""",116.083,35,106
164,T158,T158,Bubba Watson,90,"3' 4""",157.083,47,135
165,T166,T166,Fabián Gómez,88,"3' 5""",152.583,45,79
166,T166,T166,Nate Lashley,51,"3' 5""",67.667,20,49
167,T166,T166,Patrick Reed,94,"3' 5""",144.583,42,18
168,T166,T166,Kyle Thompson,50,"3' 5""",95.083,28,178
169,T170,T170,Abraham Ancer,98,"3' 6""",238.833,69,20
170,T170,T170,Ben Crane,65,"3' 6""",104.0,30,16
171,T170,T170,Shane Lowry,64,"3' 6""",109.083,31,181
172,T170,T170,Adam Schenk,86,"3' 6""",137.833,39,172
173,T170,T170,Charl Schwartzel,65,"3' 6""",152.833,44,101
174,T175,T175,Chad Campbell,87,"3' 7""",163.0,46,71
175,T175,T175,Tommy Fleetwood,73,"3' 7""",110.667,31,148
176,T177,T177,Jim Furyk,50,"3' 8""",95.5,26,21
177,T177,T177,Ethan Tracy,72,"3' 8""",124.75,34,166
178,T179,T179,Martin Flores,92,"3' 9""",160.917,43,165
179,T179,T179,Talor Gooch,78,"3' 9""",181.667,48,69
180,T179,T179,Dustin Johnson,77,"3' 9""",108.583,29,23
181,T179,T179,Michael Kim,74,"3' 9""",109.583,29,144
182,T183,T183,Tyrrell Hatton,58,"3' 10""",110.083,29,21
183,T183,T183,Anirban Lahiri,82,"3' 10""",114.5,30,92
184,T183,T183,Brendan Steele,74,"3' 10""",158.083,41,187
185,T186,T186,Billy Hurley III,70,"3' 11""",145.833,37,164
186,T186,T186,Ryan Palmer,69,"3' 11""",218.083,56,159
187,T186,T186,Pat Perez,82,"3' 11""",106.417,27,155
188,189,189,Hideki Matsuyama,75,"4' 0""",115.25,29,47
189,T190,T190,Lanto Griffin,80,"4' 1""",147.25,36,150
190,T190,T190,Rob Oppenheim,74,"4' 1""",134.75,33,68
191,192,192,Andrew Yun,51,"4' 3""",101.083,24,193
192,193,193,Denny McCarthy,71,"4' 5""",123.25,28,64
