,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
91,T92,T92,Keegan Bradley,98,0.857,77,66.0
92,T92,T92,Jon Rahm,71,0.857,49,42.0
93,T92,T92,Steve Wheatcroft,60,0.857,49,42.0
94,T95,T95,Paul Casey,74,0.862,58,50.0
95,T95,T95,Henrik Stenson,60,0.862,29,25.0
96,T95,T95,Jhonattan Vegas,92,0.862,58,50.0
97,98,98,Trey Mullinax,75,0.863,73,63.0
98,99,99,Dominic Bozzelli,65,0.865,74,64.0
99,100,100,Graeme McDowell,67,0.867,45,39.0
100,101,101,Chad Campbell,87,0.868,68,59.0
101,T102,T102,"Ted Potter, Jr.",87,0.8690000000000001,84,73.0
102,T102,T102,Gary Woodland,96,0.8690000000000001,61,53.0
103,T104,T104,Satoshi Kodaira,51,0.87,54,47.0
104,T104,T104,Ethan Tracy,72,0.87,54,47.0
105,T106,T106,Mackenzie Hughes,80,0.873,79,69.0
106,T106,T106,Billy Hurley III,70,0.873,79,69.0
107,T106,T106,Kelly Kraft,94,0.873,79,69.0
108,109,109,Kevin Tway,110,0.8740000000000001,103,90.0
109,110,110,Justin Thomas,91,0.877,73,64.0
110,T111,T111,Greg Chalmers,56,0.878,74,65.0
111,T111,T111,Austin Cook,107,0.878,90,79.0
112,T111,T111,J.T. Poston,73,0.878,49,43.0
113,114,114,Ben Martin,64,0.879,58,51.0
114,T115,T115,Luke List,98,0.8809999999999999,67,59.0
115,T115,T115,Conrad Shindler,60,0.8809999999999999,42,37.0
116,117,117,Sam Ryder,82,0.882,68,60.0
117,118,118,Fabián Gómez,88,0.883,60,53.0
118,119,119,Roberto Díaz,72,0.885,61,54.0
119,120,120,Andrew Yun,51,0.889,45,40.0
120,121,121,Daniel Summerhays,51,0.8909999999999999,55,49.0
121,122,122,William McGirt,84,0.893,75,67.0
122,123,123,Marc Leishman,93,0.895,76,68.0
123,124,124,Nick Watney,94,0.897,78,70.0
124,T125,T125,Troy Merritt,89,0.898,59,53.0
125,T125,T125,Charl Schwartzel,65,0.898,59,53.0
126,127,127,Keith Mitchell,99,0.899,69,62.0
127,128,128,Bud Cauley,55,0.9,50,45.0
128,T129,T129,Peter Malnati,87,0.9009999999999999,101,91.0
129,T129,T129,Tyrone Van Aswegen,101,0.9009999999999999,101,91.0
130,131,131,David Lingmerth,82,0.902,61,55.0
131,132,132,Kyle Thompson,50,0.907,43,39.0
132,133,133,Patrick Cantlay,87,0.912,57,52.0
133,134,134,Rickie Fowler,74,0.914,58,53.0
134,135,135,Matt Jones,70,0.915,47,43.0
135,T136,T136,Aaron Baddeley,84,0.9259999999999999,81,75.0
136,T136,T136,Shane Lowry,64,0.9259999999999999,54,50.0
137,138,138,Russell Knox,94,0.929,70,65.0
138,T139,T139,Scott Brown,102,0.9309999999999999,102,95.0
139,T139,T139,Tom Hoge,101,0.9309999999999999,72,67.0
140,T141,T141,James Hahn,85,0.932,59,55.0
141,T141,T141,Andrew Landry,82,0.932,74,69.0
142,143,143,Brandon Harkins,101,0.934,106,99.0
143,T144,T144,Zecheng Dou,53,0.938,48,45.0
144,T144,T144,Brian Harman,94,0.938,65,61.0
145,T146,T146,Phil Mickelson,90,0.94,84,79.0
146,T146,T146,Michael Thompson,62,0.94,67,63.0
147,148,148,Rod Pampling,62,0.941,51,48.0
148,149,149,Chris Stroud,81,0.943,70,66.0
149,T150,T150,Kiradech Aphibarnrat,51,0.9440000000000001,36,34.0
150,T150,T150,Sean O'Hair,67,0.9440000000000001,54,51.0
151,152,152,J.J. Henry,81,0.945,55,52.0
152,153,153,Stephan Jaeger,81,0.9470000000000001,57,54.0
153,154,154,Jordan Spieth,81,0.948,58,55.0
154,155,155,Derek Fathauer,84,0.9490000000000001,98,93.0
155,156,156,Jonas Blixt,67,0.9520000000000001,62,59.0
156,T157,T157,Matt Atkins,56,0.9570000000000001,46,44.0
157,T157,T157,Robert Garrigus,80,0.9570000000000001,69,66.0
158,T157,T157,Grayson Murray,72,0.9570000000000001,70,67.0
159,160,160,Tommy Fleetwood,73,0.9590000000000001,49,47.0
160,161,161,Adam Schenk,86,0.96,75,72.0
161,162,162,Blayne Barber,69,0.9620000000000001,53,51.0
162,163,163,Abraham Ancer,98,0.966,59,57.0
163,164,164,Whee Kim,93,0.9690000000000001,97,94.0
164,165,165,Tony Finau,105,0.973,75,73.0
165,166,166,Harris English,84,0.976,85,83.0
166,167,167,Martin Piller,79,0.977,86,84.0
167,168,168,Bryson DeChambeau,93,0.981,52,51.0
168,169,169,Sam Saunders,80,0.982,57,56.0
169,170,170,Cody Gribble,71,0.9840000000000001,63,62.0
170,171,171,Charley Hoffman,87,0.985,67,66.0
171,172,172,Richy Werenski,98,0.988,80,79.0
172,T173,T173,Tyler Duncan,97,1.0,82,82.0
173,T173,T173,Russell Henley,77,1.0,63,63.0
174,T173,T173,Jason Kokrak,99,1.0,68,68.0
175,T173,T173,D.A. Points,63,1.0,77,77.0
176,T173,T173,Cameron Tringale,67,1.0,91,91.0
177,178,178,Martin Laird,73,1.014,70,71.0
178,T179,T179,Talor Gooch,78,1.015,65,66.0
179,T179,T179,Ryan Palmer,69,1.015,65,66.0
180,T179,T179,Vaughn Taylor,83,1.015,66,67.0
181,182,182,Ricky Barnes,65,1.0170000000000001,59,60.0
182,183,183,Xinjun Zhang,81,1.018,57,58.0
183,184,184,Brett Stegmaier,67,1.02,51,52.0
184,185,185,Michael Kim,74,1.024,85,87.0
185,186,186,Jonathan Byrd,70,1.035,57,59.0
186,187,187,Bronson Burgoon,69,1.041,49,51.0
187,188,188,Rory McIlroy,64,1.043,47,49.0
188,189,189,Matt Every,79,1.057,70,74.0
189,190,190,Hudson Swafford,73,1.068,44,47.0
190,191,191,Tom Lovelady,87,1.111,72,80.0
191,192,192,Harold Varner III,91,1.122,74,83.0
192,193,193,Sung Kang,89,1.126,87,98.0
