,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
219,220,220,Bradley Hughes,20,"$76,819",
220,221,221,John Elliott,25,"$67,819",
221,222,222,Blaine McCallister,9,"$64,253",
222,223,223,Ian Leggatt,12,"$63,283",
223,224,224,Hideto Tanihara,20,"$62,832",
224,225,225,David Edwards,9,"$62,459",
225,226,226,Mike Springer,5,"$59,269",
226,227,227,Tom Purtzer,1,"$58,240",
227,228,228,Garrett Willis,7,"$52,251",
228,229,229,Sandy Lyle,4,"$46,433",
229,230,230,Euan Walters,18,"$46,365",
230,231,231,Bob Burns,15,"$44,407",
231,232,232,Grant Waite,6,"$38,855",
232,233,233,Danny Ellis,7,"$36,956",
233,234,234,Dicky Pride,5,"$36,931",
234,235,235,Scott Simpson,9,"$35,556",
235,236,236,Notah Begay III,11,"$34,545",
236,237,237,Scott Hoch,2,"$31,130",
237,238,238,Gene Sauers,7,"$29,091",
238,239,239,Guy Boros,5,"$27,765",
239,240,240,Tom Scherrer,2,"$27,333",
240,241,241,Tom Watson,2,"$26,243",
241,242,242,Brad Lardon,4,"$25,332",
242,243,243,Michael Bradley,4,"$25,254",
243,244,244,John Riegger,4,"$23,328",
244,245,245,John Morgan,11,"$21,030",
245,246,246,Donnie Hammond,3,"$20,150",
246,247,247,Brian Watts,7,"$18,520",
247,248,248,Hal Sutton,10,"$18,320",
248,249,249,James McLean,5,"$18,000",
249,250,250,Greg Norman,2,"$17,522",
250,251,251,Robin Freeman,8,"$17,258",
251,252,252,Tripp Isenhour,7,"$14,448",
252,253,253,Steve Pate,9,"$12,402",
253,254,254,Dick Mast,3,"$12,053",
254,255,255,Ted Tryba,2,"$10,437",
255,256,256,Doug Tewell,1,"$10,088",
256,257,257,John Maginnes,17,"$10,080",
257,258,258,Mike Standly,2,"$8,904",
258,259,259,Jim McGovern,2,"$7,932",
259,260,260,David Duval,20,"$7,630",
260,261,261,Brian Henninger,2,"$7,236",
261,262,262,Gary Hallberg,1,"$7,160",
262,T263,T263,Brad Fabel,1,"$6,926",
263,T263,T263,Wayne Levi,1,"$6,926",
264,265,265,Mike Heinen,7,"$6,300",
265,266,266,Mike Hulbert,4,"$6,030",
266,267,267,Trevor Dodds,2,"$5,820",
267,268,268,Dave Rummells,2,"$5,640",
