,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
114,T114,T114,Freddie Jacobson,23,0.68,868522,127054555
115,T114,T114,J.L. Lewis,30,0.68,1031156,152550000
116,T117,T117,Harrison Frazar,31,0.67,999081,149550000
117,T117,T117,Paul Goydos,15,0.67,486361,73050000
118,T119,T119,James Driscoll,26,0.66,849889,129200000
119,T119,T119,Charles Warren,31,0.66,1007273,152550000
120,T119,T119,Dean Wilson,27,0.66,821900,124550000
121,122,122,Doug Barron,24,0.65,731990,112550000
122,T123,T123,Ángel Cabrera,11,0.64,451027,70804555
123,T123,T123,Brett Quigley,31,0.64,998153,156400000
124,T123,T123,Rory Sabbatini,26,0.64,920987,144804555
125,T123,T123,Kevin Sutherland,26,0.64,845872,131300000
126,T123,T123,Tjaart van der Walt,19,0.64,544057,85450000
127,128,128,Corey Pavin,23,0.63,736505,117000000
128,129,129,Kirk Triplett,18,0.62,598144,95900000
129,130,130,Simon Yates,1,0.61,46000,7500000
130,T131,T131,Steve Lowery,32,0.6,950273,157800000
131,T131,T131,D.J. Trahan,28,0.6,806304,134150000
132,T133,T133,J.J. Henry,32,0.59,942346,160600000
133,T133,T133,Rocco Mediate,24,0.59,696248,117100000
134,T133,T133,Tag Ridings,31,0.59,891811,150850000
135,T133,T133,John Senden,29,0.59,855322,145450000
136,T137,T137,Nick Faldo,5,0.57,184649,32254555
137,T137,T137,Jesper Parnevik,24,0.57,732842,127550000
138,T139,T139,Marc Cayeux,1,0.56,42250,7500000
139,T139,T139,Jeff Maggert,25,0.56,743777,132400000
140,T139,T139,John Rollins,30,0.56,852146,152950000
141,T142,T142,Craig Barlow,26,0.55,720359,130100000
142,T142,T142,Kenneth Ferrie,3,0.55,120250,21754555
143,T142,T142,Ryuji Imada,25,0.55,650220,119250000
144,T142,T142,Lee Westwood,15,0.55,501265,90354555
145,T146,T146,Steve Flesch,30,0.54,869104,160354555
146,T146,T146,J.P. Hayes,22,0.54,531703,98900000
147,T148,T148,Jay Delsing,11,0.53,230850,43500000
148,T148,T148,Hank Kuehne,30,0.53,786816,149350000
149,T148,T148,Marcel Siem,1,0.53,29150,5500000
150,T148,T148,Peter Tomasulo,2,0.53,55027,10300000
151,T152,T152,Rich Beem,26,0.52,701242,135554555
152,T152,T152,Daniel Chopra,34,0.52,893366,171304555
153,T152,T152,Robert Damron,28,0.52,739834,141350000
154,T152,T152,Richard Green,11,0.52,365806,69854555
155,T156,T156,Niclas Fasth,3,0.51,107500,21250000
156,T156,T156,Jay Haas,16,0.51,485108,94950000
157,T156,T156,Bill Haas,6,0.51,159586,31400000
158,T159,T159,Stephen Leaney,29,0.5,758056,150300000
159,T159,T159,Mark Wilson,25,0.5,573217,114550000
160,T161,T161,Marco Dawson,23,0.48,526263,109450000
161,T161,T161,Mathias Grönberg,19,0.48,401138,83650000
162,T161,T161,Jyoti Randhawa,2,0.48,72500,15000000
163,T164,T164,Jonathan Byrd,31,0.47,726021,153700000
164,T164,T164,Ben Curtis,24,0.47,594669,125354555
165,T166,T166,Kazuhiko Hosokawa,1,0.46,34500,7500000
166,T166,T166,Miguel Angel Jiménez,9,0.46,281397,61754555
167,168,168,John Huston,31,0.45,657969,146550000
168,T169,T169,Tommy Armour III,29,0.44,636641,143950000
169,T169,T169,Neil Cheetham,1,0.44,33000,7500000
170,T169,T169,Brett Wetterich,28,0.44,576027,131450000
171,T172,T172,Warren Abery,1,0.43,32500,7500000
172,T172,T172,Brian Gay,33,0.43,689859,159950000
173,T172,T172,Thomas Levet,20,0.43,485343,113554555
174,T172,T172,Brenden Pappas,15,0.43,279339,65500000
175,T172,T172,Omar Uresti,27,0.43,538236,123800000
176,T172,T172,Jay Williamson,16,0.43,382652,88250000
177,T178,T178,Per-Ulrik Johansson,7,0.42,126640,30400000
178,T178,T178,Matt Kuchar,21,0.42,402784,96350000
179,T178,T178,Hidemichi Tanaka,34,0.42,686109,162450000
180,T181,T181,Kent Jones,32,0.41,629942,154850000
181,T181,T181,Shingo Katayama,5,0.41,131020,32000000
182,T181,T181,Darron Stiles,26,0.41,499824,120850000
183,T181,T181,Steve Stricker,21,0.41,397639,96400000
184,T181,T181,Nick Watney,31,0.41,605369,147350000
185,186,186,Michael Allen,30,0.4,591828,147850000
186,T187,T187,Briny Baird,33,0.39,624189,159550000
187,T187,T187,Stephen Dodd,4,0.39,109500,28004555
188,T187,T187,Todd Fischer,35,0.39,664096,168350000
189,T187,T187,Hiroyuki Fujita,1,0.39,26243,6754555
190,T187,T187,Soren Hansen,1,0.39,26243,6754555
191,T187,T187,Simon Khan,1,0.39,26243,6754555
192,T187,T187,Patrick Sheehan,35,0.39,675034,172800000
193,T194,T194,Scott Gutschewski,27,0.38,485486,127704555
194,T194,T194,Brendan Jones,28,0.38,498816,130550000
195,T196,T196,Phillip Price,25,0.36,419412,115150000
196,T196,T196,Steve Schneiter,1,0.36,22300,6250000
197,T198,T198,Neal Lancaster,31,0.35,532183,150850000
198,T198,T198,Andrew Magee,29,0.35,488779,140250000
199,T198,T198,Hunter Mahan,34,0.35,589565,166600000
200,T198,T198,Jimmy Walker,9,0.35,155850,45000000
201,T202,T202,Gavin Coles,22,0.34,359521,107050000
202,T202,T202,Nick Dougherty,6,0.34,128217,37500000
203,T202,T202,Todd Hamilton,31,0.34,559491,166554555
204,T202,T202,Spike McRoy,12,0.34,173919,51700000
205,T206,T206,Bob Heintz,24,0.33,355488,106750000
206,T206,T206,Thongchai Jaidee,4,0.33,92653,28004555
207,T206,T206,Tom Scherrer,2,0.33,27333,8300000
208,T206,T206,Charl Schwartzel,4,0.33,77000,23554555
209,T206,T206,Duffy Waldorf,28,0.33,462722,140004555
210,T211,T211,Brian Bateman,32,0.32,505514,159850000
211,T211,T211,Cameron Beckman,31,0.32,474106,148650000
212,T211,T211,Alex Cejka,31,0.32,510080,159154555
213,T211,T211,Lee Janzen,26,0.32,422748,130250000
214,T211,T211,Shaun Micheel,29,0.32,487401,154254555
215,T211,T211,Carl Paulson,13,0.32,198214,61950000
216,T217,T217,Craig Bowden,15,0.31,199911,64600000
217,T217,T217,Tom Gillis,28,0.31,421050,137050000
218,T217,T217,Mike Springer,5,0.31,59268,19100000
219,T220,T220,Paul Casey,10,0.3,195192,64354555
220,T220,T220,John Cook,26,0.3,374184,125300000
221,T220,T220,Simon Dyson,2,0.3,38548,13004555
222,T220,T220,Brent Geiberger,21,0.3,309557,104350000
223,T220,T220,Scott Hoch,2,0.3,31130,10500000
224,T220,T220,Peter Jacobsen,11,0.3,180583,60500000
225,T220,T220,Frank Lickliter II,33,0.3,486579,161350000
226,T220,T220,Chris Smith,32,0.3,454373,152850000
227,T220,T220,Steve Webster,2,0.3,39585,13004555
228,T229,T229,Erik Compton,1,0.29,15895,5500000
229,T229,T229,Glen Day,27,0.29,370220,125800000
230,T229,T229,Dan Forsman,17,0.29,214134,73000000
231,T229,T229,Stephen Gangluff,1,0.29,14161,4900000
232,T233,T233,Hunter Haas,28,0.28,371924,131350000
233,T233,T233,Søren Kjeldsen,1,0.28,17667,6250000
234,T233,T233,Paul Lawrie,1,0.28,19153,6754555
235,T233,T233,Roland Thatcher,26,0.28,326298,117250000
236,T237,T237,Steve Allan,32,0.27,418427,154400000
237,T237,T237,Peter Hanson,3,0.27,51890,19254555
238,T237,T237,Scott Piercy,4,0.27,47140,17300000
239,T240,T240,John Bickerton,1,0.26,17522,6754555
240,T240,T240,José Coceres,22,0.26,269704,105250000
241,T240,T240,Gavin Flint,1,0.26,7932,3000000
242,T240,T240,Paul Gow,27,0.26,324457,123250000
243,T240,T240,Scott Hend,28,0.26,356246,135304555
244,T240,T240,Franklin Langham,31,0.26,380434,148400000
245,T240,T240,Steve Marino,1,0.26,14542,5500000
246,T240,T240,David Peoples,12,0.26,127907,49200000
247,T240,T240,D.A. Points,33,0.26,400538,155050000
248,T240,T240,Tino Schuster,1,0.26,17522,6754555
249,T250,T250,Matt Gogel,28,0.25,344149,138850000
250,T250,T250,Spencer Levin,7,0.25,78082,30900000
251,T250,T250,Larry Mize,18,0.25,206968,82950000
252,T250,T250,Esteban Toledo,7,0.25,76887,30800000
253,T254,T254,Chris Anderson,25,0.24,270347,112750000
254,T254,T254,D.J. Brigman,26,0.24,294849,122100000
255,T254,T254,Tom Byrum,27,0.24,323950,137404555
256,T254,T254,Keiichiro Fukabori,1,0.24,15223,6250000
257,T254,T254,S.K. Ho,3,0.24,50169,20504555
258,T254,T254,Jonathan Lomas,1,0.24,15223,6250000
259,T254,T254,Will MacKenzie,25,0.24,275528,112750000
260,T254,T254,Robert Rock,1,0.24,16383,6754555
261,T254,T254,David Smail,1,0.24,16383,6754555
262,T254,T254,Kevin Streelman,2,0.24,21694,9000000
263,T264,T264,Paul Azinger,22,0.23,246487,108900000
264,T264,T264,Steve Collins,1,0.23,11250,5000000
265,T264,T264,Brad Fabel,1,0.23,6925,3000000
266,T264,T264,David Frost,10,0.23,111257,49054555
267,T264,T264,Wayne Levi,1,0.23,6925,3000000
268,T264,T264,Ben Portie,1,0.23,6780,3000000
269,T264,T264,Patrik Sjöland,1,0.23,15769,6754555
270,T264,T264,Kevin Stadler,33,0.23,367772,157150000
271,T264,T264,Charlie Wi,23,0.23,250079,107050000
272,T273,T273,Kelly Grunewald,1,0.22,11935,5500000
273,T273,T273,Charley Hoffman,1,0.22,10656,4800000
274,T273,T273,Jason Knutzon,1,0.22,8920,4000000
275,T273,T273,John Mallinger,1,0.22,13553,6250000
276,T273,T273,Graeme Storm,1,0.22,14806,6754555
277,T278,T278,Kevin Johnson,1,0.21,11330,5500000
278,T278,T278,Paul Sheehan,1,0.21,11715,5500000
279,T280,T280,Paul Claxton,29,0.2,269700,133700000
280,T280,T280,Ryan Dillon,1,0.2,6060,3000000
281,T280,T280,Jason Hartwick,1,0.2,12090,6200000
282,T280,T280,Maarten Lafeber,2,0.2,26243,13004555
283,T280,T280,Sandy Lyle,4,0.2,46433,23754555
284,T280,T280,Casey Martin,1,0.2,10547,5300000
285,T280,T280,Dennis Paulson,24,0.2,232146,118450000
286,T280,T280,"Ron Philo, Jr.",1,0.2,12750,6250000
287,T280,T280,Chris Riley,25,0.2,268735,135154555
288,T289,T289,Camilo Benedetti,1,0.19,9600,5000000
289,T289,T289,Steven Bowditch,1,0.19,8299,4300000
290,T289,T289,Mark Brooks,28,0.19,273666,140400000
291,T289,T289,Darrell Kestner,1,0.19,11700,6250000
292,T289,T289,Greg Meyer,1,0.19,8928,4800000
293,T289,T289,Mike Small,2,0.19,21900,11250000
294,T289,T289,Doug Tewell,1,0.19,10088,5200000
295,T289,T289,Tom Watson,2,0.19,26243,13754555
296,T289,T289,Garrett Willis,7,0.19,52250,27000000
297,T298,T298,Ahmad Bateman,1,0.18,9625,5500000
298,T298,T298,Justin Bolli,24,0.18,207398,112850000
299,T298,T298,Gary Hallberg,1,0.18,7160,4000000
300,T298,T298,David Hearn,24,0.18,197452,108000000
301,T298,T298,Rick Heath,1,0.18,9735,5500000
302,T298,T298,Glen Hnatiuk,21,0.18,185161,104650000
303,T298,T298,Blaine McCallister,9,0.18,64252,35000000
304,T305,T305,David Edwards,9,0.17,62459,37800000
305,T305,T305,Donnie Hammond,3,0.17,20150,11700000
306,T305,T305,Tom Kite,12,0.17,103429,60750000
307,T305,T305,Chris Nallen,1,0.17,10547,6250000
308,T305,T305,Mark O'Meara,21,0.17,190969,109254555
309,T305,T305,Mario Tiziani,23,0.17,181617,105050000
310,T311,T311,Michael Bradley,4,0.16,25254,15500000
311,T311,T311,Dicky Pride,5,0.16,36931,23700000
312,T311,T311,Andre Stolz,12,0.16,104775,64800000
313,T311,T311,Camilo Villegas,2,0.16,16300,10500000
314,T311,T311,Grant Waite,6,0.16,38855,24000000
315,T316,T316,Guy Boros,5,0.15,27765,18300000
316,T316,T316,Brad Lardon,4,0.15,25331,17250000
317,T316,T316,Michael Long,26,0.15,180417,117750000
318,T316,T316,Sean Murphy,3,0.15,21120,14400000
319,T316,T316,Greg Norman,2,0.15,17522,11754555
320,T316,T316,Casey Wittenberg,9,0.15,67547,45050000
321,T322,T322,Stephen Gallacher,4,0.14,36500,26754555
322,T322,T322,Mike Standly,2,0.14,8904,6500000
323,T324,T324,Joakim Haeggman,4,0.13,35000,26254555
324,T324,T324,Jeff Hart,23,0.13,135164,103850000
325,T324,T324,Don Yrene,2,0.13,10452,8200000
326,T327,T327,Jason Allred,29,0.12,176435,141204555
327,T327,T327,Danny Ellis,7,0.12,36956,29900000
328,T327,T327,Bill Glasson,21,0.12,108426,93900000
329,T327,T327,Steve Jones,20,0.12,124144,101250000
330,T327,T327,Len Mattiace,34,0.12,209637,168000000
331,T327,T327,Craig Perks,27,0.12,171378,139950000
332,T327,T327,John Riegger,4,0.12,23328,19800000
333,T334,T334,Danny Briggs,29,0.11,148835,137050000
334,T334,T334,Matt Davidson,20,0.11,98905,88150000
335,T334,T334,Skip Kendall,32,0.11,180560,158750000
336,T334,T334,Gene Sauers,7,0.11,29091,27000000
337,T334,T334,Brandt Snedeker,2,0.11,12731,11450000
338,T334,T334,Ted Tryba,2,0.11,10437,9900000
339,T340,T340,Eric Axley,2,0.1,11100,11250000
340,T340,T340,Colby Beckstrom,2,0.1,11095,10800000
341,T340,T340,Wil Collins,2,0.1,11200,11250000
342,T340,T340,Ian Leggatt,12,0.1,63283,61400000
343,T340,T340,Dick Mast,3,0.1,12053,12600000
344,T340,T340,Jim McGovern,2,0.1,7932,8300000
345,T340,T340,Toru Taniguchi,7,0.1,38880,39154555
346,T340,T340,Y.E. Yang,4,0.1,22855,22254555
347,T348,T348,Jim Carter,25,0.09,104138,114250000
348,T348,T348,Brian Henninger,2,0.09,7236,8300000
349,T348,T348,Bradley Hughes,20,0.09,76818,88150000
350,T348,T348,James McLean,5,0.09,18000,19900000
351,T348,T348,Dave Rummells,2,0.09,5640,6500000
352,T348,T348,Scott Simpson,9,0.09,35555,40800000
353,T354,T354,David Lundstrom,2,0.08,7000,8500000
354,T354,T354,Akio Sadakata,2,0.08,7315,9000000
355,T356,T356,Notah Begay III,11,0.07,34545,49400000
356,T356,T356,Bob Burns,15,0.07,44407,61400000
357,T356,T356,Trevor Dodds,2,0.07,5820,8000000
358,T356,T356,P.H. Horgan III,2,0.07,6540,8750000
359,T356,T356,Rob Rashell,25,0.07,84391,115000000
360,T356,T356,Bob Sowards,7,0.07,19162,28700000
361,T356,T356,Hideto Tanihara,20,0.07,62831,92050000
362,T363,T363,John Elliott,25,0.06,67818,115050000
363,T363,T363,Nick Gilliam,3,0.06,8925,15050000
364,T363,T363,Tripp Isenhour,7,0.06,14448,25800000
365,T363,T363,Brian Watts,7,0.06,18520,29000000
366,T367,T367,Rich Barcelo,3,0.05,6945,12754555
367,T367,T367,Robin Freeman,8,0.05,17257,33000000
368,T367,T367,John Morgan,11,0.05,21030,45600000
369,T367,T367,Chris Starkjohann,4,0.05,9917,20550000
370,T367,T367,Euan Walters,18,0.05,46365,91754555
371,T372,T372,Mike Hulbert,4,0.03,6030,18200000
372,T372,T372,Steve Pate,9,0.03,12402,39300000
373,T372,T372,Hal Sutton,10,0.03,18320,55200000
374,375,375,Mike Heinen,7,0.02,6300,29000000
375,T376,T376,David Duval,20,0.01,7630,100004555
376,T376,T376,John Maginnes,17,0.01,10080,75550000
