,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
144,T131,T131,Robert Damron,28,1,,1.0,
145,T131,T131,Marco Dawson,23,1,,,
146,T131,T131,Glen Day,27,1,,,
147,T131,T131,James Driscoll,26,1,,1.0,
148,T131,T131,Scott Dunlap,3,1,,,
149,T131,T131,Bob Estes,25,1,,,
150,T131,T131,Brian Gay,33,1,,,1.0
151,T131,T131,Brent Geiberger,21,1,,,
152,T131,T131,Matt Gogel,28,1,,,
153,T131,T131,Jason Gore,8,1,1.0,,
154,T131,T131,Paul Goydos,15,1,,,
155,T131,T131,Richard Green,11,1,,,
156,T131,T131,Mathias Grönberg,19,1,,,
157,T131,T131,Jay Haas,16,1,,,
158,T131,T131,Hunter Haas,28,1,,,
159,T131,T131,Bob Heintz,24,1,,,
160,T131,T131,Scott Hend,28,1,,,
161,T131,T131,Ryuji Imada,25,1,,,
162,T131,T131,Lee Janzen,26,1,,,
163,T131,T131,Brendan Jones,28,1,,1.0,
164,T131,T131,Matt Kuchar,21,1,,,
165,T131,T131,Neal Lancaster,31,1,,,
166,T131,T131,Thomas Levet,20,1,,,
167,T131,T131,Frank Lickliter II,33,1,,,
168,T131,T131,Will MacKenzie,25,1,,,
169,T131,T131,Paul McGinley,6,1,,,1.0
170,T131,T131,Spike McRoy,12,1,,,
171,T131,T131,Rocco Mediate,24,1,,,
172,T131,T131,Ryan Moore,14,1,,1.0,
173,T131,T131,Dennis Paulson,24,1,,,
174,T131,T131,Michael Putnam,5,1,,,
175,T131,T131,John Rollins,30,1,,1.0,
176,T131,T131,Patrick Sheehan,35,1,,,
177,T131,T131,Chris Smith,32,1,,,
178,T131,T131,Craig Stadler,6,1,,,
179,T131,T131,Henrik Stenson,4,1,,,1.0
180,T131,T131,Steve Stricker,21,1,,,
181,T131,T131,Roland Thatcher,26,1,,,
182,T131,T131,Kirk Triplett,18,1,,,
183,T131,T131,Omar Uresti,27,1,,,
184,T131,T131,Tjaart van der Walt,19,1,,1.0,
185,T131,T131,Charlie Wi,23,1,,,
186,T131,T131,Jay Williamson,16,1,,,
