,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
142,143,143,Alex Cejka,33,597582
143,144,144,Ben Curtis,24,594670
144,145,145,Thomas Levet,21,585343
145,146,146,Paul McGinley,7,574684
146,147,147,Mark Wilson,26,573218
147,148,148,Todd Hamilton,31,559495
148,149,149,Jay Haas,17,551359
149,150,150,Marco Dawson,24,551264
150,151,151,Tjaart van der Walt,20,544058
151,152,152,Omar Uresti,28,543238
152,153,153,Neal Lancaster,32,532185
153,154,154,J.P. Hayes,23,531704
154,155,155,Brian Bateman,33,530517
155,156,156,Frank Lickliter II,34,511581
156,157,157,Ángel Cabrera,13,509778
157,158,158,Brendan Jones,29,503817
158,159,159,Lee Westwood,15,501267
159,160,160,Darron Stiles,27,499827
160,161,161,Andrew Magee,29,488779
161,162,162,Shaun Micheel,29,487402
162,163,163,Paul Goydos,15,486362
163,164,164,Scott Gutschewski,28,485487
164,165,165,Cameron Beckman,32,479107
165,166,166,Duffy Waldorf,28,462725
166,167,167,Chris Smith,32,454375
167,168,168,D.A. Points,34,433040
168,169,169,Mathias Grönberg,20,426140
169,170,170,Lee Janzen,26,422748
170,171,171,Tom Gillis,28,421050
171,172,172,Phillip Price,26,419415
172,173,173,Steve Allan,33,418428
173,174,174,Peter Jacobsen,13,415583
174,175,175,Matt Kuchar,21,402786
175,176,176,Steve Stricker,22,402640
176,177,177,Jay Williamson,16,382653
177,178,178,Niclas Fasth,4,382500
178,179,179,Franklin Langham,32,380436
179,180,180,John Cook,26,374185
180,181,181,Kevin Stadler,34,372775
181,182,182,Hunter Haas,29,371925
182,183,183,Glen Day,27,370221
183,184,184,Richard Green,11,365807
184,185,185,Scott Hend,29,361247
185,186,186,Bob Heintz,25,360488
186,187,187,Gavin Coles,23,359523
187,188,188,Tom Byrum,28,350203
188,189,189,Matt Gogel,29,344151
189,190,190,Roland Thatcher,27,331299
190,191,191,Paul Gow,27,324459
191,192,192,Paul Azinger,23,317739
192,193,193,Miguel Angel Jiménez,10,315148
193,194,194,Brent Geiberger,21,309559
194,195,195,Mark O'Meara,22,305970
195,196,196,Will MacKenzie,26,300529
196,197,197,D.J. Brigman,27,299849
197,198,198,Brenden Pappas,15,279340
198,199,199,Mark Brooks,28,273668
199,200,200,Chris Anderson,26,270347
200,201,201,Nick Faldo,6,269982
201,202,202,José Coceres,22,269705
202,203,203,Paul Claxton,30,269701
203,204,204,Chris Riley,25,268735
204,205,205,Craig Stadler,6,256110
205,206,206,Charlie Wi,23,250081
206,207,207,Dennis Paulson,24,232147
207,208,208,Jay Delsing,11,230851
208,209,209,Michael Putnam,6,229733
209,210,210,Dan Forsman,18,219135
210,211,211,Len Mattiace,34,209638
211,212,212,Justin Bolli,24,207400
212,213,213,Larry Mize,19,206969
213,214,214,Scott Dunlap,3,204500
214,215,215,Craig Bowden,15,199911
215,216,216,Carl Paulson,13,198214
216,217,217,David Hearn,24,197453
217,218,218,Paul Casey,10,195193
218,219,219,Michael Long,27,185418
219,220,220,Glen Hnatiuk,21,185162
220,221,221,Bill Haas,7,184586
221,222,222,Mario Tiziani,23,181618
222,223,223,Skip Kendall,33,180561
223,224,224,Jason Allred,30,176436
224,225,225,Spike McRoy,12,173919
225,226,226,Craig Perks,27,171379
226,227,227,Jaxon Brigman,2,162961
227,228,228,Jimmy Walker,9,155850
228,229,229,Danny Briggs,29,148836
229,230,230,Jeff Hart,24,135165
230,231,231,Bill Glasson,22,133426
231,232,232,Shingo Katayama,5,131020
232,233,233,Nick Dougherty,6,128217
233,234,234,David Peoples,13,127907
234,235,235,Per-Ulrik Johansson,8,126640
235,236,236,Steve Jones,20,124144
236,237,237,Peter Hedblom,1,123857
237,238,238,Kenneth Ferrie,3,120250
238,239,239,Greg Norman,3,112522
239,240,240,Jyoti Randhawa,3,112500
240,241,241,Joel Kribel,2,112360
241,242,242,David Frost,10,111258
242,243,243,Andre Stolz,12,104775
243,244,244,Jim Carter,26,104138
244,245,245,Tom Kite,12,103429
245,246,246,Raphael Jacquelin,1,100000
246,247,247,Matt Davidson,20,98906
247,248,248,Soren Hansen,2,98743
248,249,249,Chris Couch,1,96667
249,250,250,Thongchai Jaidee,4,92654
250,251,251,Yasuharu Imano,2,90250
251,252,252,Ian Leggatt,13,88283
252,253,253,Maarten Lafeber,3,84993
253,254,254,Rob Rashell,25,84391
254,255,255,Paula Creamer,1,83000
255,256,256,Bradley Hughes,21,81819
256,257,257,Scott Drummond,2,78447
257,258,258,Annika Sorenstam,2,78333
258,259,259,Spencer Levin,7,78082
259,260,260,Charl Schwartzel,4,77000
260,261,261,Esteban Toledo,8,76887
261,262,262,Anders Hansen,1,72500
262,263,263,Blaine McCallister,10,69253
263,264,264,John Elliott,25,67819
264,265,265,Casey Wittenberg,9,67548
265,266,266,Michael Harris,2,65430
266,267,267,Hideto Tanihara,20,62832
267,268,268,David Edwards,9,62459
268,269,269,Danny Ellis,8,61956
269,270,270,Peter Tomasulo,3,60027
270,271,271,Mike Springer,6,59269
271,T272,T272,Robert-Jan Derksen,1,58750
272,T272,T272,Ricardo Gonzalez,1,58750
273,274,274,Tom Purtzer,1,58240
274,275,275,Stephen Gallacher,5,58000
275,T276,T276,Nick Flanagan,2,56947
276,T276,T276,Tadahiro Takayama,1,56947
277,278,278,Matt Hendrix,2,56429
278,279,279,S.K. Ho,4,55169
279,280,280,Roger Clemens,1,53500
280,281,281,Garrett Willis,8,52251
281,282,282,Peter Hanson,3,51891
282,283,283,J.B. Holmes,2,50000
283,284,284,Christian Reimbold,1,47500
284,285,285,Scott Piercy,4,47140
285,286,286,Sandy Lyle,4,46433
286,287,287,Euan Walters,19,46365
287,288,288,Simon Yates,1,46000
288,289,289,Bob Burns,15,44407
289,290,290,Grant Waite,7,43855
290,291,291,Marc Cayeux,1,42250
291,292,292,Steve Webster,2,39586
292,293,293,Toru Taniguchi,7,38880
293,294,294,Simon Dyson,2,38548
294,295,295,Dicky Pride,5,36931
295,296,296,Scott Simpson,9,35556
296,297,297,Joakim Haeggman,4,35000
297,298,298,Notah Begay III,12,34545
298,299,299,Kazuhiko Hosokawa,1,34500
299,T300,T300,Chang Tse-peng,1,33750
300,T300,T300,T.C. Wang,1,33750
301,302,302,Neil Cheetham,1,33000
302,T303,T303,Warren Abery,1,32500
303,T303,T303,Nicholas Thompson,1,32500
304,305,305,Scott Hoch,2,31130
305,306,306,Marcel Siem,1,29150
306,307,307,Gene Sauers,7,29091
307,308,308,Guy Boros,5,27765
308,309,309,I J Jang,1,27500
309,310,310,Tom Scherrer,3,27333
310,T311,T311,Hiroyuki Fujita,1,26243
311,T311,T311,Simon Khan,1,26243
312,T311,T311,Tom Watson,2,26243
313,314,314,Brad Lardon,5,25332
314,315,315,Michael Bradley,4,25254
315,T316,T316,Alex Aragon,1,25000
316,T316,T316,Henrik Bjornstad,1,25000
317,T316,T316,Michael Connell,1,25000
318,T316,T316,Bubba Dickerson,2,25000
319,T316,T316,"John Engler, Jr.",1,25000
320,T316,T316,Robert Garrigus,1,25000
321,T316,T316,Matt Hansen,1,25000
322,T316,T316,Ryan Hietala,1,25000
323,T316,T316,Greg Kraft,1,25000
324,T316,T316,Daisuke Maruyama,1,25000
325,T316,T316,Jeff Overton,2,25000
326,T316,T316,Mike Sposa,1,25000
327,T316,T316,B.J. Staten,1,25000
328,T316,T316,Ron Whittaker,1,25000
329,T330,T330,Marco Ruiz,1,24250
330,T330,T330,Takuya Taniguchi,2,24250
331,332,332,John Riegger,4,23328
332,T333,T333,Pablo Del Olmo,1,23000
333,T333,T333,Alex Quiroz,1,23000
334,335,335,Y.E. Yang,4,22856
335,336,336,Steve Schneiter,2,22300
336,337,337,Mike Small,2,21900
337,338,338,Kevin Streelman,2,21695
338,T339,T339,Chih-Bing Lam,1,21500
339,T339,T339,Jose-Filipe Lima,2,21500
340,T339,T339,Mardan Mamat,2,21500
341,T339,T339,Antonio Sobrinho,1,21500
342,343,343,Sean Murphy,3,21120
343,344,344,John Morgan,11,21030
344,T345,T345,Eduardo Herrera,1,20500
345,T345,T345,Diego Vanegas,1,20500
346,347,347,Donnie Hammond,3,20150
347,T348,T348,,1,20000
348,T348,T348,Carlos Larrain,1,20000
349,350,350,Tripp Isenhour,8,19448
350,351,351,Bob Sowards,7,19162
351,352,352,Paul Lawrie,1,19154
352,353,353,Brian Watts,7,18520
353,354,354,Hal Sutton,10,18320
354,355,355,James McLean,5,18000
355,356,356,Søren Kjeldsen,1,17667
356,T357,T357,John Bickerton,1,17522
357,T357,T357,Tino Schuster,1,17522
358,359,359,Robin Freeman,8,17258
359,T360,T360,Robert Rock,1,16383
360,T360,T360,David Smail,1,16383
361,362,362,Kevin Johnson,2,16330
362,363,363,Camilo Villegas,2,16300
363,364,364,Erik Compton,1,15895
364,365,365,Patrik Sjöland,1,15770
365,T366,T366,Keiichiro Fukabori,1,15223
366,T366,T366,Jonathan Lomas,1,15223
367,368,368,Graeme Storm,1,14806
368,369,369,Steve Marino,1,14542
369,370,370,Stephen Gangluff,1,14161
370,371,371,John Mallinger,1,13553
371,372,372,"Ron Philo, Jr.",1,12750
372,373,373,Brandt Snedeker,2,12731
373,374,374,Steve Pate,9,12402
374,375,375,Brian Henninger,3,12236
375,376,376,Jason Hartwick,1,12090
376,377,377,Dick Mast,3,12053
377,378,378,Kelly Grunewald,1,11935
378,379,379,Paul Sheehan,1,11715
379,380,380,Darrell Kestner,1,11700
380,381,381,Steve Collins,2,11250
381,382,382,Wil Collins,2,11200
382,383,383,Eric Axley,2,11100
383,384,384,Colby Beckstrom,2,11095
384,385,385,Charley Hoffman,1,10656
385,T386,T386,Casey Martin,1,10547
386,T386,T386,Chris Nallen,1,10547
387,388,388,Don Yrene,2,10452
388,389,389,Ted Tryba,2,10437
389,390,390,Doug Tewell,1,10088
390,391,391,John Maginnes,17,10080
391,392,392,Chris Starkjohann,4,9917
392,393,393,Rick Heath,1,9735
393,394,394,Ahmad Bateman,1,9625
394,395,395,Camilo Benedetti,1,9600
395,396,396,Greg Meyer,1,8928
396,397,397,Nick Gilliam,3,8926
397,398,398,Jason Knutzon,1,8920
398,399,399,Mike Standly,2,8904
399,400,400,Steven Bowditch,1,8299
400,T401,T401,Gavin Flint,1,7932
401,T401,T401,Jim McGovern,3,7932
402,403,403,David Duval,20,7630
403,404,404,Akio Sadakata,2,7315
404,405,405,Gary Hallberg,1,7160
405,406,406,David Lundstrom,2,7000
406,407,407,Rich Barcelo,3,6945
407,T408,T408,Brad Fabel,1,6926
408,T408,T408,Wayne Levi,1,6926
409,410,410,Ben Portie,1,6780
410,411,411,P.H. Horgan III,2,6540
411,412,412,Mike Heinen,7,6300
412,413,413,Ryan Dillon,1,6060
413,414,414,Mike Hulbert,4,6030
414,415,415,Trevor Dodds,2,5820
415,416,416,Dave Rummells,2,5640
416,T417,T417,Brad Adamonis,3,5000
417,T417,T417,Joseph Alfieri,1,5000
418,T417,T417,Ryan Armour,1,5000
419,T417,T417,Brett Bingham,1,5000
420,T417,T417,Jay Don Blake,2,5000
421,T417,T417,Josh Broadaway,1,5000
422,T417,T417,Andrew Buckle,1,5000
423,T417,T417,Jason Buha,1,5000
424,T417,T417,Jeff Burns,1,5000
425,T417,T417,Roberto Coceres,2,5000
426,T417,T417,Patrick Damron,3,5000
427,T417,T417,Scott Ford,1,5000
428,T417,T417,Ryan Howison,1,5000
429,T417,T417,Tom Johnson,1,5000
430,T417,T417,Richard Johnson,1,5000
431,T417,T417,Jeff Klauk,1,5000
432,T417,T417,David Mathis,2,5000
433,T417,T417,Parker McLachlin,1,5000
434,T417,T417,Andrew McLardy,1,5000
435,T417,T417,John Merrick,2,5000
436,T417,T417,Dan Olsen,1,5000
437,T417,T417,Fran Quinn,1,5000
438,T417,T417,Jim Rutledge,2,5000
439,T417,T417,Tommy Tolles,2,5000
440,T417,T417,Johnson Wagner,1,5000
