,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
46,47,47.0,Jung-gon Hwang,51,1.11,56.8,-19.98,46.28
47,48,49.0,Hyun-woo Ryu,41,1.11,45.38,-10.44,43.3
48,49,48.0,Shingo Katayama,47,1.1,51.83,-50.81,34.16
49,50,50.0,Prom Meesawat,42,1.09,45.78,-18.56,46.07
50,51,51.0,Garth Mulroy,52,1.08,56.09,-39.04,43.56
51,52,53.0,Ashun Wu,40,1.05,42.12,-3.81,42.67
52,53,52.0,Kurt Barnes,40,1.05,42.09,-36.04,25.7
53,54,54.0,Kyoung-Hoon Lee,40,1.04,41.52,-10.34,45.99
54,55,56.0,Peter Senior,40,1.01,40.59,-18.49,35.8
55,56,55.0,Graham DeLaet,40,1.01,40.28,-18.31,49.02
56,57,57.0,Hennie Otto,52,0.99,51.47,-53.88,28.22
57,58,59.0,Hideto Tanihara,51,0.97,49.51,-25.05,50.56
58,59,58.0,Tomohiro Kondo,49,0.96,47.23,-49.7,27.83
59,60,60.0,Jbe' Kruger,52,0.94,48.98,-58.85,51.48
60,61,61.0,WC Liang,49,0.94,45.94,-32.15,45.71
61,62,62.0,Kiradech Aphibarnrat,52,0.92,47.9,-50.49,42.87
62,63,63.0,I J Jang,47,0.91,42.84,-19.95,43.7
63,64,64.0,Robert Allenby,52,0.89,46.2,-103.72,31.65
64,65,65.0,Trevor Immelman,50,0.88,44.21,-49.71,33.44
65,66,66.0,Cameron Percy,49,0.88,42.89,-19.92,43.09
66,67,67.0,Anirban Lahiri,40,0.87,34.84,-23.25,38.71
67,68,68.0,Masamichi Uehira,48,0.87,41.53,-13.88,40.96
68,69,69.0,Siddikur Rahman,42,0.85,35.86,-41.93,32.65
69,70,70.0,Richard Green,46,0.84,38.7,-66.48,30.03
70,71,71.0,Do-Hoon Kim,52,0.84,43.58,-47.07,33.0
71,72,72.0,Rod Pampling,52,0.84,43.51,-26.65,42.89
72,73,73.0,Tetsuji Hiratsuka,52,0.83,43.12,-79.68,22.25
73,74,74.0,Brett Rumford,52,0.83,43.12,-39.65,41.35
74,75,75.0,Keith Horne,52,0.82,42.86,-31.55,48.44
75,76,76.0,David Hearn,52,0.81,41.99,-34.75,39.4
76,77,77.0,Masanori Kobayashi,52,0.78,40.75,-17.15,38.6
77,78,78.0,D.H. Lee,46,0.77,35.63,-26.43,21.14
78,79,80.0,Yusaku Miyazato,51,0.76,38.63,-20.92,25.31
79,80,81.0,Kunihiro Kamii,49,0.76,37.01,-23.52,30.27
80,81,79.0,Felipe Aguilar,52,0.75,39.08,-39.18,26.65
81,82,82.0,Jhonattan Vegas,52,0.74,38.46,-69.96,32.71
82,83,83.0,Camilo Villegas,52,0.73,38.17,-76.21,22.1
83,84,84.0,Ricardo Gonzalez,40,0.73,29.3,-29.89,27.77
84,85,85.0,Danny Lee,52,0.73,37.85,-40.99,20.39
85,86,88.0,Kazuhiro Yamashita,50,0.72,35.95,-14.69,30.93
86,87,87.0,Trevor Fisher Jr,40,0.72,28.68,-11.88,29.73
87,88,86.0,Nick O'Hern,52,0.72,37.22,-41.1,20.68
88,89,89.0,Scott Hend,52,0.71,36.73,-23.55,38.29
89,90,90.0,Jake Roos,41,0.7,28.72,-8.47,29.13
90,91,91.0,Fabrizio Zanotti,52,0.69,35.84,-34.59,30.7
91,92,93.0,Ryuichi Oda,46,0.69,31.59,-26.74,28.7
92,93,92.0,Ángel Cabrera,43,0.69,29.48,-44.54,20.81
93,94,95.0,Arnond Vongvanij,40,0.68,27.36,-2.38,29.74
94,95,94.0,Kieran Pratt,40,0.68,27.33,-13.54,28.55
95,96,96.0,Mike Hendry,40,0.67,26.68,-11.43,28.04
96,97,97.0,Shiv Kapur,52,0.65,33.83,-20.97,33.18
97,98,98.0,Thitiphun Chuayprakong,40,0.63,25.24,-3.24,24.2
98,99,99.0,Michael Campbell,50,0.62,31.2,-6.94,30.41
99,100,101.0,Nick Cullen,40,0.61,24.51,-8.0,25.77
100,101,100.0,Prayad Marksaeng,52,0.61,31.78,-41.93,24.77
101,102,102.0,Justin Walters,46,0.61,27.86,-14.66,25.77
102,103,103.0,S.K. Ho,47,0.6,28.28,-29.64,18.77
103,104,105.0,Antonio Lascuna,40,0.6,23.92,-8.06,24.94
104,105,104.0,Jay Choi,51,0.6,30.48,-32.65,27.87
105,106,106.0,Michio Matsumura,52,0.6,30.97,-57.84,15.33
106,107,107.0,Brad Fritsch,40,0.59,23.57,-6.04,25.08
107,108,108.0,Daehyun Kim,40,0.59,23.45,-16.12,18.64
108,109,109.0,Tadahiro Takayama,52,0.57,29.89,-47.32,9.8
109,110,110.0,Scott Gardiner,52,0.57,29.51,-12.55,31.21
110,111,111.0,Sang-hee Lee,40,0.56,22.58,-6.25,21.54
111,112,112.0,Whee Kim,40,0.56,22.58,-7.02,17.99
112,113,113.0,Kyung-Nam Kang,40,0.56,22.29,-19.75,18.21
113,114,115.0,Ariel Cañete,40,0.55,22.09,-3.78,22.02
114,115,114.0,Park Sang-eon,40,0.55,21.93,-18.83,16.96
115,116,116.0,Adam Hadwin,43,0.54,23.43,-23.63,16.9
116,117,117.0,Mardan Mamat,52,0.54,28.21,-29.81,27.39
117,118,119.0,Taichi Teshima,46,0.53,24.54,-16.37,19.44
118,119,118.0,Cho Min-jun,49,0.53,26.11,-34.77,11.72
119,120,120.0,Katsumasa Miyamoto,49,0.52,25.48,-37.39,18.01
120,121,121.0,Alistair Presnell,52,0.52,27.0,-25.24,27.36
121,122,122.0,Joong Kyung Mo,41,0.51,21.07,-19.71,18.23
122,123,124.0,Chapchai Nirat,50,0.51,25.31,-13.54,22.72
123,124,123.0,Lu Wei-chih,40,0.5,20.17,-23.79,5.39
124,125,125.0,Allan Versfeld,40,0.5,20.1,-5.07,19.99
125,126,127.0,David Smail,47,0.5,23.56,-14.43,20.95
126,127,126.0,Bio Kim,52,0.5,25.95,-20.66,27.97
127,128,128.0,Oliver Bekker,40,0.48,19.3,-12.06,24.97
128,129,129.0,Adilson da Silva,45,0.48,21.69,-14.01,17.76
129,130,133.0,Daniel Popovic,40,0.48,19.2,0.0,19.2
130,131,134.0,Jake Higginbottom,40,0.48,19.11,-0.61,18.5
131,132,130.0,Shunsuke Sonoda,49,0.48,23.29,-37.85,15.24
132,133,132.0,Kiyoshi Miyazato,48,0.47,22.77,-15.26,14.07
133,134,131.0,Seong Ho Lee,40,0.47,18.91,-10.67,16.58
134,135,135.0,Mark Brown,50,0.47,23.32,-14.32,21.44
135,136,136.0,Jaco Ahlers,40,0.47,18.62,-5.48,19.26
136,137,138.0,Camilo Benedetti,48,0.46,22.03,-12.98,20.16
137,138,139.0,Stuart Appleby,52,0.46,23.7,-54.86,20.68
138,139,137.0,Mathew Goggin,49,0.46,22.34,-31.14,13.5
139,140,141.0,Angelo Que,40,0.45,18.07,-12.18,16.96
140,141,140.0,Jarrod Lyle,40,0.45,17.85,-25.15,18.07
141,142,144.0,Kim Dae-sub,40,0.45,17.8,-0.44,18.0
142,143,142.0,Mark Tullo,52,0.44,23.12,-29.04,19.33
143,144,143.0,Scott Barr,43,0.44,19.09,-12.96,18.15
144,145,145.0,Masahiro Kawamura,40,0.44,17.44,-3.09,20.53
145,146,146.0,Koichiro Kawano,47,0.43,20.0,-23.34,4.8
146,147,148.0,Tyrone Van Aswegen,52,0.42,22.0,-7.7,22.77
147,148,149.0,Emiliano Grillo,40,0.42,16.9,-3.19,18.73
148,149,147.0,Tjaart van der Walt,43,0.42,18.1,-21.18,16.58
149,150,151.0,Alexandre Rocha,52,0.42,21.77,-6.2,19.92
150,151,153.0,Oscar Fraustro,40,0.42,16.72,-1.77,16.88
151,152,150.0,Chawalit Plaphol,52,0.42,21.61,-30.49,9.72
152,153,152.0,Dawie van der Walt,47,0.41,19.5,-12.44,21.79
153,154,156.0,Seuk-hyun Baek,40,0.41,16.45,-10.54,18.44
154,155,155.0,Daisuke Maruyama,52,0.41,21.35,-37.91,11.12
155,156,154.0,Steven Conran,40,0.41,16.39,-13.29,13.18
156,157,157.0,Yui Ueda,46,0.4,18.4,-12.14,14.57
157,158,158.0,Shaun Norris,44,0.4,17.54,-11.72,13.41
158,159,159.0,Yoshinobu Tsukada,42,0.4,16.68,-6.39,15.95
159,160,160.0,Yasuharu Imano,40,0.4,15.82,-9.44,13.53
160,161,162.0,Tano Goya,52,0.39,20.42,-28.13,17.5
161,162,163.0,Hiroo Kawai,47,0.39,18.26,-30.53,5.6
162,163,161.0,James Kingston,52,0.39,20.17,-45.36,17.74
163,164,167.0,Clodomiro Carranza,40,0.39,15.41,-3.64,16.19
164,165,164.0,Himmat Rai,43,0.38,16.54,-13.69,8.06
165,166,165.0,Azuma Yano,50,0.38,19.14,-25.46,13.63
166,167,166.0,Alex Haindl,41,0.38,15.69,-15.69,16.85
167,168,169.0,Nick Flanagan,42,0.38,15.78,-9.16,16.24
168,169,168.0,Chan Yih-shin,40,0.38,15.02,-13.93,8.19
169,170,175.0,Peter Wilson,40,0.37,14.89,-1.55,14.0
170,171,173.0,SSP Chawrasia,52,0.37,19.28,-23.77,20.37
171,172,170.0,Sung Kang,52,0.37,19.28,-29.98,7.62
172,173,171.0,Masatsugo Morofuji,46,0.37,17.02,-16.14,7.35
173,174,174.0,Akio Sadakata,40,0.37,14.73,-10.34,12.48
174,175,172.0,Matt Jones,48,0.37,17.66,-37.65,13.78
175,176,176.0,Adam Crawford,40,0.36,14.55,-7.54,7.4
176,177,177.0,Takashi Kanemoto,48,0.36,17.38,-27.58,15.39
177,178,178.0,Christiaan Basson,40,0.36,14.27,-10.79,12.96
178,179,180.0,Desvonde Botes,40,0.35,14.18,-5.47,13.36
179,180,181.0,Merrick Bremner,40,0.35,14.18,-3.26,14.22
180,181,182.0,Matthew Griffin,40,0.35,14.12,-7.0,13.52
181,182,179.0,Chinnarat Phadungsil,51,0.35,18.0,-17.04,13.67
182,183,183.0,Jang Dong-Kyu,40,0.35,14.03,-2.49,13.26
183,184,184.0,Chehuang Tsai,40,0.35,13.85,-1.87,14.0
184,185,185.0,Yoshikazu Haku,49,0.34,16.74,-17.12,14.37
185,186,186.0,Sushi Ishigaki,47,0.34,16.02,-10.99,15.46
186,187,187.0,Daniel Alfredo Vancsik,52,0.34,17.63,-9.08,17.4
187,188,188.0,Miguel Angel Carballo,52,0.33,17.38,-19.5,7.68
188,189,190.0,Gareth Paddison,40,0.33,13.3,-7.91,14.28
189,190,189.0,Sihwan Kim,40,0.33,13.27,-1.95,15.22
190,191,191.0,Norio Shinozaki,41,0.32,13.2,-2.76,13.23
191,192,192.0,Ruan de Smidt,40,0.32,12.79,-0.93,13.72
192,193,194.0,Vaughn Groenewald,40,0.31,12.58,-3.41,12.6
193,194,193.0,Gavin Coles,51,0.31,15.94,-21.13,5.77
194,195,196.0,Kaname Yokoo,47,0.31,14.66,-12.57,12.49
195,196,195.0,James Nitties,48,0.31,14.95,-16.95,6.81
196,197,198.0,Aaron Townsend,40,0.31,12.38,-5.81,10.59
197,198,197.0,Divan van den Heever,40,0.31,12.36,-9.03,11.13
198,199,199.0,Hyun Bin Park,40,0.31,12.3,-3.83,11.86
199,200,200.0,Richard Scott,40,0.3,12.14,-5.43,12.35
200,201,201.0,Lee In-woo,40,0.3,12.09,-3.48,14.0
201,202,202.0,Panuphol Pittayarat,40,0.3,11.97,-7.48,8.07
202,203,204.0,Nathan Green,52,0.29,15.29,-15.77,12.62
203,204,203.0,Ho Sung Choi,40,0.29,11.74,-13.98,7.1
204,205,205.0,Jinho Choi,40,0.29,11.72,-9.66,9.14
205,206,206.0,David Gleeson,40,0.29,11.63,-14.54,1.2
206,207,209.0,Tommy Cocha,40,0.29,11.55,-1.56,12.24
207,208,210.0,Darren Beck,42,0.29,12.08,-7.91,9.1
208,209,208.0,Inn Choon Hwang,40,0.29,11.49,-12.38,9.48
209,210,207.0,S.S. Hong,40,0.28,11.39,-15.38,3.6
210,211,212.0,Eugene Wong,40,0.28,11.35,-0.65,12.0
211,212,215.0,Ashley Hall,40,0.28,11.31,-6.84,7.12
212,213,211.0,Jae-bum Park,49,0.28,13.78,-24.52,5.51
213,214,213.0,César Costilla,40,0.28,11.23,-10.01,7.88
214,215,214.0,Mamo Osanai,46,0.28,12.92,-21.05,8.53
215,216,217.0,Anthony Brown,40,0.28,11.14,-5.27,9.0
216,217,218.0,Gi-Whan Kim,40,0.28,11.09,-2.52,13.61
217,218,221.0,Colin Nel,40,0.28,11.02,-4.17,11.02
218,219,216.0,Arjun Atwal,52,0.28,14.31,-35.74,11.67
219,220,219.0,Jyoti Randhawa,40,0.27,11.0,-10.65,8.4
220,221,220.0,Pariya Junhasavasdikul,46,0.27,12.57,-25.27,6.6
221,222,222.0,Andrés Echavarría,40,0.27,10.88,-4.88,9.82
222,223,223.0,Digvijay Singh,40,0.27,10.8,-6.48,14.0
223,224,224.0,Eun Shin Park,40,0.27,10.69,-4.49,10.31
224,225,226.0,Ryutaro Nagano,40,0.27,10.7,-1.02,11.49
225,226,227.0,Keiichiro Fukabori,40,0.26,10.59,-4.84,13.33
226,227,225.0,César Monasterio,40,0.26,10.59,-11.04,5.46
227,228,229.0,Tyrone Ferreira,52,0.26,13.64,-11.14,16.18
228,229,228.0,Ryuji Imada,52,0.26,13.5,-35.49,5.95
229,230,232.0,Matías O'Curry,40,0.26,10.37,-0.13,10.5
230,231,230.0,Justin Harding,40,0.26,10.36,-3.29,10.84
231,232,233.0,Andrew Dodt,52,0.26,13.4,-15.84,12.39
232,233,231.0,Daisuke Kataoka,50,0.26,12.8,-11.01,7.75
233,234,234.0,Jean Hugo,40,0.25,10.13,-10.0,5.14
234,235,236.0,Ockert Strydom,40,0.25,10.08,-5.19,5.24
235,236,238.0,Bryce Easton,40,0.25,10.06,-3.27,12.1
236,237,235.0,Chris Swanepoel,40,0.25,10.05,-6.57,10.98
237,238,240.0,Ulrich Van den Berg,40,0.25,9.93,-6.78,9.18
238,239,237.0,Andre Stolz,40,0.25,9.93,-24.19,3.06
239,240,239.0,Stephen Ames,42,0.25,10.36,-22.51,9.01
240,241,244.0,Jason Norris,40,0.24,9.75,0.0,9.75
241,242,241.0,Kim Sung-Yoon,41,0.24,9.98,-9.49,7.19
242,243,242.0,Elmer Salvador,40,0.24,9.72,-6.32,9.6
243,244,247.0,Sebastián Fernández,40,0.24,9.57,-2.73,8.4
244,245,243.0,Kim Hyung-Tae,52,0.24,12.42,-26.46,2.67
245,246,246.0,Boonchu Ruangkit,40,0.24,9.55,-3.12,9.87
246,247,248.0,Matthew Millar,40,0.24,9.46,-5.3,5.63
247,248,245.0,José de Jesús Rodríguez,40,0.24,9.46,-12.19,5.48
248,249,249.0,Kazuhiko Hosokawa,40,0.24,9.43,-9.94,7.74
249,250,250.0,Steven Bowditch,52,0.23,12.2,-27.22,8.91
250,251,251.0,Steven Alker,41,0.23,9.6,-3.07,11.42
251,252,254.0,Steven Jones,40,0.23,9.32,-2.95,7.51
252,253,252.0,Satoshi Tomiyama,42,0.23,9.75,-9.31,6.6
253,254,256.0,Gunn Charoenkul,40,0.23,9.19,-0.07,9.26
254,255,253.0,Matthew Zions,52,0.23,11.87,-20.97,6.96
255,256,255.0,Sung Joon Park,43,0.23,9.78,-11.0,5.89
256,257,257.0,Puma Dominguez,40,0.22,8.99,-4.99,6.66
257,258,259.0,Nelson Ledesma,40,0.22,8.96,-5.03,5.68
258,259,261.0,Danie van Tonder,40,0.22,8.95,-0.97,9.92
259,260,258.0,Julián Etulain,40,0.22,8.9,-9.01,8.24
260,261,260.0,Fabián Gómez,51,0.22,11.33,-14.69,11.75
261,262,262.0,Kodai Ichihara,52,0.22,11.49,-15.64,8.69
262,263,263.0,Jun-won Park,40,0.22,8.79,-3.47,8.81
263,264,265.0,Julio Zapata,40,0.22,8.75,-7.87,9.1
264,265,264.0,Nobuhiro Masuda,46,0.22,9.9,-19.42,3.55
265,266,268.0,Scott Laycock,40,0.21,8.58,-2.28,7.21
266,267,267.0,Hiroshi Iwata,49,0.21,10.5,-14.35,7.62
267,268,269.0,James Kamte,40,0.21,8.49,-3.89,8.48
268,269,270.0,Dean Burmester,40,0.21,8.48,-1.91,10.39
269,270,266.0,Benjamín Alvarado,40,0.21,8.46,-16.79,3.16
270,271,271.0,Rafael Echenique,52,0.21,10.88,-16.04,10.22
271,272,272.0,Tetsuya Haraguchi,46,0.21,9.57,-18.21,5.81
272,273,274.0,Kim Felton,40,0.21,8.29,-5.03,7.89
273,274,277.0,Matthew Stieger,40,0.21,8.24,0.0,8.24
274,275,273.0,Matt Hill,40,0.21,8.2,-1.4,9.6
275,276,275.0,Maximiliano Godoy,40,0.21,8.2,-3.77,4.71
276,277,276.0,Matt Carvell,40,0.2,8.16,-7.14,6.0
277,278,279.0,Michael Gligic,40,0.2,7.99,-1.31,9.3
278,279,278.0,Hirohito Koizumi,41,0.2,8.17,-8.29,3.84
279,280,280.0,Thanyakorn Khrongpha,40,0.2,7.93,-4.85,6.85
280,281,281.0,Zaw Moe,40,0.2,7.87,-8.42,5.13
281,282,282.0,Peter Lonard,52,0.2,10.16,-8.01,7.65
282,283,283.0,Aron Price,49,0.19,9.5,-14.52,5.85
283,284,286.0,Marco Ruiz,40,0.19,7.74,-7.86,7.32
284,285,290.0,Mark Williams,40,0.19,7.72,-2.23,7.43
285,286,284.0,Neven Basic,49,0.19,9.45,-11.66,1.22
286,287,289.0,Wade Ormsby,43,0.19,8.29,-5.85,8.7
287,288,287.0,Andrew Tschudin,40,0.19,7.67,-7.43,7.28
288,289,288.0,Stuart Anderson,40,0.19,7.66,-6.71,3.62
289,290,285.0,Matt McQuillan,40,0.19,7.65,-12.78,
290,291,292.0,Yosuke Asaji,40,0.19,7.64,-3.04,6.52
291,292,291.0,Chiragh Kumar,40,0.19,7.61,-5.39,3.37
292,293,293.0,Ryan Cairns,40,0.19,7.6,-2.81,9.43
293,294,294.0,Nobuhito Sato,40,0.19,7.54,-6.96,1.7
294,295,296.0,Cory Renfrew,40,0.19,7.53,-1.47,9.0
295,296,297.0,Bradford Vaughan,40,0.19,7.5,-7.05,4.74
296,297,295.0,Tyrone Mordt,40,0.19,7.48,-9.45,1.21
297,298,298.0,Wen-Tang Lin,40,0.19,7.46,-11.77,4.62
298,299,299.0,Scott Arnold,40,0.19,7.42,-8.23,6.0
299,300,301.0,Sebastián Vázquez,40,0.19,7.42,-0.06,7.48
300,301,300.0,Danny Chia,43,0.18,7.87,-6.89,4.56
301,302,306.0,Oliver Goss,40,0.18,7.28,0.0,7.28
302,303,302.0,Hidezumi Shirakata,40,0.18,7.28,-2.54,7.85
303,304,305.0,Louis de Jager,40,0.18,7.22,-2.84,7.78
304,305,304.0,Masafumi Kawase,41,0.18,7.38,-7.46,2.64
305,306,303.0,Marcus Both,45,0.18,8.09,-15.8,6.0
306,307,307.0,Bronson La'Cassie,40,0.18,7.09,-6.83,6.3
307,308,308.0,Marc Pucay,43,0.18,7.54,-9.1,3.99
308,309,309.0,Namchoak Tantipokakul,47,0.17,8.16,-13.3,6.38
309,310,310.0,Miguel Tabuena,40,0.17,6.82,-3.78,5.22
310,311,311.0,Andrew Parr,40,0.17,6.8,-3.73,8.56
311,312,312.0,Andrew Georgiou,40,0.17,6.71,-3.91,6.84
312,313,316.0,David Bransdon,40,0.17,6.66,-4.08,4.45
313,314,315.0,Rohan Blizard,40,0.17,6.63,-6.55,2.96
314,315,314.0,Wen-Teh Lu,40,0.17,6.63,-7.85,1.25
315,316,313.0,Josh Geary,40,0.17,6.6,-10.55,
316,317,317.0,Rafael Campos,40,0.16,6.52,-1.45,7.97
317,318,319.0,Tim Wilkinson,51,0.16,8.1,-7.82,6.49
318,319,318.0,Michiel Bothma,52,0.16,8.22,-12.86,7.99
319,320,325.0,James McLean,40,0.16,6.23,-0.08,6.31
320,321,320.0,Han Min-kyu,40,0.16,6.22,-5.14,2.4
321,322,324.0,José Coceres,40,0.15,6.2,-2.8,3.0
322,323,323.0,Shigeru Nonaka,45,0.15,6.96,-11.6,6.1
323,324,321.0,Hugo León,40,0.15,6.18,-5.7,3.6
324,325,322.0,Roger Sloan,40,0.15,6.15,-7.74,3.24
325,326,326.0,,40,0.15,6.08,-2.79,5.35
326,327,330.0,Joo-yeop Baek,40,0.15,6.0,0.0,6.0
327,328,331.0,Sebastián Salem,40,0.15,6.0,0.0,6.0
328,329,333.0,Alan Wagner,40,0.15,6.0,0.0,6.0
329,330,327.0,Satoshi Kodaira,40,0.15,5.97,-4.34,3.03
330,331,332.0,Brad Shilton,40,0.15,5.93,-0.07,6.0
331,332,337.0,Ryan Fox,40,0.15,5.92,-0.53,6.45
332,333,336.0,Ki Sang Lee,40,0.15,5.89,-2.88,3.6
333,334,329.0,Craig Parry,40,0.15,5.89,-6.93,
334,335,334.0,Adam Blyth,41,0.15,6.01,-4.74,9.66
335,336,338.0,Steve Allan,40,0.15,5.85,-5.23,3.99
336,337,328.0,Andrew Tampion,40,0.15,5.82,-8.76,2.34
337,338,335.0,Hidemasa Hoshino,46,0.15,6.67,-9.75,2.25
338,339,340.0,Jin Park,52,0.14,7.51,-7.46,6.77
339,340,339.0,Adam Groom,40,0.14,5.74,-6.89,3.57
340,341,342.0,Mitsuhiro Tateyama,43,0.14,6.07,-14.76,2.45
341,342,341.0,Scott Strange,48,0.14,6.74,-15.01,3.87
342,343,347.0,Keenan Davidse,40,0.14,5.56,-0.45,6.01
343,344,348.0,Cameron Smith,40,0.14,5.5,-0.5,6.0
344,345,344.0,Diego Vanegas,40,0.14,5.5,-6.24,3.6
345,346,343.0,Paul Sheehan,52,0.14,7.12,-19.57,
346,347,345.0,Seunghyuk Kim,40,0.14,5.47,-5.69,1.7
347,348,346.0,Akinori Tani,52,0.14,7.12,-9.15,2.34
348,349,349.0,Lucho Dodda,40,0.13,5.39,-1.87,6.0
349,350,350.0,José Garrido,40,0.13,5.39,-3.8,3.6
350,351,352.0,Craig Hancock,40,0.13,5.37,-2.58,3.6
351,352,351.0,Xinjun Zhang,40,0.13,5.33,-4.85,1.2
352,353,353.0,Rafael Romero,40,0.13,5.31,-3.86,6.0
353,354,354.0,Toru Suzuki,43,0.13,5.66,-9.74,2.08
354,355,355.0,Park Do-kyu,40,0.13,5.2,-7.74,
355,356,356.0,Jamie Arnold,40,0.13,5.18,-2.56,3.44
356,357,358.0,Peter O'Malley,40,0.13,5.09,-3.17,4.59
357,358,357.0,Paulo Pinto,40,0.13,5.09,-6.26,1.44
358,359,360.0,Jacques Blaauw,40,0.13,5.05,-2.91,4.89
359,360,359.0,Hur In-hoi,40,0.13,5.02,-5.83,3.8
360,361,361.0,Rahil Gangjee,52,0.12,6.5,-8.34,8.41
361,362,362.0,Wallie Coetsee,40,0.12,4.99,-2.5,2.73
362,363,364.0,Jin-jae Byun,40,0.12,4.98,-0.5,5.48
363,364,363.0,Danny Sahl,40,0.12,4.9,-5.69,2.64
364,365,365.0,Warren Abery,40,0.12,4.88,-13.08,3.86
365,366,366.0,Daniel Gaunt,52,0.12,6.32,-25.79,3.74
366,367,369.0,Brody Ninyette,40,0.12,4.84,-1.04,5.88
367,368,367.0,Mithun Perera,40,0.12,4.81,-1.92,6.73
368,369,370.0,Daniel Nisbet,40,0.12,4.8,0.0,4.8
369,370,368.0,Sung Lee,40,0.12,4.79,-10.06,4.52
370,371,373.0,Mu Hu,40,0.12,4.68,-1.17,5.86
371,372,371.0,Ryan Haller,40,0.12,4.66,-7.14,1.34
372,373,374.0,Darryn Lloyd,40,0.12,4.66,-2.82,3.33
373,374,372.0,Kiyoshi Murota,40,0.12,4.66,-3.5,4.27
374,375,376.0,Stephen Leaney,40,0.12,4.6,-2.5,3.51
375,376,377.0,Fernando Mechereffe,40,0.11,4.58,-0.47,5.05
376,377,375.0,Neil Schietekat,40,0.11,4.56,-8.5,3.85
