,FedExCup_Season_Points_RANK THIS WEEK,FedExCup_Season_Points_RANK LAST WEEK,FedExCup_Season_Points_PLAYER NAME,FedExCup_Season_Points_EVENTS,FedExCup_Season_Points_POINTS,FedExCup_Season_Points_# OF WINS,FedExCup_Season_Points_# OF TOP 10'S,FedExCup_Season_Points_POINTS BEHIND LEAD,FedExCup_Season_Points_RESET POINTS
91,92,92,Tom Gillis,19,511.0,,1.0,1758.0,
92,93,93,Andres Romero,19,506.0,,2.0,1763.0,
93,94,94,Josh Teater,25,506.0,,3.0,1763.0,
94,95,95,Freddie Jacobson,15,500.0,,1.0,1769.0,
95,96,96,Bryce Molder,20,495.0,,1.0,1774.0,
96,97,97,Brian Harman,24,493.0,,,1776.0,
97,98,98,Ricky Barnes,23,489.0,,1.0,1780.0,
98,99,99,Chris Stroud,23,484.0,,2.0,1785.0,
99,100,100,Roberto Castro,21,477.0,,1.0,1792.0,
100,101,101,Jonas Blixt,15,470.0,,3.0,1799.0,
101,102,102,Tommy Gainey,27,464.0,,1.0,1805.0,
102,103,103,Bob Estes,19,458.0,,1.0,1811.0,
103,104,104,Kevin Chappell,24,447.0,,1.0,1822.0,
104,105,105,Davis Love III,15,443.0,,2.0,1826.0,
105,106,106,Graham DeLaet,20,441.0,,2.0,1828.0,
106,107,107,Jeff Maggert,22,433.0,,1.0,1836.0,
107,108,108,David Hearn,22,432.0,,1.0,1837.0,
108,109,109,Kevin Streelman,22,424.0,,3.0,1845.0,
109,110,110,Brian Gay,23,424.0,,2.0,1845.0,
110,111,111,Gary Christian,23,422.0,,1.0,1847.0,
111,112,112,Robert Allenby,22,417.0,,2.0,1852.0,
112,113,113,Jason Day,13,417.0,,3.0,1852.0,
113,114,114,Trevor Immelman,20,411.0,,,1858.0,
114,115,115,James Driscoll,22,408.0,,2.0,1861.0,
115,116,116,Rod Pampling,21,398.0,,1.0,1871.0,
116,117,117,Henrik Stenson,12,394.0,,1.0,1875.0,
117,118,118,Troy Kelly,19,394.0,,1.0,1875.0,
118,119,119,Billy Mayfair,23,393.0,,1.0,1876.0,
119,120,120,Colt Knost,24,390.0,,2.0,1879.0,
120,121,121,Harrison Frazar,19,387.0,,2.0,1882.0,
121,122,122,Jerry Kelly,21,385.0,,,1884.0,
122,123,123,Boo Weekley,20,365.0,,2.0,1904.0,
123,124,124,Heath Slocum,24,365.0,,,1904.0,
124,125,125,Jason Bohn,23,363.0,,2.0,1906.0,
125,126,126,Jhonattan Vegas,22,361.0,,2.0,1908.0,
126,127,127,Y.E. Yang,20,351.0,,,1918.0,
127,128,128,Tim Herron,23,339.0,,,1930.0,
128,129,129,Bobby Gates,25,338.0,,1.0,1931.0,
129,130,130,Brendan Steele,20,334.0,,3.0,1935.0,
130,131,131,Retief Goosen,12,330.0,,2.0,1939.0,
131,132,132,Chez Reavie,23,327.0,,,1942.0,
132,133,133,David Mathis,25,322.0,,1.0,1947.0,
133,134,134,Gary Woodland,19,321.0,,,1948.0,
134,135,135,Chris DiMarco,25,316.0,,1.0,1953.0,
135,136,136,Vaughn Taylor,22,312.0,,,1957.0,
136,137,137,Erik Compton,22,311.0,,,1958.0,
137,138,138,Kyle Reifers,23,311.0,,,1958.0,
138,139,139,Stewart Cink,19,310.0,,,1959.0,
139,140,140,John Daly,12,298.0,,1.0,1971.0,
140,141,141,Kris Blanks,23,297.0,,,1972.0,
141,142,142,Bill Lunde,21,294.0,,,1975.0,
142,143,143,Billy Horschel,14,289.0,,1.0,1980.0,
143,144,144,Stuart Appleby,20,287.0,,,1982.0,
144,145,145,J.J. Killeen,29,286.0,,1.0,1983.0,
145,146,146,Brendon Todd,25,281.0,,1.0,1988.0,
146,147,147,Justin Leonard,22,277.0,,2.0,1992.0,
147,148,148,Camilo Villegas,21,267.0,,,2002.0,
148,149,149,Richard Lee,20,262.0,,,2007.0,
149,150,150,Billy Hurley III,23,256.0,,2.0,2013.0,
150,151,151,Hunter Haas,24,251.0,,1.0,2018.0,
151,152,152,Nick O'Hern,22,250.0,,1.0,2019.0,
152,153,153,Kevin Kisner,20,248.0,,1.0,2021.0,
153,154,154,Nathan Green,18,245.0,,1.0,2024.0,
154,155,155,Brandt Jobe,18,245.0,,1.0,2024.0,
155,156,156,D.J. Trahan,23,243.0,,1.0,2026.0,
156,157,157,Chris Couch,21,242.0,,,2027.0,
157,158,158,Robert Karlsson,13,239.0,,,2030.0,
158,159,159,Danny Lee,22,226.0,,,2043.0,
159,160,160,Charlie Beljan,18,222.0,,1.0,2047.0,
160,161,161,Lee Janzen,11,219.0,,1.0,2050.0,
161,162,162,Miguel Angel Carballo,21,213.0,,,2056.0,
162,163,163,Scott Brown,20,212.0,,3.0,2057.0,
163,164,164,Mark Anderson,21,209.0,,,2060.0,
164,165,165,Joe Durant,11,205.0,,1.0,2064.0,
165,166,166,Jarrod Lyle,7,199.0,,1.0,2070.0,
166,167,167,Rocco Mediate,19,195.0,,,2074.0,
167,168,168,Roland Thatcher,17,188.0,,1.0,2081.0,
168,169,169,Gavin Coles,19,184.0,,,2085.0,
169,170,170,Alexandre Rocha,17,183.0,,1.0,2086.0,
170,171,171,Arjun Atwal,23,181.0,,,2088.0,
171,172,172,Ángel Cabrera,17,177.0,,,2092.0,
172,173,173,Matt Bettencourt,27,177.0,,1.0,2092.0,
173,174,174,Garth Mulroy,17,173.0,,,2096.0,
174,175,175,Michael Bradley,20,173.0,,,2096.0,
175,176,176,Duffy Waldorf,10,168.0,,,2101.0,
176,177,177,Alex Cejka,9,166.0,,,2103.0,
177,178,178,Jason Kokrak,23,165.0,,1.0,2104.0,
178,179,179,Russell Knox,19,164.0,,,2105.0,
179,180,180,Derek Lamely,21,160.0,,,2109.0,
180,181,181,Cameron Beckman,22,154.0,,,2115.0,
181,182,182,Sung Kang,27,146.0,,,2123.0,
182,183,183,Chris Riley,10,144.0,,,2125.0,
183,184,184,Matt Jones,16,143.0,,1.0,2126.0,
184,185,185,Stephen Ames,17,142.0,,,2127.0,
185,186,186,Tom Pernice Jr.,19,139.0,,1.0,2130.0,
186,187,187,Ryuji Imada,24,113.0,,1.0,2156.0,
187,188,188,Rich Beem,9,113.0,,,2156.0,
188,189,189,Todd Hamilton,8,110.0,,1.0,2159.0,
189,190,190,Fred Couples,4,108.0,,,2161.0,
190,191,191,Patrick Sheehan,17,108.0,,,2161.0,
191,192,192,Mathew Goggin,19,103.0,,,2166.0,
192,193,193,Shaun Micheel,12,100.0,,,2169.0,
193,194,194,Joe Ogilvie,17,98.0,,,2171.0,
194,195,195,Jamie Lovemark,16,95.0,,,2174.0,
195,196,196,Briny Baird,13,92.0,,,2177.0,
196,197,197,Steve Wheatcroft,18,92.0,,,2177.0,
197,198,198,Kenny Perry,5,85.0,,,2184.0,
198,199,199,Marc Turnesa,9,83.0,,,2186.0,
199,200,200,Woody Austin,7,78.0,,,2191.0,
200,201,201,Tim Petrovic,14,78.0,,,2191.0,
201,202,202,Scott Dunlap,16,77.0,,,2192.0,
202,203,203,Tommy Biershenk,23,73.0,,,2196.0,
203,204,204,Steven Bowditch,15,72.0,,,2197.0,
204,205,205,Skip Kendall,5,71.0,,,2198.0,
205,T206,T206,Daniel Chopra,17,70.0,,,2199.0,
206,T206,T206,Garrett Willis,12,70.0,,,2199.0,
207,208,208,Mark Calcavecchia,3,68.0,,1.0,2201.0,
208,209,209,Corey Pavin,2,67.0,,,2202.0,
209,210,210,Paul Goydos,6,64.0,,,2205.0,
210,211,211,Shane Bertsch,13,61.0,,,2208.0,
211,212,212,Frank Lickliter II,8,56.0,,,2213.0,
212,213,213,Will MacKenzie,6,55.0,,,2214.0,
213,214,214,Richard Johnson,7,54.0,,,2215.0,
214,215,215,Steve Marino,6,54.0,,,2215.0,
215,216,216,Michael Allen,3,52.0,,1.0,2217.0,
216,217,217,Kent Jones,7,50.0,,,2219.0,
217,218,218,Paul Stankowski,7,48.0,,,2221.0,
218,219,219,Lucas Glover,16,47.0,,,2222.0,
219,220,220,Fred Funk,4,47.0,,,2222.0,
220,221,221,Kyle Thompson,19,44.0,,,2225.0,
221,222,222,Marco Dawson,18,43.0,,,2226.0,
222,223,223,Edward Loar,19,43.0,,,2226.0,
223,224,224,Glen Day,3,40.0,,,2229.0,
224,225,225,Brett Quigley,1,37.0,,,2232.0,
225,226,226,Brett Wetterich,7,35.0,,,2234.0,
226,227,227,Anthony Kim,10,32.0,,,2237.0,
227,228,228,Robert Damron,7,30.0,,,2239.0,
228,229,229,Willie Wood,1,26.0,,,2243.0,
229,230,230,Guy Boros,2,26.0,,,2243.0,
230,231,231,Tom Lehman,2,25.0,,,2244.0,
231,232,232,Jason Gore,8,23.0,,,2246.0,
232,233,233,Paul Casey,9,19.0,,,2250.0,
233,234,234,Len Mattiace,1,18.0,,,2251.0,
234,235,235,Bart Bryant,3,18.0,,,2251.0,
235,236,236,Craig Barlow,6,18.0,,,2251.0,
236,237,237,Scott Verplank,8,17.0,,,2252.0,
237,T238,T238,David Duval,17,16.0,,,2253.0,
238,T238,T238,Gene Sauers,2,16.0,,,2253.0,
239,240,240,Hank Kuehne,9,10.0,,,2259.0,
240,T241,T241,Eric Axley,3,9.0,,,2260.0,
241,T241,T241,Mark Brooks,3,9.0,,,2260.0,
242,T241,T241,Steve Lowery,1,9.0,,,2260.0,
243,244,244,Robert Gamez,8,9.0,,,2260.0,
244,245,245,Ted Purdy,4,9.0,,,2260.0,
245,246,246,Fran Quinn,5,6.0,,,2263.0,
246,247,247,Zack Miller,9,5.0,,,2264.0,
247,248,248,José María Olazábal,5,4.0,,,2265.0,
248,249,249,Stephen Gangluff,19,3.0,,,2266.0,
249,250,250,Omar Uresti,4,3.0,,,2266.0,
250,251,251,Peter Lonard,4,2.0,,,2267.0,
251,252,252,Kevin Sutherland,4,2.0,,,2267.0,
252,253,253,Matt McQuillan,10,2.0,,,2267.0,
253,254,254,Neal Lancaster,8,2.0,,,2267.0,
254,255,255,Tom Watson,3,2.0,,,2267.0,
255,256,256,Jesper Parnevik,3,1.0,,,2268.0,
256,257,257,Kirk Triplett,3,,,,2269.0,
