,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
147,T112,,Richard Lee,2,2016030
148,T112,,Peter Lonard,2,2013300
149,T112,,Jamie Lovemark,2,2017480
150,T112,,Shane Lowry,2,2017450
151,T112,,Will MacKenzie,2,2017340
152,T112,,Michio Matsumura,2,2011020
153,T112,,Billy Mayfair,2,2016360
154,T112,,Wesley McClain,2,2017240
155,T112,,William McGirt,2,2017470
156,T112,,Mac McLendon,2,1980430
157,T112,,Matthew Millar,2,2011310
158,T112,,Larry Mize,2,2016240
159,T112,,Francesco Molinari,2,2017480
160,T112,,Jack Newton,2,1982420
161,T112,,Shaun Norris,2,2017410
162,T112,,Carlos Ortiz,2,2016460
163,T112,,Rod Pampling,2,2017470
164,T112,,Craig Parry,2,2008320
165,T112,,John Schroeder,2,1995300
166,T112,,Robby Shelton,2,2017400
167,T112,,Chan Shih-chang,2,2017020
168,T112,,Vijay Singh,2,2017420
169,T112,,Bob Smith,2,1985280
170,T112,,Soomin Lee,2,2017020
171,T112,,Matthew Southgate,2,2016400
172,T112,,Brendan Steele,2,2017480
173,T112,,Hideto Tanihara,2,2017440
174,T112,,D.J. Trahan,2,2017400
175,T112,,Dawie van der Walt,2,2016450
176,T112,,Danie van Tonder,2,2015190
177,T112,,Johnson Wagner,2,2017430
178,T112,,Bubba Watson,2,2017470
179,T112,,Charlie Wi,2,2017400
180,T112,,Xinjun Zhang,2,2016050
181,T112,,Jordan Zunic,2,2016180
