,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
146,147,147,Tim Petrovic,111,4.83,58,1202,+0.069
147,148,148,Mathias Grönberg,91,4.82,49,1016,+0.306
148,149,149,Mark Hensby,97,4.8,55,1147,-0.036
149,150,150,Shaun Micheel,93,4.79,47,982,+0.106
150,T151,T151,Rich Barcelo,67,4.78,39,816,+0.333
151,T151,T151,Pat Perez,102,4.78,57,1193,+0.193
152,T153,T153,Chris DiMarco,105,4.76,51,1072,+0.059
153,T153,T153,Tom Lehman,70,4.76,38,799,+0.105
154,T153,T153,Craig Perks,75,4.76,42,882,+0.262
155,T156,T156,Briny Baird,100,4.75,53,1116,+0.019
156,T156,T156,Justin Rose,77,4.75,41,863,+0.024
157,158,158,Roger Tambellini,81,4.74,46,970,+0.130
158,159,159,Danny Briggs,85,4.72,49,1039,+0.163
159,160,160,Steve Allan,102,4.68,57,1219,+0.070
160,161,161,Alex Cejka,76,4.67,37,793,+0.054
161,162,162,Hank Kuehne,91,4.65,54,1162,+0.296
162,163,163,Tripp Isenhour,55,4.58,30,655,+0.467
163,164,164,Steve Flesch,109,4.55,52,1143,+0.365
164,165,165,Robert Allenby,93,4.53,45,993,-0.133
165,166,166,Frank Lickliter II,89,4.36,47,1079,+0.213
166,167,167,David Toms,80,4.23,34,804,-0.029
167,168,168,Rory Sabbatini,89,4.22,44,1042,-0.114
168,169,169,Hunter Mahan,94,4.2,48,1144,+0.021
169,T170,T170,Jason Dufner,79,4.13,41,992,+0.293
170,T170,T170,Sergio Garcia,65,4.13,29,702,+0.241
171,172,172,Chris Smith,105,4.08,52,1275,+0.269
172,173,173,J.J. Henry,103,4.05,51,1259,+0.216
173,T174,T174,Jason Bohn,98,4.03,49,1216,+0.306
174,T174,T174,Kris Cox,73,4.03,34,844,+0.206
175,T176,T176,Ernie Els,62,3.97,23,580,+0.130
176,T176,T176,Lucas Glover,95,3.97,46,1158,+0.043
177,178,178,Tim Clark,84,3.96,39,985,+0.077
178,179,179,Duffy Waldorf,79,3.93,32,815,+0.219
179,180,180,Ted Purdy,114,3.88,55,1417,+0.145
180,181,181,Darren Clarke,54,3.85,19,494,-0.158
181,182,182,Joe Ogilvie,104,3.78,44,1165,+0.136
182,183,183,Jeff Brehaut,106,3.73,48,1288,E
183,184,184,Rich Beem,81,3.65,31,849,+0.161
184,185,185,Robert Gamez,103,3.61,45,1246,+0.200
185,186,186,Roland Thatcher,66,3.58,30,837,+0.167
186,187,187,Zach Johnson,109,3.57,44,1233,+0.114
187,188,188,Fred Couples,54,3.55,22,620,+0.682
188,189,189,Phil Mickelson,83,3.48,26,747,+0.077
189,190,190,Stuart Appleby,84,3.38,28,828,+0.214
190,191,191,Craig Barlow,80,3.24,31,958,+0.065
191,192,192,Adam Scott,55,3.19,18,564,E
192,193,193,Chris Couch,55,3.15,20,634,+0.700
193,194,194,Vijay Singh,112,3.06,38,1241,+0.053
194,195,195,Scott Hend,81,3.0,29,966,+0.379
195,196,196,John Daly,79,2.04,19,931,-0.211
