,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
130,131,131,Stephen Leaney,84,246,142,104
131,132,132,Glen Day,101,248,72,176
132,133,133,Alex Cejka,76,249,122,127
133,T134,T134,Craig Bowden,83,250,98,152
134,T134,T134,Scott Simpson,55,250,81,169
135,T136,T136,Peter Lonard,68,251,98,153
136,T136,T136,Tim Petrovic,111,251,115,136
137,T138,T138,Ben Crane,92,253,135,118
138,T138,T138,Mike Weir,75,253,158,95
139,140,140,Hank Kuehne,91,256,101,155
140,141,141,K.J. Choi,83,257,180,77
141,142,142,Dicky Pride,66,261,101,160
142,143,143,Hirofumi Miyase,65,263,76,187
143,T144,T144,Chris Couch,55,265,82,183
144,T144,T144,Danny Ellis,81,265,140,125
145,T144,T144,Omar Uresti,85,265,105,160
146,147,147,Bernhard Langer,59,268,175,93
147,148,148,Michael Allen,87,273,158,115
148,149,149,Tom Carter,113,275,122,153
149,150,150,Brenden Pappas,111,276,125,151
150,151,151,Mathias Grönberg,91,281,137,144
151,152,152,Shigeki Maruyama,93,286,178,108
152,T153,T153,Joe Ogilvie,104,289,144,145
153,T153,T153,Bob Tway,90,289,183,106
154,155,155,David Peoples,82,290,169,121
155,156,156,Steve Lowery,91,292,169,123
156,T157,T157,Ben Curtis,56,293,155,138
157,T157,T157,Corey Pavin,83,293,125,168
158,T157,T157,Grant Waite,79,293,161,132
159,160,160,Freddie Jacobson,83,295,182,113
160,161,161,David Frost,78,299,171,128
161,T162,T162,Billy Andrade,104,300,186,114
162,T162,T162,Bob Estes,73,300,181,119
163,164,164,Tripp Isenhour,55,302,163,139
164,165,165,Arjun Atwal,85,303,140,163
165,T166,T166,Guy Boros,64,307,125,182
166,T166,T166,Dan Forsman,79,307,161,146
167,168,168,Gene Sauers,83,308,137,171
168,169,169,Blaine McCallister,68,310,176,134
169,170,170,Niclas Fasth,61,312,133,179
170,T171,T171,Todd Fischer,104,313,189,124
171,T171,T171,Dan Olsen,75,313,135,178
172,173,173,Bob Burns,88,322,155,167
173,174,174,Craig Perks,75,323,176,147
174,175,175,David Morland IV,73,325,137,188
175,176,176,Mark O'Meara,58,332,166,166
176,T177,T177,Paul Azinger,75,337,190,147
177,T177,T177,Len Mattiace,75,337,145,192
178,179,179,Greg Chalmers,70,339,154,185
179,180,180,Esteban Toledo,92,340,152,188
180,T181,T181,Brian Gay,96,344,167,177
181,T181,T181,Nick Price,51,344,152,192
182,183,183,Dean Wilson,99,345,172,173
183,184,184,Todd Hamilton,92,347,190,157
184,185,185,Mark Brooks,72,355,165,190
185,186,186,Chris Riley,78,357,192,165
186,187,187,Cliff Kresge,89,358,172,186
187,188,188,Kevin Muncrief,50,359,167,192
188,T189,T189,José María Olazábal,56,360,196,164
189,T189,T189,Tommy Tolles,67,360,185,175
190,191,191,Ken Duke,89,361,187,174
191,192,192,Craig Parry,52,372,188,184
192,193,193,Brad Faxon,94,375,194,181
193,194,194,Aaron Baddeley,87,379,184,195
194,195,195,Steve Stricker,81,386,195,191
195,196,196,David Gossett,57,389,193,196
