,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
28,T26,T26,Frank Lickliter II,89,416,Mercedes Championships,4,18,656
29,30,T14,J.L. Lewis,106,415,Mercedes Championships,1,18,656
30,T31,T16,Kenny Perry,79,414,Mercedes Championships,2,6,656
31,T31,25,Vijay Singh,112,414,Mercedes Championships,4,18,656
32,T31,10,Tiger Woods,78,414,Mercedes Championships,1,6,656
33,T34,T6,Ernie Els,62,413,Mercedes Championships,1,18,656
34,T34,T34,Retief Goosen,56,413,Mercedes Championships,2,6,656
35,36,T14,Jonathan Kaye,79,412,Mercedes Championships,1,18,656
36,T37,T26,Peter Jacobsen,31,411,Mercedes Championships,4,18,656
37,T37,T16,Mike Weir,75,411,Mercedes Championships,3,18,656
38,T37,5,Stuart Appleby,84,411,Mercedes Championships,1,18,656
39,T40,T20,Shaun Micheel,93,410,Mercedes Championships,3,18,656
40,T40,T40,Justin Leonard,90,410,Mercedes Championships,1,18,656
41,T40,T16,Shigeki Maruyama,93,410,Mercedes Championships,3,18,656
42,T40,T40,Ben Crane,92,410,Mercedes Championships,4,18,656
43,T40,T40,Adam Scott,55,410,Mercedes Championships,4,18,656
44,T45,25,Vijay Singh,112,409,Mercedes Championships,2,18,656
45,T45,T40,Ben Crane,92,409,Mercedes Championships,4,6,656
46,T47,T16,Tommy Armour III,87,408,Mercedes Championships,1,18,656
47,T47,T47,John Huston,62,408,Mercedes Championships,2,18,656
48,T47,T47,Kirk Triplett,88,408,Mercedes Championships,3,6,656
49,T47,10,Tiger Woods,78,408,Mercedes Championships,1,18,656
50,T47,T16,Shigeki Maruyama,93,408,Mercedes Championships,1,18,656
51,T52,T52,Bob Tway,90,407,Mercedes Championships,3,6,656
52,T52,T6,Ernie Els,62,407,Mercedes Championships,1,6,656
53,T52,10,Tiger Woods,78,407,Mercedes Championships,3,18,656
54,T52,3,Darren Clarke,54,407,Mercedes Championships,3,18,656
55,T52,T52,Ben Curtis,56,407,Mercedes Championships,2,6,656
56,T57,T47,Kirk Triplett,88,406,Mercedes Championships,4,18,656
57,T57,T57,Kris Cox,73,406,Valero Texas Open,1,1,625
58,T57,T40,Adam Scott,55,406,Mercedes Championships,1,18,656
59,T60,T14,J.L. Lewis,106,405,Mercedes Championships,3,18,656
60,T60,25,Vijay Singh,112,405,Mercedes Championships,1,18,656
61,T60,9,Chad Campbell,100,405,Mercedes Championships,3,6,656
62,T60,T60,Scott Hend,81,405,Bank of America Colonial,4,7,21
63,T64,1,Davis Love III,85,404,Mercedes Championships,3,18,656
64,T64,T6,Ernie Els,62,404,Mercedes Championships,2,6,656
65,T64,25,Vijay Singh,112,404,Mercedes Championships,1,6,656
66,T64,3,Darren Clarke,54,404,Mercedes Championships,1,6,656
67,T64,T14,Jonathan Kaye,79,404,Mercedes Championships,3,6,656
68,T64,T52,Ben Curtis,56,404,Mercedes Championships,1,18,656
69,T64,T60,Scott Hend,81,404,FedEx St. Jude Classic,4,6,513
70,T71,T26,Fred Couples,54,403,Mercedes Championships,2,6,656
71,T71,T47,Kirk Triplett,88,403,Mercedes Championships,4,6,656
72,73,T26,Craig Stadler,20,402,Mercedes Championships,4,6,656
73,T74,T47,John Huston,62,401,Mercedes Championships,4,18,656
74,T74,T26,Craig Stadler,20,401,Mercedes Championships,1,18,656
75,T74,T14,Jonathan Kaye,79,401,Mercedes Championships,3,18,656
76,T74,5,Stuart Appleby,84,401,Mercedes Championships,2,18,656
77,T78,T26,Fred Couples,54,400,Mercedes Championships,3,18,656
78,T78,T78,John Daly,79,400,World Golf Championships-NEC Invitational,1,2,36
79,T78,T26,Peter Jacobsen,31,400,Mercedes Championships,4,6,656
80,T78,1,Davis Love III,85,400,Mercedes Championships,3,6,656
81,T78,T34,Retief Goosen,56,400,Mercedes Championships,4,18,656
82,T78,T40,Ben Crane,92,400,Mercedes Championships,2,6,656
83,T84,T84,Donnie Hammond,37,399,Valero Texas Open,1,1,625
84,T84,T16,Mike Weir,75,399,Mercedes Championships,4,18,656
85,T86,10,Tiger Woods,78,398,Mercedes Championships,3,6,656
86,T86,T86,Briny Baird,100,398,Valero Texas Open,4,11,625
87,T86,T52,Ben Curtis,56,398,Mercedes Championships,3,18,656
88,T86,T40,Adam Scott,55,398,Mercedes Championships,1,6,656
89,T90,25,Vijay Singh,112,397,Mercedes Championships,4,6,656
90,T90,T90,Scott McCarron,88,397,BellSouth Classic,4,10,638
91,T90,T90,Scott McCarron,88,397,Reno-Tahoe Open,4,17,660
92,T90,T90,Jesper Parnevik,86,397,Valero Texas Open,4,11,625
93,T90,3,Darren Clarke,54,397,Mercedes Championships,2,6,656
94,T90,T90,Arjun Atwal,85,397,Reno-Tahoe Open,3,8,660
95,T96,T16,Tommy Armour III,87,396,Mercedes Championships,3,18,656
96,T96,T52,Bob Tway,90,396,Mercedes Championships,3,18,656
97,T96,T96,Kent Jones,99,396,Michelin Championship at Las Vegas,3,10,538
98,T96,T60,Scott Hend,81,396,BellSouth Classic,4,10,638
99,T100,T14,J.L. Lewis,106,395,Valero Texas Open,4,11,625
100,T100,T47,Kirk Triplett,88,395,Mercedes Championships,1,18,656
101,T100,T52,Bob Tway,90,395,Mercedes Championships,1,18,656
102,T100,T100,Brenden Pappas,111,395,Shell Houston Open,2,15,699
103,T100,T60,Scott Hend,81,395,Michelin Championship at Las Vegas,3,2,538
104,T105,T16,Kenny Perry,79,394,Mercedes Championships,4,18,656
105,T105,T105,Mike Heinen,53,394,Reno-Tahoe Open,3,9,660
106,T105,T34,Retief Goosen,56,394,Mercedes Championships,3,18,656
107,T105,T105,Rod Pampling,98,394,Valero Texas Open,4,11,625
108,T109,T109,Steve Flesch,109,393,Mercedes Championships,4,18,656
109,T109,T109,Chris Couch,55,393,BellSouth Classic,4,10,638
110,T111,T109,Steve Flesch,109,392,Mercedes Championships,3,18,656
111,T111,T111,Aaron Baddeley,87,392,84 LUMBER Classic,1,5,696
112,T111,T60,Scott Hend,81,392,BellSouth Classic,4,7,638
113,T111,2,Rory Sabbatini,89,392,Mercedes Championships,3,6,656
114,T115,T115,Jim Furyk,44,391,Mercedes Championships,4,18,656
115,T115,T40,Justin Leonard,90,391,Mercedes Championships,4,18,656
116,T117,T16,Kenny Perry,79,390,Mercedes Championships,3,18,656
117,T117,T20,Shaun Micheel,93,390,Mercedes Championships,2,6,656
118,T117,T16,Mike Weir,75,390,Mercedes Championships,1,18,656
119,T117,T117,Ken Duke,89,390,BellSouth Classic,2,10,638
120,T117,T34,Retief Goosen,56,390,Mercedes Championships,1,18,656
121,T117,2,Rory Sabbatini,89,390,Mercedes Championships,4,6,656
122,T117,T117,Camilo Villegas,30,390,Valero Texas Open,2,11,625
123,124,124,Brian Kortan,65,389,BellSouth Classic,4,7,638
124,T125,T26,Peter Jacobsen,31,388,Mercedes Championships,3,18,656
125,T125,T125,Freddie Jacobson,83,388,Valero Texas Open,4,11,625
126,T125,T40,Adam Scott,55,388,Mercedes Championships,3,18,656
127,T125,T40,Adam Scott,55,388,BellSouth Classic,1,10,638
128,T129,T16,Kenny Perry,79,387,Mercedes Championships,1,18,656
129,T129,T47,Kirk Triplett,88,387,Mercedes Championships,2,18,656
130,T129,T129,Bob Burns,88,387,Valero Texas Open,2,1,625
131,T132,T16,Tommy Armour III,87,386,Mercedes Championships,4,18,656
132,T132,T16,Tommy Armour III,87,386,Valero Texas Open,4,11,625
133,T132,9,Chad Campbell,100,386,Mercedes Championships,2,18,656
134,T132,T86,Briny Baird,100,386,Valero Texas Open,3,11,625
135,T132,T6,Victor Schwamkrug,2,386,Shell Houston Open,1,15,699
136,T132,T52,Ben Curtis,56,386,Mercedes Championships,4,18,656
137,T132,2,Rory Sabbatini,89,386,Mercedes Championships,3,18,656
138,T139,T16,Tommy Armour III,87,385,Mercedes Championships,1,6,656
139,T139,T26,Fred Couples,54,385,Mercedes Championships,2,18,656
140,T139,1,Davis Love III,85,385,Mercedes Championships,1,18,656
141,T139,1,Davis Love III,85,385,Mercedes Championships,2,18,656
142,T139,T139,Chris Smith,105,385,Reno-Tahoe Open,4,10,660
143,T139,T139,Brad Lardon,43,385,Valero Texas Open,4,11,625
144,T139,T139,Garrett Willis,49,385,Reno-Tahoe Open,4,10,660
145,T139,T139,Daniel Chopra,108,385,Reno-Tahoe Open,4,17,660
146,T139,T139,Carl Pettersson,100,385,BellSouth Classic,4,7,638
147,T148,T52,Bob Tway,90,384,Mercedes Championships,4,18,656
148,T148,T6,Ernie Els,62,384,Mercedes Championships,2,18,656
149,T148,T109,Steve Flesch,109,384,Mercedes Championships,1,18,656
150,T148,T109,Steve Flesch,109,384,Mercedes Championships,2,18,656
151,T148,T14,Jonathan Kaye,79,384,Mercedes Championships,2,18,656
152,T148,5,Stuart Appleby,84,384,Mercedes Championships,1,6,656
153,T148,T148,Roger Tambellini,81,384,Valero Texas Open,2,1,625
154,T148,2,Rory Sabbatini,89,384,Mercedes Championships,1,6,656
155,T156,T78,John Daly,79,383,84 LUMBER Classic,2,18,696
156,T156,T47,Kirk Triplett,88,383,Mercedes Championships,3,18,656
157,T156,T20,Shaun Micheel,93,383,Mercedes Championships,1,6,656
158,T156,T105,Mike Heinen,53,383,Reno-Tahoe Open,3,17,660
159,T156,T40,Justin Leonard,90,383,Mercedes Championships,2,18,656
160,T156,T26,Frank Lickliter II,89,383,Mercedes Championships,3,18,656
161,T156,T60,Scott Hend,81,383,Shell Houston Open,2,1,699
162,T156,T156,Ryan Palmer,103,383,BellSouth Classic,2,10,638
163,T164,T164,Scott Hoch,52,382,Mercedes Championships,2,18,656
164,T164,T90,Scott McCarron,88,382,Reno-Tahoe Open,3,10,660
165,T164,3,Darren Clarke,54,382,Mercedes Championships,2,18,656
166,T164,3,Darren Clarke,54,382,Mercedes Championships,4,6,656
167,T164,T139,Daniel Chopra,108,382,Reno-Tahoe Open,4,5,660
168,T164,T60,Scott Hend,81,382,BellSouth Classic,3,10,638
169,T164,T164,Matt Kuchar,83,382,Valero Texas Open,4,11,625
170,T164,T164,Jimmy Walker,2,382,Shell Houston Open,1,7,699
171,T172,T172,Tom Lehman,70,381,Valero Texas Open,4,11,625
172,T172,T14,J.L. Lewis,106,381,Mercedes Championships,2,18,656
173,T172,T172,Steve Lowery,91,381,BellSouth Classic,4,10,638
174,T172,T16,Kenny Perry,79,381,Mercedes Championships,2,18,656
175,T172,T26,Craig Stadler,20,381,Mercedes Championships,2,18,656
176,T172,T172,Phil Tataurangi,17,381,Reno-Tahoe Open,1,5,660
177,T172,T16,Shigeki Maruyama,93,381,Mercedes Championships,2,6,656
178,T172,T172,Todd Fischer,104,381,Valero Texas Open,2,1,625
179,T172,2,Rory Sabbatini,89,381,Mercedes Championships,4,17,656
180,T172,T139,Carl Pettersson,100,381,Bank of America Colonial,4,7,21
181,T182,T164,Scott Hoch,52,380,Mercedes Championships,4,18,656
182,T182,T57,Kris Cox,73,380,Valero Texas Open,2,11,625
183,T182,T139,Daniel Chopra,108,380,84 LUMBER Classic,2,18,696
184,T182,T182,Tag Ridings,53,380,BellSouth Classic,4,10,638
185,T182,T182,Hank Kuehne,91,380,Valero Texas Open,3,11,625
186,T182,T182,Hank Kuehne,91,380,Valero Texas Open,4,1,625
187,T182,T164,Jimmy Walker,2,380,Shell Houston Open,2,6,699
188,T182,T182,Kevin Durkin,8,380,BellSouth Classic,4,7,638
189,T182,T117,Camilo Villegas,30,380,U.S. Bank Championship in Milwaukee,2,13,612
190,T191,T47,John Huston,62,379,Mercedes Championships,1,18,656
191,T191,T16,Kenny Perry,79,379,Bank of America Colonial,3,7,21
192,T191,T20,Shaun Micheel,93,379,Mercedes Championships,2,18,656
193,T191,T191,Cameron Beckman,99,379,BellSouth Classic,2,7,638
194,T191,T191,Tim Herron,84,379,Shell Houston Open,2,12,699
195,T191,T100,Brenden Pappas,111,379,Shell Houston Open,1,12,699
196,T191,T182,Hank Kuehne,91,379,Valero Texas Open,4,11,625
197,T191,2,Rory Sabbatini,89,379,Mercedes Championships,2,6,656
198,T199,T199,Steve Elkington,64,378,BellSouth Classic,4,10,638
199,T199,T26,Peter Jacobsen,31,378,Mercedes Championships,2,6,656
