,Right_Rough_Tendency_RTP_Score_RANK THIS WEEK,Right_Rough_Tendency_RTP_Score_RANK LAST WEEK,Right_Rough_Tendency_RTP_Score_PLAYER NAME,Right_Rough_Tendency_RTP_Score_ROUNDS,Right_Rough_Tendency_RTP_Score_RTP SCORE
93,94,94,José Coceres,68,+.128
94,T95,T95,Len Mattiace,75,+.131
95,T95,T95,Tim Petrovic,111,+.131
96,T97,T97,Pat Bates,99,+.132
97,T97,T97,Jerry Kelly,113,+.132
98,T97,T97,J.L. Lewis,106,+.132
99,T97,T97,Duffy Waldorf,79,+.132
100,T101,T101,Rich Barcelo,67,+.134
101,T101,T101,Jay Williamson,100,+.134
102,103,103,Joey Sindelar,100,+.135
103,104,104,Scott Hoch,52,+.136
104,T105,T105,Jason Bohn,98,+.137
105,T105,T105,Cliff Kresge,89,+.137
106,T107,T107,Arron Oberholser,77,+.138
107,T107,T107,Corey Pavin,83,+.138
108,109,109,Mark Calcavecchia,79,+.140
109,T110,T110,Ben Crane,92,+.141
110,T110,T110,Tim Herron,84,+.141
111,T110,T110,Chris Smith,105,+.141
112,T113,T113,Dan Olsen,75,+.143
113,T113,T113,Dean Wilson,99,+.143
114,115,115,Guy Boros,64,+.144
115,T116,T116,Tom Lehman,70,+.148
116,T116,T116,John Rollins,90,+.148
117,T118,T118,Jeff Brehaut,106,+.151
118,T118,T118,Peter Lonard,68,+.151
119,T118,T118,Roger Tambellini,81,+.151
120,121,121,Gene Sauers,83,+.152
121,T122,T122,Matt Kuchar,83,+.153
122,T122,T122,Jeff Maggert,60,+.153
123,124,124,Robert Allenby,93,+.154
124,125,125,Stephen Leaney,84,+.156
125,126,126,Brian Bateman,84,+.157
126,127,127,Kevin Sutherland,86,+.161
127,T128,T128,Stephen Ames,97,+.163
128,T128,T128,Omar Uresti,85,+.163
129,T130,T130,Lucas Glover,95,+.164
130,T130,T130,Grant Waite,79,+.164
131,T132,T132,Craig Barlow,80,+.169
132,T132,T132,Craig Bowden,83,+.169
133,T132,T132,Glen Day,101,+.169
134,T132,T132,Todd Fischer,104,+.169
135,T132,T132,Tripp Isenhour,55,+.169
136,137,137,Tag Ridings,53,+.170
137,T138,T138,K.J. Choi,83,+.172
138,T138,T138,Mark O'Meara,58,+.172
139,T140,T140,Mark Hensby,97,+.173
140,T140,T140,John Huston,62,+.173
141,T142,T142,Greg Chalmers,70,+.174
142,T142,T142,Ken Duke,89,+.174
143,T144,T144,Brad Faxon,94,+.178
144,T144,T144,Scott McCarron,88,+.178
145,T146,T146,Brian Gay,96,+.180
146,T146,T146,Zach Johnson,109,+.180
147,148,148,Todd Hamilton,92,+.181
148,T149,T149,David Morland IV,73,+.183
149,T149,T149,Hidemichi Tanaka,89,+.183
150,151,151,Jay Delsing,76,+.185
151,T152,T152,Aaron Baddeley,87,+.186
152,T152,T152,J.J. Henry,103,+.186
153,T152,T152,Skip Kendall,99,+.186
154,T152,T152,Loren Roberts,81,+.186
155,156,156,Lee Janzen,84,+.187
156,157,157,David Branshaw,84,+.188
157,T158,T158,Chris DiMarco,105,+.189
158,T158,T158,Fred Funk,97,+.189
159,T158,T158,Dicky Pride,66,+.189
160,T161,T161,Hunter Mahan,94,+.190
161,T161,T161,David Peoples,82,+.190
162,163,163,Arjun Atwal,85,+.192
163,T164,T164,Tommy Armour III,87,+.196
164,T164,T164,Russ Cochran,61,+.196
165,T166,T166,Kris Cox,73,+.198
166,T166,T166,Craig Parry,52,+.198
167,T168,T168,Tom Byrum,83,+.200
168,T168,T168,Chad Campbell,100,+.200
169,T168,T168,Kirk Triplett,88,+.200
170,171,171,Billy Mayfair,109,+.201
171,172,172,Mark Wilson,62,+.202
172,173,173,Matt Gogel,86,+.203
173,174,174,Adam Scott,55,+.205
174,175,175,Scott Simpson,55,+.207
175,176,176,Kevin Muncrief,50,+.209
176,177,177,Andre Stolz,53,+.212
177,178,178,Paul Azinger,75,+.213
178,179,179,Bob Tway,90,+.215
179,180,180,David Frost,78,+.218
180,T181,T181,Jonathan Kaye,79,+.221
181,T181,T181,Tommy Tolles,67,+.221
182,183,183,Rocco Mediate,53,+.230
183,184,184,Esteban Toledo,92,+.233
184,185,185,J.P. Hayes,79,+.234
185,186,186,Craig Perks,75,+.237
186,187,187,Brian Kortan,65,+.240
187,188,188,Blaine McCallister,68,+.245
188,189,189,Chris Couch,55,+.255
189,190,190,Kent Jones,99,+.261
190,191,191,David Gossett,57,+.269
191,192,192,Robert Damron,92,+.272
192,193,193,Olin Browne,92,+.274
193,194,194,John Cook,57,+.313
194,195,195,Hirofumi Miyase,65,+.365
195,196,196,Mark Brooks,72,+.384
