,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
42,43,43,Tim Herron,84,66.5,198872.0,299043
43,44,44,Mark Calcavecchia,79,66.49,168712.1,253740
44,45,45,Tom Carter,113,66.47,282105.1,424402
45,T46,T46,Mathias Grönberg,91,66.41,212400.3,319811
46,T46,T46,Joe Ogilvie,104,66.41,247616.8,372882
47,T46,T46,Carl Pettersson,100,66.41,226202.8,340637
48,49,49,Scott McCarron,88,66.35,217790.1,328241
49,50,50,Justin Rose,77,66.34,181687.9,273877
50,51,51,Arjun Atwal,85,66.31,218010.7,328765
51,52,52,Jonathan Kaye,79,66.3,172292.9,259881
52,53,53,Robert Gamez,103,66.25,263550.8,397799
53,T54,T54,Davis Love III,85,66.2,170125.5,256979
54,T54,T54,Steve Lowery,91,66.2,215238.9,325114
55,56,56,Jeff Brehaut,106,66.17,272978.2,412556
56,57,57,Brian Kortan,65,66.15,167834.4,253735
57,58,58,Stuart Appleby,84,66.14,165365.4,250030
58,59,59,Frank Lickliter II,89,66.1,218308.3,330286
59,T60,T60,Tommy Tolles,67,66.06,175258.7,265313
60,T60,T60,Bo Van Pelt,107,66.06,240627.3,364268
61,T62,T62,Cameron Beckman,99,66.05,252301.3,381971
62,T62,T62,Ted Purdy,114,66.05,299168.1,452916
63,64,64,Adam Scott,55,66.02,110185.0,166891
64,65,65,Brett Quigley,102,65.99,251844.6,381630
65,T66,T66,Briny Baird,100,65.98,238118.6,360888
66,T66,T66,J.L. Lewis,106,65.98,246407.2,373470
67,T68,T68,Tom Lehman,70,65.96,170795.1,258922
68,T68,T68,Craig Perks,75,65.96,188008.3,285019
69,70,70,Danny Ellis,81,65.95,195586.8,296556
70,71,71,Tommy Armour III,87,65.93,217056.4,329209
71,72,72,John Rollins,90,65.9,209705.1,318228
72,T73,T73,Joe Durant,85,65.87,219702.2,333558
73,T73,T73,Matt Kuchar,83,65.87,219291.2,332893
74,75,75,Robert Allenby,93,65.84,211036.6,320516
75,76,76,Peter Lonard,68,65.83,160557.4,243895
76,T77,T77,D.J. Brigman,79,65.8,200778.0,305147
77,T77,T77,Shaun Micheel,93,65.8,196128.8,298048
78,79,79,Retief Goosen,56,65.76,104785.2,159345
79,80,80,Freddie Jacobson,83,65.75,182500.9,277572
80,81,81,Glen Day,101,65.74,254956.5,387849
81,82,82,Michael Allen,87,65.72,223336.7,339856
82,T83,T83,Greg Chalmers,70,65.71,186901.3,284455
83,T83,T83,Zach Johnson,109,65.71,263256.9,400630
84,85,85,Joey Sindelar,100,65.69,257070.6,391353
85,86,86,Darren Clarke,54,65.66,94577.5,144039
86,T87,T87,John Huston,62,65.61,117145.4,178552
87,T87,T87,Jesper Parnevik,86,65.61,218934.7,333692
88,89,89,Tripp Isenhour,55,65.58,135906.6,207224
89,90,90,Grant Waite,79,65.55,195350.2,298002
90,T91,T91,Kevin Sutherland,86,65.47,195254.9,298253
91,T91,T91,Tiger Woods,78,65.47,150488.9,229867
92,93,93,Patrick Sheehan,113,65.46,287638.1,439433
93,94,94,David Toms,80,65.43,170121.6,260000
94,95,95,Kevin Muncrief,50,65.42,130157.2,198951
95,96,96,Carlos Franco,99,65.41,260386.0,398111
96,97,97,Brian Bateman,84,65.39,209985.2,321132
97,T98,T98,Rocco Mediate,53,65.37,100225.5,153313
98,T98,T98,Tim Petrovic,111,65.37,252692.1,386575
99,100,100,Niclas Fasth,61,65.36,147716.6,226015
100,101,101,Brent Geiberger,94,65.35,245133.5,375099
101,102,102,Notah Begay III,71,65.33,182797.2,279816
102,103,103,Steve Elkington,64,65.32,160743.1,246075
103,104,104,Charles Howell III,104,65.24,220758.8,338364
104,105,105,Mark Hensby,97,65.22,243282.1,373021
105,106,106,Matt Gogel,86,65.21,201966.2,309701
106,107,107,Guy Boros,64,65.2,166933.2,256019
107,108,108,Danny Briggs,85,65.18,215716.9,330978
108,109,109,David Branshaw,84,65.17,207208.8,317965
109,110,110,Alex Cejka,76,65.16,163470.8,250859
110,111,111,Jeff Maggert,60,65.13,147603.6,226622
111,112,112,Tom Pernice Jr.,103,65.12,243397.9,373767
112,113,113,J.P. Hayes,79,65.1,180197.4,276821
113,114,114,Jay Williamson,100,65.09,258286.4,396798
114,T115,T115,Dudley Hart,60,65.07,134537.6,206770
115,T115,T115,Lee Janzen,84,65.07,199734.1,306937
116,T115,T115,Arron Oberholser,77,65.07,174540.0,268242
117,118,118,Jeff Sluman,98,65.06,233397.3,358728
118,119,119,Ken Duke,89,65.05,227544.1,349790
119,T120,T120,K.J. Choi,83,65.04,180150.2,276981
120,T120,T120,David Peoples,82,65.04,217460.2,334345
121,T122,T122,Chad Campbell,100,64.96,214986.1,330940
122,T122,T122,Jay Delsing,76,64.96,181640.7,279619
123,T124,T124,Stewart Cink,103,64.95,230637.4,355076
124,T124,T124,Duffy Waldorf,79,64.95,169233.4,260543
125,126,126,Billy Andrade,104,64.93,258902.2,398722
126,127,127,John Riegger,53,64.92,139611.5,215036
127,128,128,Aaron Baddeley,87,64.9,225231.9,347053
128,129,129,Todd Fischer,104,64.88,265438.8,409141
129,T130,T130,Stephen Ames,97,64.82,231584.3,357297
130,T130,T130,Kent Jones,99,64.82,246267.7,379897
131,T130,T130,Dicky Pride,66,64.82,166575.6,257000
132,133,133,Bart Bryant,73,64.77,190767.2,294530
133,T134,T134,Tim Clark,84,64.76,206035.3,318147
134,T134,T134,Ben Crane,92,64.76,220071.1,339827
135,136,136,Paul Azinger,75,64.75,183884.6,283983
136,137,137,Ben Curtis,56,64.74,104146.5,160873
137,138,138,Billy Mayfair,109,64.72,263828.8,407654
138,139,139,Olin Browne,92,64.67,224980.9,347878
139,140,140,Chris DiMarco,105,64.63,223351.8,345580
140,141,141,Skip Kendall,99,64.61,222592.7,344497
141,142,142,Mark Wilson,62,64.59,164413.8,254531
142,T143,T143,Jerry Kelly,113,64.58,250438.8,387808
143,T143,T143,Spike McRoy,93,64.58,215874.4,334283
144,T143,T143,Kevin Na,100,64.58,242666.3,375777
145,146,146,David Gossett,57,64.57,142731.7,221042
146,147,147,Dean Wilson,99,64.56,255972.9,396479
147,T148,T148,Heath Slocum,92,64.53,238355.2,369392
148,T148,T148,Kirk Triplett,88,64.53,175470.4,271929
149,T150,T150,Russ Cochran,61,64.44,158556.0,246056
150,T150,T150,Mike Weir,75,64.44,151849.0,235650
151,152,152,Justin Leonard,90,64.41,177266.0,275223
152,153,153,Dan Forsman,79,64.39,184034.4,285813
153,154,154,Todd Hamilton,92,64.38,203593.9,316239
154,155,155,Scott Hoch,52,64.31,117482.8,182686
155,156,156,Bernhard Langer,59,64.29,118443.0,184221
156,157,157,Steve Flesch,109,64.26,223824.5,348307
157,T158,T158,José Coceres,68,64.25,173695.2,270330
158,T158,T158,Brian Gay,96,64.25,249789.7,388785
159,T160,T160,Cliff Kresge,89,64.2,209689.7,326606
160,T160,T160,Bob Tway,90,64.2,180302.5,280831
161,T162,T162,Blaine McCallister,68,64.16,172252.2,268472
162,T162,T162,Steve Stricker,81,64.16,190540.2,296961
163,164,164,Steve Pate,71,64.15,167069.9,260455
164,165,165,Hidemichi Tanaka,89,64.08,219683.0,342803
165,166,166,Scott Verplank,92,64.05,193472.2,302055
166,167,167,Richard Johnson,102,64.02,260323.6,406621
167,168,168,Stephen Leaney,84,64.0,162962.9,254618
168,169,169,Bob Burns,88,63.98,220890.9,345230
169,T170,T170,Robert Damron,92,63.91,234513.8,366925
170,T170,T170,Len Mattiace,75,63.91,196429.5,307345
171,172,172,Pat Bates,99,63.89,252818.5,395735
172,T173,T173,Bob Estes,73,63.85,142771.3,223592
173,T173,T173,David Morland IV,73,63.85,174108.1,272690
174,175,175,Hirofumi Miyase,65,63.83,159729.9,250237
175,176,176,Shigeki Maruyama,93,63.72,214948.4,337329
176,T177,T177,Chris Riley,78,63.66,150361.2,236179
177,T177,T177,Omar Uresti,85,63.66,211484.6,332196
178,179,179,Luke Donald,72,63.65,180560.6,283673
179,180,180,José María Olazábal,56,63.62,114189.6,179482
180,181,181,Mark Brooks,72,63.57,161056.1,253346
181,182,182,Gene Sauers,83,63.55,204288.2,321480
182,183,183,Scott Simpson,55,63.47,147042.6,231664
183,184,184,David Frost,78,63.46,204360.3,322031
184,185,185,Esteban Toledo,92,63.44,223290.5,351958
185,T186,T186,Tom Byrum,83,63.34,206582.9,326143
186,T186,T186,Loren Roberts,81,63.34,193868.6,306065
187,188,188,Fred Funk,97,63.29,236200.5,373185
188,189,189,Craig Parry,52,63.17,99275.0,157150
189,190,190,Jay Haas,84,62.97,170084.7,270092
190,191,191,Craig Bowden,83,62.94,207706.2,330006
191,192,192,John Cook,57,62.85,131395.0,209049
192,193,193,Brad Faxon,94,62.8,194834.5,310234
193,194,194,Nick Price,51,62.71,103383.6,164862
194,195,195,Mark O'Meara,58,62.62,116064.4,185349
195,196,196,Corey Pavin,83,61.74,184002.4,298008
