,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
151,152,152,Jesper Parnevik,86,6.39,73,1142,+0.04
152,153,153,Bob Estes,73,6.5,53,816,+0.28
153,T154,T154,Lucas Glover,95,6.53,81,1240,+0.33
154,T154,T154,Rocco Mediate,53,6.53,38,582,+0.26
155,156,156,Ben Crane,92,6.57,81,1232,+0.21
156,157,157,Jay Delsing,76,6.67,66,989,+0.47
157,T158,T158,Joe Ogilvie,104,6.69,86,1285,+0.29
158,T158,T158,Dean Wilson,99,6.69,92,1376,+0.43
159,160,160,Mathias Grönberg,91,6.73,76,1130,+0.20
160,161,161,Ryan Palmer,103,6.82,93,1363,+0.48
161,162,162,Roger Tambellini,81,6.88,71,1032,+0.39
162,163,163,David Branshaw,84,6.89,77,1117,+0.40
163,164,164,Dan Forsman,79,7.0,71,1015,+0.34
164,T165,T165,Aaron Baddeley,87,7.08,78,1102,+0.59
165,T165,T165,Steve Pate,71,7.08,66,932,+0.38
166,167,167,Mark Calcavecchia,79,7.11,66,928,+0.23
167,168,168,Paul Azinger,75,7.2,71,986,+0.31
168,169,169,Daniel Chopra,108,7.25,101,1393,+0.35
169,170,170,Deane Pappas,72,7.26,69,950,+0.43
170,171,171,Rich Barcelo,67,7.29,64,878,+0.47
171,T172,T172,Dudley Hart,60,7.55,57,755,+0.33
172,T172,T172,Grant Waite,79,7.55,79,1046,+0.41
173,174,174,Craig Perks,75,7.58,72,950,+0.44
174,175,175,Neal Lancaster,106,7.61,107,1406,+0.44
175,176,176,Steve Allan,102,7.79,103,1323,+0.26
176,177,177,José María Olazábal,56,7.84,48,612,+0.38
177,178,178,Phil Mickelson,83,8.0,68,850,+0.03
178,179,179,Freddie Jacobson,83,8.02,76,948,+0.18
179,T180,T180,Michael Allen,87,8.09,96,1186,+0.41
180,T180,T180,Tom Carter,113,8.09,117,1447,+0.45
181,182,182,Chris Smith,105,8.23,116,1409,+0.18
182,183,183,Kris Cox,73,8.5,77,906,+0.34
183,184,184,John Huston,62,8.54,62,726,+0.29
184,185,185,Tag Ridings,53,8.86,59,666,+0.47
185,186,186,David Gossett,57,9.03,69,764,+0.74
186,187,187,Billy Andrade,104,9.12,127,1392,+0.27
187,188,188,John Daly,79,9.61,98,1020,+0.27
188,189,189,Dan Olsen,75,9.67,93,962,+0.45
189,190,190,Tommy Tolles,67,9.82,89,906,+0.28
190,191,191,Steve Stricker,81,9.93,105,1057,+0.38
191,192,192,Kevin Muncrief,50,10.33,69,668,+0.65
192,193,193,Chris Couch,55,10.57,78,738,+0.33
193,194,194,Brenden Pappas,111,11.26,166,1474,+0.33
194,195,195,Hank Kuehne,91,12.01,146,1216,+0.46
195,196,196,Scott Hend,81,12.1,127,1050,+0.35
