,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
45,T45,T45,Vaughn Taylor,84,284.7,301457,1059
46,T47,T47,Woody Austin,94,284.6,328693,1155
47,T47,T47,Jonathan Byrd,85,284.6,285171,1002
48,T49,T49,Robert Allenby,93,284.5,282469,993
49,T49,T49,Rich Barcelo,67,284.5,232150,816
50,51,51,Mathias Grönberg,91,284.4,288990,1016
51,52,52,Pat Perez,102,284.3,339170,1193
52,53,53,Scott McCarron,88,284.1,297143,1046
53,54,54,Carl Pettersson,100,283.7,306360,1080
54,T55,T55,Briny Baird,100,283.6,316508,1116
55,T55,T55,Retief Goosen,56,283.6,158234,558
56,57,57,Steve Lowery,91,283.4,289869,1023
57,58,58,Mark Calcavecchia,79,283.2,231109,816
58,T59,T59,Jeff Brehaut,106,283.1,364630,1288
59,T59,T59,Brian Kortan,65,283.1,223401,789
60,T59,T59,Joe Ogilvie,104,283.1,329796,1165
61,62,62,Darren Clarke,54,283.0,139786,494
62,63,63,Justin Rose,77,282.9,244177,863
63,T64,T64,Brett Quigley,102,282.8,341960,1209
64,T64,T64,Bo Van Pelt,107,282.8,318688,1127
65,T66,T66,D.J. Brigman,79,282.5,267281,946
66,T66,T66,Frank Lickliter II,89,282.5,304782,1079
67,T68,T68,Arjun Atwal,85,282.4,291413,1032
68,T68,T68,Tom Lehman,70,282.4,225677,799
69,T70,T70,Carlos Franco,99,282.1,349523,1239
70,T70,T70,Shaun Micheel,93,282.1,277062,982
71,72,72,Craig Perks,75,282.0,248707,882
72,73,73,Ted Purdy,114,281.9,399508,1417
73,74,74,Cameron Beckman,99,281.8,336986,1196
74,75,75,Jesper Parnevik,86,281.7,287037,1019
75,T76,T76,Michael Allen,87,281.5,298619,1061
76,T76,T76,Robert Gamez,103,281.5,350763,1246
77,T78,T78,Charles Howell III,104,281.4,296076,1052
78,T78,T78,Freddie Jacobson,83,281.4,243418,865
79,T80,T80,Zach Johnson,109,281.3,346826,1233
80,T80,T80,Grant Waite,79,281.3,264966,942
81,82,82,Peter Lonard,68,281.2,212622,756
82,T83,T83,John Rollins,90,281.1,280226,997
83,T83,T83,Joey Sindelar,100,281.1,344306,1225
84,85,85,Tommy Tolles,67,281.0,235186,837
85,T86,T86,Danny Ellis,81,280.9,264655,942
86,T86,T86,John Huston,62,280.9,176693,629
87,88,88,Chad Campbell,100,280.7,302068,1076
88,89,89,Brent Geiberger,94,280.6,324918,1158
89,T90,T90,Brian Bateman,84,280.5,283035,1009
90,T90,T90,J.L. Lewis,106,280.5,344485,1228
91,T92,T92,Niclas Fasth,61,280.4,199947,713
92,T92,T92,David Toms,80,280.4,225460,804
93,94,94,Kevin Sutherland,86,280.3,259259,925
94,95,95,Matt Kuchar,83,280.2,295381,1054
95,96,96,Tim Petrovic,111,280.0,336612,1202
96,T97,T97,Aaron Baddeley,87,279.9,297250,1062
97,T97,T97,Stewart Cink,103,279.9,308464,1102
98,T97,T97,Mark Hensby,97,279.9,321059,1147
99,T100,T100,Tripp Isenhour,55,279.8,183251,655
100,T100,T100,Kevin Muncrief,50,279.8,174323,623
101,102,102,Steve Elkington,64,279.7,215346,770
102,103,103,Joe Durant,85,279.6,292441,1046
103,104,104,Patrick Sheehan,113,279.5,385960,1381
104,T105,T105,K.J. Choi,83,279.4,243372,871
105,T105,T105,Glen Day,101,279.4,340633,1219
106,107,107,Stephen Ames,97,279.2,308740,1106
107,T108,T108,Greg Chalmers,70,279.1,250632,898
108,T108,T108,Arron Oberholser,77,279.1,237822,852
109,110,110,John Riegger,53,279.0,188608,676
110,T111,T111,Rocco Mediate,53,278.7,135173,485
111,T111,T111,Duffy Waldorf,79,278.7,227100,815
112,T113,T113,Ben Crane,92,278.6,312365,1121
113,T113,T113,Jay Delsing,76,278.6,244908,879
114,115,115,Mike Weir,75,278.5,214977,772
115,116,116,Tom Pernice Jr.,103,278.3,329824,1185
116,T117,T117,Dudley Hart,60,278.1,177150,637
117,T117,T117,Lee Janzen,84,278.1,269227,968
118,119,119,Notah Begay III,71,278.0,244365,879
119,T120,T120,David Branshaw,84,277.9,277574,999
120,T120,T120,Ben Curtis,56,277.9,158657,571
121,122,122,Paul Azinger,75,277.7,248562,895
122,T123,T123,Danny Briggs,85,277.5,288272,1039
123,T123,T123,Alex Cejka,76,277.5,220044,793
124,T123,T123,Matt Gogel,86,277.5,268590,968
125,126,126,Billy Mayfair,109,277.3,356097,1284
126,T127,T127,David Peoples,82,277.2,290792,1049
127,T127,T127,Jay Williamson,100,277.2,345935,1248
128,129,129,Ken Duke,89,277.1,304790,1100
129,T130,T130,Guy Boros,64,277.0,222155,802
130,T130,T130,Kent Jones,99,277.0,331041,1195
131,T130,T130,Justin Leonard,90,277.0,252090,910
132,T133,T133,Steve Flesch,109,276.6,316156,1143
133,T133,T133,Jeff Maggert,60,276.6,194204,702
134,135,135,David Gossett,57,276.4,193753,701
135,136,136,Todd Hamilton,92,276.3,271360,982
136,T137,T137,Todd Fischer,104,276.2,350489,1269
137,T137,T137,Spike McRoy,93,276.2,293085,1061
138,T139,T139,Billy Andrade,104,276.1,349214,1265
139,T139,T139,J.P. Hayes,79,276.1,243812,883
140,T139,T139,Dean Wilson,99,276.1,345384,1251
141,142,142,Jeff Sluman,98,276.0,310791,1126
142,143,143,Bernhard Langer,59,275.9,160551,582
143,T144,T144,Chris DiMarco,105,275.6,295409,1072
144,T144,T144,Shigeki Maruyama,93,275.6,298718,1084
145,146,146,Bart Bryant,73,275.5,249019,904
146,T147,T147,Tim Clark,84,275.2,271027,985
147,T147,T147,Mark Wilson,62,275.2,218255,793
148,T149,T149,Dan Forsman,79,274.9,248745,905
149,T149,T149,Cliff Kresge,89,274.9,283688,1032
150,T149,T149,Dicky Pride,66,274.9,224350,816
151,T149,T149,Heath Slocum,92,274.9,315859,1149
152,153,153,Steve Stricker,81,274.8,258327,940
153,154,154,Scott Hoch,52,274.6,174902,637
154,T155,T155,Russ Cochran,61,274.5,207816,757
155,T155,T155,Kevin Na,100,274.5,325852,1187
156,T155,T155,Kirk Triplett,88,274.5,250089,911
157,158,158,Skip Kendall,99,274.2,298324,1088
158,159,159,Olin Browne,92,274.1,299576,1093
159,T160,T160,Stephen Leaney,84,274.0,217569,794
160,T160,T160,Bob Tway,90,274.0,252864,923
161,T162,T162,Jerry Kelly,113,273.9,330348,1206
162,T162,T162,Blaine McCallister,68,273.9,231725,846
163,164,164,José Coceres,68,273.7,229119,837
164,165,165,Hidemichi Tanaka,89,273.5,295407,1080
165,T166,T166,Brian Gay,96,273.4,332745,1217
166,T166,T166,Steve Pate,71,273.4,226137,827
167,T168,T168,Luke Donald,72,273.0,235616,863
168,T168,T168,Richard Johnson,102,273.0,349492,1280
169,170,170,Chris Riley,78,272.9,199525,731
170,171,171,Robert Damron,92,272.8,314287,1152
171,172,172,Bob Burns,88,272.7,292641,1073
172,173,173,Len Mattiace,75,272.6,263076,965
173,174,174,Hirofumi Miyase,65,272.0,212414,781
174,175,175,Gene Sauers,83,271.9,274863,1011
175,176,176,Bob Estes,73,271.6,189272,697
176,177,177,José María Olazábal,56,271.3,158188,583
177,178,178,Scott Verplank,92,271.0,254704,940
178,179,179,David Morland IV,73,270.9,232423,858
179,T180,T180,Pat Bates,99,270.8,335755,1240
180,T180,T180,Jay Haas,84,270.8,227781,841
181,182,182,Mark Brooks,72,270.6,213476,789
182,183,183,David Frost,78,269.8,275454,1021
183,T184,T184,Craig Parry,52,269.6,135088,501
184,T184,T184,Scott Simpson,55,269.6,191121,709
185,186,186,Esteban Toledo,92,269.3,296461,1101
186,187,187,Fred Funk,97,268.9,306767,1141
187,T188,T188,Mark O'Meara,58,268.5,153872,573
188,T188,T188,Omar Uresti,85,268.5,281406,1048
189,190,190,Tom Byrum,83,268.4,268923,1002
190,191,191,Brad Faxon,94,267.3,257387,963
191,T192,T192,Nick Price,51,267.2,135187,506
192,T192,T192,Loren Roberts,81,267.2,252207,944
193,194,194,Craig Bowden,83,266.8,275330,1032
194,195,195,John Cook,57,266.1,177995,669
195,196,196,Corey Pavin,83,262.5,241192,919
