,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
80,81,81,Scott Simpson,18,188,169,19
81,T82,T82,Chad Campbell,28,189,87,102
82,T82,T82,Chris Couch,24,189,8,181
83,T82,T82,Matt Kuchar,28,189,94,95
84,T85,T85,Scott Hend,29,191,2,189
85,T85,T85,Skip Kendall,29,191,146,45
86,T85,T85,Patrick Sheehan,33,191,72,119
87,T85,T85,Tiger Woods,19,191,9,182
88,T89,T89,Luke Donald,21,192,162,30
89,T89,T89,Jason Dufner,28,192,65,127
90,T89,T89,Scott Hoch,17,192,154,38
91,T89,T89,Tag Ridings,18,192,12,180
92,T93,T93,Fred Funk,29,193,192,1
93,T93,T93,Jerry Kelly,29,193,172,21
94,T95,T95,Tom Byrum,25,195,190,5
95,T95,T95,Daniel Chopra,33,195,26,169
96,T95,T95,John Daly,22,195,3,192
97,T98,T98,Craig Bowden,30,196,193,3
98,T98,T98,Peter Lonard,23,196,54,142
99,T98,T98,Kevin Na,32,196,157,39
100,T101,T101,Hank Kuehne,30,197,1,196
101,T101,T101,Dicky Pride,23,197,153,44
102,T103,T103,Tommy Armour III,28,199,70,129
103,T103,T103,Danny Briggs,28,199,125,74
104,T105,T105,Fred Couples,16,201,35,166
105,T105,T105,Omar Uresti,28,201,191,10
106,T107,T107,Robert Damron,28,202,178,24
107,T107,T107,Spike McRoy,33,202,145,57
108,T109,T109,John Cook,19,203,194,9
109,T109,T109,J.P. Hayes,27,203,152,51
110,T111,T111,Ernie Els,16,204,19,185
111,T111,T111,Sergio Garcia,18,204,33,171
112,T111,T111,Rod Pampling,26,204,50,154
113,T111,T111,Adam Scott,16,204,30,174
114,115,115,Tim Petrovic,32,205,97,108
115,116,116,Rich Barcelo,26,206,43,163
116,117,117,Pat Bates,32,207,181,26
117,T118,T118,Darren Clarke,16,208,78,130
118,T118,T118,Justin Rose,22,208,65,143
119,T120,T120,Shaun Micheel,27,209,93,116
120,T120,T120,Rory Sabbatini,26,209,48,161
121,T122,T122,Tom Carter,35,210,24,186
122,T122,T122,Alex Cejka,24,210,110,100
123,124,124,Carl Pettersson,28,211,64,147
124,T125,T125,Guy Boros,24,212,149,63
125,T125,T125,Jay Delsing,26,212,79,133
126,T125,T125,Brenden Pappas,34,212,17,195
127,T125,T125,Corey Pavin,23,212,196,16
128,T129,T129,Tim Herron,26,213,40,173
129,T129,T129,Jeff Sluman,28,213,165,48
130,131,131,Brett Quigley,31,214,37,177
131,132,132,Steve Pate,24,216,128,88
132,T133,T133,Chris DiMarco,27,217,176,41
133,T133,T133,Niclas Fasth,22,217,77,140
134,T135,T135,Ben Crane,27,219,125,94
135,T135,T135,Dan Olsen,31,219,25,194
136,T137,T137,Mathias Grönberg,32,220,50,170
137,T137,T137,David Morland IV,27,220,188,32
138,T137,T137,Gene Sauers,30,220,156,64
139,T140,T140,Arjun Atwal,30,221,73,148
140,T140,T140,Danny Ellis,26,221,101,120
141,T142,T142,Stephen Leaney,24,223,135,88
142,T142,T142,Loren Roberts,22,223,195,28
143,144,144,Joe Ogilvie,32,224,79,145
144,T145,T145,Carlos Franco,27,227,69,158
145,T145,T145,Neal Lancaster,33,227,52,175
146,T145,T145,Len Mattiace,25,227,173,54
147,T148,T148,Dudley Hart,23,228,113,115
148,T148,T148,David Toms,24,228,117,111
149,150,150,Steve Flesch,31,229,161,68
150,151,151,Russ Cochran,25,230,155,75
151,T152,T152,Nick Price,15,231,188,43
152,T152,T152,Esteban Toledo,36,231,182,49
153,154,154,Greg Chalmers,22,233,94,139
154,T155,T155,Bob Burns,30,235,180,55
155,T155,T155,Ben Curtis,20,235,138,97
156,157,157,Stewart Cink,28,238,70,168
157,T158,T158,Michael Allen,28,239,60,179
158,T158,T158,Lee Janzen,25,239,107,132
159,T158,T158,Mike Weir,22,239,138,101
160,T161,T161,Dan Forsman,28,240,142,98
161,T161,T161,Grant Waite,29,240,83,157
162,T163,T163,Tripp Isenhour,22,242,106,136
163,T163,T163,Jesper Parnevik,24,242,89,153
164,165,165,Mark Brooks,31,243,184,59
165,166,166,Mark O'Meara,17,245,187,58
166,T167,T167,Brian Gay,32,248,163,85
167,T167,T167,Kevin Muncrief,21,248,65,183
168,T169,T169,Steve Lowery,28,251,79,172
169,T169,T169,David Peoples,26,251,146,105
170,171,171,David Frost,26,252,186,66
171,T172,T172,Cliff Kresge,33,253,131,122
172,T172,T172,Dean Wilson,33,253,136,117
173,174,174,Jay Haas,23,259,183,76
174,175,175,Bernhard Langer,15,260,136,124
175,T176,T176,Blaine McCallister,27,261,151,110
176,T176,T176,Craig Perks,27,261,73,188
177,T178,T178,Shigeki Maruyama,26,264,157,107
178,T178,T178,John Riegger,17,264,120,144
179,180,180,K.J. Choi,24,266,120,146
180,181,181,Bob Estes,23,272,170,102
181,182,182,Freddie Jacobson,24,273,89,184
182,183,183,Bob Tway,26,275,170,105
183,184,184,Aaron Baddeley,27,278,87,191
184,185,185,Tommy Tolles,25,282,92,190
185,186,186,Billy Andrade,31,283,128,155
186,187,187,Ken Duke,30,287,124,163
187,188,188,Craig Parry,16,288,179,109
188,189,189,Todd Fischer,33,294,157,137
189,T190,T190,Paul Azinger,23,295,119,176
190,T190,T190,Todd Hamilton,27,295,128,167
191,192,192,Chris Riley,23,311,176,135
192,193,193,David Gossett,25,312,125,187
193,194,194,Brad Faxon,28,326,185,141
194,195,195,Steve Stricker,27,337,144,193
195,196,196,José María Olazábal,17,353,175,178
