,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
103,T104,T104,Jim McGovern,66,70.94,4469,63
104,T104,T104,Joey Sindelar,69,70.94,4682,66
105,T104,T104,Willie Wood,52,70.94,3689,52
106,107,107,José María Olazábal,51,70.96,3335,47
107,108,108,Chris Perry,80,71.0,5538,78
108,109,109,Bob Burns,92,71.01,6320,89
109,T110,T110,Steve Elkington,64,71.02,4332,61
110,T110,T110,Paul Stankowski,91,71.02,6250,88
111,T110,T110,Ted Tryba,110,71.02,7528,106
112,113,113,Matt Gogel,83,71.04,5754,81
113,114,114,Larry Mize,76,71.05,5258,74
114,115,115,Brent Schwarzrock,63,71.06,4477,63
115,T116,T116,Rich Beem,91,71.09,6327,89
116,T116,T116,Mark Brooks,88,71.09,6256,88
117,T116,T116,Mark O'Meara,69,71.09,4621,65
118,119,119,Greg Kraft,105,71.1,7252,102
119,T120,T120,Joe Ogilvie,110,71.12,7681,108
120,T120,T120,Dennis Paulson,75,71.12,5263,74
121,T122,T122,Craig Perks,78,71.13,5406,76
122,T122,T122,Grant Waite,78,71.13,5406,76
123,124,124,Lee Porter,93,71.14,6403,90
124,125,125,Robert Damron,91,71.15,6475,91
125,126,126,Scott Dunlap,80,71.16,5622,79
126,T127,T127,Paul Gow,79,71.17,5338,75
127,T127,T127,Pete Jordan,105,71.17,7330,103
128,T129,T129,Fulton Allem,56,71.18,3986,56
129,T129,T129,Brandel Chamblee,77,71.18,5481,77
130,T131,T131,Brad Elder,111,71.2,7761,109
131,T131,T131,Blaine McCallister,80,71.2,5696,80
132,T131,T131,Jay Williamson,92,71.2,6408,90
133,134,134,J.P. Hayes,76,71.22,5413,76
134,135,135,Marco Dawson,57,71.23,4060,57
135,136,136,Carlos Franco,87,71.24,6198,87
136,137,137,Tripp Isenhour,92,71.25,6341,89
137,T138,T138,Michael Clark II,87,71.26,6057,85
138,T138,T138,Bill Glasson,69,71.26,4632,65
139,140,140,Steve Pate,89,71.27,6129,86
140,T141,T141,Bradley Hughes,96,71.28,6700,94
141,T141,T141,Rory Sabbatini,73,71.28,4918,69
142,T141,T141,Kaname Yokoo,81,71.28,5774,81
143,144,144,Ronnie Black,51,71.29,3636,51
144,T145,T145,Paul Goydos,86,71.31,5990,84
145,T145,T145,Andrew McLardy,75,71.31,5348,75
146,147,147,Shaun Micheel,103,71.33,7133,100
147,T148,T148,Danny Ellis,76,71.36,5423,76
148,T148,T148,Chris Tidland,83,71.36,5709,80
149,150,150,Tommy Armour III,93,71.38,6496,91
150,T151,T151,Jeff Hart,87,71.39,6068,85
151,T151,T151,Andrew Magee,97,71.39,6711,94
152,153,153,Kevin Johnson,93,71.42,6499,91
153,T154,T154,Woody Austin,99,71.49,6792,95
154,T154,T154,Jason Gore,82,71.49,5719,80
155,156,156,Brian Wilson,88,71.51,6150,86
156,157,157,David Morland IV,88,71.52,6151,86
157,T158,T158,Ben Bates,53,71.53,3791,53
158,T158,T158,Duffy Waldorf,77,71.53,5150,72
159,160,160,Carl Paulson,93,71.54,6653,93
160,161,161,Robin Freeman,105,71.55,7370,103
161,162,162,Jeff Brehaut,80,71.57,5511,77
162,T163,T163,Steve Jones,75,71.58,5082,71
163,T163,T163,Geoff Ogilvy,60,71.58,4295,60
164,165,165,Cliff Kresge,84,71.59,5870,82
165,166,166,Mark Wiebe,62,71.63,4441,62
166,167,167,Garrett Willis,88,71.65,6162,86
167,168,168,Gabriel Hjertstedt,76,71.66,5446,76
168,169,169,Craig Kanada,80,71.68,5591,78
169,170,170,Tommy Tolles,89,71.69,6165,86
170,171,171,Brian Henninger,81,71.7,5664,79
171,172,172,Jimmy Green,94,71.78,6604,92
172,173,173,Robert Gamez,59,71.81,4237,59
173,174,174,Jean Van de Velde,52,71.84,3233,45
174,175,175,Dicky Pride,78,71.91,5609,78
175,176,176,Mark Hensby,71,71.92,5106,71
176,177,177,Richie Coughlan,66,71.94,4748,66
177,178,178,Doug Barron,62,71.95,4461,62
178,179,179,Jeremy Anderson,69,71.97,4966,69
179,180,180,Doug Dunakey,83,72.01,5833,81
180,181,181,Steve Allan,88,72.02,6194,86
181,182,182,Kent Jones,74,72.05,5332,74
182,183,183,Franklin Langham,63,72.07,4324,60
183,184,184,Mathew Goggin,96,72.18,6713,93
184,185,185,Gary Nicklaus,96,72.21,6788,94
185,186,186,Kelly Grunewald,66,72.23,4767,66
186,187,187,Keith Clearwater,62,72.32,4484,62
187,188,188,Hunter Haas,78,72.34,5498,76
188,189,189,"Dave Stockton, Jr.",61,72.39,4416,61
189,190,190,Ben Ferguson,76,72.46,5362,74
190,191,191,Tom Scherrer,69,72.5,4785,66
191,192,192,Sean Murphy,70,72.59,5081,70
192,193,193,Jeff Julian,55,73.13,4022,55
193,194,194,Rocky Walcher,59,73.25,4322,59
