,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
89,T88,T88,Craig Parry,22,2.51,158,63
90,T91,T91,Greg Kraft,33,2.52,257,102
91,T91,T91,Willie Wood,16,2.52,131,52
92,93,93,Billy Andrade,27,2.53,200,79
93,T94,T94,Fulton Allem,21,2.54,142,56
94,T94,T94,Edward Fryatt,31,2.54,226,89
95,T94,T94,Tom Pernice Jr.,33,2.54,259,102
96,T94,T94,Jay Williamson,35,2.54,229,90
97,98,98,Paul Stankowski,27,2.55,224,88
98,T99,T99,Matt Gogel,26,2.56,207,81
99,T99,T99,Shaun Micheel,34,2.56,256,100
100,T99,T99,Corey Pavin,22,2.56,179,70
101,T102,T102,Tommy Armour III,32,2.57,234,91
102,T102,T102,K.J. Choi,29,2.57,236,92
103,T102,T102,Ernie Els,19,2.57,154,60
104,T102,T102,Justin Leonard,30,2.57,254,99
105,T102,T102,Ted Tryba,33,2.57,272,106
106,T107,T107,Robert Damron,27,2.58,235,91
107,T107,T107,Dan Forsman,25,2.58,201,78
108,T107,T107,J.P. Hayes,23,2.58,196,76
109,T107,T107,Pete Jordan,36,2.58,266,103
110,T107,T107,Grant Waite,28,2.58,196,76
111,112,112,Fred Couples,19,2.59,176,68
112,113,113,Brent Schwarzrock,20,2.6,164,63
113,T114,T114,Jay Don Blake,31,2.61,251,96
114,T114,T114,Brad Elder,35,2.61,285,109
115,T114,T114,Harrison Frazar,25,2.61,219,84
116,T117,T117,Jim Carter,28,2.62,265,101
117,T117,T117,Ian Leggatt,29,2.62,220,84
118,T117,T117,Frank Lickliter II,29,2.62,267,102
119,T117,T117,Brett Quigley,21,2.62,165,63
120,121,121,Michael Clark II,30,2.64,224,85
121,T122,T122,Woody Austin,34,2.65,252,95
122,T122,T122,Ronnie Black,17,2.65,135,51
123,T122,T122,Bob Burns,29,2.65,236,89
124,T122,T122,Bob May,25,2.65,212,80
125,126,126,Chris Tidland,29,2.66,213,80
126,T127,T127,Jeremy Anderson,28,2.67,184,69
127,T127,T127,Jeff Hart,28,2.67,227,85
128,T127,T127,Michael Muehr,32,2.67,246,92
129,T127,T127,Rory Sabbatini,23,2.67,184,69
130,T131,T131,Brandt Jobe,30,2.68,252,94
131,T131,T131,Jim McGovern,21,2.68,169,63
132,T131,T131,Joe Ogilvie,34,2.68,289,108
133,T131,T131,Craig Perks,30,2.68,204,76
134,T135,T135,Tom Byrum,27,2.69,229,85
135,T135,T135,Robin Freeman,34,2.69,277,103
136,T135,T135,Blaine McCallister,28,2.69,215,80
137,T138,T138,Marco Dawson,19,2.7,154,57
138,T138,T138,Dennis Paulson,25,2.7,200,74
139,T140,T140,Jeff Brehaut,26,2.71,209,77
140,T140,T140,Jason Gore,30,2.71,217,80
141,T140,T140,Andrew Magee,31,2.71,255,94
142,T143,T143,Steve Elkington,20,2.72,166,61
143,T143,T143,Jimmy Green,33,2.72,250,92
144,145,145,Brandel Chamblee,23,2.73,210,77
145,146,146,Mark O'Meara,21,2.74,178,65
146,147,147,J.L. Lewis,31,2.75,292,106
147,148,148,Kevin Johnson,32,2.76,251,91
148,149,149,Craig Kanada,28,2.79,218,78
149,T150,T150,Andrew McLardy,26,2.8,210,75
150,T150,T150,David Morland IV,29,2.8,241,86
151,T150,T150,Steve Pate,30,2.8,241,86
152,T153,T153,Tripp Isenhour,31,2.81,250,89
153,T153,T153,Garrett Willis,33,2.81,242,86
154,155,155,Rich Beem,31,2.83,252,89
155,T156,T156,Bradley Hughes,33,2.84,267,94
156,T156,T156,Jerry Smith,31,2.84,270,95
157,T158,T158,Robert Gamez,22,2.86,169,59
158,T158,T158,Brian Henninger,29,2.86,226,79
159,T160,T160,Paul Goydos,29,2.87,241,84
160,T160,T160,Carl Paulson,31,2.87,267,93
161,162,162,Geoff Ogilvy,23,2.88,173,60
162,T163,T163,Richie Coughlan,26,2.89,191,66
163,T163,T163,Danny Ellis,27,2.89,220,76
164,T163,T163,Jean Van de Velde,17,2.89,130,45
165,166,166,Steve Jones,25,2.9,206,71
166,T167,T167,Mark Hensby,29,2.93,208,71
167,T167,T167,Cliff Kresge,31,2.93,240,82
168,T167,T167,Duffy Waldorf,27,2.93,211,72
169,T170,T170,Tommy Tolles,31,2.94,253,86
170,T170,T170,Brian Wilson,31,2.94,253,86
171,172,172,Dicky Pride,27,2.95,230,78
172,T173,T173,Gabriel Hjertstedt,30,2.96,225,76
173,T173,T173,Kaname Yokoo,27,2.96,240,81
174,T175,T175,Steve Allan,31,3.0,258,86
175,T175,T175,Scott Dunlap,28,3.0,237,79
176,T175,T175,Tom Scherrer,28,3.0,198,66
177,178,178,Gary Nicklaus,34,3.02,284,94
178,179,179,Mark Wiebe,24,3.03,188,62
179,180,180,Doug Dunakey,32,3.04,246,81
180,181,181,Ben Bates,18,3.08,163,53
181,T182,T182,Mathew Goggin,33,3.09,287,93
182,T182,T182,Kent Jones,28,3.09,229,74
183,184,184,Doug Barron,25,3.11,193,62
184,185,185,Sean Murphy,27,3.14,220,70
185,186,186,Franklin Langham,22,3.15,189,60
186,187,187,"Dave Stockton, Jr.",21,3.16,193,61
187,188,188,Carlos Franco,27,3.17,276,87
188,189,189,Ben Ferguson,30,3.2,237,74
189,190,190,Keith Clearwater,23,3.21,199,62
190,191,191,Kelly Grunewald,27,3.24,214,66
191,192,192,Hunter Haas,30,3.25,247,76
192,193,193,Jeff Julian,22,3.38,186,55
193,194,194,Rocky Walcher,26,3.59,212,59
