,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
87,88,88,Craig Barlow,74,71.08800000000001,5097,21.332,72
88,89,89,Willie Wood,52,71.093,3689,7.823,52
89,90,90,Jeff Maggert,84,71.13600000000001,5952,23.401,84
90,91,91,Neal Lancaster,107,71.137,7411,58.428,105
91,92,92,Tom Pernice Jr.,106,71.14,7225,31.257,102
92,93,93,J.L. Lewis,108,71.148,7509,32.648,106
93,94,94,David Frost,87,71.156,6165,25.549,87
94,95,95,Donnie Hammond,51,71.158,3599,30.080,51
95,96,96,Per-Ulrik Johansson,82,71.15899999999999,5673,19.736,80
96,97,97,Brandt Jobe,96,71.16199999999999,6661,28.235,94
97,98,98,Stephen Ames,88,71.176,5918,60.745,84
98,99,99,Joey Sindelar,69,71.185,4682,16.204,66
99,100,100,Mark O'Meara,69,71.20100000000001,4621,7.075,65
100,101,101,Jay Don Blake,100,71.202,6792,43.368,96
101,102,102,Chris Perry,80,71.21,5538,16.357,78
102,103,103,Michael Muehr,94,71.212,6510,41.481,92
103,104,104,John Riegger,86,71.229,5937,46.274,84
104,105,105,Scott Simpson,73,71.241,5162,38.599,73
105,106,106,Mark Brooks,88,71.243,6256,13.351,88
106,T107,T107,Brandel Chamblee,77,71.244,5481,4.825,77
107,T107,T107,Esteban Toledo,116,71.244,8084,37.773,114
108,109,109,John Huston,64,71.245,4253,21.711,60
109,110,110,Tom Byrum,85,71.249,6029,27.194,85
110,111,111,Jerry Smith,95,71.25,6724,44.706,95
111,112,112,Jim Carter,103,71.35,7155,51.307,101
112,113,113,Russ Cochran,76,71.354,5152,56.832,73
113,114,114,J.P. Hayes,76,71.363,5413,10.605,76
114,115,115,Paul Stankowski,91,71.373,6250,30.820,88
115,116,116,Brent Schwarzrock,63,71.39,4477,20.539,63
116,117,117,Rich Beem,91,71.39699999999999,6327,27.309,89
117,118,118,Duffy Waldorf,77,71.404,5150,- 8.885,72
118,119,119,Grant Waite,78,71.405,5406,20.816,76
119,120,120,Ronnie Black,51,71.431,3636,6.985,51
120,121,121,Carlos Franco,87,71.447,6198,17.872,87
121,122,122,Greg Kraft,105,71.472,7252,38.135,102
122,T123,T123,Ian Leggatt,84,71.484,5957,47.659,84
123,T123,T123,Larry Mize,76,71.484,5258,31.822,74
124,125,125,Lee Porter,93,71.542,6403,35.758,90
125,126,126,Spike McRoy,95,71.553,6453,58.287,91
126,127,127,Brad Elder,111,71.562,7761,39.225,109
127,128,128,Robert Damron,91,71.564,6475,37.335,91
128,129,129,Kaname Yokoo,81,71.565,5774,22.773,81
129,T130,T130,Bob Burns,92,71.579,6320,50.537,89
130,T130,T130,Carl Paulson,93,71.579,6653,3.885,93
131,132,132,Joe Ogilvie,110,71.585,7681,50.134,108
132,133,133,Steve Pate,89,71.586,6129,27.363,86
133,134,134,Paul Gow,79,71.59899999999999,5338,31.913,75
134,135,135,Shaun Micheel,103,71.605,7133,27.472,100
135,136,136,Tripp Isenhour,92,71.631,6341,34.163,89
136,137,137,Pete Jordan,105,71.642,7330,49.083,103
137,138,138,Craig Perks,78,71.648,5406,39.248,76
138,139,139,Ted Tryba,110,71.654,7528,67.362,106
139,140,140,Paul Goydos,86,71.67399999999999,5990,30.581,84
140,141,141,Mark Wiebe,62,71.68,4441,3.130,62
141,142,142,Steve Jones,75,71.683,5082,7.460,71
142,143,143,Bradley Hughes,96,71.69,6700,38.876,94
143,144,144,Jay Williamson,92,71.704,6408,45.377,90
144,145,145,Ben Bates,53,71.718,3791,10.048,53
145,146,146,Chris Tidland,83,71.73100000000001,5709,29.454,80
146,147,147,Tommy Armour III,93,71.749,6496,33.178,91
147,148,148,Fulton Allem,56,71.76899999999999,3986,33.083,56
148,149,149,Franklin Langham,63,71.783,4324,- 17.046,60
149,150,150,Blaine McCallister,80,71.79,5696,47.219,80
150,151,151,Danny Ellis,76,71.792,5423,33.157,76
151,152,152,Marco Dawson,57,71.794,4060,32.263,57
152,153,153,Kevin Johnson,93,71.795,6499,34.323,91
153,154,154,Rory Sabbatini,73,71.801,4918,36.261,69
154,155,155,Geoff Ogilvy,60,71.80199999999999,4295,13.110,60
155,156,156,Bill Glasson,69,71.804,4632,35.239,65
156,157,157,Andrew McLardy,75,71.806,5348,37.455,75
157,158,158,Andrew Magee,97,71.807,6711,38.838,94
158,159,159,Jeff Brehaut,80,71.809,5511,18.286,77
159,160,160,Michael Clark II,87,71.816,6057,47.389,85
160,161,161,Jeff Hart,87,71.92,6068,45.174,85
161,162,162,Cliff Kresge,84,71.943,5870,29.304,82
162,163,163,Robin Freeman,105,71.968,7370,42.694,103
163,164,164,Garrett Willis,88,72.012,6162,30.998,86
164,165,165,Gabriel Hjertstedt,76,72.036,5446,28.728,76
165,166,166,Jean Van de Velde,52,72.04899999999999,3233,9.183,45
166,167,167,Robert Gamez,59,72.063,4237,14.743,59
167,168,168,Brian Wilson,88,72.068,6150,47.861,86
168,169,169,Jason Gore,82,72.082,5719,47.527,80
169,170,170,David Morland IV,88,72.102,6151,49.764,86
170,171,171,Woody Austin,99,72.131,6792,60.486,95
171,172,172,Craig Kanada,80,72.175,5591,38.666,78
172,173,173,Jimmy Green,94,72.22,6604,40.264,92
173,174,174,Jeremy Anderson,69,72.223,4966,17.408,69
174,175,175,Mark Hensby,71,72.257,5106,24.215,71
175,176,176,Brian Henninger,81,72.259,5664,44.500,79
176,177,177,Tommy Tolles,89,72.26899999999999,6165,50.123,86
177,178,178,Doug Barron,62,72.288,4461,20.825,62
178,179,179,Dicky Pride,78,72.334,5609,33.064,78
179,180,180,Gary Nicklaus,96,72.355,6788,13.395,94
180,181,181,Kelly Grunewald,66,72.422,4767,12.867,66
181,182,182,Richie Coughlan,66,72.425,4748,32.054,66
182,183,183,Doug Dunakey,83,72.435,5833,34.248,81
183,184,184,Steve Allan,88,72.518,6194,42.540,86
184,185,185,Kent Jones,74,72.557,5332,37.193,74
185,186,186,Keith Clearwater,62,72.585,4484,16.242,62
186,187,187,Hunter Haas,78,72.676,5498,25.396,76
187,188,188,Mathew Goggin,96,72.71300000000001,6713,49.279,93
188,189,189,Ben Ferguson,76,72.757,5362,22.023,74
189,190,190,Tom Scherrer,69,72.764,4785,17.454,66
190,191,191,"Dave Stockton, Jr.",61,72.788,4416,24.068,61
191,192,192,Sean Murphy,70,72.904,5081,22.252,70
192,193,193,Jeff Julian,55,73.251,4022,6.785,55
193,194,194,Rocky Walcher,59,73.536,4322,16.618,59
