,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
172,173,173,Brian Henninger,81,-0.73,71.7,70.97
173,174,174,Tommy Tolles,89,-0.77,71.69,70.92
174,175,175,Jeremy Anderson,69,-0.79,71.97,71.18
175,176,176,Doug Barron,62,-0.8,71.95,71.15
176,177,177,Jimmy Green,94,-0.82,71.78,70.96
177,178,178,Mark Hensby,71,-0.84,71.92,71.08
178,179,179,Dicky Pride,78,-0.91,71.91,71.0
179,180,180,Gary Nicklaus,96,-0.96,72.21,71.25
180,181,181,Doug Dunakey,83,-1.0,72.01,71.01
181,182,182,Kelly Grunewald,66,-1.02,72.23,71.21
182,T183,T183,Steve Allan,88,-1.08,72.02,70.94
183,T183,T183,Richie Coughlan,66,-1.08,71.94,70.86
184,185,185,Kent Jones,74,-1.11,72.05,70.94
185,186,186,Mathew Goggin,96,-1.19,72.18,70.99
186,187,187,Keith Clearwater,62,-1.21,72.32,71.11
187,188,188,Ben Ferguson,76,-1.23,72.46,71.23
188,189,189,Hunter Haas,78,-1.24,72.34,71.1
189,190,190,Tom Scherrer,69,-1.26,72.5,71.24
190,191,191,"Dave Stockton, Jr.",61,-1.41,72.39,70.98
191,192,192,Sean Murphy,70,-1.54,72.59,71.05
192,193,193,Jeff Julian,55,-1.94,73.13,71.19
193,194,194,Rocky Walcher,59,-2.07,73.25,71.18
