,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
108,109,109,Jeff Maggert,84,15.92,50,314
109,110,110,Sergio Garcia,64,15.95,37,232
110,111,111,Scott Dunlap,80,16.06,44,274
111,T112,T112,Rich Beem,91,16.12,49,304
112,T112,T112,Carl Paulson,93,16.12,49,304
113,114,114,Brad Elder,111,16.16,59,365
114,115,115,Ian Leggatt,84,16.44,48,292
115,116,116,Jeff Brehaut,80,16.45,38,231
116,117,117,Greg Kraft,105,16.47,55,334
117,118,118,Richie Coughlan,66,16.5,34,206
118,T119,T119,Greg Chalmers,92,16.56,54,326
119,T119,T119,David Frost,87,16.56,52,314
120,T119,T119,David Peoples,96,16.56,53,320
121,122,122,Per-Ulrik Johansson,82,16.6,42,253
122,T123,T123,J.J. Henry,86,16.61,48,289
123,T123,T123,Kaname Yokoo,81,16.61,50,301
124,125,125,Brent Schwarzrock,63,16.67,35,210
125,126,126,Jim Carter,103,16.71,59,353
126,127,127,Danny Ellis,76,16.74,40,239
127,128,128,Ted Tryba,110,16.76,58,346
128,129,129,Duffy Waldorf,77,16.81,40,238
129,130,130,Jeremy Anderson,69,16.83,35,208
130,131,131,John Riegger,86,16.84,48,285
131,T132,T132,Donnie Hammond,51,16.85,30,178
132,T132,T132,Grant Waite,78,16.85,45,267
133,134,134,Olin Browne,99,17.0,59,347
134,135,135,Brent Geiberger,84,17.04,46,270
135,136,136,Lee Porter,93,17.07,49,287
136,137,137,Jeff Hart,87,17.12,44,257
137,138,138,Ernie Els,70,17.13,37,216
138,139,139,Paul Goydos,86,17.15,47,274
139,140,140,Brandel Chamblee,77,17.21,42,244
140,141,141,Matt Gogel,83,17.27,48,278
141,142,142,Brian Henninger,81,17.28,42,243
142,143,143,Andrew McLardy,75,17.39,44,253
143,144,144,Tom Byrum,85,17.44,49,281
144,145,145,J.P. Hayes,76,17.55,43,245
145,146,146,Joey Sindelar,69,17.6,41,233
146,147,147,Pete Jordan,105,17.72,59,333
147,148,148,Craig Parry,68,17.73,39,220
148,149,149,Woody Austin,99,17.9,58,324
149,150,150,Jerry Smith,95,17.91,60,335
150,151,151,Chris Tidland,83,17.92,43,240
151,152,152,Andrew Magee,97,18.01,58,322
152,153,153,Steve Allan,88,18.11,48,265
153,154,154,Jay Don Blake,100,18.13,62,342
154,155,155,Edward Fryatt,93,18.15,57,314
155,156,156,Dennis Paulson,75,18.25,46,252
156,157,157,Spike McRoy,95,18.33,55,300
157,158,158,Cliff Kresge,84,18.38,50,272
158,159,159,Sean Murphy,70,18.56,36,194
159,160,160,Mark Brooks,88,18.66,50,268
160,161,161,Craig Perks,78,18.7,49,262
161,162,162,Ben Bates,53,18.71,32,171
162,163,163,Michael Clark II,87,18.73,50,267
163,T164,T164,Michael Muehr,94,18.83,61,324
164,T164,T164,Garrett Willis,88,18.83,58,308
165,166,166,Bradley Hughes,96,18.84,55,292
166,167,167,Joe Ogilvie,110,18.96,73,385
167,168,168,Doug Barron,62,18.97,37,195
168,169,169,Tommy Armour III,93,19.11,56,293
169,170,170,Robert Gamez,59,19.17,37,193
170,171,171,Doug Dunakey,83,19.2,48,250
171,172,172,Rocky Walcher,59,19.53,33,169
172,173,173,Jimmy Green,94,19.56,53,271
173,174,174,Dicky Pride,78,19.58,47,240
174,T175,T175,David Morland IV,88,19.59,57,291
175,T175,T175,Tom Scherrer,69,19.59,38,194
176,177,177,Jason Gore,82,19.72,56,284
177,178,178,Mathew Goggin,96,19.87,62,312
178,179,179,Ronnie Black,51,19.88,32,161
179,180,180,Keith Clearwater,62,19.89,36,181
180,181,181,Ben Ferguson,76,19.91,44,221
181,182,182,Brandt Jobe,96,20.0,69,345
182,183,183,Bob Burns,92,20.2,62,307
183,184,184,Tommy Tolles,89,20.52,63,307
184,185,185,Hunter Haas,78,20.77,54,260
185,186,186,Gary Nicklaus,96,21.58,60,278
186,187,187,Craig Kanada,80,21.59,57,264
187,188,188,Brian Wilson,88,21.62,64,296
188,189,189,Marco Dawson,57,21.84,45,206
189,190,190,Franklin Langham,63,22.02,37,168
190,191,191,"Dave Stockton, Jr.",61,22.16,43,194
191,192,192,Gabriel Hjertstedt,76,22.18,57,257
192,193,193,Kelly Grunewald,66,22.8,44,193
193,194,194,Jeff Julian,55,28.57,42,147
