,Birdie_or_Better_Percentage_-_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Rough_%,Birdie_or_Better_Percentage_-_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Rough_TOTAL HOLES
68,T66,T66,Grant Waite,78,15.38,2.0,13
69,T70,T70,Robert Damron,91,14.29,1.0,7
70,T70,T70,Pete Jordan,105,14.29,1.0,7
71,T70,T70,Skip Kendall,111,14.29,2.0,14
72,T70,T70,Jeff Maggert,84,14.29,1.0,7
73,T70,T70,John Riegger,86,14.29,2.0,14
74,T70,T70,Jeff Sluman,106,14.29,3.0,21
75,T70,T70,Esteban Toledo,116,14.29,2.0,14
76,T77,T77,Mathew Goggin,96,13.33,2.0,15
77,T77,T77,Frank Lickliter II,102,13.33,2.0,15
78,T79,T79,Robert Allenby,108,12.5,1.0,8
79,T79,T79,Brandt Jobe,96,12.5,1.0,8
80,T81,T81,Tom Byrum,85,11.11,1.0,9
81,T81,T81,Joe Durant,80,11.11,1.0,9
82,T81,T81,Brian Gay,114,11.11,1.0,9
83,T81,T81,Scott Hoch,84,11.11,1.0,9
84,T81,T81,Steve Lowery,100,11.11,2.0,18
85,T86,T86,Jay Don Blake,100,10.53,2.0,19
86,T86,T86,Justin Leonard,106,10.53,2.0,19
87,T88,T88,Larry Mize,76,10.0,1.0,10
88,T88,T88,David Morland IV,88,10.0,1.0,10
89,T88,T88,Chris Riley,104,10.0,1.0,10
90,T88,T88,Steve Stricker,73,10.0,1.0,10
91,T88,T88,Jay Williamson,92,10.0,1.0,10
92,T93,T93,Briny Baird,106,9.09,1.0,11
93,T93,T93,Brad Elder,111,9.09,1.0,11
94,T93,T93,Tom Lehman,82,9.09,1.0,11
95,T93,T93,J.L. Lewis,108,9.09,1.0,11
96,T93,T93,Michael Muehr,94,9.09,1.0,11
97,T93,T93,Frank Nobilo,91,9.09,1.0,11
98,T93,T93,Loren Roberts,84,9.09,1.0,11
99,T100,T100,Blaine McCallister,80,8.33,1.0,12
100,T100,T100,Spike McRoy,95,8.33,1.0,12
101,T102,T102,Paul Goydos,86,7.69,1.0,13
102,T102,T102,Kaname Yokoo,81,7.69,1.0,13
103,T104,T104,Tommy Armour III,93,7.14,1.0,14
104,T104,T104,Bob Estes,91,7.14,1.0,14
105,T104,T104,Tom Pernice Jr.,106,7.14,1.0,14
106,T104,T104,Mike Sposa,96,7.14,1.0,14
107,T104,T104,Hal Sutton,96,7.14,1.0,14
108,109,109,Kenny Perry,94,6.67,1.0,15
109,110,110,Brad Faxon,95,4.55,1.0,22
110,T111,T111,Steve Allan,88,0.0,,2
111,T111,T111,Stephen Ames,88,0.0,,4
112,T111,T111,Jeremy Anderson,69,0.0,,1
113,T111,T111,Billy Andrade,82,0.0,,2
114,T111,T111,Woody Austin,99,0.0,,3
115,T111,T111,Doug Barron,62,0.0,,4
116,T111,T111,Mark Brooks,88,0.0,,7
117,T111,T111,Jim Carter,103,0.0,,10
118,T111,T111,Brandel Chamblee,77,0.0,,4
119,T111,T111,K.J. Choi,95,0.0,,2
120,T111,T111,Keith Clearwater,62,0.0,,2
121,T111,T111,Richie Coughlan,66,0.0,,1
122,T111,T111,John Daly,84,0.0,,7
123,T111,T111,Marco Dawson,57,0.0,,2
124,T111,T111,Doug Dunakey,83,0.0,,5
125,T111,T111,Scott Dunlap,80,0.0,,4
126,T111,T111,Joel Edwards,99,0.0,,7
127,T111,T111,Steve Flesch,112,0.0,,10
128,T111,T111,Robin Freeman,105,0.0,,1
129,T111,T111,Edward Fryatt,93,0.0,,5
130,T111,T111,Jason Gore,82,0.0,,3
131,T111,T111,Paul Gow,79,0.0,,3
132,T111,T111,Jimmy Green,94,0.0,,12
133,T111,T111,Kelly Grunewald,66,0.0,,1
134,T111,T111,Hunter Haas,78,0.0,,2
135,T111,T111,Jeff Hart,87,0.0,,1
136,T111,T111,Brian Henninger,81,0.0,,14
137,T111,T111,J.J. Henry,86,0.0,,5
138,T111,T111,Mark Hensby,71,0.0,,2
139,T111,T111,Tim Herron,97,0.0,,1
140,T111,T111,Gabriel Hjertstedt,76,0.0,,2
141,T111,T111,Glen Hnatiuk,104,0.0,,4
142,T111,T111,John Huston,64,0.0,,3
143,T111,T111,Kevin Johnson,93,0.0,,1
144,T111,T111,Steve Jones,75,0.0,,8
145,T111,T111,Kent Jones,74,0.0,,1
146,T111,T111,Craig Kanada,80,0.0,,1
147,T111,T111,Jerry Kelly,104,0.0,,4
148,T111,T111,Cliff Kresge,84,0.0,,3
149,T111,T111,Ian Leggatt,84,0.0,,7
150,T111,T111,Andrew Magee,97,0.0,,12
151,T111,T111,Bob May,86,0.0,,1
152,T111,T111,Rocco Mediate,69,0.0,,6
153,T111,T111,Joe Ogilvie,110,0.0,,6
154,T111,T111,Geoff Ogilvy,60,0.0,,6
155,T111,T111,Craig Parry,68,0.0,,3
156,T111,T111,Steve Pate,89,0.0,,5
157,T111,T111,Dennis Paulson,75,0.0,,1
158,T111,T111,Carl Paulson,93,0.0,,10
159,T111,T111,Chris Perry,80,0.0,,3
160,T111,T111,Chris Smith,101,0.0,,5
161,T111,T111,Jerry Smith,95,0.0,,5
162,T111,T111,Tommy Tolles,89,0.0,,1
163,T111,T111,Ted Tryba,110,0.0,,9
164,T111,T111,Scott Verplank,99,0.0,,14
165,T111,T111,Rocky Walcher,59,0.0,,6
166,T111,T111,Duffy Waldorf,77,0.0,,4
167,T111,T111,Brian Wilson,88,0.0,,4
