,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
132,T131,T131,Brad Faxon,95,71.75,287,4
133,T131,T131,Gabriel Hjertstedt,76,71.75,287,4
134,135,135,Hal Sutton,96,71.83,431,6
135,T136,T136,Mark Brooks,88,72.0,72,1
136,T136,T136,Brandel Chamblee,77,72.0,216,3
137,T136,T136,Doug Dunakey,83,72.0,216,3
138,T136,T136,Jimmy Green,94,72.0,72,1
139,T136,T136,Per-Ulrik Johansson,82,72.0,144,2
140,T136,T136,Steve Jones,75,72.0,72,1
141,T136,T136,Phil Mickelson,85,72.0,72,1
142,T136,T136,Geoff Ogilvy,60,72.0,288,4
143,T136,T136,Tom Scherrer,69,72.0,144,2
144,T136,T136,Mark Wiebe,62,72.0,72,1
145,146,146,Bradley Hughes,96,72.33,217,3
146,T147,T147,Scott Dunlap,80,72.5,145,2
147,T147,T147,Andrew Magee,97,72.5,145,2
148,T147,T147,Shaun Micheel,103,72.5,145,2
149,T147,T147,Gary Nicklaus,96,72.5,145,2
150,T147,T147,Joe Ogilvie,110,72.5,145,2
151,T152,T152,Jerry Kelly,104,73.0,73,1
152,T152,T152,Tom Pernice Jr.,106,73.0,219,3
153,T152,T152,Duffy Waldorf,77,73.0,73,1
154,155,155,Blaine McCallister,80,73.25,293,4
155,T156,T156,Brad Elder,111,74.0,74,1
156,T156,T156,Harrison Frazar,88,74.0,74,1
157,T156,T156,Hunter Haas,78,74.0,74,1
158,T156,T156,Brandt Jobe,96,74.0,148,2
159,T156,T156,Chris Perry,80,74.0,148,2
160,T161,T161,Fulton Allem,56,75.0,75,1
161,T161,T161,Rich Beem,91,75.0,75,1
162,163,163,Paul Gow,79,75.33,226,3
163,164,164,Len Mattiace,98,77.0,77,1
