,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
115,T114,T114,Carlos Franco,87,35.49,3088,87
116,T114,T114,Dennis Paulson,75,35.49,2626,74
117,118,118,Esteban Toledo,116,35.5,4047,114
118,T119,T119,Fred Couples,68,35.51,2415,68
119,T119,T119,Lee Janzen,96,35.51,3267,92
120,T119,T119,Grant Waite,78,35.51,2699,76
121,T122,T122,Spike McRoy,95,35.53,3233,91
122,T122,T122,Kaname Yokoo,81,35.53,2878,81
123,124,124,Ian Leggatt,84,35.56,2987,84
124,125,125,Pete Jordan,105,35.57,3664,103
125,126,126,Craig Perks,78,35.59,2705,76
126,T127,T127,Frank Nobilo,91,35.6,3168,89
127,T127,T127,Geoff Ogilvy,60,35.6,2136,60
128,129,129,Mark Brooks,88,35.61,3134,88
129,130,130,Bradley Hughes,96,35.62,3348,94
130,T131,T131,Tommy Armour III,93,35.63,3242,91
131,T131,T131,Jay Don Blake,100,35.63,3420,96
132,T133,T133,Fulton Allem,56,35.64,1996,56
133,T133,T133,Jay Williamson,92,35.64,3208,90
134,T135,T135,Matt Gogel,83,35.65,2888,81
135,T135,T135,Blaine McCallister,80,35.65,2852,80
136,T137,T137,Jonathan Kaye,116,35.67,3995,112
137,T137,T137,Shaun Micheel,103,35.67,3567,100
138,T139,T139,David Morland IV,88,35.69,3069,86
139,T139,T139,Steve Pate,89,35.69,3069,86
140,141,141,Per-Ulrik Johansson,82,35.7,2856,80
141,142,142,Scott Dunlap,80,35.71,2821,79
142,143,143,Danny Ellis,76,35.72,2715,76
143,T144,T144,Jason Gore,82,35.73,2858,80
144,T144,T144,Paul Gow,79,35.73,2680,75
145,146,146,Joey Sindelar,69,35.74,2359,66
146,147,147,Paul Goydos,86,35.75,3003,84
147,148,148,Ted Tryba,110,35.76,3791,106
148,T149,T149,Robin Freeman,105,35.78,3685,103
149,T149,T149,Franklin Langham,63,35.78,2147,60
150,T149,T149,Brian Wilson,88,35.78,3077,86
151,152,152,J.P. Hayes,76,35.79,2720,76
152,T153,T153,Woody Austin,99,35.8,3401,95
153,T153,T153,Richie Coughlan,66,35.8,2363,66
154,T153,T153,Cliff Kresge,84,35.8,2936,82
155,156,156,Bill Glasson,69,35.85,2330,65
156,T157,T157,Craig Kanada,80,35.86,2797,78
157,T157,T157,Garrett Willis,88,35.86,3084,86
158,159,159,Rory Sabbatini,73,35.88,2476,69
159,T160,T160,Andrew McLardy,75,35.89,2692,75
160,T160,T160,Chris Tidland,83,35.89,2871,80
161,T162,T162,Carl Paulson,93,35.9,3339,93
162,T162,T162,Willie Wood,52,35.9,1867,52
163,164,164,Gabriel Hjertstedt,76,35.91,2729,76
164,165,165,Jeff Hart,87,35.92,3053,85
165,T166,T166,Jeremy Anderson,69,35.93,2479,69
166,T166,T166,Jimmy Green,94,35.93,3306,92
167,T166,T166,Mark Hensby,71,35.93,2551,71
168,169,169,Ronnie Black,51,35.94,1833,51
169,T170,T170,Doug Barron,62,35.97,2230,62
170,T170,T170,Jeff Brehaut,80,35.97,2770,77
171,172,172,Steve Jones,75,35.99,2555,71
172,T173,T173,Larry Mize,76,36.0,2664,74
173,T173,T173,"Dave Stockton, Jr.",61,36.0,2196,61
174,175,175,Dicky Pride,78,36.05,2812,78
175,176,176,Tom Scherrer,69,36.06,2380,66
176,177,177,Steve Allan,88,36.07,3102,86
177,T178,T178,Doug Dunakey,83,36.11,2925,81
178,T178,T178,Kent Jones,74,36.11,2672,74
179,180,180,Jean Van de Velde,52,36.13,1626,45
180,181,181,Gary Nicklaus,96,36.15,3398,94
181,182,182,Tommy Tolles,89,36.16,3110,86
182,183,183,Mathew Goggin,96,36.18,3365,93
183,184,184,Ben Bates,53,36.19,1918,53
184,185,185,Mark Wiebe,62,36.21,2245,62
185,186,186,Ben Ferguson,76,36.22,2680,74
186,187,187,Keith Clearwater,62,36.23,2246,62
187,T188,T188,Robert Gamez,59,36.29,2141,59
188,T188,T188,Brian Henninger,81,36.29,2867,79
189,190,190,Rocky Walcher,59,36.32,2143,59
190,T191,T191,Hunter Haas,78,36.34,2762,76
191,T191,T191,Sean Murphy,70,36.34,2544,70
192,193,193,Kelly Grunewald,66,36.35,2399,66
193,194,194,Jeff Julian,55,36.56,2011,55
